Lemma,Transcribed,Transliterated,Lang Gender Class,ID,
Ephraim-אפרים,אפרים,Ephraim,B_M,name-Ephraim-d1e38082
Babi-בבי,בבי,Babi,B_M,name-Babi-d1e38521
Bilga-בלגה,בלגה,Bilga,B_M,name-Bilga-d1e38738
Ben Gaber-בןגבר,בןגבר,Ben Gaber,B_M,name-Ben_Gaber-d1e38797
Benaiah-בניה,בניה,Benaiah,B_M,name-Benaiah-d1e38850
Benjamin-בנימין,בנימין,Benjamin,B_M,name-Benjamin-d1e39671
Besai-בסי,בסי,Besai,B_M,name-Besai-d1e41961
Baruch-ברוך,ברוך,Baruch,B_M,name-Baruch-d1e42097
Goliath-גלית,גלית,Goliath,B_M,name-Goliath-d1e42674
Gamaliel-גמליאל,גמליאל,Gamaliel,B_M,name-Gamaliel-d1e42778
Doeg-דואג,דואג,Doeg,B_M,name-Doeg-d1e43668
David-דוד,דוד,David,B_M,name-David-d1e43770
Daliah-דליה,דליה,Daliah,B_M,name-Daliah-d1e44318
Daniel-דניאל,דניאל,Daniel,B_M,name-Daniel-d1e44771
Hosea-הושע,הושע,Hosea,B_M,name-Hosea-d1e45267
Hillel-הלל,הלל,Hillel,B_M,name-Hillel-d1e45389
Akos-הקוץ,הקוץ,Akos,B_M,name-Akos-d1e46356
Vaniah-וניה,וניה,Vaniah,B_M,name-Vaniah-d1e46412
Zebediah-זבדיה,זבדיה,Zebediah,B_M,name-Zebediah-d1e46460
Zabbi-זבי,זבי,Zabbi,B_M,name-Zabbi-d1e47141
Zaza-זזא,זזא,Zaza,B_M,name-Zaza-d1e47192
Zachariah-זכריה,זכריה,Zachariah,B_M,name-Zachariah-d1e47334
Zamari-זמרי,זמרי,Zamari,B_M,name-Zamari-d1e49659
Hagaba-חגבא,חגבא,Hagaba,B_M,name-Hagaba-d1e49840
Hagaba Hagai-חגבאחגי,חגבאחגי,Hagaba Hagai,B_M,name-Hagaba_Hagai-d1e49888
Hadad-חדד,חדד,Hadad,B_M,name-Hadad-d1e50226
Hur-חור,חור,Hur,B_M,name-Hur-d1e50312
Hezir-חזיר,חזיר,Hezir,B_M,name-Hezir-d1e50405
Hezekiah-חזקיה,חזקיה,Hezekiah,B_M,name-Hezekiah-d1e50508
Hakhiliah-חכליה,חכליה,Hakhiliah,B_M,name-Hakhiliah-d1e52161
Helkiah-חלקיה,חלקיה,Helkiah,B_M,name-Helkiah-d1e52248
Enoch-חנוך,חנוך,Enoch,B_M,name-Enoch-d1e53142
Hanamel-חנמאל,חנמאל,Hanamel,B_M,name-Hanamel-d1e53331
Hanan-חנן,חנן,Hanan,B_M,name-Hanan-d1e53436
Hananel-חננאל,חננאל,Hananel,B_M,name-Hananel-d1e56176
Hananiah-חנניה,חנניה,Hananiah,B_M,name-Hananiah-d1e56230
Hesron-חצרון,חצרון,Hesron,B_M,name-Hesron-d1e63431
Harasha-חרשא,חרשא,Harasha,B_M,name-Harasha-d1e63519
Hashub-חשוב,חשוב,Hashub,B_M,name-Hashub-d1e63700
Tobiah-טוביה,טוביה,Tobiah,B_M,name-Tobiah-d1e63795
Yoziniah-יאזניה,יאזניה,Yoziniah,B_M,name-Yoziniah-d1e65166
Yair-יאיר,יאיר,Yair,B_M,name-Yair-d1e65212
Josiah-יאשיה,יאשיה,Josiah,B_M,name-Josiah-d1e65671
Yadua-ידוע,ידוע,Yadua,B_M,name-Yadua-d1e65969
Yehu-יהוא,יהוא,Yehu,B_M,name-Yehu-d1e66182
Judah-יהודה,יהודה,Judah,Add-B_M,name-Judah-d1e66268
Yehoyarib-יהויריב,יהויריב,Yehoyarib,B_M,name-Yehoyarib-d1e80447
Yehosadaq-יהוצדק,יהוצדק,Yehosadaq,B_M,name-Yehosadaq-d1e80503
Yehoram-יהורם,יהורם,Yehoram,B_M,name-Yehoram-d1e80587
Joshua-יהושע,יהושע,Joshua,B_M,name-Joshua-d1e80633
Yoab-ואב,ואב,Yoab,B_M,name-Yoab-d1e84905
Yoahaz-יואחז,יואחז,Yoahaz,B_M,name-Yoahaz-d1e84954
Yohanan-יוחנן,יוחנן,Yohanan,B_M,name-Yohanan-d1e85046
Yonah-יונה,יונה,Yonah,B_M,name-Yonah-d1e92242
Jonathan-יונתן,יונתן,Jonathan,B_M,name-Jonathan-d1e92833
Joseph-יוסף,יוסף,Joseph,B_M,name-Joseph-d1e98126
Yoezer-יועזר,יועזר,Yoezer,B_M,name-Yoezer-d1e107956
Ezekiel-יחזקאל,יחזקאל,Ezekiel,B_M,name-Ezekiel-d1e109017
Yakhin-יכין,יכין,Yakhin,B_M,name-Yakhin-d1e109194
Jacob-יעקב,יעקב,Jacob,B_M,name-Jacob-d1e109245
Yefone-יפנה,יפנה,Yefone,B_M,name-Yefone-d1e115427
Isaac-יצחק,יצחק,Isaac,Add-B_M,name-Isaac-d1e115478
Yaqim-יקים,יקים,Yaqim,B_M,name-Yaqim-d1e120648
Jeremiah-ירמיה,ירמיה,Jeremiah,B_M,name-Jeremiah-d1e121106
Yeshbab-ישבאב,ישבאב,Yeshbab,B_M,name-Yeshbab-d1e122252
Ishmael-ישמעאל,ישמעאל,Ishmael,B_M,name-Ishmael-d1e122384
Isaiah-ישעיה,ישעיה,Isaiah,B_M,name-Isaiah-d1e124429
Yisachar-יששכר,יששכר,Yisachar,B_M,name-Yisachar-d1e124993
Yitra-יתרא,יתרא,Yitra,B_M,name-Yitra-d1e125220
Kushi-כושי,כושי,Kushi,B_M,name-Kushi-d1e125384
Caleb-כלב,כלב,Caleb,B_M,name-Caleb-d1e125434
Levi-לוי,לוי,Levi,B_M,name-Levi-d1e125675
Mehalalel-מהללאל,מהללאל,Mehalalel,B_M,name-Mehalalel-d1e129371
Micha-מיכה,מיכה,Micha,B_M,name-Micha-d1e129420
Meyasha-מישא,מישא,Meyasha,B_M,name-Meyasha-d1e129471
Menahem-מנחם,מנחם,Menahem,B_M,name-Menahem-d1e129763
Manaseh-מנשה,מנשה,Manaseh,B_M,name-Manaseh-d1e132697
Maaziah-מעזיה,מעזיה,Maaziah,B_M,name-Maaziah-d1e134383
Mordechai-מרדכי,מרדכי,Mordechai,B_M,name-Mordechai-d1e134434
Moses-משה,משה,Moses,B_M,name-Moses-d1e134760
Meshulam-משלם,משלם,Meshulam,B_M,name-Meshulam-d1e136000
Mataniah-מתניה,מתניה,Mataniah,B_M,name-Mataniah-d1e136588
Mattathias-מתתיה,מתתיה,Mattathias,B_M,name-Mattathias-d1e137039
Nabayot-נביות,נביות,Nabayot,B_M,name-Nabayot-d1e141133
Nadab-נדב,נדב,Nadab,B_M,name-Nadab-d1e141184
Nedabiah-נדביה,נדביה,Nedabiah,B_M,name-Nedabiah-d1e141275
Noadiah-נועדיה,נועדיה,Noadiah,B_M,name-Noadiah-d1e141326
Nahum-נחום,נחום,Nahum,B_M,name-Nahum-d1e141374
Nehemiah-נחמיה,נחמיה,Nehemiah,B_M,name-Nehemiah-d1e142461
Nahmani-נחמני,נחמני,Nahmani,B_M,name-Nahmani-d1e143385
Naphtali-נפתלי,נפתלי,Naphtali,B_M,name-Naphtali-d1e143926
Neriyah-נריה,נריה,Neriyah,B_M,name-Neriyah-d1e144056
Nathan-נתן,נתן,Nathan,B_M,name-Nathan-d1e144102
Nathanel-נתנאל,נתנאל,Nathanel,B_M,name-Nathanel-d1e146558
Abdi-עבדי,עבדי,Abdi,B_M,name-Abdi-d1e147204
Uziel-עוזיאל,עוזיאל,Uziel,B_M,name-Uziel-d1e148087
Ezra-עזרא,עזרא,Ezra,B_M,name-Ezra-d1e148298
Azariah-עזריה,עזריה,Azariah,B_M,name-Azariah-d1e148598
Eli-עלי,עלי,Eli,B_M,name-Eli-d1e149316
Amram-עמרם,עמרם,Amram,B_M,name-Amram-d1e149534
Aqub-עקוב,עקוב,Aqub,B_M,name-Aqub-d1e150112
Aqash-עקש,עקש,Aqash,B_M,name-Aqash-d1e151659
Asayah-עשיה,עשיה,Asayah,B_M,name-Asayah-d1e151785
Pedayah-פדיה,פדיה,Pedayah,B_M,name-Pedayah-d1e151834
Pelatyah-פלטיה,פלטיה,Pelatyah,B_M,name-Pelatyah-d1e152048
Playah-פליה,פליה,Playah,B_M,name-Playah-d1e152243
Pelalyah-פלליה,פלליה,Pelalyah,B_M,name-Pelalyah-d1e152510
Penuel-פנואל,פנואל,Penuel,B_M,name-Penuel-d1e152556
Phineas-פנחס,פנחס,Phineas,B_M,name-Phineas-d1e152653
Parida-פרידא,פרידא,Parida,B_M,name-Parida-d1e154720
Parnakh-פרנך,פרנך,Parnakh,B_M,name-Parnakh-d1e154769
Petahyah-פתחיה,פתחיה,Petahyah,B_M,name-Petahyah-d1e154914
Sebia-צביא,צביא,Sebia,B_M,name-Sebia-d1e155043
Zadok-צדוק,צדוק,Zadok,B_M,name-Zadok-d1e155095
Zedekiah-צדקיה,צדקיה,Zedekiah,B_M,name-Zedekiah-d1e155591
Zephaniah-צפניה,צפניה,Zephaniah,B_M,name-Zephaniah-d1e155647
Reuben-ראובן,ראובן,Reuben,B_M,name-Reuben-d1e155698
Reuel-רעואל,רעואל,Reuel,B_M,name-Reuel-d1e156113
Saul-שאול,שאול,Saul,B_M,name-Saul-d1e156168
Shabi-שבי,שבי,Shabi,B_M,name-Shabi-d1e158140
Shabna-שבנא,שבנא,Shabna,B_M,name-Shabna-d1e158337
Shabtai-שבנאשבתי,שבנאשבתי,Shabtai,B_M,name-Shabtai-d1e158471
Shunai-שוני,שוני,Shunai,B_M,name-Shunai-d1e158653
Shekhaniah-שכניה,שכניה,Shekhaniah,B_M,name-Shekhaniah-d1e158704
Shlamiah-שלמיה,שלמיה,Shlamiah,B_M,name-Shlamiah-d1e158797
Shem-שלמיהשם,שלמיהשם,Shem,B_M,name-Shem-d1e159189
Samuel-שמואל,שמואל,Samuel,B_M,name-Samuel-d1e159240
Shamoa-שמוע,שמוע,Shamoa,B_M,name-Shamoa-d1e167978
Shamla-שמלה,שמלה,Shamla,B_M,name-Shamla-d1e168185
Simon-שמעון,שמעון,Simon,B_M,name-Simon-d1e168321
Shemayah-שמעיה,שמעיה,Shemayah,B_M,name-Shemayah-d1e190123
Sarasar-שראצר,שראצר,Sarasar,B_M,name-Sarasar-d1e190666
Seth-שת,שת,Seth,B_M,name-Seth-d1e190714
Tehinah-תחנה,תחנה,Tehinah,B_M,name-Tehinah-d1e191020
Teima-תימא,תימא,Teima,B_M,name-Teima-d1e191649
Agathe-̓Αγάθη,̓Αγάθη,Agathe,G_F,name-Agathe-d1e192206
Acme-̓Ακμή,̓Ακμή,Acme,G_F,name-Acme-d1e192302
Alexandra-̓Αλεξάνδρα,̓Αλεξάνδρα,Alexandra,G_F,name-Alexandra-d1e192443
Antigona-̓Αντιγόνα,̓Αντιγόνα,Antigona,G_F,name-Antigona-d1e192969
Aristobule-̓Αριστοβούλη,̓Αριστοβούλη,Aristobule,G_F,name-Aristobule-d1e193146
Arsinoe-̓Αρσινόη,̓Αρσινόη,Arsinoe,G_F,name-Arsinoe-d1e193290
Auge-Α̓γῆ,Α̓γῆ,Auge,G_F,name-Auge-d1e193523
Balsame-Βαλσάμη,Βαλσάμη,Balsame,G_F,name-Balsame-d1e193616
Berenice-Βερενίκη,Βερενίκη,Berenice,G_F,name-Berenice-d1e193664
Grapte-Γραπτή,Γραπτή,Grapte,G_F,name-Grapte-d1e194515
Demarchia-Δημαρχία,Δημαρχία,Demarchia,G_F,name-Demarchia-d1e194612
Dorkas-Δορκάς,Δορκάς,Dorkas,G_F,name-Dorkas-d1e194700
Doris-Δωρίς,Δωρίς,Doris,G_F,name-Doris-d1e194787
Dorothea-Δωροθέα,Δωροθέα,Dorothea,G_F,name-Dorothea-d1e194881
Dosis-Δωσίς,Δωσίς,Dosis,G_F,name-Dosis-d1e194977
Eiras-Εἴρας,Εἴρας,Eiras,G_F,name-Eiras-d1e195025
Helene-̔Ελένη,̔Ελένη,Helene,G_F,name-Helene-d1e195116
Elpis-̓Ελπίς,̓Ελπίς,Elpis,G_F,name-Elpis-d1e195441
Hermione-̔Ερμιόνη,̔Ερμιόνη,Hermione,G_F,name-Hermione-d1e195531
Erotarion-̓Ερωτάριον,̓Ερωτάριον,Erotarion,G_F,name-Erotarion-d1e195675
Zenarutus-Ζηναροῦτος,Ζηναροῦτος,Zenarutus,G_F,name-Zenarutus-d1e195763
Hedea-̔Ηδεῖα,̔Ηδεῖα,Hedea,G_F,name-Hedea-d1e195809
Heras-̔Ηρᾶς,̔Ηρᾶς,Heras,Add-G_M,name-Heras-d1e195857
Herodias-̔Ηρωδιάς,̔Ηρωδιάς,Herodias,G_F,name-Herodias-d1e196217
Theodora-Θεοδώρα,Θεοδώρα,Theodora,G_F,name-Theodora-d1e196430
Theophila-Θεοφίλα,Θεοφίλα,Theophila,G_F,name-Theophila-d1e196979
Iatrine-̓Ιατρίνη,̓Ιατρίνη,Iatrine,G_F,name-Iatrine-d1e197209
Ide-̓́Ιδη,̓́Ιδη,Ide,G_F,name-Ide-d1e197258
Iphigenia-̓Ιφιγένεια,̓Ιφιγένεια,Iphigenia,G_F,name-Iphigenia-d1e197346
Carpia-Καρπία,Καρπία,Carpia,G_F,name-Carpia-d1e197394
Cleopatra-Κλεοπάτρα,Κλεοπάτρα,Cleopatra,G_F,name-Cleopatra-d1e197442
Comaise-Κομαΐση,Κομαΐση,Comaise,G_F,name-Comaise-d1e197574
Cyprus-Κύπρος,Κύπρος,Cyprus,G_F,name-Cyprus-d1e197625
Cyria-Κυρία,Κυρία,Cyria,G_F,name-Cyria-d1e197880
Cyrilla-Κύριλλα,Κύριλλα,Cyrilla,G_F,name-Cyrilla-d1e198425
Lydia-Λυδία,Λυδία,Lydia,G_F,name-Lydia-d1e198943
Lysia-Λυσίας,Λυσίας,Lysia,G_F,name-Lysia-d1e199052
Malthace-Μαλθάκη,Μαλθάκη,Malthace,G_F,name-Malthace-d1e199112
Megiste-Μέγιστη,Μέγιστη,Megiste,G_F,name-Megiste-d1e199204
Moschis-Μόσχις,Μόσχις,Moschis,G_F,name-Moschis-d1e199255
Olympias-̓Ολυμπιάς,̓Ολυμπιάς,Olympias,G_F,name-Olympias-d1e199303
Pallas-Παλλάς,Παλλάς,Pallas,G_F,name-Pallas-d1e199349
Rhode-̔Ρόδη,̔Ρόδη,Rhode,G_F,name-Rhode-d1e199395
Sabatis-Σαβατίς,Σαβατίς,Sabatis,G_F,name-Sabatis-d1e199442
Storge-Στοργή,Στοργή,Storge,G_F,name-Storge-d1e199491
Phaidra-Φαῖδρα,Φαῖδρα,Phaidra,G_F,name-Phaidra-d1e199537
Psyche-Ψυχή,Ψυχή,Psyche,G_F,name-Psyche-d1e199583
Hora-̔́Ωρα,̔́Ωρα,Hora,G_F,name-Hora-d1e199671
Abaskantus-̓Αβασκάντος,̓Αβασκάντος,Abaskantus,G_M,name-Abaskantus-d1e199722
Athenagoras-̓Αθηναγόρας,̓Αθηναγόρας,Athenagoras,G_M,name-Athenagoras-d1e199809
Aianus-Αἰανός,Αἰανός,Aianus,G_M,name-Aianus-d1e199955
Aeneas-Αἰνείας,Αἰνείας,Aeneas,G_M,name-Aeneas-d1e200045
Alexander-̓Αλέξανδρος,̓Αλέξανδρος,Alexander,G_M,name-Alexander-d1e200210
Aleximachos-̓Αλεξίμαχος,̓Αλεξίμαχος,Aleximachos,G_M,name-Aleximachos-d1e205415
Alcimus-̓́Αλκιμος,̓́Αλκιμος,Alcimus,G_M,name-Alcimus-d1e205463
Alcius-̓Αλκίος,̓Αλκίος,Alcius,G_M,name-Alcius-d1e205569
Amarantus-̓Αμάραντος,̓Αμάραντος,Amarantus,G_M,name-Amarantus-d1e205663
Ambrosius-̓Αμβρόσιος,̓Αμβρόσιος,Ambrosius,G_M,name-Ambrosius-d1e205803
Aminias-̓Αμινίας,̓Αμινίας,Aminias,G_M,name-Aminias-d1e205851
Amnes-̓Αμνής,̓Αμνής,Amnes,G_M,name-Amnes-d1e205897
Amyntas-̓Αμύντας,̓Αμύντας,Amyntas,G_M,name-Amyntas-d1e205946
Amphiklus-̓́Αμφικλος,̓́Αμφικλος,Amphiklus,G_M,name-Amphiklus-d1e206133
Andreas-̓Ανδρέας,̓Ανδρέας,Andreas,G_M,name-Andreas-d1e206229
Andromachus-̓Ανδρόμαχος,̓Ανδρόμαχος,Andromachus,G_M,name-Andromachus-d1e206624
Andronicus-̓Ανδρόνικος,̓Ανδρόνικος,Andronicus,G_M,name-Andronicus-d1e206949
Anthylus-̓Ανθύλος,̓Ανθύλος,Anthylus,G_M,name-Anthylus-d1e207417
Antas-̓Αντᾶς,̓Αντᾶς,Antas,G_M,name-Antas-d1e207471
Antibelus-̓Αντίβηλος,̓Αντίβηλος,Antibelus,G_M,name-Antibelus-d1e207613
Antigonus-̓Αντίγονος,̓Αντίγονος,Antigonus,G_M,name-Antigonus-d1e207664
Antiochus-̓Αντίοχος,̓Αντίοχος,Antiochus,G_M,name-Antiochus-d1e208116
Antipatrus-̓Αντίπατρος,̓Αντίπατρος,Antipatrus,G_M,name-Antipatrus-d1e208435
Antiphilus-̓Αντίφιλος,̓Αντίφιλος,Antiphilus,G_M,name-Antiphilus-d1e209604
Antyllus-̓Αντύλλος,̓Αντύλλος,Antyllus,G_M,name-Antyllus-d1e209694
Apollogenes-̓Απολλογένης,̓Απολλογένης,Apollogenes,G_M,name-Apollogenes-d1e209741
Apollonius-̓Απολλώνιος,̓Απολλώνιος,Apollonius,Add-G_M,name-Apollonius-d1e209789
Ardalus-̓́Αρδαλος,̓́Αρδαλος,Ardalus,G_M,name-Ardalus-d1e210745
Arius-̓́Αριος,̓́Αριος,Arius,G_M,name-Arius-d1e210793
Aristeus-̓Αριστεύς,̓Αριστεύς,Aristeus,G_M,name-Aristeus-d1e210841
Aristobulus-̓Αριστόβουλος,̓Αριστόβουλος,Aristobulus,Add-G_M,name-Aristobulus-d1e210890
Ariston-̓Αρίστων,̓Αρίστων,Ariston,G_M,name-Ariston-d1e211649
Artemon-̓Αρτέμων,̓Αρτέμων,Artemon,G_M,name-Artemon-d1e212217
Archelaus-̓Αρχέλαος,̓Αρχέλαος,Archelaus,G_M,name-Archelaus-d1e212502
Asterius-̓Αστέριος,̓Αστέριος,Asterius,G_M,name-Asterius-d1e212805
Aphrodisias-̓Αφροδισιάς,̓Αφροδισιάς,Aphrodisias,G_M,name-Aphrodisias-d1e213036
Bathullus-Βάθυλλος,Βάθυλλος,Bathullus,G_M,name-Bathullus-d1e213087
Berenicianus-Βερενικιανός,Βερενικιανός,Berenicianus,G_M,name-Berenicianus-d1e213140
Beryllus-Βήρυλλος,Βήρυλλος,Beryllus,G_M,name-Beryllus-d1e213336
Blastos-Βλάστος,Βλάστος,Blastos,G_M,name-Blastos-d1e213384
Boethus-Βοηθός,Βοηθός,Boethus,G_M,name-Boethus-d1e213433
Galaistes-Γαλαίστης,Γαλαίστης,Galaistes,G_M,name-Galaistes-d1e213934
Geron-Γέρων,Γέρων,Geron,G_M,name-Geron-d1e214026
Gorgos-Γόργος,Γόργος,Gorgos,G_M,name-Gorgos-d1e214158
Gyges-Γύγης,Γύγης,Gyges,G_M,name-Gyges-d1e214249
Damnaius-Δάμναιος,Δάμναιος,Damnaius,G_M,name-Damnaius-d1e214300
Damon-Δάμων,Δάμων,Damon,G_M,name-Damon-d1e214346
Demetrius-Δημήτριος,Δημήτριος,Demetrius,G_M,name-Demetrius-d1e214495
Diadochus-Διάδοχος,Διάδοχος,Diadochus,G_M,name-Diadochus-d1e215270
Didymus-Δίδυμος,Δίδυμος,Didymus,G_M,name-Didymus-d1e215317
Diogenes-Διογένης,Διογένης,Diogenes,G_M,name-Diogenes-d1e215871
Diodotus-Διόδοτος,Διόδοτος,Diodotus,G_M,name-Diodotus-d1e216330
Diodorus-Διόδωρος,Διόδωρος,Diodorus,G_M,name-Diodorus-d1e216786
Dionysius-Διονύσιος,Διονύσιος,Dionysius,G_M,name-Dionysius-d1e216877
Dionytas-Διονυτᾶς,Διονυτᾶς,Dionytas,G_M,name-Dionytas-d1e217566
Dioscorus-Διόσκορος,Διόσκορος,Dioscorus,G_M,name-Dioscorus-d1e217665
Diophantus-Διόφαντος,Διόφαντος,Diophantus,G_M,name-Diophantus-d1e217806
Dorymenes-Δορυμένης,Δορυμένης,Dorymenes,G_M,name-Dorymenes-d1e218040
Dositheus-Δοσίθεος,Δοσίθεος,Dositheus,G_M,name-Dositheus-d1e218128
Dorotheus-Δωρόθεος,Δωρόθεος,Dorotheus,G_M,name-Dorotheus-d1e220051
Eirenaius-Εἰρηναῖος,Εἰρηναῖος,Eirenaius,G_M,name-Eirenaius-d1e221058
Elix-̓́Ελιξ,̓́Ελιξ,Elix,G_M,name-Elix-d1e221432
Endemias-̓Ενδεμίας,̓Ενδεμίας,Endemias,G_M,name-Endemias-d1e221478
Epictetus-̓Επίκτητος,̓Επίκτητος,Epictetus,G_M,name-Epictetus-d1e221529
Eros-̓́Ερως,̓́Ερως,Eros,G_M,name-Eros-d1e221779
Euagoras-Ε̓αγόρας,Ε̓αγόρας,Euagoras,G_M,name-Euagoras-d1e222085
Eudomus-Ε̓δόμος,Ε̓δόμος,Eudomus,G_M,name-Eudomus-d1e222133
Eunomus-Εὔνομος,Εὔνομος,Eunomus,G_M,name-Eunomus-d1e222188
Euxa-Ε̓ξᾶ,Ε̓ξᾶ,Euxa,G_M,name-Euxa-d1e222236
Euodus-Εὔοδος,Εὔοδος,Euodus,G_M,name-Euodus-d1e222287
Eupolemus-Ε̓πόλεμος,Ε̓πόλεμος,Eupolemus,G_M,name-Eupolemus-d1e222566
Eutelion-Ε̓τελίων,Ε̓τελίων,Eutelion,G_M,name-Eutelion-d1e222744
Eutolmus-Εὔτολμος,Εὔτολμος,Eutolmus,G_M,name-Eutolmus-d1e222795
Eutonius-Ε̓τόνιος,Ε̓τόνιος,Eutonius,G_M,name-Eutonius-d1e223197
Eutrapelus-Ε̓τραπέλος,Ε̓τραπέλος,Eutrapelus,G_M,name-Eutrapelus-d1e223251
Euphronius-Ε̓φρόνιος,Ε̓φρόνιος,Euphronius,G_M,name-Euphronius-d1e223344
Zenon-Ζήνων,Ζήνων,Zenon,G_M,name-Zenon-d1e223392
Zoilus-Ζωΐλος,Ζωΐλος,Zoilus,G_M,name-Zoilus-d1e224652
Hegesippus-̔Ηγήσιππος,̔Ηγήσιππος,Hegesippus,G_M,name-Hegesippus-d1e224980
Herod-̔Ηρώδης,̔Ηρώδης,Herod,G_M,name-Herod-d1e225027
Thaddaius-Θαδδαῖος,Θαδδαῖος,Thaddaius,G_M,name-Thaddaius-d1e225839
Thaliarchus-Θαλίαρχος,Θαλίαρχος,Thaliarchus,G_M,name-Thaliarchus-d1e226266
Thamus-Θαμοῦς,Θαμοῦς,Thamus,G_M,name-Thamus-d1e226416
Thaumastus-Θαυμαστός,Θαυμαστός,Thaumastus,G_M,name-Thaumastus-d1e226464
Theodosius-Θεοδόσιος,Θεοδόσιος,Theodosius,Add-G_M,name-Theodosius-d1e226566
Theodotus-Θεόδοτος,Θεόδοτος,Theodotus,G_M,name-Theodotus-d1e227506
Theodorus-Θεόδωρος,Θεόδωρος,Theodorus,G_M,name-Theodorus-d1e230617
Theophanes-Θεοφάνης,Θεοφάνης,Theophanes,G_M,name-Theophanes-d1e234864
Theophilus-Θεόφιλος,Θεόφιλος,Theophilus,G_M,name-Theophilus-d1e234915
Theumnastus-Θεόμναστος,Θεόμναστος,Theumnastus,G_M,name-Theumnastus-d1e236019
Thracides-Θρακίδας,Θρακίδας,Thracides,G_M,name-Thracides-d1e236107
Threptus-Θρέπτος,Θρέπτος,Threptus,G_M,name-Threptus-d1e236160
Jason-̓Ιάσων,̓Ιάσων,Jason,G_M,name-Jason-d1e236211
Ision-̓Ισίων,̓Ισίων,Ision,G_M,name-Ision-d1e238420
Istomachus-̓Ιστόμαχος,̓Ιστόμαχος,Istomachus,G_M,name-Istomachus-d1e238512
Cairus-Καῖρος,Καῖρος,Cairus,G_M,name-Cairus-d1e238560
Callaius-Καλλαῖος,Καλλαῖος,Callaius,G_M,name-Callaius-d1e238608
Kallon-Κάλλων,Κάλλων,Kallon,G_M,name-Kallon-d1e238655
Castor-Κάστωρ,Κάστωρ,Castor,G_M,name-Castor-d1e238706
Cephallion-Κεφαλίων,Κεφαλίων,Cephallion,G_M,name-Cephallion-d1e238797
Cerinthus-Κήρινθος,Κήρινθος,Cerinthus,G_M,name-Cerinthus-d1e238850
Cleitus-Κλεῖτος,Κλεῖτος,Cleitus,G_M,name-Cleitus-d1e238948
Cleopas-Κλεοπᾶς,Κλεοπᾶς,Cleopas,G_M,name-Cleopas-d1e238994
Coinus-Κοῖνος,Κοῖνος,Coinus,G_M,name-Coinus-d1e239385
Compsus-Κομψός,Κομψός,Compsus,G_M,name-Compsus-d1e239444
Corainnus-Κορίαννος,Κορίαννος,Corainnus,G_M,name-Corainnus-d1e239534
Corinthus-Κόρινθος,Κόρινθος,Corinthus,G_M,name-Corinthus-d1e239585
Cosmus-Κόσμος,Κόσμος,Cosmus,G_M,name-Cosmus-d1e239679
Craton-Κράτων,Κράτων,Craton,G_M,name-Craton-d1e240012
Crocus-Κρόκος,Κρόκος,Crocus,G_M,name-Crocus-d1e240064
Cypselus-Κύψελος,Κύψελος,Cypselus,G_M,name-Cypselus-d1e240151
