,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
16,ref-Sifra.1.5.6-ref-Sifra.1.5.13,ref-y.04.01.1.00.452-ref-y.04.01.1.00.462,1130,1177,182,189,ref-Sifra.1.5.6,ref-Sifra.1.5.13,2885963,2886015,437823,437833,ref-y.4.1.1..452,ref-y.4.1.1..462,לא המשכב כהרי המושב ולא המושב כהרי המשכב ,משכב ולא הרי משכב כהרי מושב ניחא לא הרי מושב כהרי ,8,11,16,5300,0.48,0.25,0.34
17,ref-Sifra.1.6.6-ref-Sifra.1.6.15,ref-y.04.01.1.00.510-ref-y.04.01.1.00.517,1438,1490,236,245,ref-Sifra.1.6.6,ref-Sifra.1.6.15,2886259,2886303,437878,437885,ref-y.4.1.1..510,ref-y.4.1.1..517,לא פרשת הנידות כהרי פרשת שלוח טמאים ולא פרשת שלוח ,פרשת שילוח טמאין ולא פרשת שילוח טמאין כהרי ,10,8,17,5306,0.58,0.3392857142857143,0.42
19,ref-Sifra.1.8.14-ref-Sifra.1.9.41,ref-y.01.08.1.00.2009-ref-y.01.08.1.00.2040,1737,2009,291,341,ref-Sifra.1.8.14,ref-Sifra.1.9.41,692223,692383,106220,106247,ref-y.1.8.1..2009,ref-y.1.8.1..2040,פרט וכל בהמה לשמור כלל פרט וכלל' נעשה כלל מוסף על הפרט מכלל ופרט וכלל כיצד ונתת הכסף בכל אשר תאוה נפשך כלל בבקר ובצאן ביין ובשכר פרט ובכל אשר תשאלך נפשך חזר וכלל כלל ופרט וכלל' אי אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש דבר שהוא וולד וולדות הארץ ,כלל בבקר ובצאן ביין ובשכר פרט ובכל אשר תאוה נפשך הרי כלל אחר כלל ופרט וכלל אי אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש דבר שהוא וולד וולדות הארץ ,53,32,19,785,0.46184738955823296,0.40963855421686746,0.44176706827309237
20,ref-Sifra.1.8.18-ref-Sifra.1.9.41,ref-y.02.02.3.00.193-ref-y.02.02.3.00.225,1757,2009,295,341,ref-Sifra.1.8.18,ref-Sifra.1.9.41,1121677,1121844,169721,169749,ref-y.2.2.3..193,ref-y.2.2.3..225,כלל פרט וכלל' נעשה כלל מוסף על הפרט מכלל ופרט וכלל כיצד ונתת הכסף בכל אשר תאוה נפשך כלל בבקר ובצאן ביין ובשכר פרט ובכל אשר תשאלך נפשך חזר וכלל כלל ופרט וכלל' אי אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש דבר שהוא וולד וולדות הארץ ,בבקר ובצאן ביין ובשכר הרי זה פרט ובכל אשר תשאלך נפשך הרי זה כלל אחר כלל ופרט וכלל ואין אתה דן אלא כעין הפרט לומר מה הפרט מפורש דבר שהוא וולד וולדות הארץ ,49,33,20,1409,0.4652173913043478,0.3562231759656652,0.41304347826086957
23,ref-sifra.1.9.21-ref-sifra.1.9.36,ref-y.03.07.1.00.4899-ref-y.03.07.1.00.4922,1904,1979,323,337,ref-sifra.1.9.21,ref-sifra.1.9.36,2779710,2779826,421890,421913,ref-y.3.7.1..4899,ref-y.3.7.1..4922,חזר וכלל כלל ופרט וכלל' אי אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש ,עיניו פרט וכשהוא אומר ואת כל שערו יגלח חזר וכלל כלל ופרט וכלל אין אתה דן אלא כעין הפרט לומר לך מה הפרט מפורש ,16,24,23,5122,0.3761467889908257,0.3727272727272727,0.3669724770642202
25,ref-Sifra.1.9.34-ref-Sifra.1.9.51,ref-y.01.08.1.00.2047-ref-y.01.08.1.00.2059,1965,2056,335,348,ref-Sifra.1.9.34,ref-Sifra.1.9.51,692407,692476,106249,106260,ref-y.1.8.1..2047,ref-y.1.8.1..2059,מה הפרט מפורש דבר שהוא וולד וולדות הארץ וגדולי קרקע אף אין לי אלא כל דבר' שהוא וולד ,וולד וולדות הארץ רבי עקיבה מפרש מה הפרט מפורש דבר שהוא פרי וולד ,18,13,25,788,0.6428571428571429,0.3370786516853933,0.5357142857142857
26,ref-Sifra.1.9.34-ref-Sifra.1.9.51,ref-y.02.02.3.00.232-ref-y.02.02.3.00.243,1965,2056,335,348,ref-Sifra.1.9.34,ref-Sifra.1.9.51,1121868,1121932,169751,169762,ref-y.2.2.3..232,ref-y.2.2.3..243,מה הפרט מפורש דבר שהוא וולד וולדות הארץ וגדולי קרקע אף אין לי אלא כל דבר' שהוא וולד ,וולד וולדות הארץ רבי עקיבה מפרש מה הפרט מפרש שהוא פרי וולד ,18,12,26,1412,0.6309523809523809,0.3563218390804598,0.5595238095238095
27,ref-Sifra.1.11.9-ref-Sifra.1.11.19,ref-y.03.05.7.00.1111-ref-y.03.05.7.00.1121,2379,2424,406,415,ref-Sifra.1.11.9,ref-Sifra.1.11.19,2606995,2607041,396222,396231,ref-y.3.5.7..1111,ref-y.3.5.7..1121,לא ללמד על עצמו יצא אלא ללמד על הכלל כלו יצא ,לא ללמד על עצמו יצא אלא ללמד על הכלל כולו יצא ,11,11,27,4879,0.021739130434782608,0.021739130434782594,0.021739130434782608
29,ref-Sifra.1.11.21-ref-Sifra.1.11.26,ref-y.02.03.9.00.933-ref-y.02.03.9.00.938,2430,2462,417,422,ref-Sifra.1.11.21,ref-Sifra.1.11.26,1341217,1341249,202795,202800,ref-y.2.3.9..933,ref-y.2.3.9..938,והנפש אשר תאכל בשר מזבח השלמים ,והנפש אשר תאכל בשר מזבח השלמים ,6,6,29,1794,0.0,0.0,0.0
30,ref-Sifra.1.11.54-ref-Sifra.1.11.63,ref-y.03.05.7.00.1111-ref-y.03.05.7.00.1120,2630,2672,450,459,ref-Sifra.1.11.54,ref-Sifra.1.11.63,2606995,2607037,396222,396230,ref-y.3.5.7..1111,ref-y.3.5.7..1120,לא ללמד על עצמן יצאו אלא ללמד על הכלל כלו ,לא ללמד על עצמו יצא אלא ללמד על הכלל כולו ,10,10,30,4877,0.07142857142857142,0.046511627906976716,0.047619047619047616
32,ref-sifra.1.13.43-ref-sifra.1.13.52,ref-y.02.01.12.00.773-ref-y.02.01.12.00.782,3326,3386,564,573,ref-sifra.1.13.43,ref-sifra.1.13.52,1036365,1036411,156972,156981,ref-y.2.1.12..773,ref-y.2.1.12..782,להקל ולהחמיר להקל עליהן שלא ידונו כשער לבן ולהחמיר עליהן ,קלת וחמרת על דר' יודה קלת וחמרת על דרבנן קלת ,10,10,32,1379,0.7017543859649122,0.4776119402985075,0.543859649122807
33,ref-Sifra.1.18.86-ref-Sifra.1.18.92,ref-y.04.04.10.00.6197-ref-y.04.04.10.00.6203,5306,5341,904,910,ref-Sifra.1.18.86,ref-Sifra.1.18.92,3213907,3213942,489633,489639,ref-y.4.4.10..6197,ref-y.4.4.10..6203,אשר נשבעתי באפי אם יבואון אל מנוחתי ,אשר נשבעתי באפי אם יבואון אל מנוחתי ,7,7,33,6075,0.0,0.0,0.0
35,ref-Sifra.2.01-01.1.2-ref-Sifra.2.01-01.2.11,ref-y.03.05.1.00.202-ref-y.03.05.1.00.214,5378,5592,917,944,ref-Sifra.2.1-01.1.2,ref-Sifra.2.1-01.2.11,2532794,2532850,384723,384732,ref-y.3.5.1..202,ref-y.3.5.1..214,וידבר הקדים קריאה לדיבור הלא דין הוא נאמר כאן דיבור' ונאמר בסנה דיבור מה דיבור האמור בסנה הקדים קריאה לדיבור אף דיבור האמור כאן הקדים קריאה לדיבור לא אם אמרת בדיבור הסנה שהוא תחלה לדברות תאמר בדיבור אהל ,דבר מה דבר האמור להלן על פי שנים עדים אף דבר האמור כאן ,38,13,35,4619,0.7783251231527094,0.7475728155339806,0.7783251231527094
36,ref-Sifra.2.01-01.1.9-ref-Sifra.2.01-01.2.11,ref-y.02.01.1.00.1380-ref-y.02.01.1.00.1389,5417,5592,920,944,ref-Sifra.2.1-01.1.9,ref-Sifra.2.1-01.2.11,878925,878975,133304,133313,ref-y.2.1.1..1380,ref-y.2.1.1..1389,נאמר כאן דיבור' ונאמר בסנה דיבור מה דיבור האמור בסנה הקדים קריאה לדיבור אף דיבור האמור כאן הקדים קריאה לדיבור לא אם אמרת בדיבור הסנה שהוא תחלה לדברות תאמר בדיבור אהל ,מה דיבור שנאמר להלן רשות אחרת אף דיבור שנאמר כאן ,31,10,36,1152,0.7771084337349398,0.7202380952380952,0.7710843373493976
37,ref-Sifra.2.01-01.1.9-ref-Sifra.2.01-01.2.11,ref-y.02.06.1.00.810-ref-y.02.06.1.00.819,5417,5592,920,944,ref-Sifra.2.1-01.1.9,ref-Sifra.2.1-01.2.11,1545644,1545694,235291,235300,ref-y.2.6.1..810,ref-y.2.6.1..819,נאמר כאן דיבור' ונאמר בסנה דיבור מה דיבור האמור בסנה הקדים קריאה לדיבור אף דיבור האמור כאן הקדים קריאה לדיבור לא אם אמרת בדיבור הסנה שהוא תחלה לדברות תאמר בדיבור אהל ,מה דיבור שנאמר להלן רשות אחרת אף דיבור שנאמר כאן ,31,10,37,2800,0.7771084337349398,0.7202380952380952,0.7710843373493976
40,ref-Sifra.2.01-02.12.60-ref-Sifra.2.01-02.12.65,ref-y.02.01.1.00.1361-ref-y.02.01.1.00.1371,9779,9813,1557,1562,ref-Sifra.2.1-02.12.60,ref-Sifra.2.1-02.12.65,878823,878883,133286,133296,ref-y.2.1.1..1361,ref-y.2.1.1..1371,מדבר מעל הכפורת מבין שני הכרובים ,ודברתי אתך מעל הכפורת אשר על ארון העדות מבין שני הכרובים ,6,11,40,1150,0.43859649122807015,0.4482758620689655,0.43859649122807015
42,ref-Sifra.2.01-02.13.9-ref-Sifra.2.01-02.13.29,ref-y.02.09.3.00.732-ref-y.02.09.3.00.752,10169,10275,1616,1635,ref-Sifra.2.1-02.13.9,ref-Sifra.2.1-02.13.29,1742351,1742457,265651,265670,ref-y.2.9.3..732,ref-y.2.9.3..752,"שכן מצאנו שכל ל""ח שנים שהיו ישראל כמנודין לא היה מדבר עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ","שכן מצאנו שכל ל""ח שנים שהיו ישראל כמנודים לא היה מדבר עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ",21,21,42,3078,0.009900990099009901,0.019607843137254943,0.009900990099009901
44,ref-sifra.2.02-00.4.13-ref-sifra.2.02-00.4.20,ref-y.03.04.2.00.1510-ref-y.03.04.2.00.1519,12346,12387,1947,1953,ref-sifra.2.2-00.4.13,ref-sifra.2.2-00.4.20,2448445,2448500,372091,372100,ref-y.3.4.2..1510,ref-y.3.4.2..1519,קרבן לה' קרבן לה'  שיקדים הקדשו להקרבתו ,קרבנו לה' על נזרו שיקדום נזרו לקרבנו לא שיקדום קרבנו ,7,10,44,4458,0.5660377358490566,0.44999999999999996,0.5094339622641509
45,ref-sifra.2.02-00.4.13-ref-sifra.2.02-00.4.20,ref-y.03.04.3.00.353-ref-y.03.04.3.00.362,12346,12387,1947,1953,ref-sifra.2.2-00.4.13,ref-sifra.2.2-00.4.20,2452569,2452626,372715,372724,ref-y.3.4.3..353,ref-y.3.4.3..362,קרבן לה' קרבן לה'  שיקדים הקדשו להקרבתו ,קרבנו לה' על נזרו שיקדום נזרו לקרבנו ולא שיקדום קרבנו ,7,10,45,4462,0.5740740740740741,0.4590163934426229,0.5185185185185185
46,ref-sifra.2.02-00.4.13-ref-sifra.2.02-00.4.20,ref-y.03.04.4.00.1709-ref-y.03.04.4.00.1718,12346,12387,1947,1953,ref-sifra.2.2-00.4.13,ref-sifra.2.2-00.4.20,2467651,2467708,374982,374991,ref-y.3.4.4..1709,ref-y.3.4.4..1718,קרבן לה' קרבן לה'  שיקדים הקדשו להקרבתו ,קרבנו לה' על נזרו שיקדום נזרו לקרבנו ולא שיקדום קרבנו ,7,10,46,4488,0.5740740740740741,0.4590163934426229,0.5185185185185185
50,ref-sifra.2.02-00.4.32-ref-sifra.2.02-00.4.51,ref-y.03.04.2.00.1510-ref-y.03.04.2.00.1519,12438,12545,1961,1975,ref-sifra.2.2-00.4.32,ref-sifra.2.2-00.4.51,2448445,2448500,372091,372100,ref-y.3.4.2..1510,ref-y.3.4.2..1519,עולה שיקדים הקדשו להקרבתו דברי ר' יהודה אמר ר' שמעון מנין שלא יאמר אדם קרבן לה'  שיקדים הקדשו להקרבתו ,קרבנו לה' על נזרו שיקדום נזרו לקרבנו לא שיקדום קרבנו ,19,10,50,4460,0.7058823529411765,0.5648148148148149,0.6666666666666666
51,ref-sifra.2.02-00.4.32-ref-sifra.2.02-00.4.51,ref-y.03.04.3.00.353-ref-y.03.04.3.00.362,12438,12545,1961,1975,ref-sifra.2.2-00.4.32,ref-sifra.2.2-00.4.51,2452569,2452626,372715,372724,ref-y.3.4.3..353,ref-y.3.4.3..362,עולה שיקדים הקדשו להקרבתו דברי ר' יהודה אמר ר' שמעון מנין שלא יאמר אדם קרבן לה'  שיקדים הקדשו להקרבתו ,קרבנו לה' על נזרו שיקדום נזרו לקרבנו ולא שיקדום קרבנו ,19,10,51,4464,0.7156862745098039,0.5688073394495412,0.6666666666666666
52,ref-sifra.2.02-00.4.32-ref-sifra.2.02-00.4.51,ref-y.03.04.4.00.1709-ref-y.03.04.4.00.1718,12438,12545,1961,1975,ref-sifra.2.2-00.4.32,ref-sifra.2.2-00.4.51,2467651,2467708,374982,374991,ref-y.3.4.4..1709,ref-y.3.4.4..1718,עולה שיקדים הקדשו להקרבתו דברי ר' יהודה אמר ר' שמעון מנין שלא יאמר אדם קרבן לה'  שיקדים הקדשו להקרבתו ,קרבנו לה' על נזרו שיקדום נזרו לקרבנו ולא שיקדום קרבנו ,19,10,52,4490,0.7156862745098039,0.5688073394495412,0.6666666666666666
53,ref-Sifra.2.02-00.4.46-ref-Sifra.2.02-00.4.64,ref-y.02.04.4.00.1872-ref-y.02.04.4.00.1877,12513,12606,1971,1984,ref-Sifra.2.2-00.4.46,ref-Sifra.2.2-00.4.64,1394516,1394548,210906,210911,ref-y.2.4.4..1872,ref-y.2.4.4..1877,קרבן לה'  שיקדים הקדשו להקרבתו דברי ר' יהודה אמר ר' שמעון מנין שלא יאמר אדם לה' עולה' עולה ,יקריב לה' לעולה הכל קרב לעולה ,18,6,53,1964,0.7692307692307693,0.6847826086956521,0.7472527472527473
55,ref-Sifra.2.02-00.4.46-ref-Sifra.2.02-00.4.64,ref-y.02.04.4.00.1940-ref-y.02.04.4.00.1945,12513,12606,1971,1984,ref-Sifra.2.2-00.4.46,ref-Sifra.2.2-00.4.64,1394867,1394898,210963,210968,ref-y.2.4.4..1940,ref-y.2.4.4..1945,קרבן לה'  שיקדים הקדשו להקרבתו דברי ר' יהודה אמר ר' שמעון מנין שלא יאמר אדם לה' עולה' עולה ,יקריבו לה' לעולה הכל קרב עולה ,18,6,55,1968,0.7692307692307693,0.6847826086956521,0.7582417582417582
57,ref-Sifra.2.02-00.4.62-ref-Sifra.2.02-00.4.65,ref-y.02.07.2.00.969-ref-y.02.07.2.00.973,12592,12611,1982,1985,ref-Sifra.2.2-00.4.62,ref-Sifra.2.2-00.4.65,1619464,1619490,246482,246486,ref-y.2.7.2..969,ref-y.2.7.2..973,לה' עולה' עולה לה' מ,לה' זבחים ויעלו עולות לה' ,5,5,57,2850,0.5,0.4666666666666667,0.4230769230769231
59,ref-Sifra.2.02-00.4.62-ref-Sifra.2.02-00.4.65,ref-y.02.12.2.00.3661-ref-y.02.12.2.00.3665,12592,12611,1982,1985,ref-Sifra.2.2-00.4.62,ref-Sifra.2.2-00.4.65,1974577,1974603,302101,302105,ref-y.2.12.2..3661,ref-y.2.12.2..3665,לה' עולה' עולה לה' מ,לה' זבחים ויעלו עולות לה' ,5,5,59,3560,0.5,0.4666666666666667,0.4230769230769231
61,ref-Sifra.2.02-00.8.52-ref-Sifra.2.02-00.8.73,ref-y.03.06.3.00.61-ref-y.03.06.3.00.75,14047,14168,2202,2220,ref-Sifra.2.2-00.8.52,ref-Sifra.2.2-00.8.73,2670488,2670568,405852,405866,ref-y.3.6.3..61,ref-y.3.6.3..75,שאין יעידת שני עדים פוסלתו מן האכילה יעידת עד אחד פוסלתו מן ההקרבה רובע ונרבע שיעידת שני עדים פוסלתו מן האכילה אינו ,אינן פסולין חוץ מן האחרון שהוא פסול איסי אמר כולן פסולין חוץ מן הראשון שאינו ,22,15,61,5039,0.6896551724137931,0.4921875,0.6206896551724138
63,ref-sifra.2.02-00.9.41-ref-sifra.2.02-00.9.49,ref-y.04.08.4.00.874-ref-y.04.08.4.00.882,14581,14625,2277,2285,ref-sifra.2.2-00.9.41,ref-sifra.2.2-00.9.49,3315325,3315364,505180,505186,ref-y.4.8.4..874,ref-y.4.8.4..882,לא תחמד כסף וזהב עליה ואני אקיימנו לא תחמד ,לא תחמוד כסף וזהב עליהם את אין את חומד ,9,9,63,6207,0.32558139534883723,0.21739130434782605,0.23255813953488372
64,ref-Sifra.2.02-00.9.41-ref-Sifra.2.02-00.9.53,ref-y.04.08.3.00.1616-ref-y.04.08.3.00.1621,14581,14647,2277,2289,ref-Sifra.2.2-00.9.41,ref-Sifra.2.2-00.9.53,3301117,3301148,503082,503087,ref-y.4.8.3..1616,ref-y.4.8.3..1621,לא תחמד כסף וזהב עליה ואני אקיימנו לא תחמד כסף וזהב עליה ולקחת ,לא תחמוד כסף וזהב עליהם ולקחת ,13,6,64,6194,0.5555555555555556,0.546875,0.5396825396825397
67,ref-Sifra.2.02-00.10.88-ref-Sifra.2.02-00.10.102,ref-y.02.04.2.00.930-ref-y.02.04.2.00.944,15248,15328,2372,2382,ref-Sifra.2.2-00.10.88,ref-Sifra.2.2-00.10.102,1371345,1371415,207415,207426,ref-y.2.4.2..930,ref-y.2.4.2..944,כשהוא אומר למטה מן הבקר שאין תלמוד לומר אלא להוציא את הטריפה מן הצאן להוציא ,מן הצאן דבר שאינו בא אלא מן הצאן יצאת עולה שהיא באה אפילו מן הבקר ,15,15,67,1947,0.7105263157894737,0.28915662650602414,0.5526315789473685
68,ref-sifra.2.02-00.11.71-ref-sifra.2.02-00.11.82,ref-y.01.04.7.00.446-ref-y.01.04.7.00.472,15695,15748,2439,2450,ref-sifra.2.2-00.11.71,ref-sifra.2.2-00.11.82,404929,405049,63152,63169,ref-y.1.4.7..446,ref-y.1.4.7..472,בין שלו בין של אחרים אסור נעבד שלו אסור של אחרים מותר ,הנעבד אית תניי תני בין שלו בין של אחרים אסור אית תניי תני שלו אסור של אחרים מותר הוון בעיי מימר מאן דאמר בין שלו בין של ,12,27,68,397,0.575,0.55,0.575
70,ref-sifra.2.02-00.11.71-ref-sifra.2.02-00.11.82,ref-y.04.08.3.00.1727-ref-y.04.08.3.00.1742,15695,15748,2439,2450,ref-sifra.2.2-00.11.71,ref-sifra.2.2-00.11.82,3301662,3301734,503175,503187,ref-y.4.8.3..1727,ref-y.4.8.3..1742,בין שלו בין של אחרים אסור נעבד שלו אסור של אחרים מותר ,שלו בין של חבירו אסור ואית תניי תני שלו אסור ושל חבירו מותר מן דמר בין ,12,16,70,6196,0.5070422535211268,0.33333333333333337,0.4225352112676056
71,ref-sifra.2.02-00.11.71-ref-sifra.2.02-00.11.82,ref-y.04.08.3.00.1802-ref-y.04.08.3.00.1815,15695,15748,2439,2450,ref-sifra.2.2-00.11.71,ref-sifra.2.2-00.11.82,3302025,3302089,503225,503237,ref-y.4.8.3..1802,ref-y.4.8.3..1815,בין שלו בין של אחרים אסור נעבד שלו אסור של אחרים מותר ,שלו אסור ושל חבירו מותר מה כמאן דמר בין שלו ובין של חבירו אסור ,12,14,71,6197,0.6507936507936508,0.27941176470588236,0.5079365079365079
72,ref-sifra.2.02-03.9.20-ref-sifra.2.02-03.9.52,ref-y.04.10.2.00.1136-ref-y.04.10.2.00.1144,17362,17530,2659,2686,ref-sifra.2.2-03.9.20,ref-sifra.2.2-03.9.52,3354629,3354673,511064,511072,ref-y.4.10.2..1136,ref-y.4.10.2..1144,אינו מביא עולת העוף נדבה מה לציבור שאינו מביא עולת העוף נדבה שכן אינו  חובה תאמר שלא יביא הציבור עולת בהמה נדבה שכן הוא  חובה והואיל והוא מביאה חובה יביאנה נדבה ,"ואינו מביא נדבה א""ל אין חובה אינו מביא נדבה ",31,9,72,6321,0.7391304347826086,0.7345679012345678,0.7391304347826086
74,ref-Sifra.2.03-00.1.13-ref-Sifra.2.03-00.1.27,ref-y.03.04.8.00.906-ref-y.03.04.8.00.920,17808,17884,2723,2733,ref-Sifra.2.3-00.1.13,ref-Sifra.2.3-00.1.27,2518317,2518410,382526,382540,ref-y.3.4.8..906,ref-y.3.4.8..920,בעולת נדבה עולת חובה מנין ודין הוא נאמר הבא עולת נדבה ונאמר הבא עולת חובה ,העולה הראשונה נדבה וזו חובה והחטאת מחובתי ואם טהור הייתי העולה הראשונה חובה וזו נדבה ,15,15,74,4585,0.6,0.3939393939393939,0.5058823529411764
