,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
10,ref-sifre-n.1.4.19-ref-sifre-n.1.4.25,ref-b.1.01.25a.298-ref-b.1.01.25a.304,1908,1944,248,254,ref-sifre-n.1.4.19,ref-sifre-n.1.4.25,125679,125715,18554,18560,ref-b.1.1.25a.298,ref-b.1.1.25a.304,בדד ישב מחוץ למחנה מושבו מצורע היה ,בדד ישב מחוץ למחנה מושבו הכא והיה ,7,7,10,19,0.17142857142857143,0.1842105263157895,0.14285714285714285
11,ref-sifre-n.1.4.53-ref-sifre-n.1.4.66,ref-b.2.04.66b.415-ref-b.2.04.66b.425,2095,2164,282,295,ref-sifre-n.1.4.53,ref-sifre-n.1.4.66,1442863,1442915,208897,208907,ref-b.2.4.66b.415,ref-b.2.4.66b.425,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב ,וכל זב וכל טמא לנפש יאמר טמאי מתים ואל יאמר זבין ,14,11,11,192,0.6363636363636364,0.48684210526315785,0.5454545454545454
12,ref-sifre-n.1.4.53-ref-sifre-n.1.4.66,ref-b.2.04.67a.249-ref-b.2.04.67a.260,2095,2164,282,295,ref-sifre-n.1.4.53,ref-sifre-n.1.4.66,1444361,1444414,209108,209119,ref-b.2.4.67a.249,ref-b.2.4.67a.260,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב ,וכל זב וכל טמא לנפש יאמר טמאי מת ואל יאמר טמאי זב ,14,12,12,198,0.5757575757575758,0.410958904109589,0.5
13,ref-sifre-n.1.4.53-ref-sifre-n.1.4.67,ref-b.2.04.18a.185-ref-b.2.04.18a.212,2095,2169,282,296,ref-sifre-n.1.4.53,ref-sifre-n.1.4.67,1279697,1279838,186140,186159,ref-b.2.4.18a.185,ref-b.2.4.18a.212,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא ,"בכל כלי יטמא תרי יטמא למה לי אלא יטמא דרישא לטמא טומאת משקין יטמא דסיפא לטמא טומאת אוכלין ואימא לטמא את הכלים ולאו ק""ו הוא ומה כלי שמטמא ",15,28,13,152,0.6861313868613139,0.5945945945945945,0.656934306569343
14,ref-sifre-n.1.4.53-ref-sifre-n.1.4.84,ref-b.2.04.67a.307-ref-b.2.04.67a.332,2095,2245,282,313,ref-sifre-n.1.4.53,ref-sifre-n.1.4.84,1444647,1444772,209156,209176,ref-b.2.4.67a.307,ref-b.2.4.67a.332,כל שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת ,מת שכן טומאה יוצאה עליו מגופו אדרבה טמא מת חמור שכן טעון הזאה שלישי ושביעי אמר קרא טמא וכל טמא לרבות טמא שרץ וזב חמור מטמא ,32,26,14,201,0.6413793103448275,0.36585365853658536,0.5310344827586206
15,ref-sifre-n.1.4.54-ref-sifre-n.1.4.60,ref-b.5.07.8b.59-ref-b.5.07.8b.70,2098,2137,283,289,ref-sifre-n.1.4.54,ref-sifre-n.1.4.60,8365381,8365458,1215766,1215777,ref-b.5.7.8b.59,ref-b.5.7.8b.70,שהזב מטמא מצורע מטמא חמור מצורע שמטמא ,וזבה מטמאה באונס ולא מטמאה בראיות כבימים מצורע ומצורעת נמי חלוקה טומאתן ,7,12,15,2263,0.5972222222222222,0.5135135135135135,0.5833333333333334
16,ref-sifre-n.1.4.54-ref-sifre-n.1.4.66,ref-b.2.02.84a.174-ref-b.2.02.84a.184,2098,2164,283,295,ref-sifre-n.1.4.54,ref-sifre-n.1.4.66,617795,617848,91278,91286,ref-b.2.2.84a.174,ref-b.2.2.84a.184,שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב ,בזב טמאים במת מפץ שטמא בזב אינו דין שיהא טמא במת ,13,11,16,92,0.6190476190476191,0.5066666666666666,0.5238095238095238
18,ref-sifre-n.1.4.54-ref-sifre-n.1.4.67,ref-b.4.01.25b.26-ref-b.4.01.25b.34,2098,2169,283,296,ref-sifre-n.1.4.54,ref-sifre-n.1.4.67,4621643,4621689,672211,672219,ref-b.4.1.25b.26,ref-b.4.1.25b.34,שהזב מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא ,בזב מטמא במת מפץ שמטמא בזב אינו דין שיטמא ,14,9,18,1289,0.6029411764705882,0.5526315789473684,0.5882352941176471
19,ref-sifre-n.1.4.55-ref-sifre-n.1.4.67,ref-b.2.04.17b.320-ref-b.2.04.18a.6,2104,2169,284,296,ref-sifre-n.1.4.55,ref-sifre-n.1.4.67,1278691,1278808,185994,186012,ref-b.2.4.17b.320,ref-b.2.4.18a.6,מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא ,מטמאו טומאה קלה מיהא ניטמאו מאי בטלו במעיה נמי בטלו מטומאה חמורה אבל טומאה קלה מטמאו מכלל דתנא קמא סבר טומאה חמורה ,13,22,19,151,0.6434782608695652,0.5289256198347108,0.6086956521739131
20,ref-sifre-n.1.4.55-ref-sifre-n.1.4.67,ref-b.5.01.54b.370-ref-b.5.01.54b.386,2104,2169,284,296,ref-sifre-n.1.4.55,ref-sifre-n.1.4.67,6963304,6963398,1013963,1013979,ref-b.5.1.54b.370,ref-b.5.1.54b.386,מטמא מצורע מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא ,מטומאת מצורע וטמא מטומאת זב ואיזה זה זה מחנה ישראל ואימא טהור מטומאת זב וטמא מטומאת מת ,13,17,20,1798,0.5402298850574713,0.3870967741935484,0.5057471264367817
21,ref-sifre-n.1.4.57-ref-sifre-n.1.4.67,ref-b.6.07.32b.357-ref-b.6.07.32b.372,2115,2169,286,296,ref-sifre-n.1.4.57,ref-sifre-n.1.4.67,8605039,8605118,1250945,1250957,ref-b.6.7.32b.357,ref-b.6.7.32b.372,מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא ,מטומאה חמורה דלא מטמא אדם לטמא בגדים אבל אדם או בגדים ליטמא אמר קרא יטמא טומאה ,11,16,21,2307,0.5949367088607594,0.5113636363636364,0.5569620253164557
23,ref-sifre-n.1.4.57-ref-sifre-n.1.4.71,ref-b.5.07.21a.303-ref-b.5.07.21a.321,2115,2189,286,300,ref-sifre-n.1.4.57,ref-sifre-n.1.4.71,8415949,8416043,1223033,1223050,ref-b.5.7.21a.303,ref-b.5.7.21a.321,מטמא חמור מצורע שמטמא בביאה כל שטמא מת מטמא זב מטמא חמור הוב שהוא מטמא ,טמא הוא טומאה חמורה דכוותה גבי בהמה לאחר מיתה אי בשר מטמא טומאה חמורה ואם דם מטמא טומאה חמורה ,15,19,23,2275,0.648936170212766,0.38235294117647056,0.5212765957446809
25,ref-sifre-n.1.4.68-ref-sifre-n.1.4.84,ref-b.2.04.67a.304-ref-b.2.04.67a.332,2170,2245,297,313,ref-sifre-n.1.4.68,ref-sifre-n.1.4.84,1444631,1444772,209153,209176,ref-b.2.4.67a.304,ref-b.2.4.67a.332,חמור הוב שהוא מטמא תחת אבן מסמא כל שטבול יום מטמא טמא מת מטמא חמור טמא מת ,חומריה דזב מטמא מת שכן טומאה יוצאה עליו מגופו אדרבה טמא מת חמור שכן טעון הזאה שלישי ושביעי אמר קרא טמא וכל טמא לרבות טמא שרץ וזב חמור מטמא ,17,29,25,199,0.6618705035971223,0.5,0.6187050359712231
26,ref-sifre-n.1.4.78-ref-sifre-n.1.4.86,ref-b.2.06.6a.268-ref-b.2.06.6a.297,2217,2256,307,315,ref-sifre-n.1.4.78,ref-sifre-n.1.4.86,1639513,1639679,237678,237699,ref-b.2.6.6a.268,ref-b.2.6.6a.297,מטמא טמא מת מטמא חמור טמא מת שהוא מטמא ,מטומאת ביתו הפרישהו מטומאת המת אמר רב תחליפא אבוה דרב הונא משמיה דרבא זאת אומרת טומאת המת הותרה היא בציבור רבינא אמר אפילו תימא טומאת המת דחויה היא בצבור טומאת ,9,30,26,252,0.78125,0.75625,0.78125
27,ref-sifre-n.1.4.78-ref-sifre-n.1.4.88,ref-b.6.07.33a.105-ref-b.6.07.33a.123,2217,2265,307,316,ref-sifre-n.1.4.78,ref-sifre-n.1.4.88,8605652,8605757,1251044,1251060,ref-b.6.7.33a.105,ref-b.6.7.33a.123,מטמא טמא מת מטמא חמור טמא מת שהוא מטמא את האדם ,מטומאה חמורה והביאו לטומאה קלה דלא ליטמא אדם לטמויי בגדים אבל אדם ובגדים ליטמא אמר רב אסי יטמא טומאה ,11,19,27,2309,0.7128712871287128,0.6037735849056604,0.6831683168316832
28,ref-sifre-n.1.4.79-ref-sifre-n.1.4.86,ref-b.5.01.43b.330-ref-b.5.01.43b.354,2222,2256,308,315,ref-sifre-n.1.4.79,ref-sifre-n.1.4.86,6931997,6932133,1009697,1009714,ref-b.5.1.43b.330,ref-b.5.1.43b.354,טמא מת מטמא חמור טמא מת שהוא מטמא ,החמורות במיתה הא מטומאת שרץ קאתיא ודיו לבא מן הדין להיות כנדון אמר זעירי קלות טומאת שרץ חמורות טומאת מת והכי קאמר אילו נאמר טומאת ,8,25,28,1789,0.7538461538461538,0.7384615384615385,0.7538461538461538
29,ref-sifre-n.1.5.98-ref-sifre-n.1.5.104,ref-b.3.04.61a.249-ref-b.3.04.61a.255,2824,2863,394,400,ref-sifre-n.1.5.98,ref-sifre-n.1.5.104,3775719,3775758,549557,549563,ref-b.3.4.61a.249,ref-b.3.4.61a.255,ואיש אשר יטמא ולא יתחטא ונכרתה הנפש ,ואיש אשר יטמא ולא יתחטא ונכרתה הנפש ,7,7,29,955,0.0,0.0,0.0
30,ref-sifre-n.1.5.278-ref-sifre-n.1.5.285,ref-b.2.11.7b.733-ref-b.2.11.7b.738,3747,3791,510,516,ref-sifre-n.1.5.278,ref-sifre-n.1.5.285,2447591,2447629,356017,356022,ref-b.2.11.7b.733,ref-b.2.11.7b.738,תוכיח שאינה מטמא על גבי מושב ומשכב וטעונה ,תוכיח שמטמאה משכב ומושב ואינה טעונה ,8,6,30,526,0.40476190476190477,0.18604651162790697,0.3333333333333333
31,ref-sifre-n.1.7.27-ref-sifre-n.1.7.44,ref-b.2.04.67a.223-ref-b.2.04.67a.232,4352,4444,605,617,ref-sifre-n.1.7.27,ref-sifre-n.1.7.44,1444230,1444283,209097,209104,ref-b.2.4.67a.223,ref-b.2.4.67a.232,תלמוד לומר אל מחוץ למחנה תשלחום ולא יטמאו את מחניהם מכאן אמרו ג' מחנות הם מחנה ישראל ומחנה ,תלמוד לומר ולא יטמאו את מחניהם ליתן מחנה לזה ומחנה ,18,10,31,197,0.4945054945054945,0.4565217391304348,0.4945054945054945
32,ref-sifre-n.1.7.36-ref-sifre-n.1.7.57,ref-b.5.01.116b.343-ref-b.5.01.116b.357,4398,4514,609,630,ref-sifre-n.1.7.36,ref-sifre-n.1.7.57,7123383,7123464,1037286,1037300,ref-b.5.1.116b.343,ref-b.5.1.116b.357,מחניהם מכאן אמרו ג' מחנות הם מחנה ישראל ומחנה לויה ומחנה שכינה מפתח ירושלים ועד הר הבית מחנה ישראל מפתח הר הבית ,להר הבית מחנה ישראל מהר הבית לשער נקנור מחנה לויה מכאן ואילך מחנה שכינה והן ,22,15,32,1860,0.6607142857142857,0.3793103448275862,0.5982142857142857
34,ref-sifre-n.1.7.42-ref-sifre-n.1.7.47,ref-b.2.04.68a.98-ref-b.2.04.68a.109,4427,4462,615,620,ref-sifre-n.1.7.42,ref-sifre-n.1.7.47,1446635,1446689,209452,209461,ref-b.2.4.68a.98,ref-b.2.4.68a.109,מחנה ישראל ומחנה לויה ומחנה שכינה ,למחנה זו מחנה לויה לא יבא אל תוך המחנה זו מחנה שכינה ,6,12,34,202,0.5283018867924528,0.4181818181818182,0.4716981132075472
35,ref-sifre-n.1.7.77-ref-sifre-n.1.7.87,ref-b.2.06.56a.244-ref-b.2.06.56a.252,4610,4670,647,655,ref-sifre-n.1.7.77,ref-sifre-n.1.7.87,1788081,1788132,259699,259707,ref-b.2.6.56a.244,ref-b.2.6.56a.252,שהם טמאים שכינה ביניהם וכן הוא אומר השוכן אתם בתוך טומאתם ,השוכן אתם בתוך טומאתם אפילו בשעת שהן טמאים שכינה ,11,9,35,320,0.7586206896551724,0.3015873015873016,0.603448275862069
36,ref-sifre-n.1.7.77-ref-sifre-n.1.7.87,ref-b.2.06.56a.274-ref-b.2.06.56a.284,4610,4670,647,655,ref-sifre-n.1.7.77,ref-sifre-n.1.7.87,1788235,1788299,259720,259730,ref-b.2.6.56a.274,ref-b.2.6.56a.284,שהם טמאים שכינה ביניהם וכן הוא אומר השוכן אתם בתוך טומאתם ,השוכן אתם בתוך טומאתם אפילו בזמן שהן טמאין שכינה שרויה ביניהן ,11,11,36,322,0.7741935483870968,0.23529411764705888,0.6290322580645161
37,ref-sifre-n.1.7.84-ref-sifre-n.1.7.102,ref-b.2.02.33a.137-ref-b.2.02.33a.151,4648,4742,652,668,ref-sifre-n.1.7.84,ref-sifre-n.1.7.102,445822,445891,66235,66247,ref-b.2.2.33a.137,ref-b.2.2.33a.151,השוכן אתם בתוך טומאתם ואומר ולא יטמאו את מחניהם א אומר ולא תטמא את הארץ אשר אתם יושבים בה ,ולא תטמא את הארץ אשר אתם יושבים בה אשר אני שוכן בתוכה הא אתם מטמאים ,19,15,37,71,0.6555555555555556,0.28260869565217395,0.5666666666666667
38,ref-sifre-n.1.7.85-ref-sifre-n.1.7.90,ref-b.5.03.24b.233-ref-b.5.03.24b.254,4655,4688,653,658,ref-sifre-n.1.7.85,ref-sifre-n.1.7.90,7546726,7546830,1098311,1098326,ref-b.5.3.24b.233,ref-b.5.3.24b.254,אתם בתוך טומאתם ואומר ולא יטמאו ,"אתה אומר אע""פ שלא נגע או אינו אלא אם כן נגע רבי יונתן בן אבטולמוס אומר נאמר תוכו לטמא ונאמר תוכו ליטמא ",6,22,38,2115,0.7669902912621359,0.7142857142857143,0.7572815533980582
39,ref-sifre-n.2.1.32-ref-sifre-n.2.1.39,ref-b.3.02.42a.199-ref-b.3.02.42a.206,5460,5494,784,791,ref-sifre-n.2.1.32,ref-sifre-n.2.1.39,3277663,3277698,476643,476650,ref-b.3.2.42a.199,ref-b.3.2.42a.206,או מצא אבדה וכחש בה ונשבע על שקר ,או מצא אבידה וכחש בה ונשבע על שקר ,8,8,39,720,0.029411764705882353,0.02941176470588236,0.029411764705882353
40,ref-sifre-n.2.1.66-ref-sifre-n.2.1.75,ref-b.4.01.104b.101-ref-b.4.01.104b.113,5618,5674,809,818,ref-sifre-n.2.1.66,ref-sifre-n.2.1.75,4894000,4894073,711338,711349,ref-b.4.1.104b.101,ref-b.4.1.104b.113,גוזל הגר ונשבע לו ומת שישלם קרן וחומש לכהנים ואשם ,הגוזל את חבירו ונשבע לו ומת יורשין משלמים קרן וחומש ופטורין מן האשם ,10,13,40,1305,0.38235294117647056,0.3835616438356164,0.38235294117647056
41,ref-sifre-n.2.1.110-ref-sifre-n.2.1.149,ref-b.4.01.42b.304-ref-b.4.01.42b.318,5839,6016,848,873,ref-sifre-n.2.1.110,ref-sifre-n.2.1.149,4679863,4679923,680834,680846,ref-b.4.1.42b.304,ref-b.4.1.42b.318,איש או אישה ר' יאשיה אומר איש או אשה למה נאמר לפי שהוא אומר וכי יפתח איש בור או כי יכרה איש בור אין לי אלא איש אשה מנין תלמוד לומר איש או אשה להשוות אשה לאיש לכל חטאת ונזקין ,כי יגח שור את איש או את אשה אלא להקיש אשה לאיש מה איש נזקיו ,40,15,41,1294,0.7126436781609196,0.6704545454545454,0.7126436781609196
43,ref-sifre-n.2.1.124-ref-sifre-n.2.1.132,ref-b.4.01.55a.381-ref-b.4.01.55a.389,5899,5935,854,862,ref-sifre-n.2.1.124,ref-sifre-n.2.1.132,4725531,4725565,687654,687662,ref-b.4.1.55a.381,ref-b.4.1.55a.389,וכי יפתח איש בור או כי יכרה איש בור ,כי יפתח איש בור או כי יכרה איש בור ,9,9,43,1297,0.027777777777777776,0.02777777777777779,0.027777777777777776
45,ref-sifre-n.2.1.157-ref-sifre-n.2.1.166,ref-b.4.01.60b.257-ref-b.4.01.60b.264,6054,6107,877,885,ref-sifre-n.2.1.157,ref-sifre-n.2.1.166,4741955,4741996,690037,690043,ref-b.4.1.60b.257,ref-b.4.1.60b.264,נאמר בעל הבור ישלם ואומר שלם ישלם המבעיר את הבערה ,"שלם ישלם המבעיר את הבערה אמר הקב""ה עלי ",10,8,45,1299,0.7,0.3207547169811321,0.5
47,ref-sifre-n.2.1.223-ref-sifre-n.2.1.253,ref-b.5.08.17b.288-ref-b.5.08.17b.309,6378,6546,927,956,ref-sifre-n.2.1.223,ref-sifre-n.2.1.253,8473747,8473854,1231531,1231548,ref-b.5.8.17b.288,ref-b.5.8.17b.309,וימעלו באלהי אבותיהם ואומר וימעלו בני ישראל מעל בחרם ואומר וימת שאול במעלו אשר מעל בה' ואומר בעוזיה צא מן המקדש כי מעלת ואומר ומעלה בו מעל הא אין מעילה אלא ,כי תמעל מעל אין מעל אלא שנוי וכן הוא אומר איש איש כי תשטה אשתו ומעלה בו מעל ואומר וימעלו באלהי אבותיהם ,31,22,47,2282,0.6217948717948718,0.3913043478260869,0.5641025641025641
49,ref-sifre-n.2.1.336-ref-sifre-n.2.1.351,ref-b.4.01.111a.315-ref-b.4.01.111a.329,6972,7054,1021,1035,ref-sifre-n.2.1.336,ref-sifre-n.2.1.351,4918402,4918479,714860,714873,ref-b.4.1.111a.315,ref-b.4.1.111a.329,כשם שפטורים מן האשם כך יהיו פטורים מן הקרן תלמוד לומר ונתן לאשר אשם לו ואשמה ,כשם שאיל ואשם מעכבים כך חומש מעכב תלמוד לומר באיל האשם ונסלח לו איל ואשם ,16,15,49,1328,0.5714285714285714,0.3695652173913043,0.45454545454545453
50,ref-sifre-n.4.1.1-ref-sifre-n.4.1.31,ref-b.4.01.109a.49-ref-b.4.01.109a.73,8219,8370,1216,1237,ref-sifre-n.4.1.1,ref-sifre-n.4.1.31,4909957,4910087,713620,713642,ref-b.4.1.109a.49,ref-b.4.1.109a.73,ואם אין לאיש גואל ר' ישמעאל אמר וכי יש לך אדם בישראל שאין לו גואל ומה תלמוד לומר ואם אין לאיש גואל בא הכתוב ולימד על הגוזל הגר ונשבע לו ומת ,ואם אין לאיש גואל להשיב האשם וכי יש אדם בישראל שאין לו גואלים אלא בגזל הגר הכתוב מדבר הרי שגזל הגר ונשבע לו ושמע שמת ,31,25,50,1307,0.4142857142857143,0.2866666666666666,0.3357142857142857
52,ref-sifre-n.4.1.3-ref-sifre-n.4.1.15,ref-b.3.07.21a.259-ref-b.3.07.21a.271,8228,8289,1217,1227,ref-sifre-n.4.1.3,ref-sifre-n.4.1.15,4326564,4326624,629827,629836,ref-b.3.7.21a.259,ref-b.3.7.21a.271,לאיש גואל ר' ישמעאל אמר וכי יש לך אדם בישראל שאין לו גואל ,ואיש כי לא יהיה לו גואל וכי יש אדם בישראל שאין לו גואלים ,13,13,52,1236,0.3620689655172414,0.28358208955223885,0.27586206896551724
53,ref-sifre-n.4.1.3-ref-sifre-n.4.1.28,ref-b.4.04.68a.435-ref-b.4.04.68a.447,8228,8355,1217,1234,ref-sifre-n.4.1.3,ref-sifre-n.4.1.28,6057189,6057251,881225,881234,ref-b.4.4.68a.435,ref-b.4.4.68a.447,לאיש גואל ר' ישמעאל אמר וכי יש לך אדם בישראל שאין לו גואל ומה תלמוד לומר ואם אין לאיש גואל בא הכתוב ולימד על הגוזל הגר ,לאיש גואל וכי יש לך אדם בישראל שאין לו גואל אלא בגזל הגר ,26,13,53,1521,0.5210084033613446,0.5210084033613445,0.5210084033613446
54,ref-sifre-n.4.1.27-ref-sifre-n.4.1.36,ref-b.4.01.104b.101-ref-b.4.01.104b.113,8344,8402,1233,1242,ref-sifre-n.4.1.27,ref-sifre-n.4.1.36,4894000,4894073,711338,711349,ref-b.4.1.104b.101,ref-b.4.1.104b.113,הגוזל הגר ונשבע לו ומת שישלם קרן וחומש לכהנים ואשם ,הגוזל את חבירו ונשבע לו ומת יורשין משלמים קרן וחומש ופטורין מן האשם ,10,13,54,1306,0.36764705882352944,0.3918918918918919,0.36764705882352944
55,ref-sifre-n.4.1.48-ref-sifre-n.4.1.106,ref-b.4.01.111a.209-ref-b.4.01.111a.225,8453,8759,1249,1286,ref-sifre-n.4.1.48,ref-sifre-n.4.1.106,4917854,4917940,714785,714797,ref-b.4.1.111a.209,ref-b.4.1.111a.225,איש אשה מנין תלמוד לומר להשיב האשם אליו אבא חנן אומר משום ר' אליעזר בנגזל הכתוב מדבר או אינו מדבר אלא בגוזל תלמוד לומר להשיב האשם אליו הא בנגזל הכתוב מדבר אשם המושב לה' לכהן בכסף הכתוב מדבר אתה אומר בכסף הכתוב מדבר או אינו מדבר אלא באשם כשהוא אומר מלבד איל הכפורים אשר יכפר בו עליו הרי אשם ,אשמו מנהני מילי אמר רבא דאמר קרא האשם המושב לה' לכהן מלבד איל הכפורים אשר יכפר בו ,59,17,55,1321,0.7379310344827587,0.7216494845360825,0.7379310344827587
57,ref-sifre-n.4.1.96-ref-sifre-n.4.1.105,ref-b.4.01.109b.83-ref-b.4.01.109b.92,8704,8755,1276,1285,ref-sifre-n.4.1.96,ref-sifre-n.4.1.105,4911526,4911577,713822,713831,ref-b.4.1.109b.83,ref-b.4.1.109b.92,כשהוא אומר מלבד איל הכפורים אשר יכפר בו עליו הרי ,כשהוא אומר מלבד איל הכפורים אשר יכפר בו עליו הרי ,10,10,57,1310,0.0,0.0,0.0
58,ref-sifre-n.4.1.96-ref-sifre-n.4.1.105,ref-b.5.05.28b.23-ref-b.5.05.28b.32,8704,8755,1276,1285,ref-sifre-n.4.1.96,ref-sifre-n.4.1.105,8198140,8198192,1191567,1191576,ref-b.5.5.28b.23,ref-b.5.5.28b.32,כשהוא אומר מלבד איל הכפורים אשר יכפר בו עליו הרי ,כשהוא אומר מלבד איל הכיפורים אשר יכפר בו עליו הרי ,10,10,58,2223,0.02,0.020000000000000018,0.02
60,ref-sifre-n.4.1.112-ref-sifre-n.4.1.123,ref-b.5.02.45b.251-ref-b.5.02.45b.264,8782,8851,1289,1300,ref-sifre-n.4.1.112,ref-sifre-n.4.1.123,7277246,7277318,1059622,1059631,ref-b.5.2.45b.251,ref-b.5.2.45b.264,האשם המושב לה' בכסף הכתוב מדבר לה' לכהן קנאו השם ונתנו לכהנים ,לה' ולכהן לה' לכהן כתיב כדרב הונא דאמר רב הונא קנאו השם ונתנו לכהן ,12,14,60,1912,0.5074626865671642,0.28,0.40298507462686567
