,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
14,ref-sifra.11.04-10.12.30-ref-sifra.11.04-10.12.36,ref-b.1.01.21b.302-ref-b.1.01.21b.310,517988,518034,78998,79004,ref-sifra.11.4-10.12.30,ref-sifra.11.4-10.12.36,105628,105678,15649,15657,ref-b.1.1.21b.302,ref-b.1.1.21b.310,נושאין על האנוסה ועל המפותה והאונס והמפתה ,נושא אדם אנוסת אביו ומפותת אביו אנוסת בנו ומפותת ,7,9,5709,14,0.5102040816326531,0.8888888888888888
16,ref-sifra.3.05-00.1.58-ref-sifra.3.05-00.1.73,ref-b.1.01.22a.15-ref-b.1.01.22a.32,107951,108023,15625,15640,ref-sifra.3.5-00.1.58,ref-sifra.3.5-00.1.73,107073,107183,15852,15869,ref-b.1.1.22a.15,ref-b.1.1.22a.32,מה אמור להלן נשיא שאין על גביו אלא ה' אלקיו אף נשיא האמור כאן שאין על ,מה להלן באימה וביראה וברתת ובזיע אף כאן באימה וביראה וברתת ובזיע מכאן אמרו הזבים והמצורעים ובאין על ,16,18,1290,16,0.65,0.7222222222222222
17,ref-sifra.3.04-00.12.15-ref-sifra.3.04-00.13.7,ref-b.1.01.23a.103-ref-b.1.01.23a.121,104641,104702,15126,15135,ref-sifra.3.4-00.12.15,ref-sifra.3.4-00.13.7,113702,113802,16790,16805,ref-b.1.1.23a.103,ref-b.1.1.23a.121,ולא שיודעו החוטאים אשר חטאו והקריבו חטאו שני שבטים מביאין ,שלא תחטא ואם תחטא הבא קרבן לפני וקרוב לשמוע אמר רבא הוי קרוב לשמוע דברי חכמים שאם חוטאים מביאים ,10,19,1227,17,0.65625,0.8421052631578947
18,ref-sifra.3.05-07.2.65-ref-sifra.3.05-07.3.5,ref-b.1.01.23a.104-ref-b.1.01.23a.121,110443,110498,15977,15985,ref-sifra.3.5-07.2.65,ref-sifra.3.5-07.3.5,113707,113802,16791,16805,ref-b.1.1.23a.104,ref-b.1.1.23a.121,חטאתו אשר חטא בה והביא את קרבנו אמר ר' מאיר אם הביאוהו ,תחטא ואם תחטא הבא קרבן לפני וקרוב לשמוע אמר רבא הוי קרוב לשמוע דברי חכמים שאם חוטאים מביאים ,12,18,1308,18,0.6521739130434783,0.7222222222222222
20,ref-sifra.7.05-12.14.11-ref-sifra.7.05-12.14.31,ref-b.1.01.25a.270-ref-b.1.01.25a.289,356372,356488,53524,53544,ref-sifra.7.5-12.14.11,ref-sifra.7.5-12.14.31,125525,125633,18528,18547,ref-b.1.1.25a.270,ref-b.1.1.25a.289,הטמא יושב תחת האילן והטהור עומד טמא הטהור יושב תחת האילן והטמא עומד טהור ואם ישב טמא וכן באבן המנוגעת טהור ,הטמא עומד תחת האילן והטהור עובר טמא טהור עומד תחת האילן וטמא עובר טהור ואם עמד טמא וכן באבן המנוגעת ,21,20,3888,20,0.18691588785046728,0.18181818181818177
21,ref-sifra.11.02-00.9.17-ref-sifra.11.02-00.9.28,ref-b.1.01.27b.466-ref-b.1.01.27b.473,492084,492141,74957,74968,ref-sifra.11.2-00.9.17,ref-sifra.11.2-00.9.28,140621,140662,20663,20670,ref-b.1.1.27b.466,ref-b.1.1.27b.473,חכם הוא והוא אינו חכם איש פלוני עשיר הוא והוא אינו עשיר ,חכם והוא עשיר והוא עשירי לעזרא הוא חכם ,12,8,5332,21,0.6071428571428571,0.6666666666666667
22,ref-sifra.10.03-04.10.7-ref-sifra.10.03-04.10.14,ref-b.1.01.30a.234-ref-b.1.01.30a.249,442061,442116,67312,67319,ref-sifra.10.3-04.10.7,ref-sifra.10.3-04.10.14,154354,154453,22733,22748,ref-b.1.1.30a.234,ref-b.1.1.30a.249,מזרחית צפונית צפונית מערבית מערבית דרומית דרומית מזרחית ,במזרח מחזיר פניו למערב במערב מחזיר פניו למזרח בדרום מחזיר פניו לצפון בצפון מחזיר פניו לדרום ,8,16,4801,22,0.6847826086956522,1.0
23,ref-sifra.5.1.7.6-ref-sifra.5.1.7.13,ref-b.1.01.31b.405-ref-b.1.01.31b.411,238636,238687,34904,34911,ref-sifra.5.1.7.6,ref-sifra.5.1.7.13,162997,163042,24059,24065,ref-b.1.1.31b.405,ref-b.1.1.31b.411,שאמר הכתוב משה ואהרן בכהניו ושמואל בקוראי שמו ,שנאמר משה ואהרן בכהניו ושמואל בקוראי שמו ,8,7,2925,23,0.15217391304347827,0.33333333333333337
25,ref-sifra.5.1.32.110-ref-sifra.5.1.32.117,ref-b.1.01.31b.543-ref-b.1.01.31b.554,248909,248948,36583,36590,ref-sifra.5.1.32.110,ref-sifra.5.1.32.117,163704,163761,24175,24185,ref-b.1.1.31b.543,ref-b.1.1.31b.554,רבן וכל המורה הלכה בפני רבו חייב מיתה ,מורה הלכה בפני רבך את וכל המורה הלכה בפני רבו חייב מיתה ,8,12,2990,25,0.3392857142857143,0.30000000000000004
26,ref-sifra.5.1.33.39-ref-sifra.5.1.33.45,ref-b.1.01.31b.543-ref-b.1.01.31b.554,249142,249177,36624,36630,ref-sifra.5.1.33.39,ref-sifra.5.1.33.45,163704,163761,24175,24185,ref-b.1.1.31b.543,ref-b.1.1.31b.554,שכל המורה הלכה בפני רבו חייב מיתה ,מורה הלכה בפני רבך את וכל המורה הלכה בפני רבו חייב מיתה ,7,12,3002,26,0.4107142857142857,0.4
28,ref-sifra.4.29.1.64-ref-sifra.4.29.1.69,ref-b.1.01.32a.1022-ref-b.1.01.32a.1027,224915,224943,32620,32625,ref-sifra.4.29.1.64,ref-sifra.4.29.1.69,169863,169891,25116,25121,ref-b.1.1.32a.1022,ref-b.1.1.32a.1027,וישמע ה' אלי גם בפעם ההוא ,וישמע ה' אלי גם בפעם ההיא ,6,6,2862,28,0.038461538461538464,0.0
29,ref-sifra.14.01-02.5.412-ref-sifra.14.01-02.5.433,ref-b.1.01.33a.254-ref-b.1.01.33a.259,651443,651481,99078,99082,ref-sifra.14.1-02.5.412,ref-sifra.14.1-02.5.433,174202,174231,25835,25840,ref-b.1.1.33a.254,ref-b.1.1.33a.259,אותה שנאמר          ה' לכן         ה' ,אותיות שנאמר פעלת ה' מקדש ה' ,5,6,7313,29,0.5789473684210527,0.5
30,ref-sifra.5.03-00.2.16-ref-sifra.5.03-00.2.23,ref-b.1.01.34b.364-ref-b.1.01.34b.369,268125,268170,39620,39626,ref-sifra.5.3-00.2.16,ref-sifra.5.3-00.2.23,182847,182877,27049,27053,ref-b.1.1.34b.364,ref-b.1.1.34b.369,הנהרות שנאמר ונהר יוצא מעדן להשקות את הגן ,ונהר יוצא מעדן להשקות את הגן ,8,6,3184,30,0.30952380952380953,0.1428571428571429
32,ref-sifra.5.1.33.29-ref-sifra.5.1.33.37,ref-b.1.01.34b.408-ref-b.1.01.34b.421,249091,249133,36614,36622,ref-sifra.5.1.33.29,ref-sifra.5.1.33.37,183065,183127,27086,27097,ref-b.1.1.34b.408,ref-b.1.1.34b.421,נביא אנכי ולא בן נביא אנכי אלא כך מקובלני ,נביא אתה אמר להן לא נביא אנכי ולא בן נביא אנכי אלא כך מקובלני ,9,14,3000,32,0.3225806451612903,0.25
33,ref-sifra.11.03-00.9.1-ref-sifra.11.03-00.9.19,ref-b.1.01.34b.588-ref-b.1.01.34b.603,500789,500889,76344,76360,ref-sifra.11.3-00.9.1,ref-sifra.11.3-00.9.19,183949,184044,27226,27241,ref-b.1.1.34b.588,ref-b.1.1.34b.603,הלולים מלמד שהוא טעון ברכה לפניו ולאחריו מיכן אמרו היה ר' עקיבא אומר לא יטעום אדם כלום קודם שיברך ,"הלולים לה' מלמד שטעונים ברכה לפניהם ולאחריהם מכאן אמר ר""ע אסור לאדם שיטעום כלום קודם שיברך ",19,16,5442,33,0.37755102040816324,0.6086956521739131
34,ref-sifra.12.12-16.1.2-ref-sifra.12.12-16.1.18,ref-b.1.01.34b.715-ref-b.1.01.34b.725,596196,596284,90534,90546,ref-sifra.12.12-16.1.2,ref-sifra.12.12-16.1.18,184616,184671,27323,27333,ref-b.1.1.34b.715,ref-b.1.1.34b.725,לכם ר' יהודה אומר נאמר כאן לקיחה' ונאמר להלן לקיחה' מה לקיחה' האמורה להלן אגודה אף כאן ,לכם תבואתו ונאמר להלן ותבואת הכרם מה להלן כרם אף כאן ,17,11,6769,34,0.5747126436781609,0.6153846153846154
35,ref-sifra.5.1.30.62-ref-sifra.5.1.30.86,ref-b.1.01.34b.884-ref-b.1.01.34b.895,246549,246685,36218,36239,ref-sifra.5.1.30.62,ref-sifra.5.1.30.86,185417,185477,27447,27456,ref-b.1.1.34b.884,ref-b.1.1.34b.895,מנין לביאה שהיא טעונה ברכה ודין הוא ומה אם יציאה שאינה טעונה רחיצה טעונה ברכה ביאה שטעונה רחיצה אינו דין שטעונה ברכה או חילוף ומה ,המינין דבר שנהנה וטעון ברכה אף כל דבר שנהנה טעון ברכה מה ,25,12,2971,35,0.6923076923076923,0.8823529411764706
36,ref-sifra.5.1.30.176-ref-sifra.5.1.30.200,ref-b.1.01.34b.884-ref-b.1.01.34b.895,247145,247281,36323,36344,ref-sifra.5.1.30.176,ref-sifra.5.1.30.200,185417,185477,27447,27456,ref-b.1.1.34b.884,ref-b.1.1.34b.895,מנין לביאה שהיא טעונה ברכה ודין הוא ומה אם יציאה שאינה טעונה רחיצה טעונה ברכה ביאה שטעונה רחיצה אינו דין שטעונה ברכה או חילוף ומה ,המינין דבר שנהנה וטעון ברכה אף כל דבר שנהנה טעון ברכה מה ,25,12,2977,36,0.6923076923076923,0.8823529411764706
37,ref-sifra.11.04-10.9.134-ref-sifra.11.04-10.9.145,ref-b.1.01.35b.24-ref-b.1.01.35b.45,516201,516258,78729,78740,ref-sifra.11.4-10.9.134,ref-sifra.11.4-10.9.145,186291,186399,27581,27602,ref-b.1.1.35b.24,ref-b.1.1.35b.45,ומשמע בין אשת אביו שהוא אמו בין אשת אביו שאינה אמו אמו ,"הוא לאיש משחית ואין אביו אלא הקב""ה שנא' הלא הוא אביך קנך ואין אמו אלא כנסת ישראל שנא' שמע בני מוסר אביך ",12,22,5669,37,0.6634615384615384,0.8235294117647058
38,ref-sifra.8.07-05.11.23-ref-sifra.8.07-05.11.32,ref-b.1.01.41a.263-ref-b.1.01.41a.282,394069,394126,59790,59798,ref-sifra.8.7-05.11.23,ref-sifra.8.7-05.11.32,214795,214918,31589,31608,ref-b.1.1.41a.263,ref-b.1.1.41a.282,וטבעותיו בידו ר' יהודה מטמא מיד וחכמים אומר עד שישהא ,וטבעותיו בידיו הוא והן טמאין מיד היה לבוש כליו וסנדליו ברגליו וטבעותיו באצבעותיו הוא טמא מיד והן טהורין עד שישהא ,10,20,4173,38,0.6460176991150443,0.6666666666666667
39,ref-sifra.8.07-05.8.24-ref-sifra.8.07-05.8.31,ref-b.1.01.41a.286-ref-b.1.01.41a.293,393603,393646,59713,59720,ref-sifra.8.7-05.8.24,ref-sifra.8.7-05.8.31,214935,214977,31610,31617,ref-b.1.1.41a.286,ref-b.1.1.41a.293,פת חטין ולא פת שעורין מיסב ואוכלו בליפתן ,פת חטין ולא פת שעורין מיסב ואוכלן בלפתן ,8,8,4166,39,0.04878048780487805,0.25
40,ref-sifra.5.1.30.65-ref-sifra.5.1.30.83,ref-b.1.01.41b.65-ref-b.1.01.41b.76,246567,246671,36221,36236,ref-sifra.5.1.30.65,ref-sifra.5.1.30.83,215693,215762,31714,31722,ref-b.1.1.41b.65,ref-b.1.1.41b.76,טעונה ברכה ודין הוא ומה אם יציאה שאינה טעונה רחיצה טעונה ברכה ביאה שטעונה רחיצה אינו דין שטעונה ברכה ,טעונים ברכה לפניהם ואין טעונים ברכה לאחריהם וכן אמר רב נחמן טעונים ,19,12,2972,40,0.6336633663366337,0.8666666666666667
41,ref-sifra.5.1.30.179-ref-sifra.5.1.30.197,ref-b.1.01.41b.65-ref-b.1.01.41b.76,247163,247267,36326,36341,ref-sifra.5.1.30.179,ref-sifra.5.1.30.197,215693,215762,31714,31722,ref-b.1.1.41b.65,ref-b.1.1.41b.76,טעונה ברכה ודין הוא ומה אם יציאה שאינה טעונה רחיצה טעונה ברכה ביאה שטעונה רחיצה אינו דין שטעונה ברכה ,טעונים ברכה לפניהם ואין טעונים ברכה לאחריהם וכן אמר רב נחמן טעונים ,19,12,2978,41,0.6336633663366337,0.8666666666666667
42,ref-sifra.5.1.30.66-ref-sifra.5.1.30.83,ref-b.1.01.43b.1178-ref-b.1.01.43b.1190,246573,246671,36222,36236,ref-sifra.5.1.30.66,ref-sifra.5.1.30.83,228333,228407,33521,33533,ref-b.1.1.43b.1178,ref-b.1.1.43b.1190,ברכה ודין הוא ומה אם יציאה שאינה טעונה רחיצה טעונה ברכה ביאה שטעונה רחיצה אינו דין שטעונה ברכה ,שטעון ברכה לאחריו טעון ברכה לפניו ויש שטעון ברכה לפניו ואין טעון ברכה ,18,13,2974,42,0.6,0.75
43,ref-sifra.5.1.30.180-ref-sifra.5.1.30.197,ref-b.1.01.43b.1178-ref-b.1.01.43b.1190,247169,247267,36327,36341,ref-sifra.5.1.30.180,ref-sifra.5.1.30.197,228333,228407,33521,33533,ref-b.1.1.43b.1178,ref-b.1.1.43b.1190,ברכה ודין הוא ומה אם יציאה שאינה טעונה רחיצה טעונה ברכה ביאה שטעונה רחיצה אינו דין שטעונה ברכה ,שטעון ברכה לאחריו טעון ברכה לפניו ויש שטעון ברכה לפניו ואין טעון ברכה ,18,13,2980,43,0.6,0.75
46,ref-sifra.2.01-02.10.21-ref-sifra.2.01-02.10.30,ref-b.1.01.45a.92-ref-b.1.01.45a.101,9142,9198,1464,1469,ref-sifra.2.1-02.10.21,ref-sifra.2.1-02.10.30,231346,231403,33998,34003,ref-b.1.1.45a.92,ref-b.1.1.45a.101,הקול שאין תלמוד לומר הקול ומה תלמוד לומר הקול הקול ,בקול שאין תלמוד לומר בקול ומה תלמוד לומר בקול בקולו ,10,10,46,46,0.09615384615384616,0.0
47,ref-sifra.14.02-06.2.101-ref-sifra.14.02-06.2.111,ref-b.1.01.49b.201-ref-b.1.01.49b.217,660004,660063,100429,100438,ref-sifra.14.2-06.2.101,ref-sifra.14.2-06.2.111,251501,251596,36867,36880,ref-b.1.1.49b.201,ref-b.1.1.49b.217,ואכלתם ולא תשבעו ולא תשבעו דבר אחר ואכלתם ולא תשבעו זה ,ואכלת זו אכילה ושבעת זו שתיה ואכילה בכזית ורבי יהודה סבר ואכלת ושבעת אכילה שיש בה שביעה ,11,17,7343,47,0.6136363636363636,0.9375
48,ref-sifra.5.08-00.5.95-ref-sifra.5.08-00.5.118,ref-b.1.01.52a.359-ref-b.1.01.52a.377,294154,294280,43473,43490,ref-sifra.5.8-00.5.95,ref-sifra.5.8-00.5.118,262453,262574,38483,38501,ref-b.1.1.52a.359,ref-b.1.1.52a.377,טמא וכלים שנטמאו במשקים תוכו טהור אם כן למה נאמר משקה בכל כלי יטמא מלמד שהכלים מטמאים את המשקים ר' אליעזר אומר אין טומאה ,למשקין שבתוכו הכא בכלי שנטמאו אחוריו במשקין עסקינן דתוכו טהור וגבו טמא דתנן כלי שנטמאו אחוריו במשקין אחוריו טמאים ,24,19,3461,48,0.7272727272727273,0.7391304347826086
50,ref-sifra.5.10-12.3.67-ref-sifra.5.10-12.3.73,ref-b.1.01.53a.1170-ref-b.1.01.53a.1179,306367,306403,45385,45391,ref-sifra.5.10-12.3.67,ref-sifra.5.10-12.3.73,271822,271871,39923,39931,ref-b.1.1.53a.1170,ref-b.1.1.53a.1179,והייתם קדושים כי קדוש אני כשם שאני ,והייתם קדושים אלו מים אחרונים כי קדוש זה שמן אני ,7,10,3623,50,0.4489795918367347,0.6666666666666667
51,ref-sifra.5.10-12.4.55-ref-sifra.5.10-12.4.60,ref-b.1.01.53a.1170-ref-b.1.01.53a.1179,306734,306766,45443,45448,ref-sifra.5.10-12.4.55,ref-sifra.5.10-12.4.60,271822,271871,39923,39931,ref-b.1.1.53a.1170,ref-b.1.1.53a.1179,והייתם קדושים כי קדוש כשם שאני ,והייתם קדושים אלו מים אחרונים כי קדוש זה שמן אני ,6,10,3626,51,0.4489795918367347,0.7777777777777778
53,ref-sifra.11.04-12.22.1-ref-sifra.11.04-12.22.8,ref-b.1.01.53a.1170-ref-b.1.01.53a.1179,528746,528785,80669,80676,ref-sifra.11.4-12.22.1,ref-sifra.11.4-12.22.8,271822,271871,39923,39931,ref-b.1.1.53a.1170,ref-b.1.1.53a.1179,והייתם לי קדושים כי קדוש אני כשם שאני ,והייתם קדושים אלו מים אחרונים כי קדוש זה שמן אני ,8,10,5911,53,0.46938775510204084,0.6666666666666667
54,ref-sifra.10.03-04.7.2-ref-sifra.10.03-04.7.9,ref-b.1.01.55a.17-ref-b.1.01.55a.24,441017,441054,67173,67180,ref-sifra.10.3-04.7.2,ref-sifra.10.3-04.7.9,277072,277108,40779,40786,ref-b.1.1.55a.17,ref-b.1.1.55a.24,אל המזבח אשר לפני ה' ויצא אל המזבח ,אלי זה השלחן אשר לפני ה' פתח במזבח ,8,8,4786,54,0.42857142857142855,0.4444444444444444
55,ref-sifra.5.03-00.3.22-ref-sifra.5.03-00.3.43,ref-b.1.01.55b.751-ref-b.1.01.55b.767,268472,268600,39667,39684,ref-sifra.5.3-00.3.22,ref-sifra.5.3-00.3.43,284240,284331,41946,41962,ref-b.1.1.55b.751,ref-b.1.1.55b.767,נחלים נחלים נחלים נחלים לגזירה שוה מה ימים ונחלים האמורים לענין היתר עשה את כל המים כימים וכנחלים אף ימים ונחלים האמורים ,חלום של שחרית וחלום שחלם לו חבירו וחלום שנפתר בתוך חלום ויש אומר אף חלום שנשנה שנאמר ,22,17,3195,55,0.628099173553719,0.8636363636363636
56,ref-sifra.12.12-16.7.69-ref-sifra.12.12-16.7.74,ref-b.1.01.57a.362-ref-b.1.01.57a.367,597478,597506,90733,90738,ref-sifra.12.12-16.7.69,ref-sifra.12.12-16.7.74,294741,294769,43618,43623,ref-b.1.1.57a.362,ref-b.1.1.57a.367,נאמר פרי עץ הדר וכפות תמרים ,שנאמר פרי עץ הדר כפות תמרים ,6,6,6784,56,0.07142857142857142,0.5
57,ref-sifra.9.03-05.14.9-ref-sifra.9.03-05.14.22,ref-b.1.01.57a.1856-ref-b.1.01.57a.1859,412094,412150,62482,62489,ref-sifra.9.3-05.14.9,ref-sifra.9.3-05.14.22,302697,302713,44889,44892,ref-b.1.1.57a.1856,ref-b.1.1.57a.1859,לפני ה' אל פתח אהל מועד לפני ה' אל פתח אהל מועד כיצד הוא ,לפני ה' והנה ה' ,14,4,4363,57,0.7543859649122807,0.7142857142857143
59,ref-sifra.8.03-00.7.42-ref-sifra.8.03-00.7.49,ref-b.1.01.57a.1868-ref-b.1.01.57a.1872,375990,376026,56793,56800,ref-sifra.8.3-00.7.42,ref-sifra.8.3-00.7.49,302761,302780,44901,44905,ref-b.1.1.57a.1868,ref-b.1.1.57a.1872,לפני ה' במזרח ה' לא תנופות לפני ה' ב,לפני ה' לא ברוח ה' ,9,5,4018,59,0.5555555555555556,0.6
60,ref-sifra.5.1.39.10-ref-sifra.5.1.39.17,ref-b.1.01.61a.183-ref-b.1.01.61a.191,252459,252509,37143,37150,ref-sifra.5.1.39.10,ref-sifra.5.1.39.17,321969,322026,47888,47894,ref-b.1.1.61a.183,ref-b.1.1.61a.191,בגדולה מתחילין מן הגדול ובקללה מתחילין מן הקטן ,בגדולה מתחילין מן הגדול ובקללה מתחילין מן הקטן בגדולה ,8,9,3042,60,0.12962962962962962,0.0
61,ref-sifra.5.1.39.30-ref-sifra.5.1.39.40,ref-b.1.01.61a.212-ref-b.1.01.61a.220,252566,252621,37163,37171,ref-sifra.5.1.39.30,ref-sifra.5.1.39.40,322139,322192,47913,47921,ref-b.1.1.61a.212,ref-b.1.1.61a.220,בתחלה נתקלל נחש ואחר כך נתקללה חוה ואחר כך נתקלל אדם ,בתחלה נתקלל נחש ולבסוף נתקללה חוה ולבסוף נתקלל אדם ,11,9,3043,61,0.22641509433962265,0.375
62,ref-sifra.7.02-00.3.23-ref-sifra.7.02-00.4.7,ref-b.2.02.2a.9-ref-b.2.02.2a.17,325591,325629,48468,48475,ref-sifra.7.2-00.3.23,ref-sifra.7.2-00.4.7,344038,344084,51186,51192,ref-b.2.2.2a.9,ref-b.2.2.2a.17,טמא מכאן אמרו מראות נגעים שנים שהם ד' ,הטומאה שתים שהן ארבע מראות נגעים שנים שהן ד' ,8,9,3809,62,0.3111111111111111,0.5
