,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
13,ref-mek.1.4.1.103-ref-mek.1.4.1.128,ref-sifre-d.31.1.11-ref-sifre-d.31.1.44,10444,10586,1740,1761,ref-mek.1.4.1.103,ref-mek.1.4.1.128,36513,36672,6178,6206,ref-sifre-d.31.1.11,ref-sifre-d.31.1.44,"ואומר לו למדני והדבור יוצא מביניהם כאלו שניהם מדברים דברו אל כל עדת בני ישראל הדבור הזה בר""ח ולקיחה בעשור ושחיטה בי""ד אתה אומר הדבור היה ",דבר אל בני ישראל דבר אל בני אברהם יצחק ויעקב לא נאמר אלא דבר אל בני ישראל זכה יעקב אבינו שיאמר דבור לבניו לפי שהיה יעקב מפחד כל ימיו ואומר אוי לי שמא תצא ,26,34,13,44,0.7077922077922078,0.3651685393258427,0.5324675324675324
14,ref-mek.1.5.1.106-ref-mek.1.5.2.33,ref-sifre-d.129.5.4-ref-sifre-d.129.6.21,13680,13932,2200,2234,ref-mek.1.5.1.106,ref-mek.1.5.2.33,165313,165427,27676,27695,ref-sifre-d.129.5.4,ref-sifre-d.129.6.21,להביא מין אחר מה תלמוד לומר מן הכבשים ומן העזים מזה בפני עצמו ומזה בפני עצמו והיה לכם להביא פסח דורות שלא יבוא אלא מן הכשבים ומן העזים דברי ר' אליעזר ר' יאשיה אומר תקחו למה נאמר לפי שנאמר וזבחת פסח לה' אלהיך צאן ובקר צאן לפסח ובקר לחגיגה ,לשם המיוחד צאן ובקר והלא אין פסח בא אלא מן הכבשים ומן העזים אם כן למה נאמר צאן ובקר צאן לפסח ובקר לחגיגה ,49,23,14,441,0.6260504201680672,0.5588235294117647,0.6176470588235294
17,ref-mek.1.5.2.59-ref-mek.1.5.2.70,ref-sifre-d.41.27.63-ref-sifre-d.41.27.72,14046,14117,2253,2262,ref-mek.1.5.2.59,ref-mek.1.5.2.70,72587,72638,12226,12235,ref-sifre-d.41.27.63,ref-sifre-d.41.27.72,תלמוד לומר ועבדת את העבודה הזאת בחדש הזה כעבודה שעבדת במצרים כך ,"ת""ל ולעבדו זו תפלה כשם שעבודת מזבח קרויה עבודה כך ",12,10,17,152,0.65625,0.34782608695652173,0.53125
18,ref-mek.1.5.2.125-ref-mek.1.5.2.132,ref-sifre-d.129.5.4-ref-sifre-d.129.6.21,14381,14424,2302,2309,ref-mek.1.5.2.125,ref-mek.1.5.2.132,165313,165427,27676,27695,ref-sifre-d.129.5.4,ref-sifre-d.129.6.21,לה' אלהיך צאן ובקר צאן לפסח ובשר לחגיגה ,לשם המיוחד צאן ובקר והלא אין פסח בא אלא מן הכבשים ומן העזים אם כן למה נאמר צאן ובקר צאן לפסח ובקר לחגיגה ,8,23,18,442,0.6476190476190476,0.6448598130841121,0.6476190476190476
20,ref-mek.1.5.2.141-ref-mek.1.5.2.151,ref-sifre-d.129.5.4-ref-sifre-d.129.6.11,14464,14522,2314,2324,ref-mek.1.5.2.141,ref-mek.1.5.2.151,165313,165378,27676,27688,ref-sifre-d.129.5.4,ref-sifre-d.129.6.11,לה' אלהיך צאן ובקר וכתוב אחר אומר מן הכשבים ומן העזים ,לשם המיוחד צאן ובקר והלא אין פסח בא אלא מן הכבשים ומן העזים ,11,13,20,440,0.4166666666666667,0.29850746268656714,0.3333333333333333
21,ref-mek.1.6.1.355-ref-mek.1.6.1.362,ref-sifre-d.2.2.46-ref-sifre-d.2.2.60,16941,16984,2726,2733,ref-mek.1.6.1.355,ref-mek.1.6.1.362,6460,6536,1077,1090,ref-sifre-d.2.2.46,ref-sifre-d.2.2.60,שנאמר לעברך בברית ה' אלהיך ואין ברית אלא ,שנאמר וארון ברית ה' נוסע לפניהם דרך ג' ימים לתור להם מנוחה ואין מנוחה אלא ,8,15,21,5,0.6216216216216216,0.5256410256410257,0.5945945945945946
22,ref-mek.1.6.1.355-ref-mek.1.6.1.364,ref-sifre-d.306.15.94-ref-sifre-d.306.16.9,16941,16996,2726,2735,ref-mek.1.6.1.355,ref-mek.1.6.1.364,302774,302850,50671,50682,ref-sifre-d.306.15.94,ref-sifre-d.306.16.9,שנאמר לעברך בברית ה' אלהיך ואין ברית אלא תורה שנאמר ,ואומר ויהי ה' אלהיכם בכם לעד יערף כמטר לקחי אין לקחי אלא דברי תורה שנאמר ,10,15,22,801,0.6027397260273972,0.45679012345679015,0.5205479452054794
23,ref-mek.1.6.1.725-ref-mek.1.6.1.734,ref-sifre-d.249.5.21-ref-sifre-d.249.5.34,18895,18951,3032,3041,ref-mek.1.6.1.725,ref-mek.1.6.1.734,246833,246903,41165,41178,ref-sifre-d.249.5.21,ref-sifre-d.249.5.34,אלא להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה ,"אלא מופנה להקיש ולדון ג""ש נאמר כאן דור עשירי ונאמר להלן דור עשירי מה ",10,14,23,655,0.37681159420289856,0.3287671232876712,0.34782608695652173
24,ref-mek.1.6.1.726-ref-mek.1.6.1.739,ref-sifre-d.244.4.35-ref-sifre-d.244.4.53,18899,18972,3033,3046,ref-mek.1.6.1.726,ref-mek.1.6.1.739,243815,243904,40625,40639,ref-sifre-d.244.4.35,ref-sifre-d.244.4.53,להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה כאן דוחה שבת אף להלן ,להקיש ולדון גזרה שוה נאמר כאן אשר לא אורשה ונאמר להלן אשר לא אורשה מה כאן חמשים אף להלן ,14,19,24,630,0.42045454545454547,0.42000000000000004,0.38636363636363635
25,ref-mek.1.6.1.728-ref-mek.1.6.1.740,ref-sifre-d.86.6.4-ref-sifre-d.86.6.10,18912,18977,3035,3047,ref-mek.1.6.1.728,ref-mek.1.6.1.740,131306,131341,21925,21931,ref-sifre-d.86.6.4,ref-sifre-d.86.6.10,נאמר כאן במועדו ונאמר להלן במועדו מה כאן דוחה שבת אף להלן דוחה ,נאמרה כאן הדחה ונאמרה להלן הדחה מה ,13,7,25,305,0.5873015873015873,0.5151515151515151,0.5396825396825397
27,ref-mek.1.6.1.728-ref-mek.1.6.1.740,ref-sifre-d.90.2.4-ref-sifre-d.90.2.11,18912,18977,3035,3047,ref-mek.1.6.1.728,ref-mek.1.6.1.740,133293,133331,22275,22282,ref-sifre-d.90.2.4,ref-sifre-d.90.2.11,נאמר כאן במועדו ונאמר להלן במועדו מה כאן דוחה שבת אף להלן דוחה ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה ,13,8,27,318,0.49206349206349204,0.4925373134328358,0.47619047619047616
29,ref-mek.1.6.1.796-ref-mek.1.6.1.807,ref-sifre-d.133.2.7-ref-sifre-d.134.1.3,19262,19334,3095,3105,ref-mek.1.6.1.796,ref-mek.1.6.1.807,168060,168126,28132,28144,ref-sifre-d.133.2.7,ref-sifre-d.134.1.3,כבא השמש ובשלת ואכלת תלמוד לומר מועד צאתך הפסיק הענין ובשלת ואכלת ,וכבוא השמש אתה אוכל עד מתי עד מועד צאתך ממצרים קפ ובשלת ואכלת ,12,13,29,458,0.4393939393939394,0.2465753424657534,0.3333333333333333
30,ref-mek.1.6.1.796-ref-mek.1.6.1.826,ref-sifre-d.133.1.7-ref-sifre-d.133.1.24,19262,19432,3095,3119,ref-mek.1.6.1.796,ref-mek.1.6.1.826,167928,168021,28111,28125,ref-sifre-d.133.1.7,ref-sifre-d.133.1.24,כבא השמש ובשלת ואכלת תלמוד לומר מועד צאתך הפסיק הענין ובשלת ואכלת משחשכה ר' אומר הרי הוא אומר שם תזבח את הפסח בערב שומע אני כשמועו תלמוד לומר מועד צאתך ממצרים ,שם תזבח את הפסח וגו' רבי אליעזר אומר בערב אתה זובח וכבוא השמש אתה אוכל מועד צאתך ממצרים ,31,18,30,456,0.6415094339622641,0.47530864197530864,0.6226415094339622
32,ref-mek.1.7.2.96-ref-mek.1.7.2.101,ref-sifre-d.16.1.46-ref-sifre-d.16.1.51,21225,21264,3396,3401,ref-mek.1.7.2.96,ref-mek.1.7.2.101,18409,18448,3100,3105,ref-sifre-d.16.1.46,ref-sifre-d.16.1.51,והעמידו תלמידים הרבה ועשו סייג לתורה ,והעמידו תלמידים הרבה ועשו סייג לתורה ,6,6,32,20,0.0,0.0,0.0
33,ref-mek.1.7.2.96-ref-mek.1.7.2.101,ref-sifre-d.16.3.130-ref-sifre-d.16.3.135,21225,21264,3396,3401,ref-mek.1.7.2.96,ref-mek.1.7.2.101,19227,19266,3222,3227,ref-sifre-d.16.3.130,ref-sifre-d.16.3.135,והעמידו תלמידים הרבה ועשו סייג לתורה ,והעמידו תלמידים הרבה ועשו סייג לתורה ,6,6,33,21,0.0,0.0,0.0
34,ref-mek.1.7.2.108-ref-mek.1.7.3.3,ref-sifre-d.244.4.44-ref-sifre-d.245.1.3,21294,21353,3404,3417,ref-mek.1.7.2.108,ref-mek.1.7.3.3,243859,243993,40632,40655,ref-sifre-d.244.4.44,ref-sifre-d.245.1.3,ונאמר להלן לילה מה להלן עד חצות אף כאן עד חצות צלי אש ולא ,ונאמר להלן אשר לא אורשה מה כאן חמשים אף להלן חמשים ומה להלן שקלים אף כאן שקלים ושכב עמה על כל שכיבה ונמצאו בעדים ונתן האיש ולא ,14,27,34,647,0.6535433070866141,0.5877862595419847,0.6377952755905512
35,ref-mek.1.8.1.27-ref-mek.1.8.1.44,ref-sifre-d.130.6.5-ref-sifre-d.130.6.18,24164,24251,3856,3867,ref-mek.1.8.1.27,ref-mek.1.8.1.44,166186,166264,27825,27836,ref-sifre-d.130.6.5,ref-sifre-d.130.6.18,מצרים אתה אומר כן או אינו אלא חפזון ישראל כשהוא אומר ולכל בני ישראל לא יחרץ כלב לשונו ,מצרים יכול חפזון לישראל ולמצרים תלמוד לומר ולכל בני ישראל לא יחרץ כלב לשונו ,18,14,35,450,0.36046511627906974,0.2947368421052632,0.29069767441860467
36,ref-mek.1.8.1.206-ref-mek.1.8.1.230,ref-sifre-d.301.18.22-ref-sifre-d.301.18.31,25060,25170,4000,4018,ref-mek.1.8.1.206,ref-mek.1.8.1.230,286413,286463,47936,47944,ref-sifre-d.301.18.22,ref-sifre-d.301.18.31,והכיתי כל בכור שומע אני על ידי מלאך או על ידי שליח תלמוד לומר וה' הכה כל בכור בארץ מצרים לא על ידי מלאך ולא ,בארץ מצרים אני ולא מלאך והכיתי כל בכור אני ולא ,25,10,36,760,0.6944444444444444,0.5779816513761468,0.6759259259259259
38,ref-mek.1.8.1.255-ref-mek.1.8.1.267,ref-sifre-d.124.1.2-ref-sifre-d.124.1.21,25308,25376,4038,4048,ref-mek.1.8.1.255,ref-mek.1.8.1.267,160633,160731,26896,26910,ref-sifre-d.124.1.2,ref-sifre-d.124.1.21,בבכוריהם וגומר בכורי חם כוש פוט ולוד מנין תלמוד לומר ויך כל בכור ,הבכור וגו' מגיד הכתוב שהבכור נאכל כל שנתו אין לי אלא בכור תם בעל מום מנין תלמוד לומר כל הבכור ,13,20,38,425,0.574468085106383,0.3939393939393939,0.48936170212765956
39,ref-mek.1.8.1.371-ref-mek.1.8.1.376,ref-sifre-d.301.18.33-ref-sifre-d.301.18.38,25946,25977,4125,4130,ref-mek.1.8.1.371,ref-mek.1.8.1.376,286468,286499,47946,47951,ref-sifre-d.301.18.33,ref-sifre-d.301.18.38,ובכל אלהי מצרים אעשה שפטים אני ,ובכל אלהי מצרים אעשה שפטים אני ,6,6,39,762,0.0,0.0,0.0
40,ref-mek.1.8.1.376-ref-mek.1.8.1.388,ref-sifre-d.306.3.124-ref-sifre-d.306.4.10,25974,26031,4130,4141,ref-mek.1.8.1.376,ref-mek.1.8.1.388,298092,298158,49926,49935,ref-sifre-d.306.3.124,ref-sifre-d.306.4.10,אני ה' שפטים משונים זה מזה של אבן היתה נמסת ושל עץ היתה ,"אני ה' לא שניתי ד""א האזינו השמים היה ר' יהודה אומר משל למלך שהיו ",13,14,40,791,0.6307692307692307,0.4078947368421053,0.5384615384615384
41,ref-mek.1.8.1.399-ref-mek.1.8.1.407,ref-sifre-d.301.18.27-ref-sifre-d.301.18.37,26088,26129,4151,4159,ref-mek.1.8.1.399,ref-mek.1.8.1.407,286439,286495,47940,47950,ref-sifre-d.301.18.27,ref-sifre-d.301.18.37,הכה ה' בהם כל בכור ובאלהיהם עשה ה' שפטים ,והכיתי כל בכור אני ולא שרף ובכל אלהי מצרים אעשה שפטים ,9,11,41,761,0.5555555555555556,0.4920634920634921,0.46296296296296297
42,ref-mek.1.8.2.1-ref-mek.1.8.2.13,ref-sifre-d.35.6.21-ref-sifre-d.35.6.30,26475,26542,4211,4223,ref-mek.1.8.2.1,ref-mek.1.8.2.13,49646,49695,8321,8330,ref-sifre-d.35.6.21,ref-sifre-d.35.6.30,והיה הדם לכם לאות לכם לאות ולא לי לאות לכם לאות ולא לאחרים ,והיו לך לאות על ידך לך לאות ולא לאחרים לאות ,13,10,42,89,0.5084745762711864,0.3650793650793651,0.423728813559322
44,ref-mek.1.8.2.30-ref-mek.1.8.2.37,ref-sifre-d.171.2.2-ref-sifre-d.171.2.9,26616,26652,4232,4237,ref-mek.1.8.2.30,ref-mek.1.8.2.37,190847,190882,31854,31859,ref-sifre-d.171.2.2,ref-sifre-d.171.2.9,בהם אין לי אלא בתים שיאכלו בהם בתים ,בנו ובתו באש אין לי אלא בנו ובתו ,8,8,44,501,0.6388888888888888,0.43181818181818177,0.4722222222222222
45,ref-mek.1.8.2.122-ref-mek.1.8.2.128,ref-sifre-d.352.7.33-ref-sifre-d.352.7.39,27087,27123,4308,4314,ref-mek.1.8.2.122,ref-mek.1.8.2.128,369471,369507,62007,62013,ref-sifre-d.352.7.33,ref-sifre-d.352.7.39,ויקרא אברהם שם המקום ההוא ה' יראה ,ויקרא אברהם שם המקום ההוא ה' יראה ,7,7,45,929,0.0,0.0,0.0
46,ref-mek.1.8.3.20-ref-mek.1.8.3.33,ref-sifre-d.130.7.26-ref-sifre-d.130.7.37,27818,27890,4436,4446,ref-mek.1.8.3.20,ref-mek.1.8.3.33,166429,166488,27863,27873,ref-sifre-d.130.7.26,ref-sifre-d.130.7.37,אומר ויאמר משה אל העם זכור את היום הזה אשר יצאתם ממצרים וגומר עדין ,עד שדרשה בן זומא שנאמר למען תזכור את יום צאתך מארץ מצרים ,14,12,46,455,0.6716417910447762,0.3466666666666667,0.5074626865671642
47,ref-mek.1.8.3.47-ref-mek.1.8.3.65,ref-sifre-d.128.5.8-ref-sifre-d.128.5.23,27971,28066,4458,4473,ref-mek.1.8.3.47,ref-mek.1.8.3.65,164853,164940,27600,27614,ref-sifre-d.128.5.8,ref-sifre-d.128.5.23,"ממחרת הפסח יצאו בני ישראל ביד רמה אימתי אכלו בני ישראל את הפסח בלילי יו""ט והם לא יצאו אלא ",בלילה יצאו והלא לא יצאו אלא ביום שנאמר ממחרת הפסח יצאו בני ישראל ממצרים ביד רמה ,19,16,47,433,0.7222222222222222,0.22916666666666663,0.5666666666666667
49,ref-mek.1.8.3.203-ref-mek.1.8.3.219,ref-sifre-d.140.1.13-ref-sifre-d.140.1.22,28771,28854,4564,4578,ref-mek.1.8.3.203,ref-mek.1.8.3.219,171374,171421,28657,28664,ref-sifre-d.140.1.13,ref-sifre-d.140.1.22,בחג כשהוא אומר וחגותם אותו חג לה' הרי חג אמור ומה אני מקיים שבעת ימים תחוג לה' ,חג למה נאמר לפי שנאמר חג הסכות שבעת ימים לה' ,17,10,49,476,0.6075949367088608,0.5060240963855422,0.5949367088607594
50,ref-mek.1.8.3.211-ref-mek.1.8.3.221,ref-sifre-d.142.1.3-ref-sifre-d.142.1.22,28812,28866,4572,4580,ref-mek.1.8.3.211,ref-mek.1.8.3.221,172820,172914,28895,28906,ref-sifre-d.142.1.3,ref-sifre-d.142.1.22,חג אמור ומה אני מקיים שבעת ימים תחוג לה' להביא שבעת ,תחוג לה' א להיך במקום אשר יבחר ה' ולהלן הוא אומר חג הסכות שבעת ימים לה' מה תלמוד לומר שבעת ,11,20,50,480,0.6373626373626373,0.4787234042553191,0.6043956043956044
52,ref-mek.1.9.1.239-ref-mek.1.9.1.246,ref-sifre-d.134.5.29-ref-sifre-d.135.1.2,30255,30290,4757,4764,ref-mek.1.9.1.239,ref-mek.1.9.1.246,168832,168876,28250,28258,ref-sifre-d.134.5.29,ref-sifre-d.135.1.2,ששה מן החדש שבעה מן הישן אך ביום ,ששה מן החדש וביום שבעה מן הישן קפג וביום ,8,9,52,459,0.24390243902439024,0.2790697674418605,0.24390243902439024
53,ref-mek.1.9.1.511-ref-mek.1.9.1.524,ref-sifre-d.76.7.20-ref-sifre-d.76.8.6,31676,31749,4960,4973,ref-mek.1.9.1.511,ref-mek.1.9.1.524,123552,123797,20634,20675,ref-sifre-d.76.7.20,ref-sifre-d.76.8.6,"אין חייבים עליו כרת ולא חלב שור הנסקל יוכיח שאע""פ שחייבים עליו כרת אין ","שחייבים על בשולו אינו דין שחייבים על אכילתו כלאי זרעים יוכיחו שחייבים על זריעתן ואין חייבים על אכילתן ואף אתה אל תתמה על בשר בחלב שאעפ""י שחייבים על בשולו לא יהיו חייבים על אכילתו ת""ל לא תאכלו לרבות בשר בחלב רבי אליעזר אומר ומה פסח שאין ",14,46,53,297,0.75,0.7046413502109705,0.75
54,ref-mek.1.9.1.528-ref-mek.1.9.1.535,ref-sifre-d.36.2.76-ref-sifre-d.36.2.83,31765,31810,4977,4984,ref-mek.1.9.1.528,ref-mek.1.9.1.535,51539,51585,8650,8657,ref-sifre-d.36.2.76,ref-sifre-d.36.2.83,אלמוד דבר מדבר ואדון דבר מדבר אמור דבר שהוא ,אלמוד דבר מדבר ואדון דבר מדבר אלמוד דבר שהוא ,9,9,54,121,0.044444444444444446,0.06521739130434778,0.044444444444444446
55,ref-mek.1.10.1.3-ref-mek.1.10.1.32,ref-sifre-d.63.1.20-ref-sifre-d.63.1.29,33065,33220,5186,5205,ref-mek.1.10.1.3,ref-mek.1.10.1.32,110855,110903,18547,18556,ref-sifre-d.63.1.20,ref-sifre-d.63.1.29,מקרא קדש כבדהו במאכל ובמשתה ובכסות נקייה אין לי אלא יום טוב הראשון והאחרון שהם קרויין מקרא קדש חולו של מועד מנין תלמוד לומר אלה מועדי ה' אשר תקראו אותם ,אלה מועדי ה' אשר תקראו אותם מקראי קדש להקריב אשה ,30,10,55,263,0.7828947368421053,0.6776315789473684,0.7697368421052632
57,ref-mek.1.10.1.305-ref-mek.1.10.1.331,ref-sifre-d.260.3.55-ref-sifre-d.260.3.67,34628,34758,5395,5412,ref-mek.1.10.1.305,ref-mek.1.10.1.331,251082,251144,41899,41911,ref-sifre-d.260.3.55,ref-sifre-d.260.3.67,חמורה אינו מוזהר על מלאכת גוי במלאכתך יום טוב הקל דין הוא שלא יהא מוזהר על מלאכת גוי במלאכתך תלמוד לומר כל מלאכה לא יעשה בהם אם ,אם קדשה קלה אתה מוזהר עליה בישראל קדש חמור לא תהיה מוזהר עליו ,27,13,57,662,0.7421875,0.549618320610687,0.6953125
58,ref-mek.1.10.1.305-ref-mek.1.10.1.337,ref-sifre-d.260.3.79-ref-sifre-d.260.3.105,34628,34785,5395,5417,ref-mek.1.10.1.305,ref-mek.1.10.1.337,251202,251335,41922,41946,ref-sifre-d.260.3.79,ref-sifre-d.260.3.105,חמורה אינו מוזהר על מלאכת גוי במלאכתך יום טוב הקל דין הוא שלא יהא מוזהר על מלאכת גוי במלאכתך תלמוד לומר כל מלאכה לא יעשה בהם אם יום טוב הנקל אתה מוזהר על ,חמור אתה מוזהר עליו בישראל אבל קדשה קלה אי אתה מוזהר עליה בישראל או קדשה קלה אי אתה מוזהר עליה בכנענית אבל קדש חמור אתה מוזהר עליה ,33,27,58,663,0.6103896103896104,0.33333333333333337,0.5
59,ref-mek.1.11.3.29-ref-mek.1.11.3.46,ref-sifre-d.72.5.20-ref-sifre-d.72.5.27,39075,39174,6039,6053,ref-mek.1.11.3.29,ref-mek.1.11.3.46,117645,117691,19693,19700,ref-sifre-d.72.5.20,ref-sifre-d.72.5.27,לא תאכלו בכל מושבותיכם תאכלו מצות למה נאמר לפי שנאמר ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,18,8,59,289,0.5670103092783505,0.5510204081632653,0.5670103092783505
60,ref-mek.1.11.3.29-ref-mek.1.11.3.46,ref-sifre-d.147.2.18-ref-sifre-d.147.2.25,39075,39174,6039,6053,ref-mek.1.11.3.29,ref-mek.1.11.3.46,176860,176906,29552,29559,ref-sifre-d.147.2.18,ref-sifre-d.147.2.25,לא תאכלו בכל מושבותיכם תאכלו מצות למה נאמר לפי שנאמר ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,לא תוכל לאכול בשעריך מעשר דגנך תירושך ויצהרך ,18,8,60,485,0.5670103092783505,0.5510204081632653,0.5670103092783505
61,ref-mek.1.11.3.41-ref-mek.1.11.3.46,ref-sifre-d.43.6.20-ref-sifre-d.43.6.26,39141,39174,6048,6053,ref-mek.1.11.3.41,ref-mek.1.11.3.46,76344,76374,12835,12841,ref-sifre-d.43.6.20,ref-sifre-d.43.6.26,ה' אלהיך מעשר דגנך תירושך ויצהרך ,ה' על דגן ועל תירוש ועל יצהר ,6,7,61,158,0.5151515151515151,0.44999999999999996,0.3939393939393939
62,ref-mek.1.11.3.93-ref-mek.1.11.3.103,ref-sifre-d.215.1.18-ref-sifre-d.215.1.30,39430,39489,6095,6104,ref-mek.1.11.3.93,ref-mek.1.11.3.103,217339,217405,36310,36319,ref-sifre-d.215.1.18,ref-sifre-d.215.1.30,יצאו אלו שאינן נאכלין בכל מושבותיכם משמע מוציא אני את אלו ,כמשמעו משמע מוציא את אלו ומוציא את היבמה מוציא אני את אלו שאין ,11,13,62,572,0.6190476190476191,0.3194444444444444,0.49206349206349204
