,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
13,ref-mek.1.5.1.66-ref-mek.1.5.1.105,ref-sifre-n.107.2.117-ref-sifre-n.107.2.141,13476,13679,2179,2199,ref-mek.1.5.1.66,ref-mek.1.5.1.105,148532,148664,23244,23268,ref-sifre-n.107.2.117,ref-sifre-n.107.2.141,מן הכשבים ומן העזים מזה בפני עצמו ומזה בפני עצמו אתה אומר כן או אינו אלא שיביא משניהם כאחת תלמוד לומר ואם מן הצאן קרבנו מזה בפני עצמו ומזה בפני עצמו והאי דברים קל וחומר ומה אם עולה חמורה כשרה ,"מן הכבשים ומן העזים תקחו מזה בפ""ע ומזה בפ""ע או יביא משניהם כאחת ת""ל ואם מן הצאן קרבנו והרי דברים ק""ו ומה עולת חמורה כשרה ",40,25,13,435,0.4583333333333333,0.4191919191919192,0.4322916666666667
15,ref-mek.1.5.2.159-ref-mek.1.5.2.180,ref-sifre-n.58.1.51-ref-sifre-n.58.1.74,14564,14683,2330,2350,ref-mek.1.5.2.159,ref-mek.1.5.2.180,82103,82220,12165,12187,ref-sifre-n.58.1.51,ref-sifre-n.58.1.74,זו מדה בתורה שני כתובים זה כנגד זה וסותרין זה על ידי זה עד שיתקיימו במקומן יבא כתוב שלישי ויכריע ביניהן תלמוד לומר ,"זו מדה בתורה שני כתובים זה כנגד זה והרי הם סותרים זה את זה יתקימו במקומם עד שיבא כתוב אחר ויכריע ביניהם ומה ת""ל ",23,24,15,248,0.3217391304347826,0.24031007751937983,0.22608695652173913
17,ref-mek.1.6.1.296-ref-mek.1.6.1.304,ref-sifre-n.111.1.52-ref-sifre-n.111.1.64,16640,16691,2677,2685,ref-mek.1.6.1.296,ref-mek.1.6.1.304,160155,160232,25148,25159,ref-sifre-n.111.1.52,ref-sifre-n.111.1.64,כל המצות שנאמר והיה אם מעיני העדה נעשתה בשגגה ,מכל בכל מצוות האמורות בתורה תלמוד לומר והיה אם מעיני העדה נעשתה לשגגה ,9,13,17,477,0.4142857142857143,0.38888888888888884,0.4
18,ref-mek.1.6.1.296-ref-mek.1.6.1.309,ref-sifre-n.111.1.287-ref-sifre-n.111.2.11,16640,16717,2677,2690,ref-mek.1.6.1.296,ref-mek.1.6.1.309,161398,161469,25352,25364,ref-sifre-n.111.1.287,ref-sifre-n.111.2.11,כל המצות שנאמר והיה אם מעיני העדה נעשתה בשגגה יחד הכתוב מצוה זה ואמרה ,בכל התורה והיה אם מעיני העדה נעשתה לשגגה יחד הכתוב מצוה זו אמורה ,14,13,18,487,0.2,0.125,0.15714285714285714
21,ref-mek.1.6.1.319-ref-mek.1.6.1.354,ref-sifre-n.111.1.78-ref-sifre-n.111.1.113,16757,16940,2695,2725,ref-mek.1.6.1.319,ref-mek.1.6.1.354,160294,160473,25172,25201,ref-sifre-n.111.1.78,ref-sifre-n.111.1.113,או אינו אלא אחד מכל מצות האמורות בתורה סתם כשהוא אומר וכי תשגו ולא תעשו וגו' באו כל המצות ללמד על מצוה אחת ומנין לעובר על כל מצות שהוא פורק עול ומפר ברית ומגלה פנים בתורה ,או אינו אלא אחת מכל מצות האמורות בתורה תלמוד לומר וכי תשגו ולא תעשו את כל המצות באו כל המצות ללמד על מצויה אחת מה העובר על כל המצות פורק עול ומפר ברית ומגלה פנים בתורה ,36,36,21,482,0.18128654970760233,0.1270718232044199,0.1286549707602339
23,ref-mek.1.6.1.339-ref-mek.1.6.1.367,ref-sifre-n.111.1.122-ref-sifre-n.111.1.155,16859,17012,2711,2738,ref-mek.1.6.1.339,ref-mek.1.6.1.367,160513,160696,25210,25243,ref-sifre-n.111.1.122,ref-sifre-n.111.1.155,על מצוה אחת ומנין לעובר על כל מצות שהוא פורק עול ומפר ברית ומגלה פנים בתורה שנאמר לעברך בברית ה' אלהיך ואין ברית אלא תורה שנאמר אלה דברי הברית ,"ברית ומגלה פנים בתורה ואיזה זה ע""ג שפורק עול ומפר ברית אף העובר על מצוה אחת פורק עול ומפר ברית ומגלה פנים בתורה שנאמר לעבור בריתו ואין ברית אלא תורה שנאמר אלה דברי הברית ",29,34,23,484,0.3941176470588235,0.2415730337078652,0.31176470588235294
24,ref-mek.1.6.1.355-ref-mek.1.6.1.361,ref-sifre-n.43.1.73-ref-sifre-n.43.1.87,16941,16980,2726,2732,ref-mek.1.6.1.355,ref-mek.1.6.1.361,72969,73043,10646,10658,ref-sifre-n.43.1.73,ref-sifre-n.43.1.87,שנאמר לעברך בברית ה' אלהיך ואין ברית ,נברך ישראל תלמוד לומר ואני אברכם אני אברך את עמי ישראל שנאמר כי ה' אלהיך ,7,15,24,235,0.7397260273972602,0.5333333333333333,0.7123287671232876
26,ref-mek.1.6.1.545-ref-mek.1.6.1.572,ref-sifre-n.142.2.69-ref-sifre-n.142.2.90,17948,18103,2883,2909,ref-mek.1.6.1.545,ref-mek.1.6.1.572,253460,253578,40353,40374,ref-sifre-n.142.2.69,ref-sifre-n.142.2.90,ד' ימים קודם לשחיטה מכאן אתה דן על התמיד נאמרה שמירה בפסח ונאמרה שמירה בתמיד מה שמירה האמורה בפסח מבקרים אותו ארבעה ימים קודם שחיטה אף שמירה האמורה ,עליהם תשמרו נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה ,28,22,26,686,0.47297297297297297,0.2857142857142857,0.40540540540540543
28,ref-mek.1.6.1.632-ref-mek.1.6.1.677,ref-sifre-n.142.2.108-ref-sifre-n.142.2.158,18429,18668,2961,2998,ref-mek.1.6.1.632,ref-mek.1.6.1.677,253665,253932,40388,40429,ref-sifre-n.142.2.108,ref-sifre-n.142.2.158,ושחטו אותו בין בחול בין בשבת ומה אני מקיים מחלליה מות יומת בשאר מלאכות חוץ משחיטת הפסח או אף בשחיטת פסח הא מה אני מקיים ושחטו אותו בשאר כל הימים חוץ מן השבת או אף בשבת תלמוד לומר ויעשו בני ישראל את הפסח במועדו ואפילו בשבת ,"ושחטו אותו שומע אני בין בחול בין בשבת ומה אני מקיים שמות לא מחלליה מות יומת בשאר מלאכות חוץ משחיטת הפסח או אף בשחיטת הפסח ומה אני מקיים ושחטו אותו בשאר כל הימים חוץ מן השבת או אף בשבת ת""ל במדבר ט ויעשו בני ישראל את הפסח במועדו במועדו ואפילו בשבת ",46,51,28,692,0.15040650406504066,0.09756097560975607,0.13008130081300814
29,ref-mek.1.6.1.635-ref-mek.1.6.1.735,ref-sifre-n.65.1.21-ref-sifre-n.65.1.120,18445,18955,2964,3042,ref-mek.1.6.1.635,ref-mek.1.6.1.735,89010,89515,13289,13371,ref-sifre-n.65.1.21,ref-sifre-n.65.1.120,בחול בין בשבת ומה אני מקיים מחלליה מות יומת בשאר מלאכות חוץ משחיטת הפסח או אף בשחיטת פסח הא מה אני מקיים ושחטו אותו בשאר כל הימים חוץ מן השבת או אף בשבת תלמוד לומר ויעשו בני ישראל את הפסח במועדו ואפילו בשבת דברי ר' יאשיה אמר לו ר' נתן ועדיין לא שמענו נם לו ר' יאשיה הרי הוא אומר צו את בני ישראל ואמרת אליהם את קרבני לחמי וגו' אם ללמד על התמיד שתדחה את השבת והלא כבר נאמר וביום השבת שני כבשים בני שנה ומה תלמוד לומר במועדו אלא להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה כאן ,"בחול בין בשבת ומה אני מקים מחלליה מות יומת בשאר כל המלאכות חוץ משחיטת הפסח או אף בשחיטת הפסח ומה אני מקיים תשחטו אותו בשאר כל הימים חוץ מן השבת או אף בשבת ת""ל ויעשו במועדו דברי ר' יאשיה אמר לו ר' יונתן ממשמע הזה עדיין לא שמענו נם לו רבי יאשיה מפני שהוא אומר צו את בני ישראל את קרבני לחמי וכו' אם ללמד על התמיד שדוחה שבת אינו צריך שהרי כבר נאמר וביום השבת שני כבשים בני שנה ומה ת""ל במועדו אלא מופנה להקיש לדון הימנו גזרה שוה נאמר כאן במועדו ונאמר להלן במועדו מה מועדו האמור כאן ",101,100,29,262,0.2860125260960334,0.09561752988047811,0.15866388308977036
31,ref-mek.1.6.1.659-ref-mek.1.6.1.670,ref-sifre-n.23.1.251-ref-sifre-n.23.1.265,18569,18627,2984,2993,ref-mek.1.6.1.659,ref-mek.1.6.1.670,35867,35939,5476,5486,ref-sifre-n.23.1.251,ref-sifre-n.23.1.265,בשאר כל הימים חוץ מן השבת או אף בשבת תלמוד לומר ויעשו ,בשאר כל אדם חוץ מן הנזיר או אף בנזיר תלמוד לומר מיין ושכר יזיר לעשות ,12,15,31,95,0.391304347826087,0.33783783783783783,0.36231884057971014
32,ref-mek.1.6.1.705-ref-mek.1.6.1.734,ref-sifre-n.142.2.184-ref-sifre-n.142.2.218,18791,18951,3017,3041,ref-mek.1.6.1.705,ref-mek.1.6.1.734,254043,254222,40449,40476,ref-sifre-n.142.2.184,ref-sifre-n.142.2.218,אם ללמד על התמיד שתדחה את השבת והלא כבר נאמר וביום השבת שני כבשים בני שנה ומה תלמוד לומר במועדו אלא להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה ,"אם ללמד על התמיד שהוא דוחה את השבת אין צריך שהרי כבר נאמר וביום השבת שני כבשים בני שנה ומה ת""ל במועדו מופנה להקיש לדון הימנו גזירה שוה נאמר כאן במועדו ונא' להלן במועדו מה ",30,35,32,700,0.28654970760233917,0.202247191011236,0.23391812865497075
33,ref-mek.1.6.1.725-ref-mek.1.6.1.734,ref-sifre-n.30.1.827-ref-sifre-n.30.1.839,18895,18951,3032,3041,ref-mek.1.6.1.725,ref-mek.1.6.1.734,53481,53545,7811,7822,ref-sifre-n.30.1.827,ref-sifre-n.30.1.839,אלא להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה ,אלא מופנה להקיש לדון גזירה שוה נאמר כאן נזיר ונאמר להלן נזיר מה ,10,13,33,147,0.453125,0.41891891891891897,0.375
34,ref-mek.1.6.1.725-ref-mek.1.6.1.734,ref-sifre-n.31.3.317-ref-sifre-n.31.3.329,18895,18951,3032,3041,ref-mek.1.6.1.725,ref-mek.1.6.1.734,57222,57286,8171,8182,ref-sifre-n.31.3.317,ref-sifre-n.31.3.329,אלא להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה ,אלא מופנה להקיש לדון גזירה שוה נאמר כאן נזיר ונאמר להלן נזיר מה ,10,13,34,158,0.453125,0.41891891891891897,0.375
35,ref-mek.1.6.1.726-ref-mek.1.6.1.734,ref-sifre-n.25.1.640-ref-sifre-n.25.1.649,18899,18951,3033,3041,ref-mek.1.6.1.726,ref-mek.1.6.1.734,42867,42918,6416,6425,ref-sifre-n.25.1.640,ref-sifre-n.25.1.649,להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה ,להקיש גזירה שווה נאמר כאן נזיר ונאמר להלן נזיר מה ,9,10,35,111,0.42,0.4769230769230769,0.32
36,ref-mek.1.6.1.726-ref-mek.1.6.1.734,ref-sifre-n.26.1.404-ref-sifre-n.26.1.413,18899,18951,3033,3041,ref-mek.1.6.1.726,ref-mek.1.6.1.734,45362,45410,6779,6788,ref-sifre-n.26.1.404,ref-sifre-n.26.1.413,להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה ,"להקיש ולדון ג""ש נאמר כאן אמו ונאמר להלן אמו מה ",9,10,36,122,0.24489795918367346,0.2545454545454545,0.16326530612244897
37,ref-mek.1.6.1.726-ref-mek.1.6.1.734,ref-sifre-n.157.8.86-ref-sifre-n.157.8.96,18899,18951,3033,3041,ref-mek.1.6.1.726,ref-mek.1.6.1.734,281461,281515,44895,44904,ref-sifre-n.157.8.86,ref-sifre-n.157.8.96,להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה ,להקיש ולדון גזירה שוה נאמר כאן בגד ונאמר להלן בגד מה ,9,11,37,780,0.33962264150943394,0.30000000000000004,0.22641509433962265
38,ref-mek.1.6.1.726-ref-mek.1.6.1.735,ref-sifre-n.127.5.18-ref-sifre-n.127.5.38,18899,18955,3033,3042,ref-mek.1.6.1.726,ref-mek.1.6.1.735,224209,224307,35427,35444,ref-sifre-n.127.5.18,ref-sifre-n.127.5.38,להקיש ולדון נאמר כאן במועדו ונאמר להלן במועדו מה כאן ,"שמקישו לדבר אחר ד""א נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן על פני המים אף כאן ",10,21,38,640,0.6129032258064516,0.4948453608247423,0.5698924731182796
39,ref-mek.1.6.1.728-ref-mek.1.6.1.733,ref-sifre-n.142.2.219-ref-sifre-n.142.3.1,18912,18948,3035,3040,ref-mek.1.6.1.728,ref-mek.1.6.1.733,254223,254293,40477,40486,ref-sifre-n.142.2.219,ref-sifre-n.142.3.1,נאמר כאן במועדו ונאמר להלן במועדו ,מועדו האמור להלן דוחה את השבת אף מועדו האמור כאן דוחה את השבת ואמרת ,6,14,39,712,0.6911764705882353,0.5428571428571429,0.6764705882352942
40,ref-mek.1.7.3.48-ref-mek.1.7.3.67,ref-sifre-n.69.2.200-ref-sifre-n.69.2.215,21559,21655,3452,3468,ref-mek.1.7.3.48,ref-mek.1.7.3.67,94692,94775,14227,14242,ref-sifre-n.69.2.200,ref-sifre-n.69.2.215,הוסיף לו הכתוב שתי מצות חוץ מן המצוה האמורה בגופו ואי זה זה ועצם לא תשברו בו צלי אש ומצות ,הוסיף בו הכתוב שתי מצות חוץ ממצוה האמורה בגופו ואי זה ועצם לא תשברו בו במצוה ,20,16,40,284,0.17777777777777778,0.18478260869565222,0.17777777777777778
42,ref-mek.1.7.4.57-ref-mek.1.7.4.68,ref-sifre-n.30.1.18-ref-sifre-n.30.1.25,22425,22480,3598,3603,ref-mek.1.7.4.57,ref-mek.1.7.4.68,49273,49307,7360,7364,ref-sifre-n.30.1.18,ref-sifre-n.30.1.25,מנין היה ר' ישמעאל אומר אמרת קל וחומר הוא אם מים שאינן ,מנין אמרת קל וחומר הוא אם מי שאין ,12,8,42,146,0.38181818181818183,0.38181818181818183,0.38181818181818183
43,ref-mek.1.8.1.273-ref-mek.1.8.1.314,ref-sifre-n.18.1.35-ref-sifre-n.18.1.83,25407,25638,4054,4083,ref-mek.1.8.1.273,ref-mek.1.8.1.314,28982,29258,4418,4454,ref-sifre-n.18.1.35,ref-sifre-n.18.1.83,מאדם ועד בהמה מי שהתחיל בעבירה תחלה ממנו התחילה הפורענות כוצא בדבר אתה אומר וימח את כל היקום אשר על פני האדמה וגו' כיוצא בדבר אתה אומר ואת האנשים אשר פתח הבית הכו בסנורים כיוצא בדבר אתה אומר ואכבדה בפרעה ובכל חילו ,ממנו תתחיל הפורענות כיוצא בו אתה אומר וימח את כל היקום אשר על פני האדמה מאדם עד בהמה מי שהתחיל בעבירה ממנו התחילה הפורענות כיוצא בו אתה אומר ואת האנשים אשר פתח הבית הכו בסנורים מי שהתחיל בעבירה ממנו התחילה הפורענות כיוצא בו אתה אומר ואכבדה בפרעה ובכל חילו ,42,49,43,67,0.5234375,0.20610687022900764,0.35546875
45,ref-mek.1.8.1.276-ref-mek.1.8.1.282,ref-sifre-n.18.1.102-ref-sifre-n.18.1.107,25423,25468,4057,4063,ref-mek.1.8.1.276,ref-mek.1.8.1.282,29359,29399,4472,4477,ref-sifre-n.18.1.102,ref-sifre-n.18.1.107,מי שהתחיל בעבירה תחלה ממנו התחילה הפורענות ,מי שהתחיל בעבירה ממנו התחילה הפורענות ,7,6,45,75,0.11627906976744186,0.11627906976744184,0.11627906976744186
47,ref-mek.1.8.1.277-ref-mek.1.8.1.282,ref-sifre-n.18.1.115-ref-sifre-n.18.1.133,25426,25468,4058,4063,ref-mek.1.8.1.277,ref-mek.1.8.1.282,29434,29554,4482,4495,ref-sifre-n.18.1.115,ref-sifre-n.18.1.133,שהתחיל בעבירה תחלה ממנו התחילה הפורענות ,שהתחיל בעבירה הוא התחיל בפורענות והלא דברים קל וחומר אם מדת פורענות ממועטת אבר שהתחיל בעבירה ממנו התחילה הפורענות ,6,19,47,80,0.6491228070175439,0.6491228070175439,0.6491228070175439
48,ref-mek.1.8.1.319-ref-mek.1.8.1.361,ref-sifre-n.18.1.70-ref-sifre-n.18.1.102,25660,25891,4085,4116,ref-mek.1.8.1.319,ref-mek.1.8.1.361,29173,29361,4444,4472,ref-sifre-n.18.1.70,ref-sifre-n.18.1.102,הכה תכה את יושבי העיר ההיא וגומר כיוצא בדבר אתה אומר וצבתה בטנה ונפלה יריכה אבר שהתחיל בעברה תחלה אף כאן אתה אומר והכיתי כל בכור מי שהתחיל בעברה תחלה ממנו התחילה הפורענות והלא דברים קל וחומר ומה אם מדת פורענות מעוטה מי ,מי שהתחיל בעבירה ממנו התחילה הפורענות כיוצא בו אתה אומר ואכבדה בפרעה ובכל חילו פרעה התחיל בעבירה ממנו התחילה הפורענות כיוצא בדבר אתה אומר הכה תכה את יושבי העיר ההיא לפי חרב מי ,43,33,48,72,0.6438356164383562,0.22869955156950672,0.5068493150684932
49,ref-mek.1.8.1.334-ref-mek.1.8.1.351,ref-sifre-n.18.1.32-ref-sifre-n.18.1.37,25742,25842,4096,4110,ref-mek.1.8.1.334,ref-mek.1.8.1.351,28962,29002,4415,4420,ref-sifre-n.18.1.32,ref-sifre-n.18.1.37,אבר שהתחיל בעברה תחלה אף כאן אתה אומר והכיתי כל בכור מי שהתחיל בעברה תחלה ממנו התחילה הפורענות ,אבר שהתחיל בעבירה ממנו תתחיל הפורענות ,18,6,49,65,0.6105263157894737,0.6,0.6105263157894737
50,ref-mek.1.8.1.334-ref-mek.1.8.1.372,ref-sifre-n.18.1.107-ref-sifre-n.18.1.141,25742,25956,4096,4126,ref-mek.1.8.1.334,ref-mek.1.8.1.372,29390,29601,4477,4502,ref-sifre-n.18.1.107,ref-sifre-n.18.1.141,אבר שהתחיל בעברה תחלה אף כאן אתה אומר והכיתי כל בכור מי שהתחיל בעברה תחלה ממנו התחילה הפורענות והלא דברים קל וחומר ומה אם מדת פורענות מעוטה מי שהתחיל בעבירה לוקה תחלה קל וחומר למדה טובה שמרובה ובכל אלהי ,הפורענות אף כאן וצבתה בטנה ונפלה ירכה אבר שהתחיל בעבירה הוא התחיל בפורענות והלא דברים קל וחומר אם מדת פורענות ממועטת אבר שהתחיל בעבירה ממנו התחילה הפורענות קל וחומר למדת הטובה מרובה והיתה האשה לאלה ,39,35,50,78,0.43349753694581283,0.16894977168949776,0.29064039408866993
51,ref-mek.1.8.1.335-ref-mek.1.8.1.351,ref-sifre-n.18.1.53-ref-sifre-n.18.1.58,25746,25842,4097,4110,ref-mek.1.8.1.335,ref-mek.1.8.1.351,29073,29113,4430,4435,ref-sifre-n.18.1.53,ref-sifre-n.18.1.58,שהתחיל בעברה תחלה אף כאן אתה אומר והכיתי כל בכור מי שהתחיל בעברה תחלה ממנו התחילה הפורענות ,מי שהתחיל בעבירה ממנו התחילה הפורענות ,17,6,51,68,0.6043956043956044,0.5824175824175823,0.5934065934065934
53,ref-mek.1.8.1.345-ref-mek.1.8.1.372,ref-sifre-n.18.1.102-ref-sifre-n.18.1.141,25798,25956,4104,4126,ref-mek.1.8.1.345,ref-mek.1.8.1.372,29359,29601,4472,4502,ref-sifre-n.18.1.102,ref-sifre-n.18.1.141,מי שהתחיל בעברה תחלה ממנו התחילה הפורענות והלא דברים קל וחומר ומה אם מדת פורענות מעוטה מי שהתחיל בעבירה לוקה תחלה קל וחומר למדה טובה שמרובה ובכל אלהי ,מי שהתחיל בעבירה ממנו התחילה הפורענות אף כאן וצבתה בטנה ונפלה ירכה אבר שהתחיל בעבירה הוא התחיל בפורענות והלא דברים קל וחומר אם מדת פורענות ממועטת אבר שהתחיל בעבירה ממנו התחילה הפורענות קל וחומר למדת הטובה מרובה והיתה האשה לאלה ,28,40,53,77,0.45374449339207046,0.3464912280701754,0.42290748898678415
54,ref-mek.1.8.1.459-ref-mek.1.8.1.468,ref-sifre-n.8.1.392-ref-sifre-n.8.1.408,26403,26458,4200,4209,ref-mek.1.8.1.459,ref-mek.1.8.1.468,19480,19562,2904,2917,ref-sifre-n.8.1.392,ref-sifre-n.8.1.408,"מדת פורענות מעוטה אמר הקב""ה לעשות ועשה מדה טובה מרובה ",מדת פורענות הוי אומר מדת טובה אם מדת פורענות מעטה הרי היא מזכרת עון מדה טובה מרובה ,10,17,54,21,0.5060240963855421,0.44318181818181823,0.4819277108433735
55,ref-mek.1.8.2.163-ref-mek.1.8.2.172,ref-sifre-n.115.1.398-ref-sifre-n.115.1.407,27301,27346,4345,4354,ref-mek.1.8.2.163,ref-mek.1.8.2.172,172258,172306,27129,27138,ref-sifre-n.115.1.398,ref-sifre-n.115.1.407,על בתי בניו במצרים שנאמר קול דודי הנה זה בא ,על בתי אבותינו במצרים שנאמר קול דודי הנה זה בא ,10,10,55,508,0.0851063829787234,0.06382978723404253,0.0851063829787234
56,ref-mek.1.8.3.113-ref-mek.1.8.3.134,ref-sifre-n.151.1.69-ref-sifre-n.151.1.77,28299,28413,4503,4516,ref-mek.1.8.3.113,ref-mek.1.8.3.134,263305,263349,42012,42020,ref-sifre-n.151.1.69,ref-sifre-n.151.1.77,הואיל ויום טוב הראשון ואחרון קרויין מקרא קדש וחולו של מועד קרוי מקרא קדש אם למדת על יום טוב הראשון ואחרון שהן ,הוא הואיל וזה קרוי מקרא קודש וזה קרוי מקרא ,22,9,56,741,0.6818181818181818,0.6339285714285714,0.6727272727272727
