,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
16,ref-t.2.3.8.19.8-ref-t.2.3.8.20.10,ref-mek.1.5.2.48-ref-mek.1.5.2.55,366597,366686,56992,57010,ref-t.2.3.8.19.8,ref-t.2.3.8.20.10,13994,14029,2242,2249,ref-mek.1.5.2.48,ref-mek.1.5.2.55,דורות פסח מצרים בשלש כתים ופסח דורות כיוצא בו פסח מצרים נאמ' בו שה תמים זכר בן שנה פסח ,שה תמים זכר פסח מצרים אבל פסח דורות ,19,8,98,16,0.7241379310344828,0.5384615384615384
17,ref-t.4.4.12.9.3-ref-t.4.4.12.9.9,ref-mek.1.6.1.348-ref-mek.1.6.1.354,925773,925816,146455,146461,ref-t.4.4.12.9.3,ref-t.4.4.12.9.9,16902,16940,2719,2725,ref-mek.1.6.1.348,ref-mek.1.6.1.354,הפורק עול והמיפר ברית והמגלה פנים בתורה ,פורק עול ומפר ברית ומגלה פנים בתורה ,7,7,453,17,0.1,0.0
18,ref-t.2.3.8.15.17-ref-t.2.3.8.16.13,ref-mek.1.6.1.604-ref-mek.1.6.1.614,366244,366312,56935,56945,ref-t.2.3.8.15.17,ref-t.2.3.8.16.13,18284,18344,2936,2945,ref-mek.1.6.1.604,ref-mek.1.6.1.614,דורות פסח מצרים כל אחד ואחד שוחט בתוך ביתו פסח דורות כל ישראל שוחטין ,דורות שפסח מצרים מקחו בעשור ופסח דורות מקחו כל זמן ושחטו ,14,11,94,18,0.5072463768115942,0.6153846153846154
19,ref-t.2.9.3.2.47-ref-t.2.9.3.2.55,ref-mek.1.6.1.695-ref-mek.1.6.1.703,469341,469383,73118,73123,ref-t.2.9.3.2.47,ref-t.2.9.3.2.55,18742,18784,3010,3015,ref-mek.1.6.1.695,ref-mek.1.6.1.703,צו את בני ישראל ואמרת אליהם את קרבני לחמי ,צו את בני ישראל ואמרת אליהם את קרבני לחמי ,9,9,134,19,0.0,0.0
20,ref-t.2.9.3.10.51-ref-t.2.9.3.10.59,ref-mek.1.6.1.866-ref-mek.1.6.1.874,472246,472283,73586,73594,ref-t.2.9.3.10.51,ref-t.2.9.3.10.59,19644,19681,3152,3160,ref-mek.1.6.1.866,ref-mek.1.6.1.874,אוי לנו כי פנה היום כי ינטו צללי ערב ,אוי לנו כי פנה היום כי ינטו צללי ערב ,9,9,136,20,0.0,0.0
21,ref-t.3.5.1.4.36-ref-t.3.5.1.4.39,ref-mek.1.8.1.330-ref-mek.1.8.1.333,623004,623028,97834,97837,ref-t.3.5.1.4.36,ref-t.3.5.1.4.39,25717,25741,4092,4095,ref-mek.1.8.1.330,ref-mek.1.8.1.333,וצבתה בטנה ונפלה יריכה ,וצבתה בטנה ונפלה יריכה ,4,4,157,21,0.0,0.0
22,ref-t.1.1.1.10.22-ref-t.1.1.1.10.33,ref-mek.1.8.3.20-ref-mek.1.8.3.33,2605,2662,409,419,ref-t.1.1.1.10.22,ref-t.1.1.1.10.33,27818,27890,4436,4446,ref-mek.1.8.3.20,ref-mek.1.8.3.33,עד שדרשה בן זומא שנ' למען תזכור את יום צאתך מארץ מצרים ,אומר ויאמר משה אל העם זכור את היום הזה אשר יצאתם ממצרים וגומר עדין ,12,14,2,22,0.6567164179104478,0.8636363636363636
23,ref-t.2.9.3.4.29-ref-t.2.9.3.4.43,ref-mek.1.10.1.156-ref-mek.1.10.1.170,469821,469889,73188,73200,ref-t.2.9.3.4.29,ref-t.2.9.3.4.43,33886,33963,5288,5299,ref-mek.1.10.1.156,ref-mek.1.10.1.170,שיש בו קרבן מוסף קורין בו מוסף וכל שאין בו מוסף אין קורין בו מוסף ,שאין בהן קרבן מוסף לכך מותרין במלאכה תאמר בחולו של מועד שיש בו קרבן מוסף ,15,15,135,23,0.5068493150684932,0.7142857142857143
24,ref-t.1.4.5.8.28-ref-t.1.4.5.8.36,ref-mek.1.11.2.59-ref-mek.1.11.2.65,106938,106979,17019,17027,ref-t.1.4.5.8.28,ref-t.1.4.5.8.36,37450,37483,5810,5816,ref-mek.1.11.2.59,ref-mek.1.11.2.65,מה זו אחד מחמשים אף זו אחד מחמשים מניין ,מה זה מחמשת המינין אף זה מחמשת ,9,7,42,24,0.575,0.7142857142857143
25,ref-t.2.7.1.5.1-ref-t.2.7.1.5.10,ref-mek.1.11.2.178-ref-mek.1.11.2.188,429913,429962,67186,67194,ref-t.2.7.1.5.1,ref-t.2.7.1.5.10,38053,38118,5896,5904,ref-mek.1.11.2.178,ref-mek.1.11.2.188,אי זהו שאר המחמץ את אחרים חמץ שנתחמץ מידי אחרים ,חמץ שאינו מחמיץ לאחרים חייבין עליו כרת שאור שהוא מחמיץ לאחרים ,10,11,126,25,0.6451612903225806,0.7692307692307692
26,ref-t.2.7.1.5.1-ref-t.2.7.1.5.10,ref-mek.1.11.2.251-ref-mek.1.11.2.263,429913,429962,67186,67194,ref-t.2.7.1.5.1,ref-t.2.7.1.5.10,38447,38526,5948,5958,ref-mek.1.11.2.251,ref-mek.1.11.2.263,אי זהו שאר המחמץ את אחרים חמץ שנתחמץ מידי אחרים ,בשאור שהוא מחמיץ לאחרים לכך חייבין עליו כרת תאמר בחמץ שאינו מחמץ לאחרים ,10,13,127,26,0.6388888888888888,0.8
27,ref-t.4.4.3.6.175-ref-t.4.4.3.6.187,ref-mek.1.11.3.29-ref-mek.1.11.3.46,892115,892181,141100,141110,ref-t.4.4.3.6.175,ref-t.4.4.3.6.187,39075,39174,6039,6053,ref-mek.1.11.3.29,ref-mek.1.11.3.46,לא תוכל לאכול בשעריך מעשר אם כן למה נאמר מעשר דגנך תירושך ויצהרך ,לא תאכלו בכל מושבותיכם תאכלו מצות למה נאמר לפי שנאמר ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,13,18,410,27,0.5154639175257731,0.5555555555555556
28,ref-t.4.4.3.5.21-ref-t.4.4.3.5.28,ref-mek.1.11.3.39-ref-mek.1.11.3.46,890507,890551,140827,140834,ref-t.4.4.3.5.21,ref-t.4.4.3.5.28,39129,39174,6046,6053,ref-mek.1.11.3.39,ref-mek.1.11.3.46,ואכלת לפני ייי אליך מעשר דגנך תירשך ויצהרך ,ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,8,8,405,28,0.11363636363636363,0.125
29,ref-t.4.4.3.5.123-ref-t.4.4.3.5.130,ref-mek.1.11.3.39-ref-mek.1.11.3.46,891049,891094,140925,140932,ref-t.4.4.3.5.123,ref-t.4.4.3.5.130,39129,39174,6046,6053,ref-mek.1.11.3.39,ref-mek.1.11.3.46,ואכלת לפני ייי אליך מעשר דגנך תירושך ויצהרך ,ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,8,8,407,29,0.09090909090909091,0.125
30,ref-t.4.4.3.6.93-ref-t.4.4.3.6.100,ref-mek.1.11.3.39-ref-mek.1.11.3.46,891684,891731,141028,141035,ref-t.4.4.3.6.93,ref-t.4.4.3.6.100,39129,39174,6046,6053,ref-mek.1.11.3.39,ref-mek.1.11.3.46,ואכלת לפני ייי אליך מעשר דגנך ותירושך ויצהרך ,ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,8,8,408,30,0.1111111111111111,0.125
31,ref-t.4.4.3.6.130-ref-t.4.4.3.6.137,ref-mek.1.11.3.39-ref-mek.1.11.3.46,891880,891925,141059,141066,ref-t.4.4.3.6.130,ref-t.4.4.3.6.137,39129,39174,6046,6053,ref-mek.1.11.3.39,ref-mek.1.11.3.46,ואכלת לפני ייי אליך מעשר דגנך תירושך ויצהרך ,ואכלת לפני ה' אלהיך מעשר דגנך תירושך ויצהרך ,8,8,409,31,0.09090909090909091,0.125
32,ref-t.2.3.7.3.29-ref-t.2.3.7.3.37,ref-mek.1.12.1.120-ref-mek.1.12.1.128,358664,358711,55767,55775,ref-t.2.3.7.3.29,ref-t.2.3.7.3.37,40592,40641,6274,6281,ref-mek.1.12.1.120,ref-mek.1.12.1.128,לעולם על הפסח עד שישחט ומושכין ידיהן ממנו עד ,העולין למנין על הפסח ומושכין את ידיהם ממנו עד ,9,9,84,32,0.391304347826087,0.5
33,ref-t.5.1.1.1.5-ref-t.5.1.1.1.20,ref-mek.1.12.1.177-ref-mek.1.12.1.192,1014870,1014957,160627,160641,ref-t.5.1.1.1.5,ref-t.5.1.1.1.20,40891,40978,6323,6337,ref-mek.1.12.1.177,ref-mek.1.12.1.192,הזבחים שנזבחו שלא לשמן כשרין אלא שלא עלו לבעלים לשם חובה חוץ מן הפסח ומן החטאת ,הזבחים שלא נזבחו לשמן כשרין אלא שלא עלו לשום חובה לבעלים חוץ מן הפסח ומן החטאת ,16,16,508,33,0.26582278481012656,0.06666666666666665
34,ref-t.6.5.8.10.48-ref-t.6.5.8.10.56,ref-mek.1.12.1.179-ref-mek.1.12.1.187,1399013,1399064,219848,219855,ref-t.6.5.8.10.48,ref-t.6.5.8.10.56,40904,40953,6325,6332,ref-mek.1.12.1.179,ref-mek.1.12.1.187,מזבח וטעונין נסכים אלא שלא עלו לבעלים לשום חובה ,נזבחו לשמן כשרין אלא שלא עלו לשום חובה לבעלים ,9,9,570,34,0.5208333333333334,0.36363636363636365
35,ref-t.6.5.9.1.18-ref-t.6.5.9.1.26,ref-mek.1.12.1.179-ref-mek.1.12.1.187,1399196,1399247,219873,219880,ref-t.6.5.9.1.18,ref-t.6.5.9.1.26,40904,40953,6325,6332,ref-mek.1.12.1.179,ref-mek.1.12.1.187,המזבח וטעון נסכים אלא שלא עלה לבעלים לשום חובה ,נזבחו לשמן כשרין אלא שלא עלו לשום חובה לבעלים ,9,9,571,35,0.5319148936170213,0.5
36,ref-t.3.5.4.16.46-ref-t.3.5.4.16.59,ref-mek.1.14.2.305-ref-mek.1.14.2.315,638379,638449,100482,100495,ref-t.3.5.4.16.46,ref-t.3.5.4.16.59,50328,50394,7820,7830,ref-mek.1.14.2.305,ref-mek.1.14.2.315,אני אמרתי תלך בקומה זקופה כאדם עכשיו שלא רצית על גחונך תלך אני אמרתי ,אני אמרתי מי ומי ההולכים ואתם אמרתם בנערינו ובזקנינו נלך קומו ,14,11,237,36,0.6086956521739131,0.8235294117647058
38,ref-t.4.3.2.6.27-ref-t.4.3.2.6.35,ref-mek.1.14.2.317-ref-mek.1.14.2.329,848935,848983,134106,134114,ref-t.4.3.2.6.27,ref-t.4.3.2.6.35,50399,50462,7832,7844,ref-mek.1.14.2.317,ref-mek.1.14.2.329,במתנה אינה חזקה אתה אמרת למוכרם אתה אמרת ליתנם ,מתוך עמי אני אמרתי רק צאנכם ובקרכם יוצג ואתם אמרתם גם אתה תתן ,9,13,394,38,0.6612903225806451,0.8235294117647058
39,ref-t.4.7.1.14.106-ref-t.4.7.1.14.114,ref-mek.1.15.4.38-ref-mek.1.15.4.54,970904,970954,153640,153648,ref-t.4.7.1.14.106,ref-t.4.7.1.14.114,54572,54659,8511,8522,ref-mek.1.15.4.38,ref-mek.1.15.4.54,שנ' ועבדום וענו אותם נאמ' ודור רביעי ישובו הנה ,אומר כתוב אחד אומר ועבדום וענו אותם ד' מאות שנה וכתוב אחד אומר ודור רביעי ישובו הנה ,9,17,495,39,0.4880952380952381,0.5333333333333333
40,ref-t.2.8.1.11.14-ref-t.2.8.1.11.24,ref-mek.1.15.6.29-ref-mek.1.15.6.40,449472,449529,70035,70045,ref-t.2.8.1.11.14,ref-t.2.8.1.11.24,56627,56687,8841,8850,ref-mek.1.15.6.29,ref-mek.1.15.6.40,ואו' תקעו בחדש שופר וגו' ואו' כי חק לישראל הוא וגו' ,שנאמר תקעו בחדש שופר וגו' מפני מה כי חק לישראל הוא וגו' ,11,12,130,40,0.19642857142857142,0.33333333333333337
41,ref-t.2.3.8.18.29-ref-t.2.3.8.19.10,ref-mek.1.16.1.54-ref-mek.1.16.1.70,366549,366612,56983,56994,ref-t.2.3.8.18.29,ref-t.2.3.8.19.10,57157,57251,8930,8941,ref-mek.1.16.1.54,ref-mek.1.16.1.70,הכתוב מדבר אילו דברים ששוה בהן פסח מצרים לפסח דורות פסח מצרים ,הפסח בפסח מצרים ובפסח דורות הכתוב מדבר דברי ר' יאשיה ר' יונתן אומר בפסח מצרים הכתוב מדבר ,12,17,96,41,0.6853932584269663,0.6153846153846154
43,ref-t.4.4.3.5.106-ref-t.4.4.3.5.114,ref-mek.1.16.3.52-ref-mek.1.16.3.67,890953,891003,140908,140916,ref-t.4.4.3.5.106,ref-t.4.4.3.5.114,58771,58859,9186,9200,ref-mek.1.16.3.52,ref-mek.1.16.3.67,מיעט זמן אכילתו תומר במעשר שיני שריבה זמן אכילתו ,שמיעט בו הכתוב זמן אכילתו לאוכליו לכך פסל בו את הערל תאמר בתרומה שריבה זמן אכילתה ,9,16,406,43,0.524390243902439,0.7333333333333334
44,ref-t.2.3.6.11.61-ref-t.2.3.6.11.74,ref-mek.1.16.4.23-ref-mek.1.16.4.59,357616,357681,55618,55628,ref-t.2.3.6.11.61,ref-t.2.3.6.11.74,59348,59540,9273,9302,ref-mek.1.16.4.23,ref-mek.1.16.4.59,יאכלו אותו בהם אם כן למה נאמ' בבית אחד יאכל שלא יהוא שתי חבורות ,יאכלו אותו בהם שומע אני שהוא נאכל בבתים הרבה הא מה תלמוד לומר בבית אחד יאכל בחבורה אחת ומה אני מקיים על הבתים אשר יאכלו אותו בהם מכאן אמרו הפסח נאכל בשני מקומות ואינו נאכל בשתי חבורות ,14,37,82,44,0.6902173913043478,0.6521739130434783
46,ref-t.2.3.6.11.14-ref-t.2.3.6.11.27,ref-mek.1.16.4.83-ref-mek.1.16.4.94,357364,357432,55575,55588,ref-t.2.3.6.11.14,ref-t.2.3.6.11.27,59671,59734,9322,9333,ref-mek.1.16.4.83,ref-mek.1.16.4.94,לא תוציא מן הבית מן הבשר חוצה אע'פ שנ' בבית אחד יאכל אוכלין אותו ,הבית נמצא אוכלים אותו בשני מקומות לא תוציא מן הבית וגו' חוץ ,14,12,80,46,0.7846153846153846,0.5714285714285714
47,ref-t.2.3.6.11.14-ref-t.2.3.6.11.20,ref-mek.1.16.4.150-ref-mek.1.16.4.158,357364,357395,55575,55581,ref-t.2.3.6.11.14,ref-t.2.3.6.11.20,60009,60052,9376,9384,ref-mek.1.16.4.150,ref-mek.1.16.4.158,לא תוציא מן הבית מן הבשר חוצה ,תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא ,7,9,79,47,0.4146341463414634,0.16666666666666663
49,ref-t.4.5.4.1.10-ref-t.4.5.4.1.27,ref-mek.1.16.4.150-ref-mek.1.16.4.164,939922,940021,148710,148727,ref-t.4.5.4.1.10,ref-t.4.5.4.1.27,60009,60081,9376,9390,ref-mek.1.16.4.150,ref-mek.1.16.4.164,הוציא ממנו כזית מבית לבית ומחבורה לחבורה בשעת אכילה חייב שנ' לא תוציא מן הבית מן הבשר חוצה ,תוציא מן הבית מן הבשר חוצה חוץ לחבורה לא תוציא מן הבית מן הבשר חוצה ,18,15,464,49,0.3956043956043956,0.5714285714285714
51,ref-t.2.3.6.5.83-ref-t.2.3.6.5.92,ref-mek.1.16.6.29-ref-mek.1.16.6.44,355846,355894,55371,55377,ref-t.2.3.6.5.83,ref-t.2.3.6.5.92,61001,61077,9543,9555,ref-mek.1.16.6.29,ref-mek.1.16.6.44,עד שלא עשה פסחו צריך לעשות פסח שיני משעשה פסחו ,פסחים שומע אני יעשה פסח שני תלמוד לומר והיה כאזרח הארץ מה אזרח עד שלא עשה ,10,16,77,51,0.6891891891891891,0.6153846153846154
52,ref-t.5.1.9.5.25-ref-t.5.1.9.5.33,ref-mek.1.17.1.261-ref-mek.1.17.1.273,1052389,1052438,166101,166108,ref-t.5.1.9.5.25,ref-t.5.1.9.5.33,63511,63579,9948,9958,ref-mek.1.17.1.261,ref-mek.1.17.1.273,בקודש הקודש מקבלו לא היה פסולו בקודש אין הקדש ,תקדיש הקדישו שתקבל שכר או אם הקדישו מקודש ואם לא הקדישו אינו מקודש ,9,13,512,52,0.5671641791044776,0.875
53,ref-t.1.1.1.10.70-ref-t.1.1.1.10.78,ref-mek.1.17.1.493-ref-mek.1.17.1.502,2852,2889,450,458,ref-t.1.1.1.10.70,ref-t.1.1.1.10.78,64618,64657,10125,10134,ref-mek.1.17.1.493,ref-mek.1.17.1.502,לכן הנה ימים נאם ייי ולא יאמר עוד חי ,לכן הנה ימים באים נאם ה' לא יאמר עוד חי ,9,10,5,53,0.2,0.25
55,ref-t.1.1.1.11.38-ref-t.1.1.1.11.74,ref-mek.1.17.1.536-ref-mek.1.17.1.560,3416,3606,550,585,ref-t.1.1.1.11.38,ref-t.1.1.1.11.74,64822,64944,10158,10182,ref-mek.1.17.1.536,ref-mek.1.17.1.560,שהיה מהלך בדרך ופגע בו זאב וניצל ממנו והיה מספר והולך מעשה הזאב פגע בו ארי וניצל מידו שכח מעשה הזאב והיה מספר במעשה הארי אחר כך פגע בו נחש וניצל מידו שכח מעשה שניהם והיה מספר ,שהיה מהלך בדרך ופגע בו זאב ניצל והיה מספר מעשה זאב פגע בו ארי וניצל הימנו הניח מעשה זאב והיה מספר מעשה ארי כיוצא בו ,37,25,9,55,0.4,0.5
56,ref-t.1.1.1.11.85-ref-t.1.1.1.12.10,ref-mek.1.17.1.559-ref-mek.1.17.1.581,3662,3716,595,604,ref-t.1.1.1.11.85,ref-t.1.1.1.12.10,64935,65046,10181,10202,ref-mek.1.17.1.559,ref-mek.1.17.1.581,הראשונות כיוצא בהן לא יקרא עוד את שמך אברם והיה שמך ,כיוצא בו דרש ויקרא שם המקום בית אל עבר שם הראשון ונתקיים השני כיוצא בו דרש ולא יקרא עוד שמך אברם עבר שם ,11,23,11,56,0.6634615384615384,0.5333333333333333
57,ref-t.1.1.1.11.85-ref-t.1.1.1.12.10,ref-mek.1.17.1.569-ref-mek.1.17.1.581,3662,3716,595,604,ref-t.1.1.1.11.85,ref-t.1.1.1.12.10,64980,65046,10190,10202,ref-mek.1.17.1.569,ref-mek.1.17.1.581,הראשונות כיוצא בהן לא יקרא עוד את שמך אברם והיה שמך ,הראשון ונתקיים השני כיוצא בו דרש ולא יקרא עוד שמך אברם עבר שם ,11,13,10,57,0.43548387096774194,0.5714285714285714
59,ref-t.1.1.1.13.1-ref-t.1.1.1.13.8,ref-mek.1.17.1.575-ref-mek.1.17.1.591,3805,3838,621,627,ref-t.1.1.1.13.1,ref-t.1.1.1.13.8,65017,65099,10196,10212,ref-mek.1.17.1.575,ref-mek.1.17.1.591,כיוצא בו שרי אשתך לא תקרא את שמה ,ולא יקרא עוד שמך אברם עבר שם הראשון ונתקיים השני כיוצא בו דרש שרי אשתך עבר שם ,8,17,12,59,0.7435897435897436,0.75
60,ref-t.1.1.1.10.120-ref-t.1.1.1.10.130,ref-mek.1.17.1.595-ref-mek.1.17.1.603,3096,3144,493,502,ref-t.1.1.1.10.120,ref-t.1.1.1.10.130,65121,65163,10216,10224,ref-mek.1.17.1.595,ref-mek.1.17.1.603,כיוצא בו לא יקרא עוד שמך יעקב כי אם ישראל וגו' ,כיוצא בו דרש ולא יקרא שמך עוד יעקב וגו' ,11,9,7,60,0.46808510638297873,0.4
61,ref-t.4.7.1.15.41-ref-t.4.7.1.15.47,ref-mek.1.17.1.648-ref-mek.1.17.1.654,971139,971173,153679,153685,ref-t.4.7.1.15.41,ref-t.4.7.1.15.47,65393,65424,10267,10273,ref-mek.1.17.1.648,ref-mek.1.17.1.654,הנה בן הנולד לבית דוד יאשיהו שמו ,הנה בן נולד לבית דוד יאשיה שמו ,7,7,496,61,0.06060606060606061,0.2857142857142857
62,ref-t.1.1.1.9.41-ref-t.1.1.1.10.5,ref-mek.1.17.2.4-ref-mek.1.17.2.15,2478,2519,389,395,ref-t.1.1.1.9.41,ref-t.1.1.1.10.5,65645,65715,10304,10313,ref-mek.1.17.2.4,ref-mek.1.17.2.15,עם המברך מזכירין יציאת מצרים בלילות אמ' ,העם וגו' אין לי אלא שמזכירים יציאת מצרים בימים בלילות מנין שנאמר ,7,12,0,62,0.49230769230769234,0.6923076923076923
