,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
11,ref-bible.0101.1.6.3-ref-bible.0101.1.6.7,ref-y.01.01.1.00.1339-ref-y.01.01.1.00.1343,280,305,43,47,ref-bible.101.1.6.3,ref-bible.101.1.6.7,7044,7067,1125,1129,ref-y.1.1.1..1339,ref-y.1.1.1..1343,יהי רקיע בתוך המים ויהי ,יהי רקיע בתוך המים יהי ,5,5,2,11,0.041666666666666664,0.0
12,ref-bible.0303.37.18.1-ref-bible.0303.37.18.6,ref-y.01.01.1.00.1403-ref-y.01.01.1.00.1408,1329156,1329190,228004,228009,ref-bible.303.37.18.1,ref-bible.303.37.18.6,7369,7403,1177,1182,ref-y.1.1.1..1403,ref-y.1.1.1..1408,תרקיע עמו לשחקים חזקים כראי מוצק ,תרקיע עמו לשחקים חזקים כראי מוצק ,6,6,2368,12,0.0,0.0
13,ref-bible.0101.2.1.1-ref-bible.0101.2.2.4,ref-y.01.01.1.00.1491-ref-y.01.01.1.00.1499,2297,2353,378,386,ref-bible.101.2.1.1,ref-bible.101.2.2.4,7820,7877,1248,1256,ref-y.1.1.1..1491,ref-y.1.1.1..1499,ויכלו השמים והארץ וכל צבאם ויכל אלהים ביום השביעי ,ויכולו השמים והארץ וכל צבאם ויכל אלהים ביום השביעי ,9,9,19,13,0.0196078431372549,0.0
14,ref-bible.0101.2.4.1-ref-bible.0101.2.4.11,ref-y.01.01.1.00.1535-ref-y.01.01.1.00.1545,2491,2556,412,422,ref-bible.101.2.4.1,ref-bible.101.2.4.11,8049,8112,1287,1297,ref-y.1.1.1..1535,ref-y.1.1.1..1545,אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים ,אלה תולדות השמים והארץ בהבראם ביום עשות ה' אלהים ארץ ושמים ,11,11,23,14,0.04918032786885246,0.125
16,ref-bible.0301.119.62.1-ref-bible.0301.119.62.8,ref-y.01.01.1.00.1616-ref-y.01.01.1.00.1623,1239693,1239731,210983,210990,ref-bible.301.119.62.1,ref-bible.301.119.62.8,8500,8538,1352,1359,ref-y.1.1.1..1616,ref-y.1.1.1..1623,חצות לילה אקום להודות לך על משפטי צדקך ,חצות לילה אקום להודות לך על משפטי צדקך ,8,8,2178,16,0.0,0.0
17,ref-bible.0301.57.9.1-ref-bible.0301.57.9.7,ref-y.01.01.1.00.1705-ref-y.01.01.1.00.1711,1191340,1191378,202156,202162,ref-bible.301.57.9.1,ref-bible.301.57.9.7,8954,8993,1432,1438,ref-y.1.1.1..1705,ref-y.1.1.1..1711,עורה כבודי עורה הנבל וכנור אעירה שחר ,עורה כבודי עורה הנבל וכינור אעירה שחר ,7,7,2085,17,0.02631578947368421,0.0
18,ref-bible.0301.108.2.7-ref-bible.0301.108.3.5,ref-y.01.01.1.00.1706-ref-y.01.01.1.00.1711,1231928,1231961,209553,209558,ref-bible.301.108.2.7,ref-bible.301.108.3.5,8959,8993,1433,1438,ref-y.1.1.1..1706,ref-y.1.1.1..1711,כבודי עורה הנבל וכנור אעירה שחר ,כבודי עורה הנבל וכינור אעירה שחר ,6,6,2159,18,0.030303030303030304,0.0
19,ref-bible.0301.119.62.1-ref-bible.0301.119.62.8,ref-y.01.01.1.00.1763-ref-y.01.01.1.00.1770,1239693,1239731,210983,210990,ref-bible.301.119.62.1,ref-bible.301.119.62.8,9252,9291,1488,1495,ref-y.1.1.1..1763,ref-y.1.1.1..1770,חצות לילה אקום להודות לך על משפטי צדקך ,חצות לילה אקום והוא אומר על משפטי צדקך ,8,8,2179,19,0.1794871794871795,0.33333333333333337
20,ref-bible.0301.4.5.1-ref-bible.0301.4.5.9,ref-y.01.01.1.00.2022-ref-y.01.01.1.00.2030,1154949,1154997,195365,195373,ref-bible.301.4.5.1,ref-bible.301.4.5.9,10613,10662,1708,1716,ref-y.1.1.1..2022,ref-y.1.1.1..2030,רגזו ואל תחטאו אמרו בלבבכם על משכבכם ודמו סלה ,רגזו ואל תחטאו אמרו בלבבכם על משכבכם ודומו סלה ,9,9,1999,20,0.02127659574468085,0.0
22,ref-bible.0209.10.1.1-ref-bible.0209.10.1.14,ref-y.01.01.1.00.2768-ref-y.01.01.1.00.2783,994916,994989,168452,168463,ref-bible.209.10.1.1,ref-bible.209.10.1.14,14520,14608,2325,2340,ref-y.1.1.1..2768,ref-y.1.1.1..2783,ואראה והנה אל הרקיע אשר על ראש הכרבים כאבן ספיר כמראה דמות כסא נראה ,ואראה והנה על הרקיע אשר על ראש הכרוב כאבן ספיר כמראה דמות כסא אחרים אומרים וראיתם ,14,16,1805,22,0.25609756097560976,0.19999999999999996
24,ref-bible.0209.1.26.7-ref-bible.0209.1.26.15,ref-y.01.01.1.00.2776-ref-y.01.01.1.00.2783,983010,983055,166462,166470,ref-bible.209.1.26.7,ref-bible.209.1.26.15,14561,14608,2333,2340,ref-y.1.1.1..2776,ref-y.1.1.1..2783,אבן ספיר דמות כסא ועל דמות הכסא דמות כמראה ,כאבן ספיר כמראה דמות כסא אחרים אומרים וראיתם ,9,8,1796,24,0.6,0.4444444444444444
25,ref-bible.0215.2.6.1-ref-bible.0215.2.6.7,ref-y.01.01.1.00.3556-ref-y.01.01.1.00.3562,1116286,1116317,188736,188742,ref-bible.215.2.6.1,ref-bible.215.2.6.7,18707,18740,2965,2971,ref-y.1.1.1..3556,ref-y.1.1.1..3562,אל תטפו יטיפון לא יטפו לאלה לא ,אל תטיפו יטיפון לא יטיפו לאלה לא ,7,7,1930,25,0.06060606060606061,0.0
26,ref-bible.0301.119.164.1-ref-bible.0301.119.165.2,ref-y.01.01.1.00.3750-ref-y.01.01.1.00.3756,1243082,1243120,211607,211614,ref-bible.301.119.164.1,ref-bible.301.119.165.2,19668,19701,3108,3114,ref-y.1.1.1..3750,ref-y.1.1.1..3756,שבע ביום הללתיך על משפטי צדקך שלום רב ,שבע ביום הללתיך על משפטי צדקך ר' ,8,7,2181,26,0.15789473684210525,0.33333333333333337
27,ref-bible.0310.9.14.1-ref-bible.0310.9.14.9,ref-y.01.01.1.00.3854-ref-y.01.01.1.00.3862,1412417,1412467,242770,242778,ref-bible.310.9.14.1,ref-bible.310.9.14.9,20175,20225,3187,3195,ref-y.1.1.1..3854,ref-y.1.1.1..3862,ואת שבת קדשך הודעת להם ומצוות וחקים ותורה צוית ,ואת שבת קדשך הודעת להם ומצות וחוקים ותורה צוית ,9,9,2476,27,0.0425531914893617,0.0
28,ref-bible.0105.11.21.1-ref-bible.0105.11.21.5,ref-y.01.01.1.00.3877-ref-y.01.01.1.00.3881,364231,364258,60909,60913,ref-bible.105.11.21.1,ref-bible.105.11.21.5,20295,20322,3203,3207,ref-y.1.1.1..3877,ref-y.1.1.1..3881,למען ירבו ימיכם וימי בניכם ,למען ירבו ימיכם וימי בניכם ,5,5,967,28,0.0,0.0
29,ref-bible.0302.23.26.1-ref-bible.0302.23.26.8,ref-y.01.01.1.00.3905-ref-y.01.01.1.00.3911,1282661,1282700,219048,219055,ref-bible.302.23.26.1,ref-bible.302.23.26.8,20448,20481,3231,3237,ref-y.1.1.1..3905,ref-y.1.1.1..3911,תנה בני לבך לי ועיניך דרכי תרצנה תצרנה ,תנה בני לבך לי ועיניך דרכי תצרנה ,8,7,2280,29,0.15384615384615385,0.1428571428571429
30,ref-bible.0205.8.54.2-ref-bible.0205.8.54.18,ref-y.01.01.1.00.4473-ref-y.01.01.1.00.4491,671398,671485,113550,113564,ref-bible.205.8.54.2,ref-bible.205.8.54.18,23340,23433,3690,3707,ref-y.1.1.1..4473,ref-y.1.1.1..4491,ככלות שלמה להתפלל אל יהוה את כל התפלה והתחנה הזאת קם מלפני מזבח יהוה מכרע על ברכיו ,ככלות שלמה להתפלל אל ה' את כל התפילה ואת כל התחינה הזאת קם מלפני מזבח ה' מכרוע על ברכיו ,17,19,1468,30,0.17045454545454544,0.06666666666666665
31,ref-bible.0301.71.23.1-ref-bible.0301.71.23.8,ref-y.01.01.1.00.4644-ref-y.01.01.1.00.4651,1201501,1201539,204033,204040,ref-bible.301.71.23.1,ref-bible.301.71.23.8,24229,24267,3829,3836,ref-y.1.1.1..4644,ref-y.1.1.1..4651,תרננה שפתי כי אזמרה לך ונפשי אשר פדית ,תרננה שפתי כי אזמרה לך ונפשי אשר פדית ,8,8,2113,31,0.0,0.0
32,ref-bible.0207.45.23.9-ref-bible.0207.45.24.3,ref-y.01.01.1.00.4707-ref-y.01.01.1.00.4715,840949,840992,142507,142517,ref-bible.207.45.23.9,ref-bible.207.45.24.3,24570,24603,3882,3890,ref-y.1.1.1..4707,ref-y.1.1.1..4715,כי לי תכרע כל ברך תשבע כל לשון אך ביהוה לי ,כי לך תכרע כל ברך תשבע כל לשון לך ,11,9,1681,32,0.2558139534883721,0.0
33,ref-bible.0312.29.11.1-ref-bible.0312.29.13.8,ref-y.01.01.1.00.4715-ref-y.01.01.1.00.4752,1515444,1515674,260206,260242,ref-bible.312.29.11.1,ref-bible.312.29.13.8,24601,24830,3890,3926,ref-y.1.1.1..4715,ref-y.1.1.1..4752,לך יהוה הגדלה והגבורה והתפארת והנצח וההוד כי כל בשמים ובארץ לך יהוה הממלכה והמתנשא לכל לראש והעשר והכבוד מלפניך ואתה מושל בכל ובידך כח וגבורה ובידך לגדל ולחזק לכל ועתה אלהינו מודים אנחנו לך ומהללים לשם תפארתך ,לך ה' הגדולה והגבורה והתפארת והנצח וההוד כי כל בשמים ובארץ לך ה' הממלכה והמתנשא לכל לראש והעושר והכבוד מלפניך ואתה מושל בכל ובידך כח וגבורה ובידך לגדל ולחזק לכל ועתה אלהינו מודים אנחנו לך ומהללים לשם תפארתך ,38,38,2597,33,0.03827751196172249,0.03703703703703709
34,ref-bible.0313.20.6.10-ref-bible.0313.20.6.17,ref-y.01.01.1.00.4735-ref-y.01.01.1.00.4740,1551414,1551461,266150,266157,ref-bible.313.20.6.10,ref-bible.313.20.6.17,24725,24758,3909,3914,ref-y.1.1.1..4735,ref-y.1.1.1..4740,ואתה מושל בכל ממלכות הגוים ובידך כח וגבורה ,ואתה מושל בכל ובידך כח וגבורה ,8,6,2649,34,0.3023255813953488,0.25
35,ref-bible.0301.35.10.1-ref-bible.0301.35.10.13,ref-y.01.01.1.00.4758-ref-y.01.01.1.00.4770,1175029,1175097,199109,199121,ref-bible.301.35.10.1,ref-bible.301.35.10.13,24857,24925,3932,3944,ref-y.1.1.1..4758,ref-y.1.1.1..4770,כל עצמותי תאמרנה יהוה מי כמוך מציל עני מחזק ממנו ועני ואביון מגזלו ,כל עצמותי תאמרנה ה' מי כמוך מציל עני מחזק ממנו ועני ואביון מגוזלו ,13,13,2041,35,0.05970149253731343,0.09090909090909094
36,ref-bible.0301.105.44.1-ref-bible.0301.105.45.3,ref-y.01.01.1.00.5331-ref-y.01.01.1.00.5339,1228318,1228374,208957,208966,ref-bible.301.105.44.1,ref-bible.301.105.45.3,27842,27889,4403,4410,ref-y.1.1.1..5331,ref-y.1.1.1..5339,ויתן להם ארצות גוים ועמל לאמים יירשו בעבור ישמרו חקיו ,ויתן להם ארצות גוים מפני מה בעבור ישמרו חוקיו ,10,9,2150,36,0.25925925925925924,0.30000000000000004
37,ref-bible.0101.17.5.1-ref-bible.0101.17.5.9,ref-y.01.01.1.00.5384-ref-y.01.01.1.00.5395,26317,26358,4592,4599,ref-bible.101.17.5.1,ref-bible.101.17.5.9,28109,28163,4437,4446,ref-y.1.1.1..5384,ref-y.1.1.1..5395,ולא יקרא עוד את שמך אברם והיה שמך אברהם ,ולא יקרא עוד את שמך אברם הרי בלא תעשה והיה שמך אברהם ,9,12,61,37,0.24528301886792453,0.25
39,ref-bible.0310.9.7.1-ref-bible.0310.9.7.7,ref-y.01.01.1.00.5406-ref-y.01.01.1.00.5412,1411804,1411840,242662,242668,ref-bible.310.9.7.1,ref-bible.310.9.7.7,28218,28252,4455,4461,ref-y.1.1.1..5406,ref-y.1.1.1..5412,אתה הוא יהוה האלהים אשר בחרת באברם ,אתה הוא ה' האלהים אשר בחרת באברם ,7,7,2473,39,0.08571428571428572,0.16666666666666663
40,ref-bible.0205.13.2.13-ref-bible.0205.13.2.18,ref-y.01.01.1.00.5494-ref-y.01.01.1.00.5499,684229,684257,115743,115748,ref-bible.205.13.2.13,ref-bible.205.13.2.18,28685,28712,4539,4544,ref-y.1.1.1..5494,ref-y.1.1.1..5499,בן נולד לבית דוד יאשיהו שמו ,בן נולד לבית דוד יאשיה שמו ,6,6,1483,40,0.03571428571428571,0.0
41,ref-bible.0208.23.8.6-ref-bible.0208.23.8.14,ref-y.01.01.1.00.5550-ref-y.01.01.1.00.5558,910076,910120,154577,154583,ref-bible.208.23.8.6,ref-bible.208.23.8.14,28947,28990,4591,4597,ref-y.1.1.1..5550,ref-y.1.1.1..5558,העלה ואשר הביא את זרע בית ישראל מארץ צפונה ,העלה ואשר הביא את זרע בית ישראל מארץ צפון ,9,9,1751,41,0.046511627906976744,0.0
42,ref-bible.0101.35.10.5-ref-bible.0101.35.11.1,ref-y.01.01.1.00.5577-ref-y.01.01.1.00.5591,69817,69890,12459,12471,ref-bible.101.35.10.5,ref-bible.101.35.11.1,29088,29152,4612,4625,ref-y.1.1.1..5577,ref-y.1.1.1..5591,יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך ויקרא את שמו ישראל ויאמר ,לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך אמרו לא שיעקר שם יעקב ,16,15,105,42,0.3194444444444444,0.19999999999999996
44,ref-bible.0101.32.28.4-ref-bible.0101.32.29.9,ref-y.01.01.1.00.5579-ref-y.01.01.1.00.5591,65185,65240,11621,11631,ref-bible.101.32.28.4,ref-bible.101.32.29.9,29096,29152,4614,4625,ref-y.1.1.1..5579,ref-y.1.1.1..5591,שמך ויאמר יעקב ויאמר לא יעקב יאמר עוד שמך כי אם ישראל ,שמך עוד יעקב כי אם ישראל יהיה שמך אמרו לא שיעקר שם יעקב ,12,13,94,44,0.5892857142857143,0.25
45,ref-bible.0207.43.18.1-ref-bible.0207.43.19.5,ref-y.01.01.1.00.5604-ref-y.01.01.1.00.5618,836607,836665,141700,141710,ref-bible.207.43.18.1,ref-bible.207.43.19.5,29212,29301,4635,4649,ref-y.1.1.1..5604,ref-y.1.1.1..5618,אל תזכרו ראשנות וקדמניות אל תתבננו הנני עשה חדשה עתה תצמח ,אל תזכרו ראשונות אילו המצרים וקדמוניות אל תתבוננו אילו המלכיות הנני עושה חדשה עתה תצמח ,11,15,1674,45,0.3333333333333333,0.16666666666666663
46,ref-bible.0102.13.10.1-ref-bible.0102.13.10.7,ref-y.01.01.2.00.1391-ref-y.01.01.2.00.1397,131791,131833,23221,23226,ref-bible.102.13.10.1,ref-bible.102.13.10.7,36654,36697,5847,5852,ref-y.1.1.2..1391,ref-y.1.1.2..1397,ושמרת את החקה הזאת למועדה מימים ימימה ,ושמרת את החוקה הזאת למועדה מימים ימימה ,7,7,166,46,0.02564102564102564,0.0
48,ref-bible.0204.21.4.18-ref-bible.0204.21.5.5,ref-y.01.01.2.00.2019-ref-y.01.01.2.00.2034,636468,636523,107485,107495,ref-bible.204.21.4.18,ref-bible.204.21.5.5,39952,40034,6371,6385,ref-y.1.1.2..2019,ref-y.1.1.2..2034,ויאמר מה אתם אמרים אעשה לכם ויאמרו אל המלך האיש אשר ,"אליו זאת הארץ אשר נשבעתי לאברהם ליצחק וליעקב לאמר מה ת""ל לאמר אמר לו לך ואמור ",11,16,1404,48,0.6666666666666666,0.8125
49,ref-bible.0301.113.3.1-ref-bible.0301.113.3.6,ref-y.01.01.2.00.2521-ref-y.01.01.2.00.2526,1234813,1234840,210085,210090,ref-bible.301.113.3.1,ref-bible.301.113.3.6,42439,42467,6762,6767,ref-y.1.1.2..2521,ref-y.1.1.2..2526,ממזרח שמש עד מבואו מהלל שם ,ממזרח שמש עד מבואו מהולל שם ,6,6,2169,49,0.03571428571428571,0.0
50,ref-bible.0301.118.27.5-ref-bible.0301.118.28.3,ref-y.01.01.2.00.2558-ref-y.01.01.2.00.2566,1237663,1237709,210616,210624,ref-bible.301.118.27.5,ref-bible.301.118.28.3,42611,42660,6795,6803,ref-y.1.1.2..2558,ref-y.1.1.2..2566,אסרו חג בעבתים עד קרנות המזבח אלי אתה ואודך ,אסרו חג בעבותים לימות גוג ומגוג אלי אתה ואודך ,9,9,2175,50,0.2826086956521739,0.5
51,ref-bible.0207.56.7.1-ref-bible.0207.56.7.7,ref-y.01.01.2.00.2654-ref-y.01.01.2.00.2660,853496,853538,144798,144804,ref-bible.207.56.7.1,ref-bible.207.56.7.7,43171,43215,6883,6889,ref-y.1.1.2..2654,ref-y.1.1.2..2660,והביאותים אל הר קדשי ושמחתים בבית תפלתי ,והביאותים אל הר קדשי ושימחתים בבית תפילתי ,7,7,1704,51,0.047619047619047616,0.0
52,ref-bible.0207.29.23.7-ref-bible.0207.29.24.4,ref-y.01.01.2.00.2683-ref-y.01.01.2.00.2693,815286,815361,137861,137873,ref-bible.207.29.23.7,ref-bible.207.29.24.4,43340,43396,6910,6917,ref-y.1.1.2..2683,ref-y.1.1.2..2693,יקדישו שמי והקדישו את קדוש יעקב ואת אלהי ישראל יעריצו וידעו תעי רוח בינה ,והקדישו את קדוש יעקב מה כתיב בתריה וידעו תועי רוח בינה ,14,11,1647,52,0.3835616438356164,0.46153846153846156
53,ref-bible.0207.6.10.1-ref-bible.0207.6.10.16,ref-y.01.01.2.00.2696-ref-y.01.01.2.00.2708,786240,786331,132578,132593,ref-bible.207.6.10.1,ref-bible.207.6.10.16,43410,43480,6920,6932,ref-y.1.1.2..2696,ref-y.1.1.2..2708,השמן לב העם הזה ואזניו הכבד ועיניו השע פן יראה בעיניו ובאזניו ישמע ולבבו יבין ושב ,השמן לב העם הזה ואזניו הכבד ועיניו השע וגו' עד ולבבו יבין ושב ,16,13,1613,53,0.2926829268292683,0.375
54,ref-bible.0207.55.7.7-ref-bible.0207.55.7.15,ref-y.01.01.2.00.2711-ref-y.01.01.2.00.2719,852460,852508,144619,144627,ref-bible.207.55.7.7,ref-bible.207.55.7.15,43495,43542,6935,6943,ref-y.1.1.2..2711,ref-y.1.1.2..2719,וישב אל יהוה וירחמהו ואל אלהינו כי ירבה לסלוח ,וישוב אל ה' וירחמהו ואל אלהינו כי ירבה לסלוח ,9,9,1703,54,0.08695652173913043,0.1428571428571429
55,ref-bible.0301.103.3.1-ref-bible.0301.103.4.2,ref-y.01.01.2.00.2722-ref-y.01.01.2.00.2729,1224605,1224651,208282,208289,ref-bible.301.103.3.1,ref-bible.301.103.4.2,43557,43610,6946,6953,ref-y.1.1.2..2722,ref-y.1.1.2..2729,הסלח לכל עונכי הרפא לכל תחלאיכי הגואל משחת ,הסולח לכל עווניכי הרופא לכל תחלואיכי הגואל משחת ,8,8,2144,55,0.10416666666666667,0.0
56,ref-bible.0301.126.1.1-ref-bible.0301.126.1.7,ref-y.01.01.2.00.2756-ref-y.01.01.2.00.2762,1245169,1245204,211988,211993,ref-bible.301.126.1.1,ref-bible.301.126.1.7,43749,43782,6973,6978,ref-y.1.1.2..2756,ref-y.1.1.2..2762,שיר המעלות בשוב יהוה את שיבת ציון ,שיר המעלות בשוב ה' את שיבת ציון ,7,7,2188,56,0.08823529411764706,0.1428571428571429
57,ref-bible.0209.36.8.1-ref-bible.0209.36.8.12,ref-y.01.01.2.00.2831-ref-y.01.01.2.00.2843,1050440,1050504,177486,177497,ref-bible.209.36.8.1,ref-bible.209.36.8.12,44132,44200,7035,7047,ref-y.1.1.2..2831,ref-y.1.1.2..2843,ואתם הרי ישראל ענפכם תתנו ופריכם תשאו לעמי ישראל כי קרבו לבוא ,ואתם הרי ישראל ענפכם תתנו ופריכם תשאו לעמי ישראל למה כי קרבו לבוא ,12,13,1835,57,0.06060606060606061,0.09090909090909094
58,ref-bible.0210.3.5.1-ref-bible.0210.3.5.11,ref-y.01.01.2.00.2871-ref-y.01.01.2.00.2881,1084182,1084236,183105,183112,ref-bible.210.3.5.1,ref-bible.210.3.5.11,44369,44422,7075,7083,ref-y.1.1.2..2871,ref-y.1.1.2..2881,אחר ישבו בני ישראל ובקשו את יהוה אלהיהם ואת דוד מלכם ,אחר ישובו בני ישראל ובקשו את ה' אלהיהם ואת דוד מלכם ,11,11,1875,58,0.07547169811320754,0.09999999999999998
59,ref-bible.0207.10.34.5-ref-bible.0207.11.1.3,ref-y.01.01.2.00.3121-ref-y.01.01.2.00.3129,793398,793434,133870,133875,ref-bible.207.10.34.5,ref-bible.207.11.1.3,45661,45712,7312,7318,ref-y.1.1.2..3121,ref-y.1.1.2..3129,והלבנון באדיר יפול ויצא חטר מגזע ,והלבנון באדיר יפול מה כתיב בתריה ויצא חוטר מגזע ,6,9,1620,59,0.3125,0.25
60,ref-bible.0301.50.23.1-ref-bible.0301.50.23.8,ref-y.01.01.2.00.3154-ref-y.01.01.2.00.3161,1187241,1187284,201390,201397,ref-bible.301.50.23.1,ref-bible.301.50.23.8,45842,45886,7338,7345,ref-y.1.1.2..3154,ref-y.1.1.2..3161,זבח תודה יכבדנני ושם דרך אראנו בישע אלהים ,זובח תודה יכבדנני ושם דרך אראנו בישע אלהים ,8,8,2072,60,0.023255813953488372,0.0
61,ref-bible.0301.29.11.2-ref-bible.0301.29.11.9,ref-y.01.01.2.00.3183-ref-y.01.01.2.00.3190,1170666,1170702,198298,198304,ref-bible.301.29.11.2,ref-bible.301.29.11.9,45998,46033,7363,7369,ref-y.1.1.2..3183,ref-y.1.1.2..3190,עז לעמו יתן יהוה יברך את עמו בשלום ,עוז לעמו יתן ה' יברך את עמו בשלום ,8,8,2028,61,0.11428571428571428,0.1428571428571429
62,ref-bible.0302.10.22.1-ref-bible.0302.10.22.8,ref-y.01.01.2.00.4256-ref-y.01.01.2.00.4266,1267662,1267699,216106,216113,ref-bible.302.10.22.1,ref-bible.302.10.22.8,51587,51635,8264,8274,ref-y.1.1.2..4256,ref-y.1.1.2..4266,ברכת יהוה היא תעשיר ולא יוסף עצב עמה ,ברכת ה' היא תעשיר זו ברכת שבת ולא יוסיף עצב עמה ,8,11,2240,62,0.3333333333333333,0.33333333333333337
