,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
17,ref-Sifra.1.14.8-ref-Sifra.1.14.19,ref-sifre-n.19.1.197-ref-sifre-n.19.1.202,3437,3507,579,590,ref-Sifra.1.14.8,ref-Sifra.1.14.19,30975,31012,4717,4722,ref-sifre-n.19.1.197,ref-sifre-n.19.1.202,לידון בדבר חדש ואי אתה יכל להחזירו לכללו עד שיחזירנו הכתוב לכללו ,לידון בדבר החדש החזירה הכתוב לכלל ,12,6,17,333,0.5230769230769231,0.5,0.5076923076923077
19,ref-Sifra.1.14.8-ref-Sifra.1.14.19,ref-sifre-n.37.1.147-ref-sifre-n.37.1.158,3437,3507,579,590,ref-Sifra.1.14.8,ref-Sifra.1.14.19,60713,60783,8707,8717,ref-sifre-n.37.1.147,ref-sifre-n.37.1.158,לידון בדבר חדש ואי אתה יכל להחזירו לכללו עד שיחזירנו הכתוב לכללו ,לדון בדבר החדש אי אתה יכול לההזירו לכללו עד שיחזירנו הכתוב לכללו ,12,12,19,988,0.07692307692307693,0.05970149253731338,0.046153846153846156
21,ref-Sifra.2.01-01.1.2-ref-Sifra.2.01-01.2.11,ref-sifre-n.113.1.62-ref-sifre-n.113.1.73,5378,5592,917,944,ref-Sifra.2.1-01.1.2,ref-Sifra.2.1-01.2.11,168018,168079,26427,26438,ref-sifre-n.113.1.62,ref-sifre-n.113.1.73,וידבר הקדים קריאה לדיבור הלא דין הוא נאמר כאן דיבור' ונאמר בסנה דיבור מה דיבור האמור בסנה הקדים קריאה לדיבור אף דיבור האמור כאן הקדים קריאה לדיבור לא אם אמרת בדיבור הסנה שהוא תחלה לדברות תאמר בדיבור אהל ,ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,38,12,21,1783,0.7684729064039408,0.7219512195121951,0.7586206896551724
23,ref-Sifra.2.01-01.12.22-ref-Sifra.2.01-02.1.22,ref-sifre-n.58.1.210-ref-sifre-n.58.1.217,7233,7370,1198,1217,ref-Sifra.2.1-01.12.22,ref-Sifra.2.1-02.1.22,82855,82895,12301,12308,ref-sifre-n.58.1.210,ref-sifre-n.58.1.217,"משה משנדבר עמו אליו למעט את אהרן אמר ר' יהודה בן בתירא י""ג דברות נאמרו בתורה למשה ולאהרן וכנגדן בתורה י""ג מיעוטים ללמדך שלא לאהרן ","משה וידבר אליו הרי י""ג מעוטים מיעט אהרן ",25,8,23,1160,0.7307692307692307,0.6923076923076923,0.7307692307692307
25,ref-Sifra.2.01-02.2.23-ref-Sifra.2.01-02.3.19,ref-sifre-n.58.1.14-ref-sifre-n.58.1.26,7432,7586,1226,1244,ref-Sifra.2.1-02.2.23,ref-Sifra.2.1-02.3.19,81906,81972,12130,12142,ref-sifre-n.58.1.14,ref-sifre-n.58.1.26,אועד לך                                                         מיעט את אהרן מדברות הר סיני באהל מועד מהו אומר וירקא אל משה מיעט את אהרן מדברות אהל מועד ,"מאהל מועד לאמר שומע אני מאהל מועד ממש ת""ל ונועדתי לך שם ודברתי ",21,13,25,1150,0.7712418300653595,0.6415094339622642,0.7516339869281046
27,ref-Sifra.2.01-02.3.4-ref-Sifra.2.01-02.3.16,ref-sifre-n.58.1.199-ref-sifre-n.58.1.213,7509,7570,1230,1241,ref-Sifra.2.1-02.3.4,ref-Sifra.2.1-02.3.16,82804,82874,12292,12304,ref-sifre-n.58.1.199,ref-sifre-n.58.1.213,מדברות הר סיני באהל מועד מהו אומר וירקא אל משה מיעט את אהרן ,דבר ה' את משה בהר סיני ואחת באהל מועד ויקרא אל משה וידבר אליו הרי ,13,15,27,1156,0.5303030303030303,0.25,0.36363636363636365
29,ref-Sifra.2.01-02.4.35-ref-Sifra.2.01-02.4.77,ref-sifre-n.58.1.199-ref-sifre-n.58.1.213,7736,7886,1265,1289,ref-Sifra.2.1-02.4.35,ref-Sifra.2.1-02.4.77,82804,82874,12292,12304,ref-sifre-n.58.1.199,ref-sifre-n.58.1.213,מדברות ארץ מצרים בהר סיני מהו אומר            מיעט את אהרן מדברות הר סיני באהל מועד מהו אומר     מיעט את אהרן מדברות אהל מועד אל משה דבר ולא לאהרן ,דבר ה' את משה בהר סיני ואחת באהל מועד ויקרא אל משה וידבר אליו הרי ,28,15,29,1157,0.673469387755102,0.5894039735099338,0.6462585034013606
31,ref-sifra.2.01-02.9.15-ref-sifra.2.01-02.9.30,ref-sifre-n.58.1.208-ref-sifre-n.58.2.5,8960,9037,1435,1447,ref-sifra.2.1-02.9.15,ref-sifra.2.1-02.9.30,82845,82926,12299,12313,ref-sifre-n.58.1.208,ref-sifre-n.58.2.5,שיקרא תלמוד לומר קול אליו משה היה שומע את הקול ואין כל אלו שומעים את הקול ,"ויקרא אל משה וידבר אליו הרי י""ג מעוטים מיעט אהרן מכולם וישמע את הקל שומע אני ",16,16,31,1159,0.6363636363636364,0.3222222222222222,0.44155844155844154
32,ref-Sifra.2.01-02.9.22-ref-Sifra.2.01-02.10.3,ref-sifre-n.63.1.5-ref-sifre-n.63.1.19,8995,9053,1441,1450,ref-Sifra.2.1-02.9.22,ref-Sifra.2.1-02.10.3,87385,87460,13030,13043,ref-sifre-n.63.1.5,ref-sifre-n.63.1.19,שומע את הקול ואין כל אלו שומעים את הקול מאהל מועד מלמד ,"שומע אני מכל עבודה במשמע ת""ל ולא יעבוד עוד ושרת את אחיו באהל מועד מלמד ",12,15,32,1174,0.5070422535211268,0.36363636363636365,0.4788732394366197
34,ref-Sifra.2.01-02.12.72-ref-Sifra.2.01-02.12.83,ref-sifre-n.103.1.182-ref-sifre-n.103.1.195,9840,9902,1566,1576,ref-Sifra.2.1-02.12.72,ref-Sifra.2.1-02.12.83,140879,140945,21983,21995,ref-sifre-n.103.1.182,ref-sifre-n.103.1.195,כי לא יראני האדם וחי בחייהם אינם רואים אבל רואים הם במיתתם ,כי לא יראני האדם וחי כשהוא חי אינו רואה אבל רואה הוא בשעת מיתה ,12,14,34,1506,0.3333333333333333,0.3287671232876712,0.25396825396825395
36,ref-sifra.2.01-02.12.105-ref-sifra.2.01-02.12.128,ref-sifre-n.103.1.147-ref-sifre-n.103.1.169,9976,10094,1585,1602,ref-sifra.2.1-02.12.105,ref-sifra.2.1-02.12.128,140693,140811,21955,21972,ref-sifre-n.103.1.147,ref-sifre-n.103.1.169,אינן רואות את הכבוד אמר ר' שמעון איני כמשיב על דברי רבי אלא כמוסיף על דבריו כי לא יראני האדם וחי אף מלאכים שחיים ,אלא כמוסיף על דבריו אדם כשמועו וחי אלו חיות הקודש מלאכי השרת ר' אלעזר בר' יוסי אומר לא שאינן רואים אלא אף שאינן ,24,23,36,1503,0.7168141592920354,0.22834645669291342,0.5398230088495575
38,ref-Sifra.2.01-02.12.121-ref-Sifra.2.01-02.12.132,ref-sifre-n.103.1.182-ref-sifre-n.103.1.190,10055,10114,1596,1606,ref-Sifra.2.1-02.12.121,ref-Sifra.2.1-02.12.132,140879,140921,21983,21990,ref-sifre-n.103.1.182,ref-sifre-n.103.1.190,כי לא יראני האדם וחי אף מלאכים שחיים חיי עולם אינם רואים ,כי לא יראני האדם וחי כשהוא חי אינו רואה ,12,9,38,1504,0.38596491228070173,0.3833333333333333,0.38596491228070173
40,ref-Sifra.2.02-00.1.13-ref-Sifra.2.02-00.1.20,ref-sifre-n.8.1.385-ref-sifre-n.8.1.392,10865,10901,1717,1724,ref-Sifra.2.2-00.1.13,ref-Sifra.2.2-00.1.20,19448,19483,2897,2904,ref-sifre-n.8.1.385,ref-sifre-n.8.1.392,וכי איזה מדה מרובה מדת תנופה או מדת ,וכי איזה מדה מרובה מדת טובה או מדת ,8,8,40,64,0.08333333333333333,0.13157894736842102,0.08333333333333333
42,ref-sifra.2.02-00.3.35-ref-sifra.2.02-00.3.49,ref-sifre-n.108.1.66-ref-sifre-n.108.1.82,12001,12077,1887,1901,ref-sifra.2.2-00.3.35,ref-sifra.2.2-00.3.49,155068,155159,24346,24361,ref-sifre-n.108.1.66,ref-sifre-n.108.1.82,אף הגרים מקבלי ברית יצאו מומרים שאין מקבלי ברית אי מה ישראל בני מקבלי ברית ,מה ישראל שלא בא בברית אלא בג' דברים במילה ובטבילה ובהרצאת קרבן אף הגרים כיוצא בהם אי ,15,17,42,1564,0.6588235294117647,0.36734693877551017,0.5764705882352941
44,ref-Sifra.2.02-00.5.11-ref-Sifra.2.02-00.5.16,ref-sifre-n.143.3.305-ref-sifre-n.143.3.310,13130,13162,2052,2057,ref-Sifra.2.2-00.5.11,ref-Sifra.2.2-00.5.16,257198,257230,40984,40989,ref-sifre-n.143.3.305,ref-sifre-n.143.3.310,שלא ליתן פתחון פה למינים לרדות ,שלא ליתן פתחון פה למינים לרדות ,6,6,44,2824,0.0,0.0,0.0
46,ref-Sifra.2.02-03.8.5-ref-Sifra.2.02-03.8.24,ref-sifre-n.111.2.23-ref-sifre-n.111.2.46,17001,17106,2609,2624,ref-Sifra.2.2-03.8.5,ref-Sifra.2.2-03.8.24,161521,161644,25375,25392,ref-sifre-n.111.2.23,ref-sifre-n.111.2.46,היחיד שאינו מביא עולת חובה בכל יום מביא עולת בהמה נדבה ציבור שמביא עולת חובה בכל יום אינו דין שיביא ,אחד למה נאמר שהיה בדין ומה אם במקום שאין הצבור מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר לעולה אינו דין שמביא ,20,24,46,1689,0.6324786324786325,0.3560606060606061,0.5042735042735043
48,ref-Sifra.2.02-03.8.5-ref-Sifra.2.02-03.8.24,ref-sifre-n.111.2.71-ref-sifre-n.111.2.95,17001,17106,2609,2624,ref-Sifra.2.2-03.8.5,ref-Sifra.2.2-03.8.24,161774,161902,25415,25433,ref-sifre-n.111.2.71,ref-sifre-n.111.2.95,היחיד שאינו מביא עולת חובה בכל יום מביא עולת בהמה נדבה ציבור שמביא עולת חובה בכל יום אינו דין שיביא ,אחד למה נאמר שהיה בדין ומה אם במקום שאין הצבור מביא פר לעולה מביא ב' שעירים לחטאת כאן שהצבור מביא פר לעולה אינו דין שיביא ,20,25,48,1698,0.6147540983606558,0.3308270676691729,0.5081967213114754
50,ref-sifra.2.02-03.8.6-ref-sifra.2.02-03.8.18,ref-sifre-n.107.1.245-ref-sifre-n.107.1.263,17008,17076,2610,2619,ref-sifra.2.2-03.8.6,ref-sifra.2.2-03.8.18,147595,147701,23089,23104,ref-sifre-n.107.1.245,ref-sifre-n.107.1.263,שאינו מביא עולת חובה בכל יום מביא עולת בהמה נדבה ציבור שמביא עולת ,אני את עולת חובה הבאים ברגלים כשהוא אומר במועדיכם להביא את עולת חובה חובות הבאים ברגלים מביא את עולת ,13,19,50,1523,0.594059405940594,0.4095238095238095,0.5148514851485149
51,ref-sifra.2.02-03.9.33-ref-sifra.2.02-03.9.51,ref-sifre-n.107.1.245-ref-sifre-n.107.1.259,17431,17525,2672,2685,ref-sifra.2.2-03.9.33,ref-sifra.2.2-03.9.51,147595,147680,23089,23101,ref-sifre-n.107.1.245,ref-sifre-n.107.1.259,אינו  חובה תאמר שלא יביא הציבור עולת בהמה נדבה שכן הוא  חובה והואיל והוא מביאה חובה יביאנה ,אני את עולת חובה הבאים ברגלים כשהוא אומר במועדיכם להביא את עולת חובה חובות הבאים ,17,15,51,1521,0.6813186813186813,0.33009708737864074,0.5384615384615384
53,ref-Sifra.2.02-03.9.55-ref-Sifra.2.02-03.10.15,ref-sifre-n.111.2.32-ref-sifre-n.111.2.44,17542,17648,2689,2703,ref-Sifra.2.2-03.9.55,ref-Sifra.2.2-03.10.15,161563,161633,25378,25390,ref-sifre-n.111.2.32,ref-sifre-n.111.2.44,שהציבור מביאה חובה ואינו מביאה נדבה אף אתה אל תתמה על עולת בהמה שאף על פי שהציבור מביאה חובה לא יביאנה ,הצבור מביאים פר לעולה מביא פר לחטאת כאן שהצבור מביא פר לעולה אינו ,21,13,53,1691,0.6213592233009708,0.4910714285714286,0.5728155339805825
54,ref-Sifra.2.02-03.9.55-ref-Sifra.2.02-03.10.15,ref-sifre-n.111.2.80-ref-sifre-n.111.2.93,17542,17648,2689,2703,ref-Sifra.2.2-03.9.55,ref-Sifra.2.2-03.10.15,161816,161891,25418,25431,ref-sifre-n.111.2.80,ref-sifre-n.111.2.93,שהציבור מביאה חובה ואינו מביאה נדבה אף אתה אל תתמה על עולת בהמה שאף על פי שהציבור מביאה חובה לא יביאנה ,הצבור מביא פר לעולה מביא ב' שעירים לחטאת כאן שהצבור מביא פר לעולה אינו ,21,14,54,1700,0.5922330097087378,0.4464285714285714,0.5436893203883495
55,ref-Sifra.2.03-00.4.4-ref-Sifra.2.03-00.4.22,ref-sifre-n.117.2.567-ref-sifre-n.117.2.578,18303,18408,2782,2796,ref-Sifra.2.3-00.4.4,ref-Sifra.2.3-00.4.22,187109,187172,29551,29562,ref-sifre-n.117.2.567,ref-sifre-n.117.2.578,בעולה שאין קדושה חלה עליה בבעל מום קבוע תאמר בתמורה שקדושה חלה עליה בבעל מום קבוע הואיל וקדושה חלה ,וקדושה חלה על התרומה אם למדתי על התרומה שאין קדושה חלה עליו ,19,12,55,2042,0.6464646464646465,0.41000000000000003,0.5858585858585859
56,ref-Sifra.2.03-00.5.8-ref-Sifra.2.03-00.6.5,ref-sifre-n.77.1.88-ref-sifre-n.77.1.99,18537,18651,2809,2820,ref-Sifra.2.3-00.5.8,ref-Sifra.2.3-00.6.5,101667,101731,15340,15351,ref-sifre-n.77.1.88,ref-sifre-n.77.1.99,עולה ונאמר הבא שלמים מה עולה כל הפסולים האלו נוהגים בה אף שלמים כל הפסולים האלו נוהגים בהם  קל וחומר ומה אם עולה ,עולותיכם ועל זבחי שלמיכם מה עולות שלמים משל צבור אף שלמים עולות ,23,12,56,1465,0.6991150442477876,0.5371900826446281,0.6283185840707964
58,ref-Sifra.2.03-04.1.26-ref-Sifra.2.03-04.1.33,ref-sifre-n.8.1.385-ref-sifre-n.8.1.392,21083,21118,3129,3136,ref-Sifra.2.3-04.1.26,ref-Sifra.2.3-04.1.33,19448,19483,2897,2904,ref-sifre-n.8.1.385,ref-sifre-n.8.1.392,וכי איזה מדה מרובה מדת צפון או מדת ,וכי איזה מדה מרובה מדת טובה או מדת ,8,8,58,66,0.11428571428571428,0.1578947368421053,0.08571428571428572
60,ref-Sifra.2.03-04.3.19-ref-Sifra.2.03-04.3.27,ref-sifre-n.143.1.9-ref-sifre-n.143.1.19,22125,22167,3294,3302,ref-Sifra.2.3-04.3.19,ref-Sifra.2.3-04.3.27,255295,255345,40661,40671,ref-sifre-n.143.1.9,ref-sifre-n.143.1.19,עולת חובה מה עולת נדבה טעונה סמיכה אף עולת ,לעולת הר סיני מה עולת הר סיני טעונה נסכים אף עולת ,9,11,60,2803,0.38,0.368421052631579,0.32
62,ref-Sifra.2.03-04.6.4-ref-Sifra.2.03-04.6.12,ref-sifre-n.107.2.600-ref-sifre-n.107.2.607,22581,22639,3372,3380,ref-Sifra.2.3-04.6.4,ref-Sifra.2.3-04.6.12,151021,151058,23650,23657,ref-sifre-n.107.2.600,ref-sifre-n.107.2.607,בבן הבקר שנתרבה בנסכים תאמר בבן הצאן שנתמעט בנסכים ,בן בקר טעון נסכים ובן צאן טעון נסכים ,9,8,62,1543,0.45098039215686275,0.48275862068965514,0.43137254901960786
64,ref-Sifra.2.04-00.2.25-ref-Sifra.2.04-00.2.31,ref-sifre-n.116.1.133-ref-sifre-n.116.1.142,24060,24099,3604,3609,ref-Sifra.2.4-00.2.25,ref-Sifra.2.4-00.2.31,178605,178659,28195,28203,ref-sifre-n.116.1.133,ref-sifre-n.116.1.142,שנאמר ואתה ובניך אתך תשמרו את כהנתכם ,שנאמר קדשי בזית ואתה ובניך אתך תשאו את עון כהונתכם ,7,10,64,1826,0.3333333333333333,0.339622641509434,0.3137254901960784
66,ref-Sifra.2.04-00.2.25-ref-Sifra.2.04-00.2.38,ref-sifre-n.116.1.162-ref-sifre-n.116.1.173,24060,24138,3604,3615,ref-Sifra.2.4-00.2.25,ref-Sifra.2.4-00.2.38,178754,178817,28221,28230,ref-sifre-n.116.1.162,ref-sifre-n.116.1.173,שנאמר ואתה ובניך אתך תשמרו את כהנתכם לכל דבר המזבח יכול אף לשחיטה כשהוא ,כשהוא אומר אתה ובניך אתך תשאו את עוון כהונתכם לכל דבר המזבח ,14,12,66,1828,0.5,0.26315789473684215,0.3472222222222222
67,ref-Sifra.2.04-00.2.26-ref-Sifra.2.04-00.2.34,ref-sifre-n.116.2.20-ref-sifre-n.116.2.28,24067,24115,3605,3611,ref-Sifra.2.4-00.2.26,ref-Sifra.2.4-00.2.34,181883,181932,28734,28740,ref-sifre-n.116.2.20,ref-sifre-n.116.2.28,ואתה ובניך אתך תשמרו את כהנתכם לכל דבר המזבח ,ואתה ובניך אתך תשמרו את כהונתכם לכל דבר המזבח ,9,9,67,1906,0.021739130434782608,0.021739130434782594,0.021739130434782608
70,ref-Sifra.2.04-00.3.49-ref-Sifra.2.04-00.3.54,ref-sifre-n.44.1.149-ref-sifre-n.44.1.153,24472,24500,3674,3679,ref-Sifra.2.4-00.3.49,ref-Sifra.2.4-00.3.54,74021,74042,10817,10821,ref-sifre-n.44.1.149,ref-sifre-n.44.1.153,לפני ה' ואין השוחט לפני ה' ,לפני ה' מיתתן לפני ה' ,6,5,70,1111,0.3333333333333333,0.3666666666666667,0.2962962962962963
72,ref-Sifra.2.04-00.4.1-ref-Sifra.2.04-00.4.18,ref-sifre-n.142.2.1-ref-sifre-n.142.2.10,24599,24695,3696,3711,ref-Sifra.2.4-00.4.1,ref-Sifra.2.4-00.4.18,253094,253141,40294,40303,ref-sifre-n.142.2.1,ref-sifre-n.142.2.10,והקריבו זו קבלת הדם יכול זריקה כשהוא אומר וזרקו הרי זריקה אמורה הא אינו אומר כאן והקריבו זו ,קרבני זה הדם לחמי אלו אמורים אתה אומר קרבני זה ,18,10,72,2639,0.6413043478260869,0.5368421052631579,0.6195652173913043
74,ref-Sifra.2.04-00.4.41-ref-Sifra.2.04-00.4.50,ref-sifre-n.10.1.196-ref-sifre-n.10.1.205,24807,24862,3732,3741,ref-Sifra.2.4-00.4.41,ref-Sifra.2.4-00.4.50,21749,21797,3269,3278,ref-sifre-n.10.1.196,ref-sifre-n.10.1.205,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן עפר ונאמר להלן עפר מה עפר האמורה להלן ,10,10,74,82,0.3333333333333333,0.39682539682539686,0.3148148148148148
76,ref-sifra.2.04-00.4.41-ref-sifra.2.04-00.4.50,ref-sifre-n.116.1.236-ref-sifre-n.116.1.250,24807,24862,3732,3741,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,179116,179191,28281,28293,ref-sifre-n.116.1.236,ref-sifre-n.116.1.250,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב מדבר אף אתך האמור כאן ,10,15,76,1840,0.5633802816901409,0.4375,0.5211267605633803
78,ref-Sifra.2.04-00.4.41-ref-Sifra.2.04-00.4.50,ref-sifre-n.127.5.22-ref-sifre-n.127.5.33,24807,24862,3732,3741,ref-Sifra.2.4-00.4.41,ref-Sifra.2.4-00.4.50,224231,224287,35430,35441,ref-sifre-n.127.5.22,ref-sifre-n.127.5.33,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן ,10,12,78,2379,0.3888888888888889,0.4571428571428572,0.2962962962962963
80,ref-Sifra.2.04-00.4.41-ref-Sifra.2.04-00.4.58,ref-sifre-n.12.1.11-ref-sifre-n.12.1.27,24807,24904,3732,3749,ref-Sifra.2.4-00.4.41,ref-Sifra.2.4-00.4.58,23318,23410,3535,3551,ref-sifre-n.12.1.11,ref-sifre-n.12.1.27,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן שבועה ונאמר להלן שבועה מה שבועה האמורה להלן היא נשבעת מאליה אף שבועה האמורה כאן ,18,17,80,168,0.3978494623655914,0.36036036036036034,0.3333333333333333
82,ref-Sifra.2.04-00.4.41-ref-Sifra.2.04-00.4.58,ref-sifre-n.25.1.643-ref-sifre-n.25.1.667,24807,24904,3732,3749,ref-Sifra.2.4-00.4.41,ref-Sifra.2.4-00.4.58,42885,43011,6419,6433,ref-sifre-n.25.1.643,ref-sifre-n.25.1.667,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן ,18,25,82,524,0.532258064516129,0.46099290780141844,0.45161290322580644
84,ref-Sifra.2.04-00.4.41-ref-Sifra.2.04-00.4.58,ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,24807,24904,3732,3749,ref-Sifra.2.4-00.4.41,ref-Sifra.2.4-00.4.58,45379,45465,6782,6798,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,18,17,84,621,0.3655913978494624,0.4375,0.3333333333333333
86,ref-Sifra.2.04-00.4.41-ref-Sifra.2.04-00.4.58,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,24807,24904,3732,3749,ref-Sifra.2.4-00.4.41,ref-Sifra.2.4-00.4.58,48867,48969,7300,7314,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר בו שמיני ומשמיני והלאה אף שמיני האמור כאן ,18,19,86,723,0.44,0.4049586776859504,0.35
