,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
13,ref-t.4.4.7.1.168-ref-t.4.4.7.1.176,ref-y.01.01.1.00.2463-ref-y.01.01.1.00.2476,905929,905979,143292,143300,ref-t.4.4.7.1.168,ref-t.4.4.7.1.176,12886,12967,2064,2076,ref-y.1.1.1..2463,ref-y.1.1.1..2476,עומדין למניין אם רבו מטמין טימאו רבו מטהרין טיהרו ,נעמוד על המניין התחילו מרבי עקיבה וטיהר אמרו לו הואיל והיית מטמא וטיהרת טהור ,9,14,6794,13,0.6103896103896104,0.6153846153846154
14,ref-t.4.9.1.7.68-ref-t.4.9.1.7.77,ref-y.01.01.1.00.2633-ref-y.01.01.1.00.2642,1009623,1009670,159765,159774,ref-t.4.9.1.7.68,ref-t.4.9.1.7.77,13806,13856,2206,2215,ref-y.1.1.1..2633,ref-y.1.1.1..2642,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן ,10,10,7339,14,0.32653061224489793,0.5
15,ref-t.5.5.2.9.33-ref-t.5.5.2.9.42,ref-y.01.01.1.00.2633-ref-y.01.01.1.00.2642,1186160,1186213,187075,187084,ref-t.5.5.2.9.33,ref-t.5.5.2.9.42,13806,13856,2206,2215,ref-y.1.1.1..2633,ref-y.1.1.1..2642,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן ,10,10,8009,15,0.3469387755102041,0.6666666666666667
16,ref-t.3.5.7.22.82-ref-t.3.5.7.22.93,ref-y.01.01.1.00.2633-ref-y.01.01.1.00.2644,655867,655922,103463,103474,ref-t.3.5.7.22.82,ref-t.3.5.7.22.93,13806,13864,2206,2217,ref-y.1.1.1..2633,ref-y.1.1.1..2644,נאמ' כאן אחר ונאמ' להלן אחר מה אחר שנאמ' להלן נכרי אף ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף ,12,12,5204,16,0.3333333333333333,0.7692307692307692
17,ref-t.4.4.13.9.55-ref-t.4.4.13.9.68,ref-y.01.01.1.00.2633-ref-y.01.01.1.00.2644,929151,929227,146962,146975,ref-t.4.4.13.9.55,ref-t.4.4.13.9.68,13806,13864,2206,2217,ref-y.1.1.1..2633,ref-y.1.1.1..2644,נאמ' כאן אבדה ונאמרה להלן אבדה מתבקשת מה אבידה האמורה להלן אבידה מתבקשת אף ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף ,14,12,6957,17,0.44,0.5454545454545454
18,ref-t.1.1.1.1.55-ref-t.1.1.1.1.62,ref-y.01.01.1.00.2680-ref-y.01.01.1.00.2689,300,345,40,47,ref-t.1.1.1.1.55,ref-t.1.1.1.1.62,14040,14091,2246,2255,ref-y.1.1.1..2680,ref-y.1.1.1..2689,עלה עמוד השחר ואחת משעלה עמוד השחר ונמצא ,שיעלה עמוד השחר הוא סבור שלא עלה עמוד השחר נמצא ,8,10,6,18,0.2708333333333333,0.5555555555555556
19,ref-t.1.1.1.2.16-ref-t.1.1.1.2.27,ref-y.01.01.1.00.2882-ref-y.01.01.1.00.2892,679,740,100,111,ref-t.1.1.1.2.16,ref-t.1.1.1.2.27,15117,15180,2419,2429,ref-y.1.1.1..2882,ref-y.1.1.1..2892,מצותה עם הנץ החמה כדי שיהא סומך לה תפלה ונמצא מתפלל ביום ,מצותה עם הנץ החמה כדי שיסמוך גאולה לתפילה ונמצא מתפלל ביום ,12,11,7,19,0.15254237288135594,0.3076923076923077
20,ref-t.1.1.1.2.20-ref-t.1.1.1.2.46,ref-y.01.01.1.00.2910-ref-y.01.01.1.00.2939,699,829,104,123,ref-t.1.1.1.2.20,ref-t.1.1.1.2.46,15274,15431,2444,2467,ref-y.1.1.1..2910,ref-y.1.1.1..2939,כדי שיהא סומך לה תפלה ונמצא מתפלל ביום אמ' ר' יהוד' פעם אחת הייתי מהלך אחר ר' עקיבא ואחר ר' אלעזר בן עזריה והגיע זמן קרית שמע ,כדי שיסמכו לה תפילתן עם הנץ החמה תני אמר רבי יודה מעשה שהייתי מהלך בדרך אחרי רבי אלעזר בן עזריה ואחרי רבי עקיבה והיו עסוקים במצות והגיע עונת קרית שמע ,27,30,8,20,0.5466666666666666,0.7297297297297297
21,ref-t.1.1.1.2.56-ref-t.1.1.1.3.8,ref-y.01.01.1.00.2934-ref-y.01.01.1.00.2957,888,998,133,151,ref-t.1.1.1.2.56,ref-t.1.1.1.3.8,15397,15534,2462,2484,ref-y.1.1.1..2934,ref-y.1.1.1..2957,קריתי ושניתי ואחר כך התחילו הן וכבר נראת חמה על ראשי ההרים החתנים וכל העסוקין במצות פטורין מן קרית שמע ,עסוקים במצות והגיע עונת קרית שמע והייתי סבור שמא נתייאשו מקרית שמע וקריתי ושניתי ואחר כך התחילו הם וכבר היתה החמה על ראשי ההרים ,20,24,10,21,0.734375,0.48
22,ref-t.1.1.1.2.56-ref-t.1.1.1.2.67,ref-y.01.01.1.00.2944-ref-y.01.01.1.00.2957,888,950,133,143,ref-t.1.1.1.2.56,ref-t.1.1.1.2.67,15457,15534,2472,2484,ref-y.1.1.1..2944,ref-y.1.1.1..2957,קריתי ושניתי ואחר כך התחילו הן וכבר נראת חמה על ראשי ההרים ,מקרית שמע וקריתי ושניתי ואחר כך התחילו הם וכבר היתה החמה על ראשי ההרים ,12,14,9,22,0.23943661971830985,0.33333333333333337
23,ref-t.1.1.2.6.5-ref-t.1.1.2.6.10,ref-y.01.01.1.00.3028-ref-y.01.01.1.00.3033,5607,5646,940,945,ref-t.1.1.2.6.5,ref-t.1.1.2.6.10,15880,15920,2533,2538,ref-y.1.1.1..3028,ref-y.1.1.1..3033,מפסיקי' לקרית שמע ואין מפסיקין לתפלה ,מפסיקין לקרית שמע ואין מפסיקין לתפילה ,6,6,41,23,0.05263157894736842,0.19999999999999996
24,ref-t.1.1.2.6.14-ref-t.1.1.2.6.33,ref-y.01.01.1.00.3028-ref-y.01.01.1.00.3033,5658,5770,949,966,ref-t.1.1.2.6.14,ref-t.1.1.2.6.33,15880,15920,2533,2538,ref-y.1.1.1..3028,ref-y.1.1.1..3033,שאין מפסיקין לתפילה כך אין מפסיקין לקרית שמע ר' חנניה בן עקביא או' כשם שמפסיקין לקרית שמע כך מפסיקין לתפלה ,מפסיקין לקרית שמע ואין מפסיקין לתפילה ,20,6,50,24,0.6635514018691588,0.6923076923076923
25,ref-t.1.1.2.11.42-ref-t.1.1.2.11.47,ref-y.01.01.1.00.3028-ref-y.01.01.1.00.3033,6665,6704,1102,1107,ref-t.1.1.2.11.42,ref-t.1.1.2.11.47,15880,15920,2533,2538,ref-y.1.1.1..3028,ref-y.1.1.1..3033,מפסיקין לקרית שמע ואין מפסיקין לתפלה ,מפסיקין לקרית שמע ואין מפסיקין לתפילה ,6,6,69,25,0.02631578947368421,0.0
28,ref-t.1.1.2.6.5-ref-t.1.1.2.6.33,ref-y.01.01.1.00.3212-ref-y.01.01.1.00.3227,5607,5770,940,966,ref-t.1.1.2.6.5,ref-t.1.1.2.6.33,16867,16962,2677,2690,ref-y.1.1.1..3212,ref-y.1.1.1..3227,מפסיקי' לקרית שמע ואין מפסיקין לתפלה ר' או' כשם שאין מפסיקין לתפילה כך אין מפסיקין לקרית שמע ר' חנניה בן עקביא או' כשם שמפסיקין לקרית שמע כך מפסיקין לתפלה ,"מפסיקין לק""ש ואין מפסיקין לתפילה ר' חנינא בן עקביא אומר כשם שמפסיקין לק""ש כך מפסיקין לתפילה ",29,16,47,28,0.47096774193548385,0.4375
29,ref-t.1.1.2.6.27-ref-t.1.1.2.6.34,ref-y.01.01.1.00.3215-ref-y.01.01.1.00.3225,5728,5774,960,967,ref-t.1.1.2.6.27,ref-t.1.1.2.6.34,16886,16946,2680,2688,ref-y.1.1.1..3215,ref-y.1.1.1..3225,כשם שמפסיקין לקרית שמע כך מפסיקין לתפלה אמ' ,"מפסיקין לתפילה ר' חנינא בן עקביא אומר כשם שמפסיקין לק""ש כך ",8,11,54,29,0.6440677966101694,0.6428571428571428
31,ref-t.1.1.1.3.12-ref-t.1.1.1.4.25,ref-y.01.01.1.00.3355-ref-y.01.01.1.00.3382,1016,1204,155,179,ref-t.1.1.1.3.12,ref-t.1.1.1.4.25,17663,17824,2809,2835,ref-y.1.1.1..3355,ref-y.1.1.1..3382,בשבתך בביתיך פרט לעסוקים במצות ובלכתך בדרך פרט לחתנים מעשה בר' ישמעאל ור' אלעזר בן עזריה שהיו שרויין במקום אחד והיה ר' ישמעאל מוטה ור' אלעזר בן עזריה זקוף הגיע זמן קרית שמע נזקף ,"בשבתך בביתך פרט לעוסקים במצות ובלכתך בדרך פרט לחתן ותני מעשה בראב""ע ור' ישמעאל שהיו שרויין במקום אחד והוה ראב""ע מוטה ור' ישמעאל זקוף הגיע זמן ק""ש נזקף ",34,28,11,31,0.30337078651685395,0.2962962962962963
32,ref-t.1.1.1.4.46-ref-t.1.1.1.4.86,ref-y.01.01.1.00.3396-ref-y.01.01.1.00.3428,1296,1514,193,228,ref-t.1.1.1.4.46,ref-t.1.1.1.4.86,17891,18080,2844,2876,ref-y.1.1.1..3396,ref-y.1.1.1..3428,לו מפני מה זקנך מגודל והוא או' להם יהיה כנגד המשחיתים אני שהייתי זקוף הטיתי אתה שהיית מוטה נזקפתה אמ' לו אתה הטיתה לקיים דברי בית שמאי ואני נזקפתי לקיים בית הלל דבר אחר שלא יראו התלמידים ויעשו קבע הלכה כדבריך ,"לך זקנך מגודל והוא אומר יהיה כנגד המשחיתים אני שהייתי מוטה נזקפתי ואתה שהיית זקוף הטית א""ל אתה נזקפת כדברי ב""ש ואני הטיתי כדברי ב""ה ד""א שלא יראוני התלמידים ויעשו הלכה קבע כדברי ",41,33,13,32,0.3923444976076555,0.48484848484848486
33,ref-t.2.7.2.12.68-ref-t.2.7.2.13.8,ref-y.01.01.1.00.3407-ref-y.01.01.1.00.3411,437665,437716,68268,68274,ref-t.2.7.2.12.68,ref-t.2.7.2.13.8,17954,17983,2855,2859,ref-y.1.1.1..3407,ref-y.1.1.1..3411,זוקפין אותה של בית רבן גמליאל היו זוקפין בין המטות ,נזקפתי ואתה שהיית זקוף הטית ,10,5,3241,33,0.6470588235294118,0.7777777777777778
34,ref-t.4.9.2.9.48-ref-t.4.9.2.9.54,ref-y.01.01.1.00.3612-ref-y.01.01.1.00.3618,1013869,1013901,160463,160469,ref-t.4.9.2.9.48,ref-t.4.9.2.9.54,18993,19027,3016,3022,ref-y.1.1.1..3612,ref-y.1.1.1..3618,נביא שנ' ונתן אליך אות או מופת ,בנביא כתיב ונתן אליך אות או מופת ,7,7,7464,34,0.15151515151515152,0.5714285714285714
35,ref-t.2.6.2.3.142-ref-t.2.6.2.3.159,ref-y.01.01.1.00.3638-ref-y.01.01.1.00.3654,416868,416961,65069,65079,ref-t.2.6.2.3.142,ref-t.2.6.2.3.159,19112,19206,3035,3047,ref-y.1.1.1..3638,ref-y.1.1.1..3654,הרוצה על עצמו לנהוג כדברי בית שמיי וכדברי בית הלל על זה נאמ' והכסיל בחשך ילך התופס קולי ,"הרוצה להחמיר על עצמו לנהוג כחומרי בית שמאי וכחומרי ב""ה על זה נאמר הכסיל בחושך הולך כקולי ",18,17,3153,35,0.33707865168539325,0.44999999999999996
36,ref-t.3.1.1.13.6-ref-t.3.1.1.13.24,ref-y.01.01.1.00.3638-ref-y.01.01.1.00.3654,511681,511780,79786,79797,ref-t.3.1.1.13.6,ref-t.3.1.1.13.24,19112,19206,3035,3047,ref-y.1.1.1..3638,ref-y.1.1.1..3654,הרוצה להחמיר על עצמו לנהוג כדברי בית שמיי וכדברי בית הלל על זה נאמ' הכסיל בחשך ילך התופס קולי ,"הרוצה להחמיר על עצמו לנהוג כחומרי בית שמאי וכחומרי ב""ה על זה נאמר הכסיל בחושך הולך כקולי ",19,17,3825,36,0.23404255319148937,0.4
37,ref-t.4.7.2.3.6-ref-t.4.7.2.3.25,ref-y.01.01.1.00.3638-ref-y.01.01.1.00.3654,972742,972853,153927,153942,ref-t.4.7.2.3.6,ref-t.4.7.2.3.25,19112,19206,3035,3047,ref-y.1.1.1..3638,ref-y.1.1.1..3654,והרוצה לעשות להחמיר על עצמו ולנהוג כחומרי בית הלל וכחומרי בית שמיי על זה נאמ' הכסיל בחשך הולך התופס קולי ,"הרוצה להחמיר על עצמו לנהוג כחומרי בית שמאי וכחומרי ב""ה על זה נאמר הכסיל בחושך הולך כקולי ",20,17,7163,37,0.2571428571428571,0.4
38,ref-t.2.8.2.7.69-ref-t.2.8.2.7.75,ref-y.01.01.1.00.3905-ref-y.01.01.1.00.3911,454400,454434,70814,70820,ref-t.2.8.2.7.69,ref-t.2.8.2.7.75,20448,20481,3231,3237,ref-y.1.1.1..3905,ref-y.1.1.1..3911,תנה בני לבך לי ועיניך דרכי תצורנה ,תנה בני לבך לי ועיניך דרכי תצרנה ,7,7,3365,38,0.029411764705882353,0.0
39,ref-t.1.1.1.6.30-ref-t.1.1.1.7.14,ref-y.01.01.1.00.4312-ref-y.01.01.1.00.4347,1955,2081,303,323,ref-t.1.1.1.6.30,ref-t.1.1.1.7.14,22512,22712,3566,3598,ref-y.1.1.1..4312,ref-y.1.1.1..4347,של אדם ניכר אם בור הוא אם תלמיד חכם הוא אילו ברכות שאין חותמין בהן המברך על הפירות ועל המצות וברכת הזימון וברכה אחרונה ,"הן קורין אותה אלו ברכות שמאריכין בהן ברכות ר""ה ויה""כ וברכות תענית ציבור מברכותיו של אדם ניכר אם ת""ח הוא אם בור הוא אלו ברכות שמקצרין בהם המברך על המצות ועל הפירות וברכת הזימון וברכה אחרונה ",24,36,19,39,0.544973544973545,0.4482758620689655
41,ref-t.1.1.1.5.47-ref-t.1.1.1.6.13,ref-y.01.01.1.00.4333-ref-y.01.01.1.00.4347,1770,1856,276,289,ref-t.1.1.1.5.47,ref-t.1.1.1.6.13,22623,22712,3584,3598,ref-y.1.1.1..4333,ref-y.1.1.1..4347,בברוך אלו ברכות שמקצרין בהן המברך על הפירות ועל המצוות ברכת הזמון וברכה אחרונה ,בור הוא אלו ברכות שמקצרין בהם המברך על המצות ועל הפירות וברכת הזימון וברכה אחרונה ,14,15,17,41,0.15853658536585366,0.33333333333333337
42,ref-t.1.1.1.8.1-ref-t.1.1.1.8.19,ref-y.01.01.1.00.4409-ref-y.01.01.1.00.4427,2161,2263,335,351,ref-t.1.1.1.8.1,ref-t.1.1.1.8.19,23023,23131,3648,3664,ref-y.1.1.1..4409,ref-y.1.1.1..4427,אילו ברכות ששוחין בהן ברכה ראשונה תחלה וסוף מודים תחלה וסוף השח על כל ברכה מלמדין אותו שלא לשחות אי,אלו ברכות ששוחין בהן בראשונה תחילה וסוף ובמודים תחילה וסוף השוחה על כל ברכה וברכה מלמדין אותו שלא ישחה ,20,19,21,42,0.21359223300970873,0.19999999999999996
43,ref-t.1.1.6.7.36-ref-t.1.1.6.7.53,ref-y.01.01.1.00.4753-ref-y.01.01.1.00.4763,29614,29702,4798,4815,ref-t.1.1.6.7.36,ref-t.1.1.6.7.53,24831,24884,3927,3937,ref-y.1.1.1..4753,ref-y.1.1.1..4763,בכל נפשך בכל נפש ונפש שברא בך שנ' תחי נפשי וגו' ואו' כל עצמותי תאמרנה ייי מי כמוך ,בכל לב ובכל נפש משתחוים כל עצמותי תאמרנה ה' מי כמוך ,18,11,257,43,0.47560975609756095,0.5882352941176471
45,ref-t.1.1.1.9.1-ref-t.1.1.1.9.22,ref-y.01.01.1.00.4917-ref-y.01.01.1.00.4935,2262,2395,352,373,ref-t.1.1.1.9.1,ref-t.1.1.1.9.22,25629,25737,4057,4075,ref-y.1.1.1..4917,ref-y.1.1.1..4935,אילו ברכות שפותחין בהן בברוך חוץ מברכה לשמע הסמוכה לשמע וברכה הסמוכה לברכה אחרת שאין פותחין בהן בברוך ואין עונין עם המברך ,"אלו ברכות שפותחין בהן בברוך כל הברכות פותחין בהן בברוך ואם היתה ברכה סמוכה לחברתה כגון ק""ש ותפילה אין ",22,19,24,45,0.5573770491803278,0.65
47,ref-t.1.1.1.5.39-ref-t.1.1.1.6.14,ref-y.01.01.1.00.5063-ref-y.01.01.1.00.5079,1722,1864,268,290,ref-t.1.1.1.5.39,ref-t.1.1.1.6.14,26397,26490,4175,4191,ref-y.1.1.1..5063,ref-y.1.1.1..5079,לפתוח בברוך ושלא לפתוח בברוך אינו רשאי לפתוח בברוך אלו ברכות שמקצרין בהן המברך על הפירות ועל המצוות ברכת הזמון וברכה אחרונה שבברכת ,קצר פותח בהן בברוך ואינו חותם בהן בברוך מטבע ארוך פותח בהן בברוך וחותם בברוך כל הברכות ,23,17,16,47,0.6412213740458015,0.736842105263158
49,ref-t.1.1.1.9.3-ref-t.1.1.1.9.22,ref-y.01.01.1.00.5064-ref-y.01.01.1.00.5084,2273,2395,354,373,ref-t.1.1.1.9.3,ref-t.1.1.1.9.22,26401,26519,4176,4196,ref-y.1.1.1..5064,ref-y.1.1.1..5084,שפותחין בהן בברוך חוץ מברכה לשמע הסמוכה לשמע וברכה הסמוכה לברכה אחרת שאין פותחין בהן בברוך ואין עונין עם המברך ,פותח בהן בברוך ואינו חותם בהן בברוך מטבע ארוך פותח בהן בברוך וחותם בברוך כל הברכות אחר חיתומיהן אין אומרים ברכה ,20,21,26,49,0.6875,0.8421052631578947
50,ref-t.1.1.2.1.4-ref-t.1.1.2.1.25,ref-y.01.01.1.00.5279-ref-y.01.01.1.00.5298,4843,4957,811,832,ref-t.1.1.2.1.4,ref-t.1.1.2.1.25,27579,27684,4362,4381,ref-y.1.1.1..5279,ref-y.1.1.1..5298,צריך להזכיר יציאת מצרים באמת ויציב ר' או' צריך להזכיר בה מלכות אחרים או' צריך להזכיר בה מכת בכורים וקריעת ים סוף ,צריך להזכיר יציאת מצרים באמת ויציב ר' אומר צריך להזכיר בה מלכות אחרים אומרים צריך להזכיר בה קריעת ים סוף ,22,20,35,50,0.1592920353982301,0.2666666666666667
51,ref-t.1.1.1.12.3-ref-t.1.1.1.12.11,ref-y.01.01.1.00.5384-ref-y.01.01.1.00.5395,3683,3722,598,605,ref-t.1.1.1.12.3,ref-t.1.1.1.12.11,28109,28163,4437,4446,ref-y.1.1.1..5384,ref-y.1.1.1..5395,לא יקרא עוד את שמך אברם והיה שמך אברהם ,ולא יקרא עוד את שמך אברם הרי בלא תעשה והיה שמך אברהם ,9,12,32,51,0.2641509433962264,0.375
52,ref-t.4.7.1.15.41-ref-t.4.7.1.15.47,ref-y.01.01.1.00.5493-ref-y.01.01.1.00.5499,971139,971173,153679,153685,ref-t.4.7.1.15.41,ref-t.4.7.1.15.47,28681,28712,4538,4544,ref-y.1.1.1..5493,ref-y.1.1.1..5499,הנה בן הנולד לבית דוד יאשיהו שמו ,הנה בן נולד לבית דוד יאשיה שמו ,7,7,7160,52,0.06060606060606061,0.2857142857142857
53,ref-t.1.1.1.10.24-ref-t.1.1.1.10.33,ref-y.01.01.1.00.5513-ref-y.01.01.1.00.5522,2615,2662,411,419,ref-t.1.1.1.10.24,ref-t.1.1.1.10.33,28780,28832,4558,4567,ref-y.1.1.1..5513,ref-y.1.1.1..5522,בן זומא שנ' למען תזכור את יום צאתך מארץ מצרים ,בן זומא אומר עתידין הן ישראל שלא להזכיר יציאת מצרים ,10,10,27,53,0.5769230769230769,0.8125
