,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
20,ref-t.2.3.1.6.15-ref-t.2.3.1.6.27,ref-sifre-n.1.4.78-ref-sifre-n.1.4.86,333401,333470,51888,51900,ref-t.2.3.1.6.15,ref-t.2.3.1.6.27,2217,2256,307,315,ref-sifre-n.1.4.78,ref-sifre-n.1.4.86,שנטמא באב טומאה שניהן טמאין אלא שזה טמא טומאה חמורה וזה טמא טומאה ,מטמא טמא מת מטמא חמור טמא מת שהוא מטמא ,13,9,68,20,0.5909090909090909,0.8
21,ref-t.6.4.15.10.3-ref-t.6.4.15.10.12,ref-sifre-n.1.5.237-ref-sifre-n.1.5.244,1357511,1357568,213282,213291,ref-t.6.4.15.10.3,ref-t.6.4.15.10.12,3529,3576,473,480,ref-sifre-n.1.5.237,ref-sifre-n.1.5.244,אדם הנוגע במת מטמא כלים וכלים הנוגעין במת מטמאין אדם ,ואדם מטמא בנגעים וכלים מטמאים בנגעים מה אדם ,10,8,790,21,0.5660377358490566,0.33333333333333337
22,ref-t.6.6.8.3.59-ref-t.6.6.8.3.68,ref-sifre-n.1.7.72-ref-sifre-n.1.7.90,1421683,1421737,223485,223493,ref-t.6.6.8.3.59,ref-t.6.6.8.3.68,4592,4688,644,658,ref-sifre-n.1.7.72,ref-sifre-n.1.7.90,הוא טהור והן טהורין וניטמא וטימאן הרי זה או' טימאני ,הם ישראל אף על פי שהם טמאים שכינה ביניהם וכן הוא אומר השוכן אתם בתוך טומאתם ואומר ולא יטמאו ,10,19,854,22,0.7282608695652174,1.0
23,ref-t.6.8.3.10.17-ref-t.6.8.3.10.26,ref-sifre-n.1.7.72-ref-sifre-n.1.7.90,1469458,1469509,230919,230927,ref-t.6.8.3.10.17,ref-t.6.8.3.10.26,4592,4688,644,658,ref-sifre-n.1.7.72,ref-sifre-n.1.7.90,הוא טהור והן טהורין נטמא וטימאו הרי זה או' טימאני ,הם ישראל אף על פי שהם טמאים שכינה ביניהם וכן הוא אומר השוכן אתם בתוך טומאתם ואומר ולא יטמאו ,10,19,882,23,0.7282608695652174,0.95
24,ref-t.6.6.8.2.55-ref-t.6.6.8.2.74,ref-sifre-n.1.7.86-ref-sifre-n.1.7.100,1421224,1421342,223419,223434,ref-t.6.6.8.2.55,ref-t.6.6.8.2.74,4659,4732,654,666,ref-sifre-n.1.7.86,ref-sifre-n.1.7.100,מתוכה ונגעו באחוריה ניטמאו וטימאו את הטבלה וחזרה הטבלה וטימאה את הככר הרי זה אומ' ניטמא מטמאך לא טימאני ואתה ,בתוך טומאתם ואומר ולא יטמאו את מחניהם א אומר ולא תטמא את הארץ אשר אתם ,20,15,852,24,0.6422018348623854,0.8571428571428572
25,ref-t.3.5.5.8.36-ref-t.3.5.5.8.43,ref-sifre-n.1.7.87-ref-sifre-n.1.7.96,639846,639887,100728,100734,ref-t.3.5.5.8.36,ref-t.3.5.5.8.43,4664,4715,655,663,ref-sifre-n.1.7.87,ref-sifre-n.1.7.96,נטמאת שנים אומ' נטמאת ואחד אומ' לא נטמאת ,טומאתם ואומר ולא יטמאו את מחניהם א אומר ולא תטמא ,8,10,286,25,0.5510204081632653,1.0
26,ref-t.6.6.8.2.14-ref-t.6.6.8.2.32,ref-sifre-n.1.7.87-ref-sifre-n.1.7.100,1421004,1421097,223384,223398,ref-t.6.6.8.2.14,ref-t.6.6.8.2.32,4664,4732,655,666,ref-sifre-n.1.7.87,ref-sifre-n.1.7.100,טמאין הרי זה אומ' מטמאך לא טימאני ואתה טימאתני ר' יהודה או' יש כן שהוא אומ' מטמאך לא טימאני ,טומאתם ואומר ולא יטמאו את מחניהם א אומר ולא תטמא את הארץ אשר אתם ,19,14,850,26,0.6413043478260869,0.9047619047619048
27,ref-t.6.6.8.1.29-ref-t.6.6.8.2.2,ref-sifre-n.1.7.87-ref-sifre-n.1.7.101,1420865,1420934,223363,223373,ref-t.6.6.8.1.29,ref-t.6.6.8.2.2,4664,4739,655,667,ref-sifre-n.1.7.87,ref-sifre-n.1.7.101,וטימאו את התחתונה הרי זה או' מטמאך לא טימאני ואתה טימאתני זב שישב ,טומאתם ואומר ולא יטמאו את מחניהם א אומר ולא תטמא את הארץ אשר אתם יושבים ,13,15,847,27,0.7083333333333334,0.9
28,ref-t.3.1.1.6.1-ref-t.3.1.1.6.12,ref-sifre-n.2.1.336-ref-sifre-n.2.1.343,510063,510134,79539,79548,ref-t.3.1.1.6.1,ref-t.3.1.1.6.12,6972,7011,1021,1028,ref-sifre-n.2.1.336,ref-sifre-n.2.1.343,כשם שפוטרות מן הנשואין כך פוטרות מן האירוסין במי דברים אמורים באשה ,כשם שפטורים מן האשם כך יהיו פטורים מן ,12,8,134,28,0.582089552238806,0.5454545454545454
29,ref-t.4.1.10.18.30-ref-t.4.1.10.18.37,ref-sifre-n.4.1.97-ref-sifre-n.4.1.104,777281,777321,122631,122638,ref-t.4.1.10.18.30,ref-t.4.1.10.18.37,8711,8751,1277,1284,ref-sifre-n.4.1.97,ref-sifre-n.4.1.104,שנ' מלבד איל הכפורים אשר יכפר בו עליו ,אומר מלבד איל הכפורים אשר יכפר בו עליו ,8,8,387,29,0.10256410256410256,0.2857142857142857
30,ref-t.5.3.13.17.17-ref-t.5.3.13.17.29,ref-sifre-n.4.1.122-ref-sifre-n.4.1.134,1155959,1156025,182247,182257,ref-t.5.3.13.17.17,ref-t.5.3.13.17.29,8837,8908,1299,1306,ref-sifre-n.4.1.122,ref-sifre-n.4.1.134,לכל כהן שירצה עורן ובשרן שלו ואם היה בעל מום נותנן לאנשי משמר ,ונתנו לכהנים באנשי משמר הכתוב מדבר או אינו מדבר אלא בכל כהן שירצה ,13,13,644,30,0.7878787878787878,0.6875
31,ref-t.4.1.10.18.31-ref-t.4.1.10.19.5,ref-sifre-n.4.1.122-ref-sifre-n.4.1.146,777286,777384,122632,122649,ref-t.4.1.10.18.31,ref-t.4.1.10.19.5,8837,8969,1299,1316,ref-sifre-n.4.1.122,ref-sifre-n.4.1.146,מלבד איל הכפורים אשר יכפר בו עליו מי שצריך כפרה יצא זה שאין צריך כפרה נתן את הכסף לאנשי משמר ,ונתנו לכהנים באנשי משמר הכתוב מדבר או אינו מדבר אלא בכל כהן שירצה תלמוד לומר מלבד איל הכפורים אשר יכפר בו עליו את מי שמכפרים ,20,25,392,31,0.696,0.6923076923076923
32,ref-t.4.1.10.18.31-ref-t.4.1.10.18.40,ref-sifre-n.4.1.137-ref-sifre-n.4.1.146,777286,777336,122632,122641,ref-t.4.1.10.18.31,ref-t.4.1.10.18.40,8920,8969,1308,1316,ref-sifre-n.4.1.137,ref-sifre-n.4.1.146,מלבד איל הכפורים אשר יכפר בו עליו מי שצריך כפרה ,מלבד איל הכפורים אשר יכפר בו עליו את מי שמכפרים ,10,10,390,32,0.20833333333333334,0.4444444444444444
33,ref-t.4.1.10.18.31-ref-t.4.1.10.18.37,ref-sifre-n.4.3.1-ref-sifre-n.4.3.7,777286,777321,122632,122638,ref-t.4.1.10.18.31,ref-t.4.1.10.18.37,9383,9418,1393,1399,ref-sifre-n.4.3.1,ref-sifre-n.4.3.7,מלבד איל הכפורים אשר יכפר בו עליו ,מלבד איל הכפורים אשר יכפר בו עליו ,7,7,388,33,0.0,0.0
34,ref-t.4.1.10.18.31-ref-t.4.1.10.18.37,ref-sifre-n.4.3.31-ref-sifre-n.4.3.37,777286,777321,122632,122638,ref-t.4.1.10.18.31,ref-t.4.1.10.18.37,9542,9577,1418,1424,ref-sifre-n.4.3.31,ref-sifre-n.4.3.37,מלבד איל הכפורים אשר יכפר בו עליו ,מלבד איל הכפורים אשר יכפר בו עליו ,7,7,389,34,0.0,0.0
35,ref-t.4.1.10.19.1-ref-t.4.1.10.19.8,ref-sifre-n.4.3.55-ref-sifre-n.4.3.61,777360,777402,122646,122652,ref-t.4.1.10.19.1,ref-t.4.1.10.19.8,9657,9695,1438,1443,ref-sifre-n.4.3.55,ref-sifre-n.4.3.61,נתן את הכסף לאנשי משמר ומת אין היורשין ,נתן את הכסף לאנשי משמר ומת היורשים ,8,7,393,35,0.1282051282051282,0.0
36,ref-t.4.1.10.18.31-ref-t.4.1.10.19.3,ref-sifre-n.4.3.90-ref-sifre-n.4.4.8,777286,777372,122632,122647,ref-t.4.1.10.18.31,ref-t.4.1.10.19.3,9839,9915,1463,1475,ref-sifre-n.4.3.90,ref-sifre-n.4.4.8,מלבד איל הכפורים אשר יכפר בו עליו מי שצריך כפרה יצא זה שאין צריך כפרה נתן את הכסף ,שצריך כפרה יצא זה שכפרה לו נפשו מלבד איל הכפורים מכאן אתה אומר נתן הכסף ,18,15,391,36,0.5975609756097561,0.4444444444444444
38,ref-t.4.1.10.19.19-ref-t.4.1.10.19.28,ref-sifre-n.4.4.7-ref-sifre-n.4.4.29,777454,777519,122663,122672,ref-t.4.1.10.19.19,ref-t.4.1.10.19.28,9906,10030,1474,1487,ref-sifre-n.4.4.7,ref-sifre-n.4.4.29,נתן הכסף ליהויריב ואשם לידעיה יצא אשם ליהויריב וכסף לידעיה ,נתן הכסף ליהויריב ואשם לידעיה יצא וקורא אני עליו איש אשר יתן לכהן לו יהיה או אפי' נתן את האשם ליהויריב והכסף לידעיה ,10,23,395,38,0.49137931034482757,0.5714285714285714
39,ref-t.1.3.2.7.67-ref-t.1.3.2.7.74,ref-sifre-n.5.1.26-ref-sifre-n.5.1.33,56985,57032,9216,9223,ref-t.1.3.2.7.67,ref-t.1.3.2.7.74,10301,10346,1524,1530,ref-sifre-n.5.1.26,ref-sifre-n.5.1.33,אף ממתנות גבילין ת'ל ראשית דגנך תירושך ויצהרך ,אף משמרה תלמוד לומר ראשית דגנך תירושך ויצהרך ,8,8,11,39,0.30434782608695654,0.5454545454545454
40,ref-t.2.4.3.24.12-ref-t.2.4.3.24.18,ref-sifre-n.5.1.149-ref-sifre-n.5.1.155,386371,386407,60154,60160,ref-t.2.4.3.24.12,ref-t.2.4.3.24.18,10924,10959,1600,1606,ref-sifre-n.5.1.149,ref-sifre-n.5.1.155,ראשית בכורי אדמתך תביא בית ייי אלהיך ,ראשית בכורי אדמתך תביא בית ה' אלהיך ,7,7,97,40,0.08108108108108109,0.1428571428571429
41,ref-t.4.4.3.5.74-ref-t.4.4.3.5.84,ref-sifre-n.6.1.158-ref-sifre-n.6.1.166,890794,890847,140876,140886,ref-t.4.4.3.5.74,ref-t.4.4.3.5.84,11859,11902,1733,1741,ref-sifre-n.6.1.158,ref-sifre-n.6.1.166,טעון הבאת מקום ומעשר שיני טעון הבאת מקום מה בכור אין ,טעון הבאת מקום ונטע רבעי טעון הבאת מקום אם ,11,9,404,41,0.32075471698113206,0.6666666666666667
42,ref-t.4.4.3.5.73-ref-t.4.4.3.5.80,ref-sifre-n.6.1.235-ref-sifre-n.6.1.244,890787,890830,140875,140882,ref-t.4.4.3.5.73,ref-t.4.4.3.5.80,12249,12301,1798,1805,ref-sifre-n.6.1.235,ref-sifre-n.6.1.244,הבכור טעון הבאת מקום ומעשר שיני טעון הבאת ,טעונה הבאת מקום ולא בכורים שאף על פי שטעונים הבאת ,8,10,402,42,0.54,0.75
43,ref-t.4.4.3.6.16-ref-t.4.4.3.6.24,ref-sifre-n.6.1.235-ref-sifre-n.6.1.244,891278,891322,140964,140972,ref-t.4.4.3.6.16,ref-t.4.4.3.6.24,12249,12301,1798,1805,ref-sifre-n.6.1.235,ref-sifre-n.6.1.244,הבכור טעון הבאת מקום אף מעשר שיני טעון הבאת ,טעונה הבאת מקום ולא בכורים שאף על פי שטעונים הבאת ,9,10,405,43,0.54,0.6666666666666667
44,ref-t.4.4.3.5.73-ref-t.4.4.3.5.80,ref-sifre-n.6.1.286-ref-sifre-n.6.1.295,890787,890830,140875,140882,ref-t.4.4.3.5.73,ref-t.4.4.3.5.80,12517,12569,1843,1850,ref-sifre-n.6.1.286,ref-sifre-n.6.1.295,הבכור טעון הבאת מקום ומעשר שיני טעון הבאת ,טעונה הבאת מקום ולא בכורים שאף על פי שטעונים הבאת ,8,10,403,44,0.54,0.75
45,ref-t.4.4.3.6.16-ref-t.4.4.3.6.24,ref-sifre-n.6.1.286-ref-sifre-n.6.1.295,891278,891322,140964,140972,ref-t.4.4.3.6.16,ref-t.4.4.3.6.24,12517,12569,1843,1850,ref-sifre-n.6.1.286,ref-sifre-n.6.1.295,הבכור טעון הבאת מקום אף מעשר שיני טעון הבאת ,טעונה הבאת מקום ולא בכורים שאף על פי שטעונים הבאת ,9,10,406,45,0.54,0.6666666666666667
46,ref-t.3.5.5.9.115-ref-t.3.5.5.9.121,ref-sifre-n.7.1.4-ref-sifre-n.7.1.23,640496,640528,100842,100848,ref-t.3.5.5.9.115,ref-t.3.5.5.9.121,13635,13729,1985,1999,ref-sifre-n.7.1.4,ref-sifre-n.7.1.23,שנ' כי יקח איש אשה ובעלה וגו' ,ואמרת אליהם איש איש כי תשטה אשתו למה נאמרה פרשה זו לפי שהוא אומר כי יקח איש אשה ובעלה וגומר ,7,20,287,46,0.6956521739130435,0.8
48,ref-t.3.5.1.2.31-ref-t.3.5.1.2.61,ref-sifre-n.7.3.79-ref-sifre-n.7.3.112,622044,622194,97680,97702,ref-t.3.5.1.2.31,ref-t.3.5.1.2.61,15638,15805,2299,2319,ref-sifre-n.7.3.79,ref-sifre-n.7.3.112,כדי חזרת דקל ר' יהושע אומ' כדי מזיגת הכוס בן עזיי אומ' כדי מזיגת הכוס לשתותו ר' עקיבא אומ' כדי לצלות ביצה ר' יהודה בן פתירה אומ' כדי לגמוע שלש ביצים ,כדי להקיף דקל דברי ר' ישמעאל ר' אליעזר אומר כדי מזיגת הכוס ר' יהושע אומר כדי לשתותו בן עזאי אומר כדי לצלות ביצה ר' עקיבא אומר כדי לגמותה רבי יהודה בן בתירא אומר כדי ,31,34,242,48,0.5333333333333333,0.52
50,ref-t.4.6.3.8.14-ref-t.4.6.3.8.53,ref-sifre-n.7.3.119-ref-sifre-n.7.3.163,957644,957826,151515,151548,ref-t.4.6.3.8.14,ref-t.4.6.3.8.53,15831,16040,2326,2359,ref-sifre-n.7.3.119,ref-sifre-n.7.3.163,עד בשני עדים הכתו' מדבר אתה או' בשני עדים או אינו אלא בעד אחד ת'ל כי יקום עד אחד באיש שאין ת'ל אחד אלא כל מקום שתפס הכתו' עד סתם הרי הוא בכלל שנים עד שיפרט לך הכת' אחד והוא ,ועד אין בה בשני עדים הכתוב מדבר או אינו מדבר אלא בעד אחד תלמוד לומר לא יקום עד אחד באיש לכל עון ולכל חטאת שאין תלמוד לומר אחד אלא זה בנה אב כל מקום שנאמר עד הרי בכלל שנים עד שיפרוט לך הכתוב אחד והיא ,40,45,482,50,0.46733668341708545,0.5714285714285714
51,ref-t.4.6.3.8.42-ref-t.4.6.3.8.53,ref-sifre-n.7.3.154-ref-sifre-n.7.3.163,957773,957826,151539,151548,ref-t.4.6.3.8.42,ref-t.4.6.3.8.53,15993,16040,2350,2359,ref-sifre-n.7.3.154,ref-sifre-n.7.3.163,עד סתם הרי הוא בכלל שנים עד שיפרט לך הכת' אחד והוא ,עד הרי בכלל שנים עד שיפרוט לך הכתוב אחד והיא ,12,10,483,51,0.23529411764705882,0.30000000000000004
52,ref-t.2.3.1.6.39-ref-t.2.3.1.6.64,ref-sifre-n.7.3.212-ref-sifre-n.7.3.221,333528,333678,51910,51934,ref-t.2.3.1.6.39,ref-t.2.3.1.6.64,16289,16349,2397,2406,ref-sifre-n.7.3.212,ref-sifre-n.7.3.221,טמאין אלא שזה טמא טומאה חמורה וזה טומאה קלה ואני אומ' ששורפין תרומה שניטמאת בולד טומאה עם תרומה שניטמאת באב הטומאה אע'פ שמוסיפין לה טומאה על ,נטמאה שלשה פעמים אלא טמאה לבעל וטמאה לבועל וטמאה לתרומה ,26,10,70,52,0.7375886524822695,0.85
53,ref-t.6.9.6.17.50-ref-t.6.9.6.17.89,ref-sifre-n.7.3.298-ref-sifre-n.7.3.338,1499792,1499983,235576,235599,ref-t.6.9.6.17.50,ref-t.6.9.6.17.89,16740,16939,2466,2490,ref-sifre-n.7.3.298,ref-sifre-n.7.3.338,מה כן ברשות היחיד אף להלן ברשות היחיד מה כן דבר שיש בו דעת לישאל אף להלן דבר שיש בו דעת לישאל מכן אמרו דבר שיש בו דעת לישאל ברשות היחיד ספיקו טמא ברשות הרבים ספיקו טהור ומפני מה ספק ,ומה כאן רשות היחיד אף להלן רשות היחיד מה כאן דבר שיש בו דעת לישאל אף להלן דבר שיש בו דעת לישאל מכאן אמרו ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש בו דעת לישאל ספיקו ,40,41,898,53,0.2631578947368421,0.16666666666666663
54,ref-t.6.9.6.17.2-ref-t.6.9.6.17.13,ref-sifre-n.7.3.321-ref-sifre-n.7.3.332,1499552,1499618,235537,235545,ref-t.6.9.6.17.2,ref-t.6.9.6.17.13,16845,16912,2479,2488,ref-sifre-n.7.3.321,ref-sifre-n.7.3.332,או' ניטמא ושנים אומ' לא נטמא ברשות היחיד טמא ברשות הרבים טהור ,אמרו ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור ,12,12,895,54,0.578125,0.5
56,ref-t.6.9.6.2.48-ref-t.6.9.6.2.60,ref-sifre-n.7.3.322-ref-sifre-n.7.3.332,1496281,1496352,235038,235047,ref-t.6.9.6.2.48,ref-t.6.9.6.2.60,16850,16912,2480,2488,ref-sifre-n.7.3.322,ref-sifre-n.7.3.332,ספיקו טמא פירש אחד מהן לרשות היחיד ספיקו טמא לרשות הרבים ספיקו טהור ,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור ,13,11,892,56,0.36764705882352944,0.25
58,ref-t.6.7.3.10.7-ref-t.6.7.3.10.16,ref-sifre-n.7.3.322-ref-sifre-n.7.3.338,1438574,1438621,226070,226079,ref-t.6.7.3.10.7,ref-t.6.7.3.10.16,16850,16939,2480,2490,ref-sifre-n.7.3.322,ref-sifre-n.7.3.338,ספק טהור וספק טמא טמא בבגדיה ספק טמא ספק טהור ,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש בו דעת לישאל ספיקו ,10,17,862,58,0.6588235294117647,0.7272727272727273
59,ref-t.6.9.6.17.111-ref-t.6.9.6.17.127,ref-sifre-n.7.3.322-ref-sifre-n.7.3.339,1500106,1500193,235617,235626,ref-t.6.9.6.17.111,ref-t.6.9.6.17.127,16850,16943,2480,2491,ref-sifre-n.7.3.322,ref-sifre-n.7.3.339,לספק טומאה רבן שמעון בן גמליאל אומ' מפני מה ספק רשות היחיד טמא וספק רשות הרבים טהור ,ספק טומאה ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור את שיש בו דעת לישאל ספיקו טמא ,17,18,902,59,0.6741573033707865,0.625
61,ref-t.6.9.6.2.21-ref-t.6.9.6.2.28,ref-sifre-n.7.3.324-ref-sifre-n.7.3.332,1496130,1496178,235020,235025,ref-t.6.9.6.2.21,ref-t.6.9.6.2.28,16860,16912,2482,2488,ref-sifre-n.7.3.324,ref-sifre-n.7.3.332,לרשות היחיד ספיקו טמא לרשות הרבים ספיקו טהור ,ברשות היחיד טמא ספק טומאה ברשות הרבים ספיקו טהור ,8,9,889,61,0.20408163265306123,0.0
