,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
11,ref-t.3.5.11.8.42-ref-t.3.5.11.9.14,ref-sifre-d.2.3.92-ref-sifre-d.2.3.109,668707,668803,105623,105639,ref-t.3.5.11.8.42,ref-t.3.5.11.9.14,7358,7468,1233,1250,ref-sifre-d.2.3.92,ref-sifre-d.2.3.109,לאמר וגו' ואומ' והעם עלו מן הירדן בעשור לחדש הראשון צא ממנו שלשים ושלשה למפרע ואת מוצא ,ואומר והעם עלו מן הירדן בעשור לחודש הראשון ויחנו בקצה הגלגל הוצא ומנה שלשים ושלשה למפרע ואתה מוצא ,17,18,435,11,0.3469387755102041,0.2777777777777778
12,ref-t.1.5.7.10.72-ref-t.1.5.7.10.81,ref-sifre-d.6.1.21-ref-sifre-d.6.1.31,157190,157231,24672,24681,ref-t.1.5.7.10.72,ref-t.1.5.7.10.81,10548,10597,1754,1764,ref-sifre-d.6.1.21,ref-sifre-d.6.1.31,זהו הר שלה זה הר המלך שפלה שלה זה שפילות ,זה מישור של יער בהר זה הר המלך בשפלה זה שפילות ,10,11,98,12,0.3617021276595745,0.2857142857142857
14,ref-t.2.9.3.7.57-ref-t.2.9.3.7.71,ref-sifre-d.6.5.39-ref-sifre-d.6.5.49,470904,470980,73365,73376,ref-t.2.9.3.7.57,ref-t.2.9.3.7.71,11509,11568,1919,1928,ref-sifre-d.6.5.39,ref-sifre-d.6.5.49,העלי על כתיפו ועולה כשהגיע לאותו משמר אמרו לו לאן אתה הולך אמ' להם לעשות ,הולך למרחוק אמר להם מעשי מוכיחים עלי זורעים עלי זריעה עולה ,15,11,199,14,0.7397260273972602,0.6428571428571428
15,ref-t.4.8.4.5.28-ref-t.4.8.4.5.40,ref-sifre-d.7.1.5-ref-sifre-d.7.1.23,991666,991728,156883,156895,ref-t.4.8.4.5.28,ref-t.4.8.4.5.40,11711,11807,1955,1972,ref-sifre-d.7.1.5,ref-sifre-d.7.1.23,בארץ כנען הרי אני לכם אלוה אין אתם בארץ כנען כביכול אין אני ,הארץ אמר להם איני אומר לכם לא מאומד ולא משמועה אלא כשם שאתם נכנסים לארץ אין אתם צריכים כלי ,13,19,726,15,0.6373626373626373,0.6875
16,ref-t.1.1.6.8.34-ref-t.1.1.6.8.43,ref-sifre-d.8.1.111-ref-sifre-d.8.1.117,30087,30144,4885,4894,ref-t.1.1.6.8.34,ref-t.1.1.6.8.43,12414,12454,2083,2089,ref-sifre-d.8.1.111,ref-sifre-d.8.1.117,שנ' ויזרע יצחק בארץ ההיא וימצא בשנה ההיא מאה שערים ,שנאמר ויזרע יצחק בשנה ההיא מאה שערים ,10,7,19,16,0.37254901960784315,0.5
17,ref-t.1.8.5.29.19-ref-t.1.8.5.29.24,ref-sifre-d.8.1.143-ref-sifre-d.8.1.148,215560,215591,33788,33793,ref-t.1.8.5.29.19,ref-t.1.8.5.29.24,12583,12619,2112,2117,ref-sifre-d.8.1.143,ref-sifre-d.8.1.148,שבטים שנ' שבועות מטות אומ' סלה ,השבטים שנאמר שבועות מטות אומר סלה ל,6,7,114,17,0.17142857142857143,0.5
18,ref-t.2.5.2.9.3-ref-t.2.5.2.9.12,ref-sifre-d.10.2.55-ref-sifre-d.10.2.63,398403,398461,62174,62183,ref-t.2.5.2.9.3,ref-t.2.5.2.9.12,14487,14537,2435,2443,ref-sifre-d.10.2.55,ref-sifre-d.10.2.63,והעלה שני גורלות אחד בימינו ואחד בשמאלו אם בימינו עלה ,ושנים זיתים עליה אחד מימין הגולה ואחד על שמאלה ,10,9,183,18,0.6481481481481481,0.4444444444444444
19,ref-t.6.5.8.2.39-ref-t.6.5.8.2.48,ref-sifre-d.11.1.81-ref-sifre-d.11.1.97,1396676,1396721,219461,219470,ref-t.6.5.8.2.39,ref-t.6.5.8.2.48,14964,15037,2515,2529,ref-sifre-d.11.1.81,ref-sifre-d.11.1.97,תן לי סנדלי ונתתי לו פשט ידו לחלון ונתן לו ,לי אבא בידך עמד ונתן לו משלו כדי פרנסתו אמר לו כל מה שנתתי לך לא נתתי ,10,17,1025,19,0.6714285714285714,0.8823529411764706
20,ref-t.4.1.8.2.8-ref-t.4.1.8.2.18,ref-sifre-d.11.1.94-ref-sifre-d.11.1.109,761162,761209,120120,120130,ref-t.4.1.8.2.8,ref-t.4.1.8.2.18,15020,15088,2526,2539,ref-sifre-d.11.1.94,ref-sifre-d.11.1.109,לי אתה נתתו לי במתנה אביך מכרו לי אביך נתנו לי ,שנתתי לך לא נתתי לך אלא משלי אבל מה שהניח לך אביך הרי הוא שמור לך ,11,16,488,20,0.6060606060606061,0.8571428571428572
21,ref-t.4.1.8.5.8-ref-t.4.1.8.5.18,ref-sifre-d.11.1.94-ref-sifre-d.11.1.109,761834,761881,120213,120223,ref-t.4.1.8.5.8,ref-t.4.1.8.5.18,15020,15088,2526,2539,ref-sifre-d.11.1.94,ref-sifre-d.11.1.109,לי אתה נתתו לי במתנה אביך מכרו לי אביך נתנו לי ,שנתתי לך לא נתתי לך אלא משלי אבל מה שהניח לך אביך הרי הוא שמור לך ,11,16,490,21,0.6060606060606061,0.8571428571428572
22,ref-t.2.10.3.24.39-ref-t.2.10.3.24.51,ref-sifre-d.15.2.28-ref-sifre-d.15.3.1,486104,486175,75792,75803,ref-t.2.10.3.24.39,ref-t.2.10.3.24.51,17863,17955,3013,3027,ref-sifre-d.15.2.28,ref-sifre-d.15.3.1,משא ומתן בכניסה וביציאה והן קודמין לכל אדם שנ' ואתן אתם ראשים על ,במשא ובמתן ראשיכם בכניסה ויציאה נכנס ראשון ויוצא אחרון לכך נאמר ואתן אותם ראשים עליכם ,13,15,206,22,0.45348837209302323,0.8181818181818181
23,ref-t.4.8.8.4.113-ref-t.4.8.8.4.124,ref-sifre-d.16.4.18-ref-sifre-d.16.4.28,1007105,1007172,159364,159375,ref-t.4.8.8.4.113,ref-t.4.8.8.4.124,19349,19403,3244,3253,ref-sifre-d.16.4.18,ref-sifre-d.16.4.28,ישראל נידון דיני ישראל בא על עריות האומות נידון דיני האומו' ואין ,ישראל אם בא לדון בדיני ישראל היה דן בדיני ישראל ואם ,12,11,730,23,0.5538461538461539,0.5
24,ref-t.4.4.1.3.42-ref-t.4.4.1.3.56,ref-sifre-d.17.4.51-ref-sifre-d.17.4.59,882780,882843,139579,139592,ref-t.4.4.1.3.42,ref-t.4.4.1.3.56,20974,21013,3527,3534,ref-sifre-d.17.4.51,ref-sifre-d.17.4.59,שלום אין משפט אמת אלא אי זהו משפט שיש בו שלום הוי או' זה ביצוע ,שלום שיש בו משפט אמת הוי אומר זה ביצוע ,15,9,547,24,0.5079365079365079,0.33333333333333337
25,ref-t.4.4.1.3.83-ref-t.4.4.1.3.90,ref-sifre-d.17.4.52-ref-sifre-d.17.4.59,882967,883001,139614,139620,ref-t.4.4.1.3.83,ref-t.4.4.1.3.90,20979,21013,3528,3534,ref-sifre-d.17.4.52,ref-sifre-d.17.4.59,משפט שיש בו צדקה הוי או' זה ביצוע ,שיש בו משפט אמת הוי אומר זה ביצוע ,8,8,548,25,0.4411764705882353,0.5
26,ref-t.4.4.1.2.82-ref-t.4.4.1.2.98,ref-sifre-d.17.4.77-ref-sifre-d.17.4.85,882191,882274,139481,139494,ref-t.4.4.1.2.82,ref-t.4.4.1.2.98,21110,21151,3546,3553,ref-sifre-d.17.4.77,ref-sifre-d.17.4.85,כל המבצע הרי זה חוטא המברך את המבצע הרי זה מנאץ לפני המקום שנ' ובוצע ברך ניאץ ,כל המבצע הרי זה מנאץ שנא' ובוצע ברך נאץ ,17,9,545,26,0.5128205128205128,0.3571428571428571
27,ref-t.4.4.1.2.159-ref-t.4.4.1.3.4,ref-sifre-d.17.4.81-ref-sifre-d.17.4.85,882567,882597,139544,139548,ref-t.4.4.1.2.159,ref-t.4.4.1.3.4,21127,21151,3549,3553,ref-sifre-d.17.4.81,ref-sifre-d.17.4.85,מנאץ על זה נאמ' ובוצע ברך נאץ ,מנאץ שנא' ובוצע ברך נאץ ,7,5,546,27,0.23333333333333334,0.5
28,ref-t.4.4.1.9.59-ref-t.4.4.1.9.71,ref-sifre-d.17.6.5-ref-sifre-d.17.6.15,884369,884433,139867,139878,ref-t.4.4.1.9.59,ref-t.4.4.1.9.71,21361,21418,3590,3599,ref-sifre-d.17.6.5,ref-sifre-d.17.6.15,אמ' ויאמר אל השופטים ראו מה אתם עושים כי לא לאדם תשפטון כי אם ,ויאמר לשופטים ראו מה אתם עשיתם כי לא לאדם תשפוטו כי אם ,14,12,552,28,0.1774193548387097,0.5
29,ref-t.2.5.1.8.95-ref-t.2.5.1.8.106,ref-sifre-d.26.9.10-ref-sifre-d.26.9.23,389860,389922,60728,60738,ref-t.2.5.1.8.95,ref-t.2.5.1.8.106,29601,29657,4986,4998,ref-sifre-d.26.9.10,ref-sifre-d.26.9.23,אני אמ' לו אע'פ שאנו דורשין ואין אנו עושין שומעין אנו לדברי ,אם אתה עושה לי או אין אתה עושה לי אמר לו אני עושה וידבר ,12,14,176,29,0.6666666666666666,0.7272727272727273
30,ref-t.2.6.2.3.95-ref-t.2.6.2.3.106,ref-sifre-d.27.1.7-ref-sifre-d.27.1.22,416620,416676,65032,65043,ref-t.2.6.2.3.95,ref-t.2.6.2.3.106,30342,30420,5118,5131,ref-sifre-d.27.1.7,ref-sifre-d.27.1.22,אמ' איני אוכל זיתים באתי ואמרתי לאבא אמ' לי לך אמור לו ,לי נדרי בשעה שאמרת לי לך הוצא את בני ישראל מארץ מצרים אמרתי לפניך איני יכול ,12,16,188,30,0.6842105263157895,0.7058823529411764
31,ref-t.6.12.2.16.69-ref-t.6.12.2.16.75,ref-sifre-d.27.3.236-ref-sifre-d.27.3.242,1541876,1541908,241974,241979,ref-t.6.12.2.16.69,ref-t.6.12.2.16.75,32104,32136,5402,5407,ref-sifre-d.27.3.236,ref-sifre-d.27.3.242,כי אם גלה סודו אל עבדיו הנביאים ,כי אם גלה סודו אל עבדיו הנביאים ,7,7,1048,31,0.0,0.0
32,ref-t.5.3.13.23.11-ref-t.5.3.13.23.29,ref-sifre-d.28.2.22-ref-sifre-d.28.2.42,1157590,1157691,182511,182529,ref-t.5.3.13.23.11,ref-t.5.3.13.23.29,33193,33299,5603,5623,ref-sifre-d.28.2.22,ref-sifre-d.28.2.42,והיה באחרית הימים נכון יהיה הר בית ייי בראש ההרים וגו' והלכו עמים רבים ואמרו לכו ונעלה אל הר ,והיה באחרית הימים נכון יהיה הר בית ה' גוים קראו אותו הר שנאמר והלכו גוים רבים ואמרו לכו ונעלה אל הר ,19,21,911,32,0.22,0.38888888888888884
34,ref-t.3.2.7.8.10-ref-t.3.2.7.8.20,ref-sifre-d.29.2.26-ref-sifre-d.29.2.36,573717,573770,89783,89791,ref-t.3.2.7.8.10,ref-t.3.2.7.8.20,33696,33745,5691,5701,ref-sifre-d.29.2.26,ref-sifre-d.29.2.36,עליה נדרים אינה מקודשת הלכה אצל חכם והתיר לה את נדרה ,נודר לאין הולך לו אצל רבו שיתיר לו נדרו מה עליך ,11,11,270,34,0.6792452830188679,0.75
35,ref-t.1.1.3.14.14-ref-t.1.1.3.16.10,ref-sifre-d.29.5.30-ref-sifre-d.29.5.52,13126,13393,2136,2173,ref-t.1.1.3.14.14,ref-t.1.1.3.16.10,34548,34695,5849,5868,ref-sifre-d.29.5.30,ref-sifre-d.29.5.52,ומתפללין שנ' ויתפללו אל ייי אליכם וגו' העומדים בחוצה לארץ מכוונין את לבם כנגד ארץ ישראל שנ' ויתפללו דרך ארצם העומדים בארץ ישראל מכוונין את לבם כנגד ירושלם ומתפללין שנ' ויתפללו אל העיר הזאת העומדים בירושלם מכוונין את לבם כנגד בית המקדש שנ' והתפללו ,העומדים בחוצה לארץ הופכים פניהם כנגד ארץ ישראל ומתפללים שנא' והתפללו אליך דרך ארצם העומדים בארץ ישראל הופכים פניהם כנגד בית המקדש ומתפללים ,44,23,6,35,0.6072874493927125,0.4782608695652174
37,ref-t.1.1.3.15.7-ref-t.1.1.3.15.15,ref-sifre-d.29.5.55-ref-sifre-d.29.5.65,13206,13264,2148,2155,ref-t.1.1.3.15.7,ref-t.1.1.3.15.15,34710,34780,5871,5880,ref-sifre-d.29.5.55,ref-sifre-d.29.5.65,כנגד ארץ ישראל שנ' ויתפללו דרך ארצם העומדים בארץ ישראל ,דרך ארצם העומדים בארץ ישראל הופכים פניהם כנגד ירושלם שנאמר והתפללו ,10,11,8,37,0.7313432835820896,0.41666666666666663
39,ref-t.5.3.10.12.4-ref-t.5.3.10.12.10,ref-sifre-d.29.5.97-ref-sifre-d.29.5.108,1141556,1141600,179890,179896,ref-t.5.3.10.12.4,ref-t.5.3.10.12.10,34971,35050,5909,5920,ref-sifre-d.29.5.97,ref-sifre-d.29.5.108,עומד בצפון ופניו במערב סומך במערב ופניו ,עומדים בצפון פניהם לדרום בדרום פניהם לצפון במזרח פניהם במערב במערב פניהם ,7,12,903,39,0.5616438356164384,0.625
40,ref-t.2.5.3.1.10-ref-t.2.5.3.1.16,ref-sifre-d.29.5.100-ref-sifre-d.29.5.109,401823,401871,62734,62740,ref-t.2.5.3.1.10,ref-t.2.5.3.1.16,34991,35057,5912,5921,ref-sifre-d.29.5.100,ref-sifre-d.29.5.109,מזרחית צפונית מערבית מערבית דרומית דרומית מזרחית ,לדרום בדרום פניהם לצפון במזרח פניהם במערב במערב פניהם למזרח ,7,10,184,40,0.75,1.0
41,ref-t.3.5.6.5.95-ref-t.3.5.6.5.111,ref-sifre-d.31.1.64-ref-sifre-d.31.1.90,644563,644651,101536,101549,ref-t.3.5.6.5.95,ref-t.3.5.6.5.111,36774,36912,6226,6245,ref-sifre-d.31.1.64,ref-sifre-d.31.1.90,דברים היה רבי עקיבא דורש ודברי נראין מדבריו דרש רבי עקיבא ותרא שרה את בן הגר המצרית ,"שרה בן הגר המצרית שעבד ע""ז דברי ר' עקיבא ר' שמעון בן יוחאי אומר ד' דברים היה רבי עקיבא דורשם ואין אני דורשן כמותו ודברי נראים מדבריו ",17,27,309,41,0.6240601503759399,0.6190476190476191
42,ref-t.3.5.5.12.23-ref-t.3.5.5.12.29,ref-sifre-d.31.1.125-ref-sifre-d.31.1.132,641352,641384,100986,100992,ref-t.3.5.5.12.23,ref-t.3.5.5.12.29,37083,37118,6274,6280,ref-sifre-d.31.1.125,ref-sifre-d.31.1.132,אמרה לו גרש האמה הזאת ואת בנה ,אמרה גרש את בן האמה הזאת ואת בנה ,7,8,306,42,0.24242424242424243,0.0
43,ref-t.3.5.6.7.4-ref-t.3.5.6.7.16,ref-sifre-d.31.2.5-ref-sifre-d.31.2.13,645819,645876,101744,101755,ref-t.3.5.6.7.4,ref-t.3.5.6.7.16,37161,37202,6288,6296,ref-sifre-d.31.2.5,ref-sifre-d.31.2.13,הצאן ובקר ישחט להם ומצ' להם וכי מספיק להם אם את כל דגי ,הצאן והבקר ישחט להם ומצא להם אם כל דגי ,13,9,314,43,0.34545454545454546,0.4545454545454546
45,ref-t.3.5.6.8.51-ref-t.3.5.6.9.44,ref-sifre-d.31.2.32-ref-sifre-d.31.3.54,647089,647386,101978,102021,ref-t.3.5.6.8.51,ref-t.3.5.6.9.44,37296,37643,6312,6367,ref-sifre-d.31.2.32,ref-sifre-d.31.3.54,השיבתו רוח הקדש עתה תראה היקרך דברי אם לא ורואה אני את דברי מדברי רבי עקיבא דרש רבי עקיבא הרי הוא אומר בן אדם יושבי החרבות האלה וגומר והלא דברים קל וחומר ומה אברהם שלא עבד אלא אלוה אחד ירש את הארץ אנו שעובדין אלוהות הרבה אינו דין שנירש את הארץ רבי נחמיה אומר ומה אברהם שלא היה לו אלא ,"השיבתו רוח הקודש עתה תראה היקרך דברי אם לא ודברי אני רואה מדבריו כיוצא בו אתה אומר בן אדם יושבי החרבות האלה על אדמת ישראל לאמר אחד היה אברהם ויירש את הארץ ואנחנו רבים לא ניתנה הארץ למורשה והלא דברים ק""ו ומה אברהם שלא עבד אלא אלוה אחד ירש את הארץ אנו שעובדים אלהות הרבה אינו דין שנירש את הארץ ואני אומר ומה אברהם שלא נצטווה אלא ",60,67,316,45,0.3577981651376147,0.36585365853658536
46,ref-t.3.5.6.9.18-ref-t.3.5.6.9.51,ref-sifre-d.31.3.20-ref-sifre-d.31.3.54,647254,647419,101999,102027,ref-t.3.5.6.9.18,ref-t.3.5.6.9.51,37460,37643,6338,6367,ref-sifre-d.31.3.20,ref-sifre-d.31.3.54,אברהם שלא עבד אלא אלוה אחד ירש את הארץ אנו שעובדין אלוהות הרבה אינו דין שנירש את הארץ רבי נחמיה אומר ומה אברהם שלא היה לו אלא בן אחד והקריבו ירש את הארץ אנו ,"ואנחנו רבים לא ניתנה הארץ למורשה והלא דברים ק""ו ומה אברהם שלא עבד אלא אלוה אחד ירש את הארץ אנו שעובדים אלהות הרבה אינו דין שנירש את הארץ ואני אומר ומה אברהם שלא נצטווה אלא ",34,35,317,46,0.5581395348837209,0.34782608695652173
47,ref-t.3.5.6.9.80-ref-t.3.5.6.9.108,ref-sifre-d.31.3.30-ref-sifre-d.31.3.65,647569,647715,102049,102073,ref-t.3.5.6.9.80,ref-t.3.5.6.9.108,37516,37698,6346,6377,ref-sifre-d.31.3.30,ref-sifre-d.31.3.65,אנו שיש לנו במי לתלו' אינו דין שנירש את הארץ ואני אומר ומה אברהם שלא נצטווה אלא מצות יחידות ירש את הארץ אנו שנצטוינו על כל מצוות אינו דין ,אברהם שלא עבד אלא אלוה אחד ירש את הארץ אנו שעובדים אלהות הרבה אינו דין שנירש את הארץ ואני אומר ומה אברהם שלא נצטווה אלא מצוה אחת ירש את הארץ אנו שנצטוינו מצות הרבה אינו דין ,29,36,322,47,0.3583815028901734,0.31818181818181823
50,ref-t.3.5.6.9.23-ref-t.3.5.6.9.35,ref-sifre-d.31.3.56-ref-sifre-d.31.3.68,647278,647344,102004,102014,ref-t.3.5.6.9.23,ref-t.3.5.6.9.35,37649,37714,6369,6379,ref-sifre-d.31.3.56,ref-sifre-d.31.3.68,אחד ירש את הארץ אנו שעובדין אלוהות הרבה אינו דין שנירש את הארץ ,אחת ירש את הארץ אנו שנצטוינו מצות הרבה אינו דין שנירש את הארץ ,13,13,318,50,0.1746031746031746,0.46153846153846156
51,ref-t.3.5.6.9.46-ref-t.3.5.6.9.61,ref-sifre-d.31.3.56-ref-sifre-d.31.3.68,647390,647481,102023,102036,ref-t.3.5.6.9.46,ref-t.3.5.6.9.61,37649,37714,6369,6379,ref-sifre-d.31.3.56,ref-sifre-d.31.3.68,אחד והקריבו ירש את הארץ אנו שבנינו ובנותינו מקריבין לעבדה זרה אינו דין שנירש את הארץ ,אחת ירש את הארץ אנו שנצטוינו מצות הרבה אינו דין שנירש את הארץ ,16,13,319,51,0.36470588235294116,0.625
53,ref-t.3.5.6.9.122-ref-t.3.5.6.9.148,ref-sifre-d.31.3.74-ref-sifre-d.31.3.86,647782,647912,102086,102109,ref-t.3.5.6.9.122,ref-t.3.5.6.9.148,37737,37804,6384,6396,ref-sifre-d.31.3.74,ref-sifre-d.31.3.86,אמ' ה' על הדם תאכלו וגו' עמדתם על חרבכם וגומר על הדם תאכלו ואת הארץ זה אבר מן החי ועיניכם תשאו אל גלוליכם זו עבודה זרה ודם ,אמר ה' על הדם תאכלו ועיניכם תשאו אל גילוליכם והדם תשפכו עמדתם על ,27,13,324,53,0.6422764227642277,0.6086956521739131
54,ref-t.3.5.6.9.132-ref-t.3.5.6.9.148,ref-sifre-d.31.3.76-ref-sifre-d.31.3.83,647831,647912,102096,102109,ref-t.3.5.6.9.132,ref-t.3.5.6.9.148,37744,37789,6386,6393,ref-sifre-d.31.3.76,ref-sifre-d.31.3.83,על הדם תאכלו ואת הארץ זה אבר מן החי ועיניכם תשאו אל גלוליכם זו עבודה זרה ודם ,על הדם תאכלו ועיניכם תשאו אל גילוליכם והדם ,17,8,325,54,0.4675324675324675,0.5333333333333333
56,ref-t.3.5.6.10.9-ref-t.3.5.6.10.112,ref-sifre-d.31.4.8-ref-sifre-d.31.4.107,648193,648751,102153,102250,ref-t.3.5.6.10.9,ref-t.3.5.6.10.112,37907,38457,6410,6506,ref-sifre-d.31.4.8,ref-sifre-d.31.4.107,צום הרביעי וצום השביעי וצום העשירי וגומר צום הרביעי זה שבעה עשר בתמוז שבו הבקעה העיר ולמה נקרא שמו רביעי שהוא רביעי לחדשים צום החמישי זו תשעה באב יום שנשרף בו בית המקדש ולמה נקרא שמו חמישי שהוא חדש חמישי צום השביעי זה שלשה בתשרי יום שנהרג בו גדליה בן אחיקם שהרגו ישמעאל בן נתנ' ללצדךך שקשה מיתתן של צדיקי' לפני המקו' כחורבן בית המקדש ולמה נקר' שמו שביעי שהוא חדש שביעי צום העשירי זה עשרה בטבת יום שבו סמך מלך בבל את ידו על ירושלם שנאמר ויהי דבר ה' אלי בשנה התשיעית בחדש העשירי וגומר בן אדם כתב לך וגומר ואני אומר צום ,"צום הרביעי וצום החמישי וצום השביעי וצום העשירי יהיו לבית יהודה לששון ולשמחה ולמועדים טובים צום הרביעי זה י""ז בתמוז שבו הובקע העיר ולמה נקרא שמו רביעי שהוא חודש רביעי צום החמישי זה תשעה באב שבו חרב בית המקדש בראשונה ובשנייה ולמה נקרא שמו חמישי שהוא חודש חמישי צום השביעי זה ג' בתשרי שבו נהרג גדליה בן אחיקם ומי הרגו ישמעאל בן נתניה ללמדך שקשה מיתתם של צדיקים לפני הקב""ה כחורבן בין המקדש צום העשירי זה י' בטבת שבו סמך מלך בבל על ירושלים שנ' ויהי דבר ה' אלי בשנה התשיעית בחודש העשירי בי' לחודש לאמר בן אדם כתב לך ",104,100,327,56,0.40618955512572535,0.41333333333333333
57,ref-t.3.5.6.10.74-ref-t.3.5.6.10.83,ref-sifre-d.31.4.31-ref-sifre-d.31.4.40,648555,648606,102214,102223,ref-t.3.5.6.10.74,ref-t.3.5.6.10.83,38051,38103,6433,6442,ref-sifre-d.31.4.31,ref-sifre-d.31.4.40,ולמה נקר' שמו שביעי שהוא חדש שביעי צום העשירי זה ,ולמה נקרא שמו רביעי שהוא חודש רביעי צום החמישי זה ,10,10,328,57,0.14,0.5
