,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
11,ref-m.2.3.9.10.27-ref-m.2.3.9.10.41,ref-sifre-d.16.5.13-ref-sifre-d.16.5.24,196759,196835,30276,30290,ref-m.2.3.9.10.27,ref-m.2.3.9.10.41,19516,19570,3272,3283,ref-sifre-d.16.5.13,ref-sifre-d.16.5.24,אומרים אם שלנו הוא הפסח הזה ידיך משוכות משלך ונמנית על שלנו ואם שלך הוא ,שלי וזה אומר שלי היא וזה חורש בפרתו זה אומר שלי היא ,15,12,167,11,0.6944444444444444,0.8461538461538461
12,ref-m.2.3.9.11.34-ref-m.2.3.9.11.48,ref-sifre-d.16.5.13-ref-sifre-d.16.5.24,197117,197187,30345,30359,ref-m.2.3.9.11.34,ref-m.2.3.9.11.48,19516,19570,3272,3283,ref-sifre-d.16.5.13,ref-sifre-d.16.5.24,אומרים אם שלי הוא פסח זה ידיך משוכות משלך ונמנית על שלי ואם שלך הוא ,שלי וזה אומר שלי היא וזה חורש בפרתו זה אומר שלי היא ,15,12,168,12,0.6617647058823529,0.75
15,ref-m.4.3.8.1.29-ref-m.4.3.8.1.46,ref-sifre-d.16.7.1-ref-sifre-d.16.7.17,500482,500576,78183,78196,ref-m.4.3.8.1.29,ref-m.4.3.8.1.46,19745,19822,3314,3328,ref-sifre-d.16.7.1,ref-sifre-d.16.7.17,האיש את אמו והאיש את אשתו ובני אחיות נוחלין ולא מנחילין האשה את בניה והאשה את בעלה ואחי ,בין איש ובין אחיו ובין גרו אין לי אלא בין איש לאשתו בין אשה לאיש בין אומה ,18,17,476,15,0.5909090909090909,0.6153846153846154
16,ref-m.5.1.7.5.31-ref-m.5.1.7.5.34,ref-sifre-d.26.3.21-ref-sifre-d.26.3.24,640159,640186,99672,99675,ref-m.5.1.7.5.31,ref-m.5.1.7.5.34,27504,27524,4604,4607,ref-sifre-d.26.3.21,ref-sifre-d.26.3.24,ושנסמית עינה ושנקטעה רגלה ,נסמת עינו נקטעה רגלו ,4,4,687,16,0.2692307692307692,0.6666666666666667
17,ref-m.5.4.5.5.16-ref-m.5.4.5.5.21,ref-sifre-d.26.3.21-ref-sifre-d.26.3.24,713414,713450,111041,111046,ref-m.5.4.5.5.16,ref-m.5.4.5.5.21,27504,27524,4604,4607,ref-sifre-d.26.3.21,ref-sifre-d.26.3.24,שנסמת עינו שנקטעה ידו שנשברה רגלו ,נסמת עינו נקטעה רגלו ,6,4,770,17,0.38235294117647056,0.75
18,ref-m.5.1.7.5.31-ref-m.5.1.7.5.34,ref-sifre-d.26.3.40-ref-sifre-d.26.3.43,640159,640186,99672,99675,ref-m.5.1.7.5.31,ref-m.5.1.7.5.34,27601,27621,4623,4626,ref-sifre-d.26.3.40,ref-sifre-d.26.3.43,ושנסמית עינה ושנקטעה רגלה ,נסמת עינו נקטעה רגלו ,4,4,688,18,0.2692307692307692,0.6666666666666667
19,ref-m.5.4.5.5.16-ref-m.5.4.5.5.21,ref-sifre-d.26.3.40-ref-sifre-d.26.3.43,713414,713450,111041,111046,ref-m.5.4.5.5.16,ref-m.5.4.5.5.21,27601,27621,4623,4626,ref-sifre-d.26.3.40,ref-sifre-d.26.3.43,שנסמת עינו שנקטעה ידו שנשברה רגלו ,נסמת עינו נקטעה רגלו ,6,4,771,19,0.38235294117647056,0.75
21,ref-m.2.3.4.1.14-ref-m.2.3.4.1.25,ref-sifre-d.26.9.8-ref-sifre-d.26.9.22,183943,184015,28226,28237,ref-m.2.3.4.1.14,ref-m.2.3.4.1.25,29586,29650,4984,4997,ref-sifre-d.26.9.8,ref-sifre-d.26.9.22,אין עושין ההולך ממקום שעושין למקום שאין עושין או ממקום שאין עושין ,המקום הודיעני אם אתה עושה לי או אין אתה עושה לי אמר לו אני עושה ,12,15,154,21,0.6818181818181818,0.8
22,ref-m.3.5.5.4.15-ref-m.3.5.5.4.21,ref-sifre-d.26.9.120-ref-sifre-d.26.9.128,393312,393362,61264,61269,ref-m.3.5.5.4.15,ref-m.3.5.5.4.21,30098,30140,5073,5081,ref-sifre-d.26.9.120,ref-sifre-d.26.9.128,ויאמרו לאמר שאין תלמוד לומר לאמר ומה תלמוד לומר ,"אומר בעת ההיא לאמר שאין ת""ל לאמר מה ת""ל ",9,9,296,22,0.5833333333333334,0.6666666666666667
23,ref-m.2.5.6.8.70-ref-m.2.5.6.8.77,ref-sifre-d.28.3.18-ref-sifre-d.28.3.28,225153,225200,34882,34889,ref-m.2.5.6.8.70,ref-m.2.5.6.8.77,33399,33466,5641,5650,ref-sifre-d.28.3.18,ref-sifre-d.28.3.28,מלבין שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,שמלבין עונותיהם של ישראל שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,8,11,177,23,0.296875,0.4545454545454546
24,ref-m.2.1.9.3.37-ref-m.2.1.9.3.43,ref-sifre-d.28.3.22-ref-sifre-d.28.3.28,140498,140539,21623,21629,ref-m.2.1.9.3.37,ref-m.2.1.9.3.43,33425,33466,5644,5650,ref-sifre-d.28.3.22,ref-sifre-d.28.3.28,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,7,7,141,24,0.0,0.0
25,ref-m.1.1.4.5.19-ref-m.1.1.4.5.25,ref-sifre-d.29.5.84-ref-sifre-d.29.5.89,4741,4774,729,734,ref-m.1.1.4.5.19,ref-m.1.1.4.5.25,34893,34926,5897,5902,ref-sifre-d.29.5.84,ref-sifre-d.29.5.89,יכוין את לבו כנגד בית קדש הקדשים ,מכוונים לבם כנגד בית קדשי הקדשים ,7,6,9,25,0.24242424242424243,0.5714285714285714
26,ref-m.1.1.4.6.8-ref-m.1.1.4.6.14,ref-sifre-d.29.5.84-ref-sifre-d.29.5.89,4812,4845,742,747,ref-m.1.1.4.6.8,ref-m.1.1.4.6.14,34893,34926,5897,5902,ref-sifre-d.29.5.84,ref-sifre-d.29.5.89,יכוין את לבו כנגד בית קדש הקדשים ,מכוונים לבם כנגד בית קדשי הקדשים ,7,6,10,26,0.24242424242424243,0.5714285714285714
27,ref-m.5.2.11.7.61-ref-m.5.2.11.7.69,ref-sifre-d.29.5.97-ref-sifre-d.29.5.103,678779,678846,105691,105699,ref-m.5.2.11.7.61,ref-m.5.2.11.7.69,34971,35017,5909,5915,ref-sifre-d.29.5.97,ref-sifre-d.29.5.103,עומדים בצפון ופניהם לדרום המוציאין עומדים בדרום ופניהם לצפון ,עומדים בצפון פניהם לדרום בדרום פניהם לצפון ,9,7,723,27,0.29508196721311475,0.19999999999999996
28,ref-m.2.5.5.5.18-ref-m.2.5.5.5.24,ref-sifre-d.29.5.98-ref-sifre-d.29.5.104,222085,222133,34386,34392,ref-m.2.5.5.5.18,ref-m.2.5.5.5.24,34978,35024,5910,5916,ref-sifre-d.29.5.98,ref-sifre-d.29.5.104,צפונית צפונית מערבית מערבית דרומית דרומית מזרחית ,בצפון פניהם לדרום בדרום פניהם לצפון במזרח ,7,7,175,28,0.673469387755102,1.0
30,ref-m.5.10.4.5.18-ref-m.5.10.4.5.46,ref-sifre-d.29.5.100-ref-sifre-d.29.5.108,794187,794338,123861,123884,ref-m.5.10.4.5.18,ref-m.5.10.4.5.46,34991,35050,5912,5920,ref-sifre-d.29.5.100,ref-sifre-d.29.5.108,ופניו למערב הלך על כל פני הצפון עד שהוא מגיע למערב הגיע למערב והפך פניו לדרום הלך כל פני מערב עד שהוא מגיע לדרום הגיע לדרום והפך פניו למזרח ,לדרום בדרום פניהם לצפון במזרח פניהם במערב במערב פניהם ,29,9,813,30,0.7642857142857142,0.7142857142857143
32,ref-m.1.1.2.3.1-ref-m.1.1.2.3.7,ref-sifre-d.31.7.113-ref-sifre-d.31.7.119,2175,2210,341,346,ref-m.1.1.2.3.1,ref-m.1.1.2.3.7,39984,40019,6758,6763,ref-sifre-d.31.7.113,ref-sifre-d.31.7.119,הקורא את שמע ולא השמיע לאזנו יצא ,הקורא את שמע ולא השמיע לאזנו יצא ,7,7,8,32,0.0,0.0
34,ref-m.4.10.3.3.29-ref-m.4.10.3.3.40,ref-sifre-d.31.10.2-ref-sifre-d.31.10.11,627217,627271,97661,97672,ref-m.4.10.3.3.29,ref-m.4.10.3.3.40,40352,40394,6818,6825,ref-sifre-d.31.10.2,ref-sifre-d.31.10.11,אחת מכל מצות ה' אלהיו נשיא שאין על גביו אלא ה' אלהיו ,ה' אלהינו ה' אחד על כל באי העולם ה' אלהינו ,12,10,675,34,0.5660377358490566,0.7272727272727273
35,ref-m.1.1.9.5.20-ref-m.1.1.9.5.36,ref-sifre-d.32.3.1-ref-sifre-d.32.5.7,10855,10941,1654,1669,ref-m.1.1.9.5.20,ref-m.1.1.9.5.36,41059,41176,6932,6953,ref-sifre-d.32.3.1,ref-sifre-d.32.5.7,ובכל מאדך בכל לבבך בשני יצריך ביצר טוב וביצר רע ובכל נפשך אפילו הוא נוטל את נפשך ,"בכל לבבך בשני יצריך ביצר טוב ויצר רע ד""א בכל לבבך שלא יהיה לבך חלוק על המקום ובכל נפשך אפילו הוא נוטל את נפשך ",17,24,17,35,0.4636363636363636,0.4
37,ref-m.1.1.9.5.36-ref-m.1.1.9.5.50,ref-sifre-d.32.7.7-ref-sifre-d.32.7.16,10937,11010,1669,1682,ref-m.1.1.9.5.36,ref-m.1.1.9.5.50,41579,41626,7021,7030,ref-sifre-d.32.7.7,ref-sifre-d.32.7.16,נפשך ובכל מאדך בכל ממונך דבר אחר בכל מאדך בכל מדה ומדה שהוא מודד לך ,"נפשך ק""ו בכל מאדך בכל מדה ומדה שהוא מודד לך ",15,10,18,37,0.38235294117647056,0.3846153846153846
38,ref-m.4.9.3.14.29-ref-m.4.9.3.14.36,ref-sifre-d.34.4.10-ref-sifre-d.34.4.16,607630,607676,94423,94430,ref-m.4.9.3.14.29,ref-m.4.9.3.14.36,46709,46747,7846,7852,ref-sifre-d.34.4.10,ref-sifre-d.34.4.16,שנקראו בנים למקום שנאמר בנים אתם לה' אלהיכם ,קרויים בנים שנאמר בנים אתם לה' אלהיכם ,8,7,621,38,0.22727272727272727,0.375
39,ref-m.4.9.6.9.96-ref-m.4.9.6.9.110,ref-sifre-d.34.7.6-ref-sifre-d.34.8.7,621673,621763,96767,96780,ref-m.4.9.6.9.96,ref-m.4.9.6.9.110,47443,47532,7973,7986,ref-sifre-d.34.7.6,ref-sifre-d.34.8.7,תנחה אותך בשכבך תשמור עליך והקיצות היא תשיחך בהתהלכך תנחה אותך בעולם הזה בשכבך תשמור ,תנחה אותך ובשכבך תשמר עליו והקיצות היא תשיחך בהתהלכך תנחה אותך בעולם הזה בשכבך תשמר ,15,15,638,39,0.047058823529411764,0.25
41,ref-m.1.1.1.3.4-ref-m.1.1.1.3.37,ref-sifre-d.34.10.10-ref-sifre-d.34.10.45,719,915,112,136,ref-m.1.1.1.3.4,ref-m.1.1.1.3.37,47741,47943,8019,8045,ref-sifre-d.34.10.10,ref-sifre-d.34.10.45,בערב כל אדם יטו ויקראו ובבוקר יעמדו שנאמר ובשכבך ובקומך ובית הלל אומרים כל אדם קורא כדרכו שנאמר ובלכתך בדרך אם כן למה נאמר ובשכבך ובקומך בשעה שבני אדם שוכבים ובשעה שבני אדם עומדים ,בערב כל אדם יטו ויקרו ובבקר יעמדו שנאמר ובשכבך ובקומך ובית הלל אומרים כל אדם קורים כדרכם שנאמר ובלכתך בדרך אם כן למה נאמר בשכבך ובקומך אלא בשעה שבני אדם שוכבים ובשעה שדרך בני אדם עומדים ,34,36,2,41,0.07526881720430108,0.125
43,ref-m.1.1.1.3.4-ref-m.1.1.1.3.37,ref-sifre-d.34.13.4-ref-sifre-d.34.13.39,719,915,112,136,ref-m.1.1.1.3.4,ref-m.1.1.1.3.37,48282,48484,8096,8122,ref-sifre-d.34.13.4,ref-sifre-d.34.13.39,בערב כל אדם יטו ויקראו ובבוקר יעמדו שנאמר ובשכבך ובקומך ובית הלל אומרים כל אדם קורא כדרכו שנאמר ובלכתך בדרך אם כן למה נאמר ובשכבך ובקומך בשעה שבני אדם שוכבים ובשעה שבני אדם עומדים ,בערב כל אדם יטו ויקרו ובבקר יעמדו שנאמר ובשכבך ובקומך ובית הלל אומרים כל אדם קורים כדרכם שנאמר ובלכתך בדרך אם כן למה נאמר בשכבך ובקומך אלא בשעה שבני אדם שוכבים ובשעה שדרך בני אדם עומדים ,34,36,3,43,0.07526881720430108,0.125
44,ref-m.4.10.1.4.38-ref-m.4.10.1.4.47,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,624107,624156,97184,97193,ref-m.4.10.1.4.38,ref-m.4.10.1.4.47,51448,51495,8632,8641,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,643,44,0.2127659574468085,0.4285714285714286
45,ref-m.4.10.1.4.38-ref-m.4.10.1.4.56,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,624107,624205,97184,97202,ref-m.4.10.1.4.38,ref-m.4.10.1.4.56,51683,51764,8674,8690,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,שנאמר כאן עדה ונאמר להלן עדה מה עדה האמור להלן עד שיהיו כולם ראויין להוראה אף עדה האמורה כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,19,17,648,45,0.3763440860215054,0.6428571428571428
48,ref-m.2.2.8.4.15-ref-m.2.2.8.4.22,ref-sifre-d.36.6.5-ref-sifre-d.36.6.17,173447,173501,26677,26684,ref-m.2.2.8.4.15,ref-m.2.2.8.4.22,52293,52381,8784,8796,ref-sifre-d.36.6.5,ref-sifre-d.36.6.17,בבית התבן ובבית הבקר ובבית העצים ובבית האוצרות ,בתים והלולים והרפת ומתבן ובית התבן ובית הבקר ובית האוצרות ובית העצים ואוצרות ,8,13,146,48,0.5064935064935064,0.5
49,ref-m.3.5.8.2.21-ref-m.3.5.8.2.28,ref-sifre-d.36.6.5-ref-sifre-d.36.6.17,398805,398848,62157,62164,ref-m.3.5.8.2.21,ref-m.3.5.8.2.28,52293,52381,8784,8796,ref-sifre-d.36.6.5,ref-sifre-d.36.6.17,בית התבן בית הבקר בית העצים בית האוצרות ,בתים והלולים והרפת ומתבן ובית התבן ובית הבקר ובית האוצרות ובית העצים ואוצרות ,8,13,337,49,0.5194805194805194,0.4444444444444444
51,ref-m.1.8.3.8.4-ref-m.1.8.3.8.17,ref-sifre-d.36.8.20-ref-sifre-d.36.8.27,101478,101569,15611,15624,ref-m.1.8.3.8.4,ref-m.1.8.3.8.17,52682,52726,8852,8859,ref-sifre-d.36.8.20,ref-sifre-d.36.8.27,ופתוחות לחול תוכן חול וגגותיהן קודש בנויות בחול ופתוחות לקודש תוכן קודש וגגותיהן חול ,פתוחות לקודש תוכן קדש פתוחות לחול תוכן חול ,14,8,99,51,0.5647058823529412,0.33333333333333337
52,ref-m.4.3.3.7.37-ref-m.4.3.3.7.50,ref-sifre-d.36.8.20-ref-sifre-d.36.8.27,491310,491384,76789,76802,ref-m.4.3.3.7.37,ref-m.4.3.3.7.50,52682,52726,8852,8859,ref-sifre-d.36.8.20,ref-sifre-d.36.8.27,ופותחה לתוך ביתו לא יפתח אדם לחצר השותפין פתח כנגד פתח וחלון כנגד חלון ,פתוחות לקודש תוכן קדש פתוחות לחול תוכן חול ,14,8,471,52,0.6901408450704225,0.9090909090909091
53,ref-m.2.3.10.4.33-ref-m.2.3.10.4.44,ref-sifre-d.37.9.55-ref-sifre-d.37.9.63,197841,197907,30464,30475,ref-m.2.3.10.4.33,ref-m.2.3.10.4.44,55225,55276,9274,9282,ref-sifre-d.37.9.55,ref-sifre-d.37.9.63,אנו אוכלין שאר ירקות הלילה הזה מרור שבכל הלילות אנו אוכלין בשר ,ואני עשיר אביך מאכילך ירק וקטנית ואני מאכילך בשר ,12,9,171,53,0.6349206349206349,0.75
55,ref-m.1.11.3.2.23-ref-m.1.11.3.2.30,ref-sifre-d.37.17.101-ref-sifre-d.37.17.127,125792,125830,19324,19331,ref-m.1.11.3.2.23,ref-m.1.11.3.2.30,57269,57404,9639,9664,ref-sifre-d.37.17.101,ref-sifre-d.37.17.127,אומר קומו ונעלה ציון אל בית ה' אלהינו ,שנאמר וקמת ועלית והלכו עמים רבים ואמרו לכו ונעלה אל הר בית ה' ואומר כי יש יום קראו נוצרים בהר אפרים קומו נעלה ציון אל ה' אלהינו ,8,27,136,55,0.75,0.6363636363636364
56,ref-m.1.11.3.2.24-ref-m.1.11.3.2.30,ref-sifre-d.37.17.122-ref-sifre-d.37.17.127,125797,125830,19325,19331,ref-m.1.11.3.2.24,ref-m.1.11.3.2.30,57377,57404,9659,9664,ref-sifre-d.37.17.122,ref-sifre-d.37.17.127,קומו ונעלה ציון אל בית ה' אלהינו ,קומו נעלה ציון אל ה' אלהינו ,7,6,137,56,0.15151515151515152,0.375
57,ref-m.3.3.3.2.23-ref-m.3.3.3.2.34,ref-sifre-d.38.1.23-ref-sifre-d.38.2.11,348394,348464,54002,54013,ref-m.3.3.3.2.23,ref-m.3.3.3.2.34,57516,57591,9683,9696,ref-sifre-d.38.1.23,ref-sifre-d.38.2.11,ואם שתיתי ונזכר שאכל ושתה שאני אוכל ושאני שותה ושכח ואכל ושתה ,"שותה גבוה אינו שותה ארץ מצרים גלוי שותה שאין גלוי אין שותה א""י גלוי ושאין ",12,15,276,57,0.6486486486486487,0.9333333333333333
58,ref-m.4.4.10.6.111-ref-m.4.4.10.6.125,ref-sifre-d.38.9.32-ref-sifre-d.38.9.44,534223,534307,83481,83494,ref-m.4.4.10.6.111,ref-m.4.4.10.6.125,59979,60061,10088,10099,ref-sifre-d.38.9.32,ref-sifre-d.38.9.44,שכל זמן שהרשעים בעולם חרון אף בעולם אבדו רשעים מן העולם נסתלק חרון אף מן העולם ,שכל זמן שצדיקים בעולם ברכה בעולם נסתלקו צדיקים מן העולם נסתלקה ברכה מן העולם ,16,14,539,58,0.3291139240506329,0.6153846153846154
59,ref-m.3.2.10.4.7-ref-m.3.2.10.4.26,ref-sifre-d.38.10.131-ref-sifre-d.38.11.12,339480,339570,52553,52571,ref-m.3.2.10.4.7,ref-m.3.2.10.4.26,61063,61133,10259,10273,ref-sifre-d.38.10.131,ref-sifre-d.38.11.12,כתובתה של זו מנה ושל זו מאתים ושל זו שלש מאות ואין שם אלא מנה חולקות בשוה היו שם מאתים ,שהייתם אתם שם אתה אומר לכך בא הכתוב להקיש ביאתה של זו לביאתה של זו ,20,15,272,59,0.7241379310344828,0.7647058823529411
60,ref-m.6.4.8.8.3-ref-m.6.4.8.8.15,ref-sifre-d.39.7.16-ref-sifre-d.39.7.25,931572,931642,145205,145212,ref-m.6.4.8.8.3,ref-m.6.4.8.8.15,63094,63145,10611,10620,ref-sifre-d.39.7.16,ref-sifre-d.39.7.25,כמקוה שנאמר ולמקוה המים קרא ימים דברי רבי מאיר רבי יהודה אומר הים ,ולמקוה המים קרא ימים והרי ים אחד הוא שנאמר יקוו ,13,10,824,60,0.5151515151515151,0.5833333333333333
61,ref-m.6.6.5.4.3-ref-m.6.6.5.4.15,ref-sifre-d.39.7.16-ref-sifre-d.39.7.25,967835,967905,150767,150774,ref-m.6.6.5.4.3,ref-m.6.6.5.4.15,63094,63145,10611,10620,ref-sifre-d.39.7.16,ref-sifre-d.39.7.25,כמקוה שנאמר ולמקוה המים קרא ימים דברי רבי מאיר רבי יהודה אומר הים ,ולמקוה המים קרא ימים והרי ים אחד הוא שנאמר יקוו ,13,10,829,61,0.5151515151515151,0.5833333333333333
62,ref-m.5.9.3.7.34-ref-m.5.9.3.7.42,ref-sifre-d.40.1.23-ref-sifre-d.40.1.34,776704,776738,120951,120959,ref-m.5.9.3.7.34,ref-m.5.9.3.7.42,64363,64413,10851,10860,ref-sifre-d.40.1.23,ref-sifre-d.40.1.34,לא יפתח ואיש לא יבא בו כי ה' אלהי ,לא איש מדבר לא אדם בו ומה תלמוד לומר ארץ ה' אלהיך ,9,12,810,62,0.6,0.8333333333333334
63,ref-m.5.10.4.2.31-ref-m.5.10.4.2.39,ref-sifre-d.40.1.23-ref-sifre-d.40.1.34,793330,793364,123715,123723,ref-m.5.10.4.2.31,ref-m.5.10.4.2.39,64363,64413,10851,10860,ref-sifre-d.40.1.23,ref-sifre-d.40.1.34,לא יפתח ואיש לא יבא בו כי ה' אלהי ,לא איש מדבר לא אדם בו ומה תלמוד לומר ארץ ה' אלהיך ,9,12,812,63,0.6,0.8333333333333334
64,ref-m.2.9.1.7.6-ref-m.2.9.1.7.11,ref-sifre-d.40.9.7-ref-sifre-d.40.9.12,258412,258459,39996,40001,ref-m.2.9.1.7.6,ref-m.2.9.1.7.11,66318,66367,11174,11179,ref-sifre-d.40.9.7,ref-sifre-d.40.9.12,במשא ומתן בבנין ובנטיעה באירוסין ובנשואין ,במשא ובמתן בבנין ובנטיעה באירוסים ובנישואים ,6,6,188,64,0.09090909090909091,0.2857142857142857
65,ref-m.4.7.8.7.80-ref-m.4.7.8.7.95,ref-sifre-d.41.22.37-ref-sifre-d.41.22.56,585720,585797,91027,91041,ref-m.4.7.8.7.80,ref-m.4.7.8.7.95,71538,71629,12035,12053,ref-sifre-d.41.22.37,ref-sifre-d.41.22.56,הנני שולח לכם את אליה הנביא וגומר והשיב לב אבות על בנים ולב בנים על אבותם ,הנה אנכי שולח לכם את אליהו הנביא לפני בוא יום ה' והשיב לב אבות על בנים ולב בנים על אבותם ,16,20,607,65,0.20224719101123595,0.3529411764705882
66,ref-m.1.1.9.5.16-ref-m.1.1.9.5.21,ref-sifre-d.41.25.12-ref-sifre-d.41.25.17,10834,10865,1650,1655,ref-m.1.1.9.5.16,ref-m.1.1.9.5.21,72095,72126,12135,12140,ref-sifre-d.41.25.12,ref-sifre-d.41.25.17,בכל לבבך ובכל נפשך ובכל מאדך ,בכל לבבך ובכל נפשך ובכל מאדך ,6,6,15,66,0.0,0.0
