,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
12,ref-sifre-d.1.18.129-ref-sifre-d.1.18.150,ref-b.5.05.15a.199-ref-b.5.05.15a.218,4208,4331,701,722,ref-sifre-d.1.18.129,ref-sifre-d.1.18.150,8152119,8152233,1184945,1184964,ref-b.5.5.15a.199,ref-b.5.5.15a.218,"נסיונות שנסו אבותינו הקב""ה במדבר ואלו הם ב' בים וב' במים וב' במן ב' בשליו ואחד במעשה העגל ואחד במדבר פארן ואחד ","נסיונות ניסו אבותינו להקב""ה שנים בים ושנים במים שנים במן שנים בשליו אחת בעגל ואחת במדבר פארן שנים בים אחת ",22,20,12,3196,0.44144144144144143,0.3805970149253731,0.3063063063063063
13,ref-sifre-d.1.20.160-ref-sifre-d.1.20.166,ref-b.3.05.36b.80-ref-b.3.05.36b.94,5435,5472,901,907,ref-sifre-d.1.20.160,ref-sifre-d.1.20.166,3903674,3903737,569005,569019,ref-b.3.5.36b.80,ref-b.3.5.36b.94,והלכו עמים רבים ואמרו לכו ונעלה אל ,עם רב ויאמר אליהם יהושע אם עם רב אתה עלה לך היערה אמר להן לכו ,7,15,13,1355,0.7258064516129032,0.5522388059701493,0.6612903225806451
14,ref-sifre-d.1.20.160-ref-sifre-d.1.20.169,ref-b.2.04.88a.44-ref-b.2.04.88a.56,5435,5486,901,910,ref-sifre-d.1.20.160,ref-sifre-d.1.20.169,1522584,1522644,220287,220299,ref-b.2.4.88a.44,ref-b.2.4.88a.56,והלכו עמים רבים ואמרו לכו ונעלה אל בית אלהי יעקב ,והלכו עמים רבים ואמרו לכו ונעלה אל הר ה' אל בית אלהי יעקב ,10,13,14,357,0.15517241379310345,0.15517241379310343,0.15517241379310345
15,ref-sifre-d.1.20.174-ref-sifre-d.1.20.179,ref-b.1.01.63a.660-ref-b.1.01.63a.665,5521,5548,915,920,ref-sifre-d.1.20.174,ref-sifre-d.1.20.179,338670,338697,50374,50379,ref-b.1.1.63a.660,ref-b.1.1.63a.665,כי מציון תצא תורה ודבר ה' ,כי מציון תצא תורה ודבר ה' ,6,6,15,143,0.0,0.0,0.0
16,ref-sifre-d.2.1.1-ref-sifre-d.2.1.7,ref-b.5.02.65a.179-ref-b.5.02.65a.185,5857,5887,968,974,ref-sifre-d.2.1.1,ref-sifre-d.2.1.7,7336937,7336967,1068282,1068288,ref-b.5.2.65a.179,ref-b.5.2.65a.185,אחד עשר יום מחורב דרך הר שעיר ,אחד עשר יום מחורב דרך הר שעיר ,7,7,16,2969,0.0,0.0,0.0
17,ref-sifre-d.2.1.27-ref-sifre-d.2.1.32,ref-b.2.10.29a.49-ref-b.2.10.29a.54,5994,6021,993,998,ref-sifre-d.2.1.27,ref-sifre-d.2.1.32,2406485,2406512,350172,350177,ref-b.2.10.29a.49,ref-b.2.10.29a.54,ויסעו מהר ה' דרך שלשת ימים ,ויסעו מהר ה' דרך שלשת ימים ,6,6,17,731,0.0,0.0,0.0
18,ref-sifre-d.2.2.64-ref-sifre-d.2.2.72,ref-b.5.01.119a.7-ref-b.5.01.119a.15,6552,6592,1093,1099,ref-sifre-d.2.2.64,ref-sifre-d.2.2.72,7129740,7129780,1038268,1038274,ref-b.5.1.119a.7,ref-b.5.1.119a.15,כי לא באתם עד עתה אל המנוחה ואל הנחלה ,כי לא באתם עד עתה אל המנוחה ואל הנחלה ,9,9,18,2880,0.0,0.0,0.0
19,ref-sifre-d.2.2.64-ref-sifre-d.2.2.72,ref-b.5.01.119a.161-ref-b.5.01.119a.169,6552,6592,1093,1099,ref-sifre-d.2.2.64,ref-sifre-d.2.2.72,7130482,7130522,1038388,1038394,ref-b.5.1.119a.161,ref-b.5.1.119a.169,כי לא באתם עד עתה אל המנוחה ואל הנחלה ,כי לא באתם עד עתה אל המנוחה ואל הנחלה ,9,9,19,2883,0.0,0.0,0.0
20,ref-sifre-d.2.2.66-ref-sifre-d.2.2.72,ref-b.2.11.10a.30-ref-b.2.11.10a.36,6558,6592,1094,1099,ref-sifre-d.2.2.66,ref-sifre-d.2.2.72,2452516,2452550,356730,356735,ref-b.2.11.10a.30,ref-b.2.11.10a.36,באתם עד עתה אל המנוחה ואל הנחלה ,באתם עד עתה אל המנוחה ואל הנחלה ,7,7,20,745,0.0,0.0,0.0
21,ref-sifre-d.2.2.131-ref-sifre-d.2.3.9,ref-b.2.09.2b.186-ref-b.2.09.2b.205,6882,6947,1151,1161,ref-sifre-d.2.2.131,ref-sifre-d.2.3.9,2178625,2178738,315702,315720,ref-b.2.9.2b.186,ref-b.2.9.2b.205,אבותיך לך ויהי בארבעים שנה בעשתי עשר חודש באחד לחודש דבר משה ,בחדש החמישי באחד לחדש וכתיב ויהי בארבעים שנה בעשתי עשר חדש באחד לחדש דבר משה וגו' מדקאי באב וקרי לה ,12,20,21,579,0.49,0.42156862745098034,0.46
23,ref-sifre-d.2.3.29-ref-sifre-d.2.3.39,ref-b.4.04.12a.86-ref-b.4.04.12a.102,7036,7094,1177,1186,ref-sifre-d.2.3.29,ref-sifre-d.2.3.39,5821272,5821364,846535,846549,ref-b.4.4.12a.86,ref-b.4.4.12a.102,"ולשלמה י""ב נציבים על כל ישראל ואומר ונציב אחד אשר בארץ ",ולשלמה שנים עשר נציבים על כל ישראל וכלכלו את המלך ואת חדש בשנה והכתיב ונציב אחד בארץ ,11,17,23,2058,0.47058823529411764,0.3908045977011494,0.4470588235294118
24,ref-sifre-d.2.3.61-ref-sifre-d.2.3.79,ref-b.2.09.11a.277-ref-b.2.09.11a.295,7199,7296,1205,1222,ref-sifre-d.2.3.61,ref-sifre-d.2.3.79,2205540,2205642,319726,319742,ref-b.2.9.11a.277,ref-b.2.9.11a.295,"ויאמר אליהם בן מאה וכ' שנה אנכי היום שאין תלמוד לומר היום ומה ת""ל היום היום מלאו ימי שנותי ","שנאמר ויאמר אליהם בן מאה ועשרים שנה אנכי היום שאין ת""ל היום ומה ת""ל היום היום מלאו ימי ושנותי ",19,19,24,611,0.2127659574468085,0.15000000000000002,0.13829787234042554
25,ref-sifre-d.2.3.61-ref-sifre-d.2.3.79,ref-b.3.05.13b.269-ref-b.3.05.13b.283,7199,7296,1205,1222,ref-sifre-d.2.3.61,ref-sifre-d.2.3.79,3838851,3838931,559236,559248,ref-b.3.5.13b.269,ref-b.3.5.13b.283,"ויאמר אליהם בן מאה וכ' שנה אנכי היום שאין תלמוד לומר היום ומה ת""ל היום היום מלאו ימי שנותי ","ויאמר אליהם בן מאה ועשרים שנה אנכי היום שאין ת""ל היום היום מלאו ימי ושנותי ",19,15,25,1287,0.2857142857142857,0.21505376344086025,0.24175824175824176
26,ref-sifre-d.2.3.75-ref-sifre-d.2.3.85,ref-b.3.04.6b.61-ref-b.3.04.6b.69,7270,7325,1218,1227,ref-sifre-d.2.3.75,ref-sifre-d.2.3.85,3670421,3670468,534219,534227,ref-b.3.4.6b.61,ref-b.3.4.6b.69,היום היום מלאו ימי שנותי מעת לעת ר' אומר היום מלאו ,ביום מלאת ימי נזרו התורה אמרה נטמא ביום מלאת ,11,9,26,1193,0.49019607843137253,0.3448275862068966,0.4117647058823529
27,ref-sifre-d.2.3.92-ref-sifre-d.2.3.99,ref-b.3.01.71b.149-ref-b.3.01.71b.156,7358,7406,1233,1240,ref-sifre-d.2.3.92,ref-sifre-d.2.3.99,2984351,2984398,435067,435074,ref-b.3.1.71b.149,ref-b.3.1.71b.156,ואומר והעם עלו מן הירדן בעשור לחודש הראשון ,שנאמר והעם עלו מן הירדן בעשור לחדש הראשון ,8,8,27,997,0.09302325581395349,0.11111111111111116,0.06976744186046512
28,ref-sifre-d.2.3.93-ref-sifre-d.2.3.98,ref-b.2.09.13a.158-ref-b.2.09.13a.163,7365,7398,1234,1239,ref-sifre-d.2.3.93,ref-sifre-d.2.3.98,2210812,2210844,320507,320512,ref-b.2.9.13a.158,ref-b.2.9.13a.163,והעם עלו מן הירדן בעשור לחודש ,והעם עלו מן הירדן בעשור לחדש ,6,6,28,621,0.03333333333333333,0.033333333333333326,0.03333333333333333
29,ref-sifre-d.2.3.93-ref-sifre-d.2.3.107,ref-b.3.07.38a.93-ref-b.3.07.38a.105,7365,7457,1234,1248,ref-sifre-d.2.3.93,ref-sifre-d.2.3.107,4387575,4387647,638836,638848,ref-b.3.7.38a.93,ref-b.3.7.38a.105,והעם עלו מן הירדן בעשור לחודש הראשון ויחנו בקצה הגלגל הוצא ומנה שלשים ושלשה למפרע ,והעם עלו מן הירדן בעשור לחדש הראשון צא מהן שלשים ושלשה ימים למפרע ,15,13,29,1661,0.34146341463414637,0.2790697674418605,0.2682926829268293
30,ref-sifre-d.2.3.112-ref-sifre-d.2.4.8,ref-b.2.09.2b.189-ref-b.2.09.2b.197,7480,7529,1253,1261,ref-sifre-d.2.3.112,ref-sifre-d.2.4.8,2178645,2178697,315705,315713,ref-b.2.9.2b.189,ref-b.2.9.2b.197,"חודש ד""א ויהי בארבעים שנה בעשתי עשר חודש באחד ",לחדש וכתיב ויהי בארבעים שנה בעשתי עשר חדש באחד ,9,9,30,580,0.1702127659574468,0.17647058823529416,0.1276595744680851
32,ref-sifre-d.2.4.26-ref-sifre-d.2.4.33,ref-b.2.04.56a.197-ref-b.2.04.56a.204,7623,7668,1275,1282,ref-sifre-d.2.4.26,ref-sifre-d.2.4.33,1408043,1408087,203840,203847,ref-b.2.4.56a.197,ref-b.2.4.56a.204,ויקרא יעקב אל בניו ויאמר האספו ואגידה לכם ,ויקרא יעקב אל בניו ויאמר האספו ואגידה לכם ,8,8,32,316,0.0,0.0,0.0
33,ref-sifre-d.2.6.58-ref-sifre-d.2.6.64,ref-b.3.03.38a.237-ref-b.3.03.38a.243,8496,8526,1407,1413,ref-sifre-d.2.6.58,ref-sifre-d.2.6.64,3575776,3575806,519842,519848,ref-b.3.3.38a.237,ref-b.3.3.38a.243,הנני ענו בי נגד ה' ונגד משיחו ,הנני ענו בי נגד ה' ונגד משיחו ,7,7,33,1182,0.0,0.0,0.0
34,ref-sifre-d.2.6.58-ref-sifre-d.2.6.70,ref-b.4.05.23b.310-ref-b.4.05.23b.328,8496,8556,1407,1419,ref-sifre-d.2.6.58,ref-sifre-d.2.6.70,6348240,6348329,925411,925428,ref-b.4.5.23b.310,ref-b.4.5.23b.328,הנני ענו בי נגד ה' ונגד משיחו ויאמרו לא ויאמר אליהם עד ה' ,הנני ענו בי נגד ה' ונגד משיחו את שור מי לקחתי ויאמרו לא עשקתנו ולא רצותנו ויאמר עד ה' ,13,19,34,2607,0.4069767441860465,0.36363636363636365,0.3953488372093023
35,ref-sifre-d.2.6.66-ref-sifre-d.2.7.12,ref-b.2.03.21a.233-ref-b.2.03.21a.249,8535,8638,1415,1429,ref-sifre-d.2.6.66,ref-sifre-d.2.7.12,967070,967154,141994,142010,ref-b.2.3.21a.233,ref-b.2.3.21a.249,לא ויאמר אליהם עד ה' בכם היום ויאמר עד וכן אתה מוצא בדוד שלא הוכיח את ישראל אלא סמוך למיתה שנאמר ,אמרו דוד ולא פירשו אמרו איוב ולא פירשו אמרו יחזקאל ולא פירשו עד שבא זכריה בן עדו ,21,17,35,236,0.7319587628865979,0.4107142857142857,0.5876288659793815
36,ref-sifre-d.2.8.16-ref-sifre-d.2.8.20,ref-b.4.06.12b.106-ref-b.4.06.12b.110,8730,8772,1445,1449,ref-sifre-d.2.8.16,ref-sifre-d.2.8.20,6379426,6379468,929811,929815,ref-b.4.6.12b.106,ref-b.4.6.12b.110,שבתורה הקלות והחמורות הזדונות והשגגות ,שבתורה הקלות והחמורות הזדונות והשגגות ,5,5,36,2643,0.0,0.0,0.0
37,ref-sifre-d.4.1.1-ref-sifre-d.4.1.7,ref-b.3.05.35b.128-ref-b.3.05.35b.134,9714,9751,1605,1611,ref-sifre-d.4.1.1,ref-sifre-d.4.1.7,3900592,3900629,568492,568498,ref-b.3.5.35b.128,ref-b.3.5.35b.134,בעבר הירדן בארץ מואב הואיל משה באר ,בעבר הירדן בארץ מואב הואיל משה באר ,7,7,37,1349,0.0,0.0,0.0
38,ref-sifre-d.4.1.41-ref-sifre-d.4.1.49,ref-b.4.06.36a.68-ref-b.4.06.36a.76,9927,9970,1642,1649,ref-sifre-d.4.1.41,ref-sifre-d.4.1.49,6456616,6456660,940705,940712,ref-b.4.6.36a.68,ref-b.4.6.36a.76,ויואל שאול את העם לאמר ארור העם אשר יאכל ,ויואל שאול את העם לאמר ארור האיש אשר יאכל ,9,9,38,2671,0.07142857142857142,0.11363636363636365,0.07142857142857142
39,ref-sifre-d.5.2.18-ref-sifre-d.5.2.28,ref-b.4.04.18a.4-ref-b.4.04.18a.12,10327,10385,1711,1721,ref-sifre-d.5.2.18,ref-sifre-d.5.2.28,5845305,5845351,850019,850027,ref-b.4.4.18a.4,ref-b.4.4.18a.12,עליכם ע' זקנים ושרי אלפים ושרי מאות ושרי נ' ושרי עשרות ,עליהם שרי אלפים שרי מאות שרי חמשים ושרי עשרות ,11,9,39,2075,0.32727272727272727,0.288135593220339,0.2727272727272727
40,ref-sifre-d.6.1.1-ref-sifre-d.6.1.14,ref-b.4.01.81b.88-ref-b.4.01.81b.96,10450,10515,1734,1747,ref-sifre-d.6.1.1,ref-sifre-d.6.1.14,4805698,4805742,698800,698808,ref-b.4.1.81b.88,ref-b.4.1.81b.96,פנו וסעו לכם זה דרך ערד וחרמה ובאו אל הר האמורי ואל כל שכניו ,פנו וסעו לכם ובאו הר האמורי ואל כל שכניו ,14,9,40,1759,0.32786885245901637,0.3278688524590164,0.32786885245901637
41,ref-sifre-d.6.2.8-ref-sifre-d.6.2.21,ref-b.5.05.30a.171-ref-b.5.05.30a.187,10764,10842,1793,1805,ref-sifre-d.6.2.8,ref-sifre-d.6.2.21,8203610,8203709,1192328,1192343,ref-b.5.5.30a.171,ref-b.5.5.30a.187,אתם להעמיד עליכם מלך ולבנות לכם בית הבחירה ומנין שאין לבנון אלא מלך שנאמר ,מנין שאינו מחשב אלא במנה שנאמר והשיב את העודף העודף שבידו מכרה לו במאתים והכסיפה ועמדה על ,14,17,41,3202,0.7888888888888889,0.3921568627450981,0.6555555555555556
42,ref-sifre-d.6.3.11-ref-sifre-d.6.3.17,ref-b.2.06.67a.201-ref-b.2.06.67a.207,11146,11187,1857,1863,ref-sifre-d.6.3.11,ref-sifre-d.6.3.17,1816162,1816203,263652,263658,ref-b.2.6.67a.201,ref-b.2.6.67a.207,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,שנאמר אם יהיו חטאיכם כשנים כשלג ילבינו ,7,7,42,481,0.0,0.0,0.0
43,ref-sifre-d.8.1.17-ref-sifre-d.8.1.22,ref-b.4.04.92a.456-ref-b.4.04.92a.459,11927,11954,1994,1999,ref-sifre-d.8.1.17,ref-sifre-d.8.1.22,6148642,6148663,894798,894801,ref-b.4.4.92a.456,ref-b.4.4.92a.459,נאמר חבקוק ג עריה תעור קשתך ,שנאמר עריה תעור קשתך ,6,4,43,2416,0.32142857142857145,0.31034482758620685,0.2857142857142857
44,ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,ref-b.4.03.15b.374-ref-b.4.03.15b.383,12303,12349,2063,2071,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,5420914,5420966,788583,788592,ref-b.4.3.15b.374,ref-b.4.3.15b.383,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,שאמרת לו קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,9,10,44,1935,0.16326530612244897,0.16000000000000003,0.14285714285714285
45,ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,ref-b.4.03.16a.118-ref-b.4.03.16a.127,12303,12349,2063,2071,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,5422587,5422639,788866,788875,ref-b.4.3.16a.118,ref-b.4.3.16a.127,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,שאמרת לו קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,9,10,45,1939,0.16326530612244897,0.16000000000000003,0.14285714285714285
46,ref-sifre-d.8.1.91-ref-sifre-d.8.1.99,ref-b.4.04.111a.276-ref-b.4.04.111a.285,12303,12349,2063,2071,ref-sifre-d.8.1.91,ref-sifre-d.8.1.99,6265985,6266041,913723,913732,ref-b.4.4.111a.276,ref-b.4.4.111a.285,שנאמר קום לך בארץ לארכה ולרחבה כי לך אתננה ,אמרתי לאברהם קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,9,10,46,2497,0.24528301886792453,0.2545454545454545,0.22641509433962265
47,ref-sifre-d.8.1.92-ref-sifre-d.8.1.99,ref-b.2.02.118a.287-ref-b.2.02.118a.299,12310,12349,2064,2071,ref-sifre-d.8.1.92,ref-sifre-d.8.1.99,738728,738796,109138,109150,ref-b.2.2.118a.287,ref-b.2.2.118a.299,קום לך בארץ לארכה ולרחבה כי לך אתננה ,קום התהלך בארץ לארכה וגו' ולא כיצחק שכתוב בו כי לך ולזרעך אתן ,8,13,47,204,0.5161290322580645,0.453125,0.4838709677419355
48,ref-sifre-d.8.1.92-ref-sifre-d.8.1.99,ref-b.4.03.100a.109-ref-b.4.03.100a.116,12310,12349,2064,2071,ref-sifre-d.8.1.92,ref-sifre-d.8.1.99,5619125,5619167,817806,817813,ref-b.4.3.100a.109,ref-b.4.3.100a.116,קום לך בארץ לארכה ולרחבה כי לך אתננה ,קום התהלך בארץ לארכה ולרחבה כי לך אתננה ,8,8,48,1989,0.075,0.07499999999999996,0.075
49,ref-sifre-d.8.2.17-ref-sifre-d.8.2.26,ref-b.3.01.98a.266-ref-b.3.01.98a.273,12703,12749,2132,2139,ref-sifre-d.8.2.17,ref-sifre-d.8.2.26,3072969,3073007,447721,447728,ref-b.3.1.98a.266,ref-b.3.1.98a.273,השיב את גבול ארץ ישראל מלבוא חמת עד ים הערבה ,השיב גבול ישראל מלבא חמת עד ים הערבה ,10,8,49,1043,0.17777777777777778,0.1777777777777778,0.17777777777777778
50,ref-sifre-d.8.3.8-ref-sifre-d.9.1.10,ref-b.4.04.92a.790-ref-b.4.04.92a.805,12783,12866,2147,2160,ref-sifre-d.8.3.8,ref-sifre-d.9.1.10,6150396,6150483,895071,895085,ref-b.4.4.92a.790,ref-b.4.4.92a.805,אלו בניהם אחריהם אלו ימות המשיח ואומר אליכם בעת ההיא לאמר אמר להם משה לא מעצמי ,המתים שנאמר ויאמר אלי בן אדם העצמות האלה כל בית ישראל המה הנה אומרים יבשו עצמותינו ,16,16,50,2417,0.7349397590361446,0.21978021978021978,0.5301204819277109
52,ref-sifre-d.9.1.33-ref-sifre-d.9.1.42,ref-b.3.05.35a.45-ref-b.3.05.35a.53,12970,13024,2178,2185,ref-sifre-d.9.1.33,ref-sifre-d.9.1.42,3897326,3897377,567963,567969,ref-b.3.5.35a.45,ref-b.3.5.35a.53,שהוציאם ממצרים וקרע להם את הים והוריד להם את המן ,הוציאנו ממצרים וקרע לנו את הים והאכילנו את המן ,10,9,52,1348,0.22448979591836735,0.2857142857142857,0.20408163265306123
53,ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,ref-b.4.01.119a.184-ref-b.4.01.119a.200,13703,13777,2305,2320,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,4952995,4953070,720015,720030,ref-b.4.1.119a.184,ref-b.4.1.119a.200,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,תגזול דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,17,17,53,1784,0.0136986301369863,0.013698630136986356,0.0136986301369863
54,ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,ref-b.4.02.111b.445-ref-b.4.02.111b.462,13703,13777,2305,2320,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,5341936,5342016,776776,776792,ref-b.4.2.111b.445,ref-b.4.2.111b.462,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,תגזל דל כי דל הוא ואל תדכא עני בשער וכתיב כי ה' יריב ריבם וקבע את קבעיהם נפש ,17,18,54,1905,0.09090909090909091,0.06493506493506496,0.07792207792207792
55,ref-sifre-d.9.2.112-ref-sifre-d.9.2.128,ref-b.4.04.7a.481-ref-b.4.04.7a.497,13703,13777,2305,2320,ref-sifre-d.9.2.112,ref-sifre-d.9.2.128,5804968,5805043,844151,844166,ref-b.4.4.7a.481,ref-b.4.4.7a.497,תגזל דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,תגזול דל כי דל הוא ואל תדכא עני בשער כי ה' יריב ריבם וקבע את קובעיהם נפש ,17,17,55,2048,0.0136986301369863,0.013698630136986356,0.0136986301369863
56,ref-sifre-d.10.1.22-ref-sifre-d.10.1.29,ref-b.1.01.32a.1359-ref-b.1.01.32a.1366,13891,13930,2340,2346,ref-sifre-d.10.1.22,ref-sifre-d.10.1.29,171591,171630,25411,25417,ref-b.1.1.32a.1359,ref-b.1.1.32a.1366,אך צדיקים יודו לשמך ישבו ישרים את פניך ,אך צדיקים יודו לשמך ישבו ישרים את פניך ,8,8,56,95,0.0,0.0,0.0
57,ref-sifre-d.10.1.22-ref-sifre-d.10.1.29,ref-b.1.01.32a.1392-ref-b.1.01.32a.1399,13891,13930,2340,2346,ref-sifre-d.10.1.22,ref-sifre-d.10.1.29,171762,171800,25439,25445,ref-b.1.1.32a.1392,ref-b.1.1.32a.1399,אך צדיקים יודו לשמך ישבו ישרים את פניך ,אך צדיקים יודו לשמך ישבו ישרים את פניך ,8,8,57,96,0.0,0.0,0.0
