,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
12,ref-mek.1.1.1.671-ref-mek.1.1.1.688,ref-b.4.01.114b.153-ref-b.4.01.114b.162,3432,3523,554,571,ref-mek.1.1.1.671,ref-mek.1.1.1.688,4932100,4932149,716883,716892,ref-b.4.1.114b.153,ref-b.4.1.114b.162,כבוד האב וכבוד הבן ואחד תבע כבוד האב ולא כבוד הבן ואחד תבע כבוד הבן ולא כבוד האב ,כבוד אביהן טעמא מפני כבוד אביהן הא לאו כבוד אביהן ,18,10,12,1589,0.5925925925925926,0.5444444444444445,0.5555555555555556
13,ref-mek.1.1.1.760-ref-mek.1.1.1.770,ref-b.2.02.63a.374-ref-b.2.02.63a.386,3908,3959,640,650,ref-mek.1.1.1.760,ref-mek.1.1.1.770,550523,550587,81563,81575,ref-b.2.2.63a.374,ref-b.2.2.63a.386,שנאמר ויהי דבר ה' אל יונה שנית לאמר שנית נדבר עמו ,שנאמר אז נדברו יראי ה' וגו' אין דיבור אלא נחת שנאמר ידבר עמים ,11,13,13,211,0.5645161290322581,0.3529411764705882,0.45161290322580644
14,ref-mek.1.1.1.764-ref-mek.1.1.1.772,ref-b.3.01.98a.145-ref-b.3.01.98a.164,3928,3971,644,652,ref-mek.1.1.1.764,ref-mek.1.1.1.772,3072372,3072466,447633,447648,ref-b.3.1.98a.145,ref-b.3.1.98a.164,אל יונה שנית לאמר שנית נדבר עמו ולא שלישית ,דברים גר נושא אשת אחיו מאמו ואמר ויהי דבר ה' אל יונה שנית לאמר שנית דברה עמו שכינה שלישית לא ,9,20,14,959,0.5913978494623656,0.5376344086021505,0.5806451612903226
15,ref-mek.1.1.1.764-ref-mek.1.1.1.772,ref-b.3.01.98a.251-ref-b.3.01.98a.260,3928,3971,644,652,ref-mek.1.1.1.764,ref-mek.1.1.1.772,3072898,3072945,447706,447715,ref-b.3.1.98a.251,ref-b.3.1.98a.260,אל יונה שנית לאמר שנית נדבר עמו ולא שלישית ,אל יונה שנית לאמר שנית דברה עמו שכינה שלישית לא ,9,10,15,960,0.20833333333333334,0.1428571428571429,0.1875
18,ref-mek.1.1.1.807-ref-mek.1.1.1.811,ref-b.1.01.32a.512-ref-b.1.01.32a.516,4150,4173,682,685,ref-mek.1.1.1.807,ref-mek.1.1.1.811,167200,167223,24714,24717,ref-b.1.1.32a.512,ref-b.1.1.32a.516,ואם אין מחני נא מספרך ,ואם אין מחני נא מספרך ,5,5,18,104,0.0,0.0,0.0
19,ref-mek.1.1.1.807-ref-mek.1.1.1.813,ref-b.2.09.16b.357-ref-b.2.09.16b.363,4150,4183,682,687,ref-mek.1.1.1.807,ref-mek.1.1.1.813,2221844,2221876,322198,322203,ref-b.2.9.16b.357,ref-b.2.9.16b.363,ואם אין מחני נא מספרך אשר כתבת א,ואם אין מחני נא מספרך אשר כתבת ,8,7,19,706,0.03125,0.03125,0.03125
20,ref-mek.1.1.1.809-ref-mek.1.1.1.813,ref-b.2.09.16b.364-ref-b.2.09.16b.376,4159,4183,683,687,ref-mek.1.1.1.809,ref-mek.1.1.1.813,2221877,2221935,322204,322212,ref-b.2.9.16b.364,ref-b.2.9.16b.376,מחני נא מספרך אשר כתבת א,מחני נא זה ספרן של רשעים מספרך זה ספרן של צדיקים אשר כתבת ,6,13,20,707,0.6206896551724138,0.6101694915254237,0.603448275862069
21,ref-mek.1.1.1.820-ref-mek.1.1.1.826,ref-b.2.02.127a.339-ref-b.2.02.127a.344,4207,4239,693,699,ref-mek.1.1.1.820,ref-mek.1.1.1.826,773954,773979,114255,114260,ref-b.2.2.127a.339,ref-b.2.2.127a.344,נא הרוג אם מצאתי חן בעיניך ואל ,אם נא מצאתי חן בעיניך אל ,7,6,21,266,0.2903225806451613,0.19354838709677424,0.25806451612903225
22,ref-mek.1.1.1.856-ref-mek.1.1.1.872,ref-b.3.03.8a.64-ref-b.3.03.8a.75,4390,4480,726,738,ref-mek.1.1.1.856,ref-mek.1.1.1.872,3518362,3518420,511286,511297,ref-b.3.3.8a.64,ref-b.3.3.8a.75,לאמר צא ואמור אליהם מיד דברי ר' ישמעאל שנאמר ויצא ודבר ר' אליעזר אומר צא ואמור אליהם ,שנאמר ויאמר אלי קום צא אל הבקעה ושם אדבר אותך ואצא אל ,17,12,22,1050,0.6235294117647059,0.4382022471910112,0.6
23,ref-mek.1.1.1.873-ref-mek.1.1.1.890,ref-b.2.06.77a.147-ref-b.2.06.77a.155,4481,4577,739,755,ref-mek.1.1.1.873,ref-mek.1.1.1.890,1853682,1853731,269194,269202,ref-b.2.6.77a.147,ref-b.2.6.77a.155,והשיבני דבר שנאמר וישב משה את דברי העם אל ה' ואומר האיש לבוש הבדים אשר קסת הסופר במתניו ,האיש לבוש הבדים אשר הקסת במתניו משיב דבר לאמר ,18,9,23,577,0.7159090909090909,0.4772727272727273,0.6477272727272727
25,ref-mek.1.1.1.874-ref-mek.1.1.1.882,ref-b.2.06.86b.144-ref-b.2.06.86b.151,4490,4529,740,747,ref-mek.1.1.1.874,ref-mek.1.1.1.882,1891902,1891944,274869,274876,ref-b.2.6.86b.144,ref-b.2.6.86b.151,דבר שנאמר וישב משה את דברי העם אל ה' ,בדברים שנאמר קחו עמכם דברים ושובו אל ה' ,9,8,25,625,0.475,0.32608695652173914,0.35
26,ref-mek.1.1.1.876-ref-mek.1.1.1.882,ref-b.2.02.87a.218-ref-b.2.02.87a.224,4501,4529,742,747,ref-mek.1.1.1.876,ref-mek.1.1.1.882,623971,623999,92228,92233,ref-b.2.2.87a.218,ref-b.2.2.87a.224,וישב משה את דברי העם אל ה' ,וישב משה את דברי העם אל ה' ,7,7,26,225,0.0,0.0,0.0
27,ref-mek.1.1.1.884-ref-mek.1.1.1.890,ref-b.2.02.55a.261-ref-b.2.02.55a.268,4537,4577,749,755,ref-mek.1.1.1.884,ref-mek.1.1.1.890,518689,518737,76828,76835,ref-b.2.2.55a.261,ref-b.2.2.55a.268,האיש לבוש הבדים אשר קסת הסופר במתניו ,ואיש אחד בתוכם לבוש הבדים וקסת הסופר במתניו ,7,8,27,204,0.3409090909090909,0.276595744680851,0.2727272727272727
28,ref-mek.1.1.1.892-ref-mek.1.1.1.898,ref-b.4.03.24b.475-ref-b.4.03.24b.481,4583,4626,757,763,ref-mek.1.1.1.892,ref-mek.1.1.1.898,5454401,5454443,793758,793764,ref-b.4.3.24b.475,ref-b.4.3.24b.481,ואומר התשלח ברקים וילכו ויאמרו לך הננו ,שנאמר התשלח ברקים וילכו ויאמרו לך הננו ,7,7,28,1698,0.07692307692307693,0.09756097560975607,0.05128205128205128
30,ref-mek.1.1.1.899-ref-mek.1.1.1.926,ref-b.4.03.24b.455-ref-b.4.03.24b.491,4627,4788,764,785,ref-mek.1.1.1.899,ref-mek.1.1.1.926,5454274,5454508,793740,793772,ref-b.4.3.24b.455,ref-b.4.3.24b.491,"שלוחי הקב""ה לא כשלוחי בשר ודם ששלוחי בשר ודם צריכים לחזור אצל שולחיהם אבל לפניך אינו כן אלא התשלח ברקים וילכו וישובו לא נאמר אלא וילכו ויאמרו בכל מקום ",שלוחיך לא כשלוחי בשר ודם שלוחי בשר ודם ממקום שמשתלחים לשם מחזירים שליחותן אבל שלוחיך למקום שמשתלחין משם מחזירין שליחותן שנאמר התשלח ברקים וילכו ויאמרו לך הננו יבואו ויאמרו לא נאמר אלא וילכו ויאמרו מלמד שהשכינה בכל מקום ,29,38,30,1697,0.4748858447488584,0.3555555555555555,0.4383561643835616
31,ref-mek.1.1.1.962-ref-mek.1.1.1.968,ref-b.2.02.55a.247-ref-b.2.02.55a.253,4984,5022,816,822,ref-mek.1.1.1.962,ref-mek.1.1.1.968,518614,518652,76814,76820,ref-b.2.2.55a.247,ref-b.2.2.55a.253,והנה ששה אנשים באים מדרך שער העליון ,והנה ששה אנשים באים מדרך שער העליון ,7,7,31,203,0.0,0.0,0.0
32,ref-mek.1.1.1.970-ref-mek.1.1.1.975,ref-b.2.09.31a.317-ref-b.2.09.31a.323,5029,5064,824,829,ref-mek.1.1.1.970,ref-mek.1.1.1.975,2272808,2272848,329987,329993,ref-b.2.9.31a.317,ref-b.2.9.31a.323,וכתוב אלהי ישראל נעלה מעל הכרובים ,וכתיב וכבוד אלהי ישראל נעלה מעל הכרוב ,6,7,32,726,0.21052631578947367,0.15384615384615385,0.15789473684210525
33,ref-mek.1.1.1.1056-ref-mek.1.1.1.1067,ref-b.2.10.30b.310-ref-b.2.10.30b.322,5499,5557,903,913,ref-mek.1.1.1.1056,ref-mek.1.1.1.1067,2415516,2415577,351468,351479,ref-b.2.10.30b.310,ref-b.2.10.30b.322,לא היה מדבר עמו שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,לא היה דבור עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,12,13,33,776,0.1016949152542373,0.08333333333333337,0.0847457627118644
34,ref-mek.1.1.1.1056-ref-mek.1.1.1.1067,ref-b.4.03.121a.223-ref-b.4.03.121a.235,5499,5557,903,913,ref-mek.1.1.1.1056,ref-mek.1.1.1.1067,5656676,5656738,823429,823440,ref-b.4.3.121a.223,ref-b.4.3.121a.235,לא היה מדבר עמו שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,לא היה דיבור עם משה שנאמר ויהי כאשר תמו כל אנשי המלחמה למות ,12,13,34,1733,0.11666666666666667,0.09836065573770492,0.1
35,ref-mek.1.1.1.1179-ref-mek.1.1.1.1184,ref-b.4.04.93b.122-ref-b.4.04.93b.126,6137,6165,1016,1021,ref-mek.1.1.1.1179,ref-mek.1.1.1.1184,6156685,6156706,896054,896058,ref-b.4.4.93b.122,ref-b.4.4.93b.126,ותנח עליהם הרוח נחה רוח ה' ,ונחה עליו רוח ה' רוח ,6,5,35,2023,0.4074074074074074,0.2857142857142857,0.3333333333333333
36,ref-mek.1.2.1.26-ref-mek.1.2.1.43,ref-b.5.02.29a.339-ref-b.5.02.29a.353,6728,6828,1125,1138,ref-mek.1.2.1.26,ref-mek.1.2.1.43,7224670,7224745,1051996,1052007,ref-b.5.2.29a.339,ref-b.5.2.29a.353,דברים שנתקשה משה והראהו המקום את כלן באצבע כיוצא בדבר אתה אומר וזה לכם הטמא וזה מעשה המנורה ,וזה מעשה המנורה תנא דבי רבי ישמעאל שלשה דברים היו קשין לו למשה עד שהראה ,18,15,36,2378,0.717391304347826,0.4077669902912622,0.5978260869565217
38,ref-mek.1.2.1.110-ref-mek.1.2.1.126,ref-b.2.13.18a.30-ref-b.2.13.18a.37,7170,7252,1199,1214,ref-mek.1.2.1.110,ref-mek.1.2.1.126,2737548,2737581,399400,399406,ref-b.2.13.18a.30,ref-b.2.13.18a.37,חג האסיף בצאת השנה וחג האסיף תקופת השנה אמרת צא וראה אי זה חדש שיש בו אסיף ,חג האסיף אי זהו חג שיש בו אסיפה ,17,8,38,879,0.64,0.5733333333333333,0.6266666666666667
39,ref-mek.1.2.1.168-ref-mek.1.2.1.173,ref-b.2.09.2b.135-ref-b.2.09.2b.140,7473,7508,1249,1254,ref-mek.1.2.1.168,ref-mek.1.2.1.173,2178354,2178389,315660,315665,ref-b.2.9.2b.135,ref-b.2.9.2b.140,הוא החדש השני למלוך שלמה על ישראל ,הוא החדש השני למלך שלמה על ישראל ,7,7,39,677,0.029411764705882353,0.02941176470588236,0.029411764705882353
40,ref-mek.1.2.1.178-ref-mek.1.2.1.184,ref-b.2.09.4b.157-ref-b.2.09.4b.171,7527,7566,1258,1263,ref-mek.1.2.1.178,ref-mek.1.2.1.184,2186008,2186089,316854,316862,ref-b.2.9.4b.157,ref-b.2.9.4b.171,תלמוד לומר חג המצות וחג השבועות וחג ,תלמוד לומר בחג המצות ובחג השבועות ובחג הסוכות מקיש חג השבועות לחג המצות מה חג ,7,15,40,679,0.5384615384615384,0.5384615384615384,0.5384615384615384
41,ref-mek.1.2.1.201-ref-mek.1.2.1.213,ref-b.5.05.33a.1-ref-b.5.05.33a.8,7661,7741,1278,1290,ref-mek.1.2.1.201,ref-mek.1.2.1.213,8214579,8214625,1193893,1193900,ref-b.5.5.33a.1,ref-b.5.5.33a.8,ולא לשנים ולא לשמטין ויובלות ולא לנטיעה ולא לירקות שנאמר מקץ שבע שנים ,ולא מנו שמיטין ויובלות והכתיב מקץ שבע שנים ,13,8,41,2632,0.4714285714285714,0.4305555555555556,0.45714285714285713
42,ref-mek.1.2.1.211-ref-mek.1.2.1.216,ref-b.2.09.12b.233-ref-b.2.09.12b.238,7728,7758,1288,1293,ref-mek.1.2.1.211,ref-mek.1.2.1.216,2209521,2209551,320314,320319,ref-b.2.9.12b.233,ref-b.2.9.12b.238,מקץ שבע שנים במועד שנת השמטה ,מקץ שבע שנים במועד שנת השמטה ,6,6,42,704,0.0,0.0,0.0
43,ref-mek.1.2.1.240-ref-mek.1.2.1.262,ref-b.3.07.17b.118-ref-b.3.07.17b.130,7892,7999,1315,1335,ref-mek.1.2.1.240,ref-mek.1.2.1.262,4311303,4311363,627786,627796,ref-b.3.7.17b.118,ref-b.3.7.17b.130,לכם לא מנה בו אדם הראשון אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא אומר ,אתה אומר לך ולא ליורש או אינו אלא לך ולא לבן כשהוא אומר ,23,13,43,1362,0.5098039215686274,0.4807692307692307,0.5098039215686274
45,ref-mek.1.2.1.246-ref-mek.1.2.1.265,ref-b.2.07.40a.172-ref-b.2.07.40a.184,7918,8013,1321,1338,ref-mek.1.2.1.246,ref-mek.1.2.1.265,2004665,2004733,291057,291067,ref-b.2.7.40a.172,ref-b.2.7.40a.184,אתה אומר לכם ולא מנה בו אדם הראשון או אינו אלא לכם ולא לגוים אמור כשהוא אומר ראשון הוא לכם ,אתה אומר לאכלה ולא למלוגמ' או אינו אלא ולא לכבוסה כשהוא אומר לכם ,20,13,45,644,0.46153846153846156,0.35789473684210527,0.4175824175824176
46,ref-mek.1.2.1.283-ref-mek.1.2.1.312,ref-b.2.07.29a.184-ref-b.2.07.29a.212,8120,8290,1356,1384,ref-mek.1.2.1.283,ref-mek.1.2.1.312,1976180,1976346,286964,286991,ref-b.2.7.29a.184,ref-b.2.7.29a.212,וכשהחמה לוקה סימן רע לגויים שהם מונים לחמה וכשהלבנה לוקה סימן רע לשונאיהם של ישראל שהם מונים ללבנה ר' אומר כשהחמה לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,שהחמה לוקה סימן רע לעובדי כוכבים לבנה לוקה סימן רע לשונאיהם של ישראל מפני שישראל מונין ללבנה ועובדי כוכבים לחמה לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,30,29,46,640,0.2893081761006289,0.1839080459770115,0.1949685534591195
47,ref-mek.1.2.1.284-ref-mek.1.2.1.296,ref-b.2.07.29a.155-ref-b.2.07.29a.159,8129,8208,1357,1369,ref-mek.1.2.1.284,ref-mek.1.2.1.296,1976018,1976050,286939,286943,ref-b.2.7.29a.155,ref-b.2.7.29a.159,לוקה סימן רע לגויים שהם מונים לחמה וכשהלבנה לוקה סימן רע לשונאיהם של ישראל ,לוקין סימן רע לשונאיהם של ישראל ,14,6,47,639,0.5733333333333334,0.5733333333333333,0.5733333333333334
48,ref-mek.1.2.1.319-ref-mek.1.2.1.327,ref-b.2.07.29a.204-ref-b.2.07.29a.212,8327,8375,1389,1397,ref-mek.1.2.1.319,ref-mek.1.2.1.327,1976299,1976346,286983,286991,ref-b.2.7.29a.204,ref-b.2.7.29a.212,לוקים במזרח סימן רע ליושבי מזרח במערב סימן רע ,לוקה במזרח סימן רע ליושבי מזרח במערב סימן רע ,9,9,48,641,0.043478260869565216,0.06382978723404253,0.043478260869565216
49,ref-mek.1.2.1.340-ref-mek.1.2.1.348,ref-b.2.02.156a.487-ref-b.2.02.156a.495,8437,8484,1406,1414,ref-mek.1.2.1.340,ref-mek.1.2.1.348,893055,893101,131481,131489,ref-b.2.2.156a.487,ref-b.2.2.156a.495,אל דרך הגוים אל תלמודו ומאותות השמים אל תחתו ,אל דרך הגוים אל תלמדו ומאותות השמים אל תחתו ,9,9,49,291,0.022222222222222223,0.022222222222222254,0.022222222222222223
50,ref-mek.1.2.1.340-ref-mek.1.2.1.348,ref-b.2.07.29a.276-ref-b.2.07.29a.289,8437,8484,1406,1414,ref-mek.1.2.1.340,ref-mek.1.2.1.348,1976697,1976764,287045,287055,ref-b.2.7.29a.276,ref-b.2.7.29a.289,אל דרך הגוים אל תלמודו ומאותות השמים אל תחתו ,אלו שנאמר כה אמר ה' אל דרך הגוים אל תלמדו ומאותות השמים אל תחתו ,9,14,50,643,0.328125,0.296875,0.3125
51,ref-mek.1.2.2.2-ref-mek.1.2.2.23,ref-b.2.09.7a.212-ref-b.2.09.7a.228,8489,8604,1416,1431,ref-mek.1.2.2.2,ref-mek.1.2.2.23,2193402,2193493,317973,317987,ref-b.2.9.7a.212,ref-b.2.9.7a.228,חדשים שומעני מיעוט חדשים שנים מנין לשאר חדשים תלמוד לומר לחדשי השנה ראשון הוא למה נאמר לפי שהוא אומר שמור את חדש ,המן מיום ליום ומחדש לחדש שנים עשר הוא חדש אדר ואיבעית אימא מהכא בחדש הראשון הוא חדש ,22,17,51,694,0.6460176991150443,0.3162393162393162,0.5752212389380531
53,ref-mek.1.2.2.21-ref-mek.1.2.2.29,ref-b.2.09.21a.156-ref-b.2.09.21a.161,8593,8638,1430,1436,ref-mek.1.2.2.21,ref-mek.1.2.2.29,2238801,2238829,324814,324818,ref-b.2.9.21a.156,ref-b.2.9.21a.161,שמור את חדש האביב וגו' שמור את הפסח לאביב ,שמור את חדש האביב שמור אביב ,9,6,53,717,0.3333333333333333,0.33333333333333337,0.3333333333333333
54,ref-mek.1.2.2.21-ref-mek.1.2.2.29,ref-b.4.04.13b.31-ref-b.4.04.13b.36,8593,8638,1430,1436,ref-mek.1.2.2.21,ref-mek.1.2.2.29,5825742,5825770,847129,847133,ref-b.4.4.13b.31,ref-b.4.4.13b.36,שמור את חדש האביב וגו' שמור את הפסח לאביב ,שמור את חדש האביב שמור אביב ,9,6,54,1759,0.3333333333333333,0.33333333333333337,0.3333333333333333
55,ref-mek.1.2.2.102-ref-mek.1.2.2.112,ref-b.1.01.63a.558-ref-b.1.01.63a.574,8983,9043,1497,1505,ref-mek.1.2.2.102,ref-mek.1.2.2.112,338140,338230,50291,50304,ref-b.1.1.63a.558,ref-b.1.1.63a.574,אתה מעבר והדין נותן הואיל וחדש מתעבר ושנה מתעברת מה החדש ,"שאתה מעבר שנים וקובע חדשים בחו""ל אמר להם והלא עקיבא בן יוסף היה מעבר שנים וקובע חדשים ",11,17,55,175,0.627906976744186,0.4787234042553191,0.5813953488372093
56,ref-mek.1.2.2.229-ref-mek.1.2.2.236,ref-b.2.12.16a.448-ref-b.2.12.16a.455,9590,9623,1604,1611,ref-mek.1.2.2.229,ref-mek.1.2.2.236,2613486,2613525,380764,380771,ref-b.2.12.16a.448,ref-b.2.12.16a.455,אין פחות מל' יום אף אביב אין פחות ,אין נידוי פחות מל' יום ואין נזיפה פחות ,8,8,56,834,0.38461538461538464,0.34090909090909094,0.3076923076923077
57,ref-mek.1.2.2.258-ref-mek.1.2.2.265,ref-b.2.09.7a.360-ref-b.2.09.7a.366,9730,9771,1630,1637,ref-mek.1.2.2.258,ref-mek.1.2.2.265,2194232,2194271,318102,318108,ref-b.2.9.7a.360,ref-b.2.9.7a.366,ראשון הוא לכם לחדשי השנה שלא יעשה ניסן ,מניסן דכתיב ראשון הוא לכם לחדשי השנה ,8,7,57,696,0.6666666666666666,0.2727272727272727,0.358974358974359
58,ref-mek.1.2.2.282-ref-mek.1.2.2.288,ref-b.2.09.7a.22-ref-b.2.09.7a.30,9858,9886,1651,1657,ref-mek.1.2.2.282,ref-mek.1.2.2.288,2192419,2192460,317818,317826,ref-b.2.9.7a.22,ref-b.2.9.7a.30,ראשון הוא לכם דברו אל כל עדת ,ראשון הוא לכם לחדשי השנה דברו אל כל עדת ,7,9,58,693,0.275,0.275,0.275
59,ref-mek.1.4.1.109-ref-mek.1.4.1.118,ref-b.2.02.70a.69-ref-b.2.02.70a.84,10482,10531,1746,1754,ref-mek.1.4.1.109,ref-mek.1.4.1.118,574313,574397,85037,85051,ref-b.2.2.70a.69,ref-b.2.2.70a.84,כאלו שניהם מדברים דברו אל כל עדת בני ישראל הדבור ,כל עדת בני ישראל אלה הדברים וגו' ששת ימים תעשה מלאכה דברים הדברים אלה הדברים אלו ,10,16,59,220,0.6666666666666666,0.41463414634146345,0.6172839506172839
61,ref-mek.1.4.2.21-ref-mek.1.4.2.33,ref-b.5.03.35b.127-ref-b.5.03.35b.152,11333,11403,1847,1857,ref-mek.1.4.2.21,ref-mek.1.4.2.33,7579030,7579151,1102939,1102962,ref-b.5.3.35b.127,ref-b.5.3.35b.152,"שאינו כשר לשחיטה כשר ללקיחה י""ד שהוא כשר לשחיטה אינו דין שיהא כשר ","מכשיר והלא שחיטה מכשרת ה""ק להן וכי דם בלבד מכשיר אף שחיטה נמי מכשרת ת""ש ר""ש אומר דם המת אינו מכשיר מאי לאו הא דם שחיטה ",13,26,61,2503,0.6554621848739496,0.4453781512605042,0.6218487394957983
62,ref-mek.1.4.2.62-ref-mek.1.4.2.81,ref-b.5.01.37a.194-ref-b.5.01.37a.211,11557,11662,1879,1897,ref-mek.1.4.2.62,ref-mek.1.4.2.81,6916998,6917093,1007679,1007692,ref-b.5.1.37a.194,ref-b.5.1.37a.211,עשר בעשור לחדש להוציא פסח דורות שפסח מצרים מקחו מבעשור ופסח דורות מקחו כל זמן ויקחו להם וכי כלן היו ,לה כוליה בבכור היינו דכתיב ובשרם יהיה לך אלא לרבי יוסי דמוקי ליה נמי במעשר ופסח מעשר ופסח ,20,18,62,2305,0.8,0.40336134453781514,0.64
63,ref-mek.1.4.2.63-ref-mek.1.4.2.71,ref-b.2.04.96a.52-ref-b.2.04.96a.57,11561,11614,1880,1888,ref-mek.1.4.2.63,ref-mek.1.4.2.71,1551326,1551362,224618,224623,ref-b.2.4.96a.52,ref-b.2.4.96a.57,בעשור לחדש להוציא פסח דורות שפסח מצרים מקחו מבעשור ,מבעשור ואין פסח דורות מקחו מבעשור ,9,6,63,450,0.4117647058823529,0.3653846153846154,0.39215686274509803
