,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
10,ref-bible.0101.26.19.1-ref-bible.0101.26.19.8,ref-sifre-n.128.1.30-ref-sifre-n.128.1.37,48175,48222,8499,8506,ref-bible.101.26.19.1,ref-bible.101.26.19.8,224557,224604,35483,35490,ref-sifre-n.128.1.30,ref-sifre-n.128.1.37,ויחפרו עבדי יצחק בנחל וימצאו שם באר מים חיים ,ויחפרו עבדי יצחק בנחל וימצאו שם באר מים חיים ,9,9,10,713,0.0,0.0,0.0
11,ref-bible.0101.28.12.1-ref-bible.0101.28.12.14,ref-sifre-n.119.2.131-ref-sifre-n.119.2.144,53290,53369,9457,9470,ref-bible.101.28.12.1,ref-bible.101.28.12.14,196320,196404,31006,31019,ref-sifre-n.119.2.131,ref-sifre-n.119.2.144,ויחלם והנה סלם מצב ארצה וראשו מגיע השמימה והנה מלאכי אלהים עלים וירדים בו ,ויחלום והנה סולם מוצב ארצה וראשו מגיע השמימה והנה מלאכי אלהים עולים ויורדים בו ,14,14,11,649,0.06329113924050633,0.06329113924050633,0.06329113924050633
13,ref-bible.0101.28.12.1-ref-bible.0101.28.13.4,ref-sifre-n.119.2.151-ref-sifre-n.119.2.180,53290,53389,9457,9474,ref-bible.101.28.12.1,ref-bible.101.28.13.4,196432,196610,31025,31053,ref-sifre-n.119.2.151,ref-sifre-n.119.2.180,ויחלם והנה סלם מצב ארצה וראשו מגיע השמימה והנה מלאכי אלהים עלים וירדים בו והנה יהוה נצב עליו ,ויחלום והנה סולם מוצב ארצה זה בית המקדש וראשו מגיע השמימה אלו הקרבנות קרבים שריחם עולה לשמים והנה מלאכי אלהים אלו כהנים המשרתים שעולים ויורדים בכבש והנה ה' נצב עליו ,18,30,13,651,0.4727272727272727,0.4363636363636364,0.46060606060606063
14,ref-bible.0101.28.14.10-ref-bible.0101.28.14.15,ref-sifre-n.18.1.183-ref-sifre-n.18.1.188,53529,53563,9498,9503,ref-bible.101.28.14.10,ref-bible.101.28.14.15,29864,29899,4541,4546,ref-sifre-n.18.1.183,ref-sifre-n.18.1.188,ונברכו בך כל משפחת האדמה ובזרעך ,ונברכו בך כל משפחות האדמה ובזרעך ,6,6,14,75,0.030303030303030304,0.030303030303030276,0.030303030303030304
15,ref-bible.0101.30.30.17-ref-bible.0101.30.31.13,ref-sifre-n.95.1.162-ref-sifre-n.95.1.180,58273,58340,10369,10383,ref-bible.101.30.30.17,ref-bible.101.30.31.13,132302,132388,20511,20526,ref-sifre-n.95.1.162,ref-sifre-n.95.1.180,אנכי לביתי ויאמר מה אתן לך ויאמר יעקב לא תתן לי מאומה אם תעשה לי ,מה אתה אומר אמר לו הריני הולך ומפייסם אמר לו עד שאתה כאן אני אומר לך שאין שומעים לך ,15,19,15,443,0.6309523809523809,0.3626373626373627,0.5595238095238095
16,ref-bible.0101.34.11.11-ref-bible.0101.34.12.10,ref-sifre-n.118.1.623-ref-sifre-n.118.1.633,67611,67676,12064,12076,ref-bible.101.34.11.11,ref-bible.101.34.12.10,192179,192234,30364,30374,ref-sifre-n.118.1.623,ref-sifre-n.118.1.633,תאמרו אלי אתן הרבו עלי מאד מהר ומתן ואתנה כאשר תאמרו אלי ותנו ,שאמרנו ואת דמם תזרוק על המזבח מתנה אחת אתה אומר מתנה ,13,11,16,640,0.6129032258064516,0.3802816901408451,0.4838709677419355
17,ref-bible.0101.37.12.1-ref-bible.0101.37.12.6,ref-sifre-n.69.2.90-ref-sifre-n.69.2.95,74341,74371,13318,13322,ref-bible.101.37.12.1,ref-bible.101.37.12.6,94119,94149,14129,14133,ref-sifre-n.69.2.90,ref-sifre-n.69.2.95,וילכו אחיו לרעות את צאן אביהם ,וילכו אחיו לרעות את צאן אביהם ,6,6,17,309,0.0,0.0,0.0
18,ref-bible.0101.38.26.1-ref-bible.0101.38.26.16,ref-sifre-n.88.1.125-ref-sifre-n.88.1.139,77867,77944,13945,13958,ref-bible.101.38.26.1,ref-bible.101.38.26.16,122265,122346,18776,18789,ref-sifre-n.88.1.125,ref-sifre-n.88.1.139,ויכר יהודה ויאמר צדקה ממני כי על כן לא נתתיה לשלה בני ולא יסף עוד לדעתה ,ויכר יהודה ויאמר צדקה ממני והמקום הסכים על ידו בראשית לח ולא יסף עוד לדעתה ,16,15,18,401,0.32,0.22891566265060237,0.24
19,ref-bible.0101.39.19.5-ref-bible.0101.39.19.12,ref-sifre-n.111.1.193-ref-sifre-n.111.1.213,79560,79602,14250,14257,ref-bible.101.39.19.5,ref-bible.101.39.19.12,160883,160987,25272,25287,ref-sifre-n.111.1.193,ref-sifre-n.111.1.213,דברי אשתו אשר דברה אליו לאמר כדברים האלה ,הדברות תלמוד לומר אשר דבר ה' אל משה ולהלן הוא אומר וידבר אלהים את כל הדברים האלה לאמר אחת דבר אלהים ,8,21,19,526,0.65,0.5900000000000001,0.64
20,ref-bible.0101.39.21.1-ref-bible.0101.39.21.13,ref-sifre-n.41.1.67-ref-sifre-n.41.1.86,79721,79783,14281,14292,ref-bible.101.39.21.1,ref-bible.101.39.21.13,65775,65872,9511,9527,ref-sifre-n.41.1.67,ref-sifre-n.41.1.86,ויהי יהוה את יוסף ויט אליו חסד ויתן חנו בעיני שר בית הסהר ,יתן חנך בעיני הבריות וכך הוא אומר ויהי ה' את יוסף ויט אליו חסד ויתן חנו בעיני שר בית הסהר ,13,20,20,164,0.37777777777777777,0.3555555555555555,0.37777777777777777
22,ref-bible.0101.42.30.1-ref-bible.0101.42.30.6,ref-sifre-n.99.1.17-ref-sifre-n.99.1.22,87553,87583,15668,15673,ref-bible.101.42.30.1,ref-bible.101.42.30.6,135567,135598,21072,21077,ref-sifre-n.99.1.17,ref-sifre-n.99.1.22,דבר האיש אדני הארץ אתנו קשות ,דבר האיש אדוני הארץ אתנו קשות ,6,6,22,455,0.03333333333333333,0.033333333333333326,0.03333333333333333
23,ref-bible.0101.47.28.7-ref-bible.0101.47.28.17,ref-sifre-n.81.1.50-ref-sifre-n.81.1.58,99874,99929,17848,17858,ref-bible.101.47.28.7,ref-bible.101.47.28.17,109962,110016,16718,16726,ref-sifre-n.81.1.50,ref-sifre-n.81.1.58,שנה ויהי ימי יעקב שני חייו שבע שנים וארבעים ומאת שנה ,שנה וארבעים שנה שנאמר ויהי כשמונים שנה וארבע מאות ,11,9,23,352,0.6037735849056604,0.33870967741935487,0.4528301886792453
24,ref-bible.0101.50.9.1-ref-bible.0101.50.9.6,ref-sifre-n.106.1.114-ref-sifre-n.106.1.119,104467,104492,18681,18686,ref-bible.101.50.9.1,ref-bible.101.50.9.6,145457,145482,22744,22749,ref-sifre-n.106.1.114,ref-sifre-n.106.1.119,ויעל עמו גם רכב גם פרשים ,ויעל עמו גם רכב גם פרשים ,6,6,24,489,0.0,0.0,0.0
25,ref-bible.0102.1.15.1-ref-bible.0102.1.16.1,ref-sifre-n.78.1.869-ref-sifre-n.78.1.874,106527,106601,19040,19052,ref-bible.102.1.15.1,ref-bible.102.1.16.1,106526,106565,16110,16115,ref-sifre-n.78.1.869,ref-sifre-n.78.1.874,ויאמר מלך מצרים למילדת העברית אשר שם האחת שפרה ושם השנית פועה ויאמר ,נאמר ויאמר מלך מצרים למילדות העבריות ,13,6,25,335,0.6323529411764706,0.4558823529411765,0.5441176470588235
26,ref-bible.0102.1.16.1-ref-bible.0102.1.16.5,ref-sifre-n.78.1.907-ref-sifre-n.78.1.911,106595,106629,19052,19055,ref-bible.102.1.16.1,ref-bible.102.1.16.5,106737,106770,16147,16150,ref-sifre-n.78.1.907,ref-sifre-n.78.1.911,ויאמר בילדכן את העבריות וראיתן ,ויאמר בילדכן את העבריות ותראן ,5,5,26,336,0.0967741935483871,0.032258064516129004,0.06451612903225806
27,ref-bible.0102.1.19.16-ref-bible.0102.1.21.9,ref-sifre-n.78.1.908-ref-sifre-n.78.1.915,106918,107024,19105,19121,ref-bible.102.1.19.16,ref-bible.102.1.21.9,106744,106795,16148,16153,ref-sifre-n.78.1.908,ref-sifre-n.78.1.915,המילדת וילדו וייטב אלהים למילדת וירב העם ויעצמו מאד ויהי כי יראו המילדת את האלהים ויעש להם בתים ,בילדכן את העבריות ותראן המילדות את האלהים בתים ,18,8,27,337,0.6145833333333334,0.5555555555555556,0.6041666666666666
28,ref-bible.0102.3.3.1-ref-bible.0102.3.3.9,ref-sifre-n.134.5.74-ref-sifre-n.134.5.82,109059,109105,19473,19480,ref-bible.102.3.3.1,ref-bible.102.3.3.9,242927,242971,38563,38570,ref-sifre-n.134.5.74,ref-sifre-n.134.5.82,ויאמר משה אסרה נא ואראה את המראה הגדל הזה ,שנאמר ויאמר משה אסורה נא ואראה את גדלך זו ,9,9,28,795,0.40476190476190477,0.21276595744680848,0.21428571428571427
29,ref-bible.0102.3.21.1-ref-bible.0102.3.21.10,ref-sifre-n.80.1.123-ref-sifre-n.80.1.130,110763,110813,19754,19762,ref-bible.102.3.21.1,ref-bible.102.3.21.10,109337,109374,16603,16609,ref-sifre-n.80.1.123,ref-sifre-n.80.1.130,ונתתי את חן העם הזה בעיני מצרים והיה כי תלכון ,תן את חן העם בעיני מצרים תניח ותלך ,10,8,29,348,0.3695652173913043,0.3125,0.3695652173913043
30,ref-bible.0102.4.6.1-ref-bible.0102.4.6.8,ref-sifre-n.105.1.61-ref-sifre-n.105.1.68,111264,111301,19839,19846,ref-bible.102.4.6.1,ref-bible.102.4.6.8,142560,142595,22264,22271,ref-sifre-n.105.1.61,ref-sifre-n.105.1.68,ויאמר יהוה לו עוד הבא נא ידך בחיקך ,ויאמר ה' לו עוד הבא נא ידך בחיקך ,8,8,30,479,0.08571428571428572,0.11111111111111116,0.08571428571428572
31,ref-bible.0102.4.14.12-ref-bible.0102.4.14.22,ref-sifre-n.117.1.112-ref-sifre-n.117.1.126,111968,112023,19972,19982,ref-bible.102.4.14.12,ref-bible.102.4.14.22,184088,184170,29083,29095,ref-sifre-n.117.1.112,ref-sifre-n.117.1.126,דבר ידבר הוא וגם הנה הוא יצא לקראתך וראך ושמח בלבו ,דבריך ואני ברצון הנה בשמחה וכן הוא אומר הנה הוא יוצא לקראתך וראך ושמח בלבו ,11,15,31,612,0.36,0.3846153846153846,0.36
32,ref-bible.0102.4.14.15-ref-bible.0102.4.14.22,ref-sifre-n.119.5.90-ref-sifre-n.119.5.96,111981,112023,19975,19982,ref-bible.102.4.14.15,ref-bible.102.4.14.22,198979,199018,31466,31472,ref-sifre-n.119.5.90,ref-sifre-n.119.5.96,וגם הנה הוא יצא לקראתך וראך ושמח בלבו ,וגם הוא יוצא לקראתך וראך ושמח בלבו ,8,7,32,659,0.13157894736842105,0.1282051282051282,0.10526315789473684
33,ref-bible.0102.5.7.1-ref-bible.0102.5.7.14,ref-sifre-n.87.1.16-ref-sifre-n.87.1.24,113701,113772,20258,20271,ref-bible.102.5.7.1,ref-bible.102.5.7.14,121095,121134,18570,18578,ref-sifre-n.87.1.16,ref-sifre-n.87.1.24,לא תאספון לתת תבן לעם ללבן הלבנים כתמול שלשם הם ילכו וקששו להם תבן ,ואתם לכו עבדו ותבן לא ינתן לכם אם תבן ,14,9,33,395,0.6567164179104478,0.4782608695652174,0.6567164179104478
34,ref-bible.0102.5.10.13-ref-bible.0102.5.11.5,ref-sifre-n.87.1.16-ref-sifre-n.87.1.24,114011,114042,20315,20322,ref-bible.102.5.10.13,ref-bible.102.5.11.5,121095,121134,18570,18578,ref-sifre-n.87.1.16,ref-sifre-n.87.1.24,נתן לכם תבן אתם לכו קחו לכם תבן ,ואתם לכו עבדו ותבן לא ינתן לכם אם תבן ,8,9,34,396,0.5,0.29268292682926833,0.4473684210526316
35,ref-bible.0102.5.18.2-ref-bible.0102.5.18.7,ref-sifre-n.87.1.17-ref-sifre-n.87.1.22,114480,114506,20398,20403,ref-bible.102.5.18.2,ref-bible.102.5.18.7,121101,121127,18571,18576,ref-sifre-n.87.1.17,ref-sifre-n.87.1.22,לכו עבדו ותבן לא ינתן לכם ,לכו עבדו ותבן לא ינתן לכם ,6,6,35,397,0.0,0.0,0.0
36,ref-bible.0102.6.1.5-ref-bible.0102.6.2.6,ref-sifre-n.138.1.118-ref-sifre-n.138.1.142,114898,114997,20465,20483,ref-bible.102.6.1.5,ref-bible.102.6.2.6,249023,249144,39614,39635,ref-sifre-n.138.1.118,ref-sifre-n.138.1.142,עתה תראה אשר אעשה לפרעה כי ביד חזקה ישלחם וביד חזקה יגרשם מארצו וידבר אלהים אל משה ויאמר אליו ,עתה תראה אשר אעשה לפרעה כי ביד חזקה ישלחם וביד חזקה יגרשם מארצו כיוצא בו אתה אומר במדבר יב ויצעק משה אל ה' לאמר אל ,19,25,36,819,0.2956521739130435,0.2136752136752137,0.2782608695652174
37,ref-bible.0102.6.12.1-ref-bible.0102.6.12.12,ref-sifre-n.105.1.307-ref-sifre-n.105.1.318,115672,115728,20588,20597,ref-bible.102.6.12.1,ref-bible.102.6.12.12,143792,143844,22464,22473,ref-sifre-n.105.1.307,ref-sifre-n.105.1.318,וידבר משה לפני יהוה לאמר הן בני ישראל לא שמעו אלי ואיך ,וידבר משה לפני ה' לאמר הן בני ישראל לא שמעו אלי אין ,12,12,37,484,0.09090909090909091,0.1228070175438597,0.09090909090909091
38,ref-bible.0102.6.12.1-ref-bible.0102.6.12.17,ref-sifre-n.138.1.76-ref-sifre-n.138.1.91,115672,115756,20588,20602,ref-bible.102.6.12.1,ref-bible.102.6.12.17,248819,248896,39583,39596,ref-sifre-n.138.1.76,ref-sifre-n.138.1.91,וידבר משה לפני יהוה לאמר הן בני ישראל לא שמעו אלי ואיך ישמעני פרעה ואני ערל שפתים ,וידבר משה לפני ה' הן בני ישראל לא שמעו אלי ואיך ישמעני פרעה ואני ערל שפתים ,17,16,38,817,0.0975609756097561,0.10843373493975905,0.0975609756097561
39,ref-bible.0102.6.29.17-ref-bible.0102.6.30.12,ref-sifre-n.138.1.76-ref-sifre-n.138.1.91,116903,116969,20768,20781,ref-bible.102.6.29.17,ref-bible.102.6.30.12,248819,248896,39583,39596,ref-sifre-n.138.1.76,ref-sifre-n.138.1.91,דבר אליך ויאמר משה לפני יהוה הן אני ערל שפתים ואיך ישמע אלי פרעה ,וידבר משה לפני ה' הן בני ישראל לא שמעו אלי ואיך ישמעני פרעה ואני ערל שפתים ,14,16,39,818,0.6,0.18181818181818177,0.4266666666666667
40,ref-bible.0102.12.1.9-ref-bible.0102.12.2.8,ref-sifre-n.61.1.30-ref-sifre-n.61.1.41,127344,127387,22481,22489,ref-bible.102.12.1.9,ref-bible.102.12.2.8,85811,85868,12768,12776,ref-sifre-n.61.1.30,ref-sifre-n.61.1.41,לאמר החדש הזה לכם ראש חדשים ראשון הוא לכם ,אומר החדש הזה לכם ראש חדשים כיוצא בו אתה אומר וזה לכם ,9,12,40,286,0.35185185185185186,0.3157894736842105,0.3148148148148148
41,ref-bible.0102.12.6.10-ref-bible.0102.12.6.16,ref-sifre-n.65.1.12-ref-sifre-n.65.1.22,127676,127707,22545,22551,ref-bible.102.12.6.10,ref-bible.102.12.6.16,88968,89019,13282,13290,ref-sifre-n.65.1.12,ref-sifre-n.65.1.22,ושחטו אתו כל קהל עדת ישראל בין ,ושחטו אותו כל קהל עדת ישראל שומע אני בין בחול בין ,7,11,41,303,0.38,0.38,0.38
42,ref-bible.0102.12.6.10-ref-bible.0102.12.6.17,ref-sifre-n.143.3.180-ref-sifre-n.143.3.188,127676,127715,22545,22552,ref-bible.102.12.6.10,ref-bible.102.12.6.17,256538,256582,40870,40877,ref-sifre-n.143.3.180,ref-sifre-n.143.3.188,ושחטו אתו כל קהל עדת ישראל בין הערבים ,ושחטו אותו כל קהל עדת בני ישראל בין הערבים ,8,9,42,862,0.11627906976744186,0.11627906976744184,0.11627906976744186
43,ref-bible.0102.12.38.1-ref-bible.0102.12.38.7,ref-sifre-n.86.1.338-ref-sifre-n.86.1.344,130270,130301,22971,22977,ref-bible.102.12.38.1,ref-bible.102.12.38.7,120848,120879,18528,18534,ref-sifre-n.86.1.338,ref-sifre-n.86.1.344,וגם ערב רב עלה אתם וצאן ובקר ,וגם ערב רב עלה אתם וצאן ובקר ,7,7,43,394,0.0,0.0,0.0
44,ref-bible.0102.12.38.1-ref-bible.0102.12.38.7,ref-sifre-n.95.1.63-ref-sifre-n.95.1.69,130270,130301,22971,22977,ref-bible.102.12.38.1,ref-bible.102.12.38.7,131776,131807,20416,20422,ref-sifre-n.95.1.63,ref-sifre-n.95.1.69,וגם ערב רב עלה אתם וצאן ובקר ,וגם ערב רב עלה אתם וצאן ובקר ,7,7,44,442,0.0,0.0,0.0
45,ref-bible.0102.12.43.6-ref-bible.0102.12.43.12,ref-sifre-n.123.1.68-ref-sifre-n.123.1.75,130689,130723,23037,23042,ref-bible.102.12.43.6,ref-bible.102.12.43.12,205609,205647,32486,32492,ref-sifre-n.123.1.68,ref-sifre-n.123.1.75,זאת חקת הפסח כל בן נכר לא יאכל בו ,זאת חקת הפסח כלל כל בן נכר לא יאכל בו ,9,10,45,680,0.10526315789473684,0.10526315789473684,0.10526315789473684
46,ref-bible.0102.13.21.9-ref-bible.0102.13.22.8,ref-sifre-n.83.3.46-ref-sifre-n.83.3.57,132723,132807,23381,23396,ref-bible.102.13.21.9,ref-bible.102.13.22.8,112271,112332,17117,17128,ref-sifre-n.83.3.46,ref-sifre-n.83.3.57,ולילה בעמוד אש להאיר להם ללכת יומם ולילה לא ימיש עמוד הענן יומם ועמוד האש לילה ,"בלילה יכול עמוד האש יהיה מאיר עליהם ביום ת""ל ואש תח' לילה ",16,12,46,356,0.620253164556962,0.36904761904761907,0.5316455696202531
47,ref-bible.0102.15.4.1-ref-bible.0102.15.4.5,ref-sifre-n.84.4.288-ref-sifre-n.84.4.292,135508,135534,23830,23834,ref-bible.102.15.4.1,ref-bible.102.15.4.5,115662,115689,17660,17664,ref-sifre-n.84.4.288,ref-sifre-n.84.4.292,מרכבת פרעה וחילו ירה בים ,מרכבות פרעו וחילו ירה בים ,5,5,47,378,0.07692307692307693,0.11111111111111116,0.07692307692307693
48,ref-bible.0102.15.7.1-ref-bible.0102.15.7.4,ref-sifre-n.84.4.27-ref-sifre-n.84.4.30,135638,135659,23854,23857,ref-bible.102.15.7.1,ref-bible.102.15.7.4,114352,114374,17455,17458,ref-sifre-n.84.4.27,ref-sifre-n.84.4.30,וברב גאונך תהרס קמיך ,ברוב גאונך תהרוס קמיך ,4,4,48,363,0.13636363636363635,0.045454545454545414,0.09090909090909091
49,ref-bible.0102.15.24.2-ref-bible.0102.15.25.2,ref-sifre-n.86.1.2-ref-sifre-n.86.1.17,136629,136663,24045,24052,ref-bible.102.15.24.2,ref-bible.102.15.25.2,119148,119221,18233,18248,ref-sifre-n.86.1.2,ref-sifre-n.86.1.17,העם על משה לאמר מה נשתה ויצעק אל ,העם אל משה וכי מה היה משה מועילם והלא אין ראוי לומר אלא ויצעק העם אל ,8,16,49,391,0.6231884057971014,0.5633802816901409,0.6231884057971014
50,ref-bible.0102.15.25.17-ref-bible.0102.15.26.10,ref-sifre-n.136.2.63-ref-sifre-n.136.2.74,136734,136800,24066,24077,ref-bible.102.15.25.17,ref-bible.102.15.26.10,247067,247129,39282,39293,ref-sifre-n.136.2.63,ref-sifre-n.136.2.74,ושם נסהו ויאמר אם שמוע תשמע לקול יהוה אלהיך והישר בעיניו תעשה ,שמות טו ויאמר אם שמוע תשמע בקול ה' אלהיך והישר בעיניו תעשה ,12,12,50,810,0.16129032258064516,0.19402985074626866,0.14516129032258066
51,ref-bible.0102.16.14.4-ref-bible.0102.16.14.9,ref-sifre-n.89.1.350-ref-sifre-n.89.1.355,138143,138172,24284,24288,ref-bible.102.16.14.4,ref-bible.102.16.14.9,126072,126101,19460,19464,ref-sifre-n.89.1.350,ref-sifre-n.89.1.355,והנה על פני המדבר דק מחספס ,והנה על פני המדבר דק מחוספס ,6,6,51,417,0.03571428571428571,0.0357142857142857,0.03571428571428571
52,ref-bible.0102.16.35.1-ref-bible.0102.16.35.15,ref-sifre-n.64.1.65-ref-sifre-n.64.1.79,139643,139712,24525,24536,ref-bible.102.16.35.1,ref-bible.102.16.35.15,88415,88487,13195,13207,ref-sifre-n.64.1.65,ref-sifre-n.64.1.79,ובני ישראל אכלו את המן ארבעים שנה עד באם אל ארץ נושבת את המן אכלו ,ובני ישראל אכלו את המן ארבעים שנה עד בואם אל ארץ נושבת ועדיין לא אכלו ,15,15,52,300,0.12857142857142856,0.136986301369863,0.12857142857142856
53,ref-bible.0102.17.7.1-ref-bible.0102.17.7.8,ref-sifre-n.86.1.155-ref-sifre-n.86.1.169,140309,140354,24642,24649,ref-bible.102.17.7.1,ref-bible.102.17.7.8,119907,119985,18368,18382,ref-sifre-n.86.1.155,ref-sifre-n.86.1.169,ויקרא שם המקום מסה ומריבה על ריב בני ישראל ,"ויקרא שם המקום ההוא מסה ומריבה ולא כך היה שמו מקודם ת""ל על ריב בני ישראל ",9,16,53,392,0.410958904109589,0.410958904109589,0.410958904109589
54,ref-bible.0102.17.7.1-ref-bible.0102.17.7.8,ref-sifre-n.136.2.51-ref-sifre-n.136.2.59,140309,140354,24642,24649,ref-bible.102.17.7.1,ref-bible.102.17.7.8,247006,247057,39271,39279,ref-sifre-n.136.2.51,ref-sifre-n.136.2.59,ויקרא שם המקום מסה ומריבה על ריב בני ישראל ,ויקרא שם המקום ההוא מסה ומריבה על ריב בני ישראל ,9,10,54,809,0.10416666666666667,0.10416666666666663,0.10416666666666667
55,ref-bible.0102.19.6.1-ref-bible.0102.19.6.11,ref-sifre-n.123.1.48-ref-sifre-n.123.1.58,143457,143527,25216,25226,ref-bible.102.19.6.1,ref-bible.102.19.6.11,205510,205580,32469,32479,ref-sifre-n.123.1.48,ref-sifre-n.123.1.58,ואתם תהיו לי ממלכת כהנים וגוי קדוש אלה הדברים אשר תדבר אל בני ישראל ,ואתם תהיו לי ממלכת כהנים וגוי קדוש אלה הדברים אשר תדבר אל בני ישראל ,14,14,55,679,0.0,0.0,0.0
56,ref-bible.0102.20.5.12-ref-bible.0102.20.5.20,ref-sifre-n.112.2.275-ref-sifre-n.112.2.289,145208,145247,25516,25524,ref-bible.102.20.5.12,ref-bible.102.20.5.20,167072,167141,26273,26287,ref-sifre-n.112.2.275,ref-sifre-n.112.2.289,פקד עון אבת על בנים על שלשים ועל רבעים ,"פוקד עון אבות על בנים יכול אף עכו""ם נפקדת על בנים על שלשים ועל רבעים ",9,15,56,536,0.43478260869565216,0.4347826086956522,0.43478260869565216
