,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
14,ref-m.1.1.9.5.122-ref-m.1.1.9.5.137,ref-mek.3.1.1.849-ref-mek.3.1.1.863,11403,11485,1748,1763,ref-m.1.1.9.5.122,ref-m.1.1.9.5.137,138132,138216,22262,22276,ref-mek.3.1.1.849,ref-mek.3.1.1.863,לחם ויאמר לקוצרים ה' עמכם ויאמרו לו יברכך ה' ואומר ה' עמך גבור החיל ואומר אל ,גבור שנאמר האל הגדול הגבור והנורא ואומר ה' עזוז וגבור ה' גבור מלחמה ואומר ה' ,16,15,14,124,0.6103896103896104,0.41237113402061853,0.45454545454545453
16,ref-m.1.1.9.5.123-ref-m.1.1.9.5.130,ref-mek.2.3.2.360-ref-mek.2.3.2.365,11407,11450,1749,1756,ref-m.1.1.9.5.123,ref-m.1.1.9.5.130,104776,104802,16664,16669,ref-mek.2.3.2.360,ref-mek.2.3.2.365,ויאמר לקוצרים ה' עמכם ויאמרו לו יברכך ה' ,ה' אלהיו ויאמר ה' אין עמך ,8,6,16,113,0.7317073170731707,0.4772727272727273,0.6585365853658537
17,ref-m.1.1.9.5.123-ref-m.1.1.9.5.132,ref-mek.5.3.9.118-ref-mek.5.3.10.4,11407,11460,1749,1758,ref-m.1.1.9.5.123,ref-m.1.1.9.5.132,226089,226122,37041,37047,ref-mek.5.3.9.118,ref-mek.5.3.10.4,ויאמר לקוצרים ה' עמכם ויאמרו לו יברכך ה' ואומר ה' ,ואמר ברוך ה' ויאמר יתרו ברוך ה' ,10,7,17,180,0.52,0.4528301886792453,0.5
19,ref-m.1.1.9.5.127-ref-m.1.1.9.5.132,ref-mek.3.10.1.242-ref-mek.3.10.1.247,11431,11460,1753,1758,ref-m.1.1.9.5.127,ref-m.1.1.9.5.132,175060,175089,28535,28540,ref-mek.3.10.1.242,ref-mek.3.10.1.247,ויאמרו לו יברכך ה' ואומר ה' ,שנאמר ה' ממרום ישאג מקדש ה' ,6,6,19,153,0.6428571428571429,0.5263157894736843,0.5
20,ref-m.1.2.8.9.43-ref-m.1.2.8.9.51,ref-mek.2.3.2.283-ref-mek.2.3.2.299,24486,24529,3752,3760,ref-m.1.2.8.9.43,ref-m.1.2.8.9.51,104363,104448,16590,16606,ref-mek.2.3.2.283,ref-mek.2.3.2.299,אומר ברוך הגבר אשר יבטח בה' והיה ה' מבטחו ,אמר ארור הגבר אשר יבטח באדם ובתפלה מהו אומר ברוך הגבר אשר יבטח ביי והיה ה' מבטחו ,9,17,20,111,0.5061728395061729,0.5,0.5061728395061729
22,ref-m.1.4.1.1.3-ref-m.1.4.1.1.11,ref-mek.1.9.1.670-ref-mek.1.9.1.676,34897,34954,5428,5434,ref-m.1.4.1.1.3,ref-m.1.4.1.1.11,32457,32508,5097,5103,ref-mek.1.9.1.670,ref-mek.1.9.1.676,אינן כלאים זה בזה השעורים ושבולת שועל הכוסמין והשיפון ,המינין החטים והשעורים והכוסמים שבולת שועל שיפון ,9,7,22,37,0.5370370370370371,0.27118644067796616,0.3888888888888889
23,ref-m.1.4.1.1.3-ref-m.1.4.1.1.11,ref-mek.1.18.2.29-ref-mek.1.18.2.35,34897,34954,5428,5434,ref-m.1.4.1.1.3,ref-m.1.4.1.1.11,70434,70489,11037,11043,ref-mek.1.18.2.29,ref-mek.1.18.2.35,אינן כלאים זה בזה השעורים ושבולת שועל הכוסמין והשיפון ,המינין החטים והשעורים והכסומים ושבולת שועל ושיפון ,9,7,23,81,0.48148148148148145,0.29508196721311475,0.37037037037037035
24,ref-m.1.5.1.4.40-ref-m.1.5.1.4.60,ref-mek.9.2.3.10-ref-mek.9.2.3.24,51156,51272,7986,8005,ref-m.1.5.1.4.40,ref-m.1.5.1.4.60,387502,387590,62426,62438,ref-mek.9.2.3.10,ref-mek.9.2.3.24,בחריש ובקציר תשבות אין צריך לומר חריש וקציר של שביעית אלא חריש של ערב שביעית שהוא נכנס בשביעית וקציר של שביעית ,בחריש ובקציר תשבות שבות מחריש בשעת הקציר שבות מערב שביעית לשביעית אין לי אלא שהוא ,21,15,24,389,0.5225225225225225,0.3070175438596491,0.46846846846846846
26,ref-m.1.5.1.4.53-ref-m.1.5.1.4.64,ref-mek.8.3.4.59-ref-mek.8.3.4.76,51225,51298,7998,8009,ref-m.1.5.1.4.53,ref-m.1.5.1.4.64,370423,370537,59880,59895,ref-mek.8.3.4.59,ref-mek.8.3.4.76,ערב שביעית שהוא נכנס בשביעית וקציר של שביעית שהוא יוצא למוצאי שביעית ,ערב שביעית שנכנסו לשביעית אין לי אלא פירות ערב שביעית שנכנסו לשביעית מנין לפירות שביעית שיצאו למוצאי שביעית ,12,18,26,364,0.5092592592592593,0.4196428571428571,0.4722222222222222
27,ref-m.1.5.2.5.10-ref-m.1.5.2.5.18,ref-mek.8.3.4.59-ref-mek.8.3.4.76,52658,52719,8203,8211,ref-m.1.5.2.5.10,ref-m.1.5.2.5.18,370423,370537,59880,59895,ref-mek.8.3.4.59,ref-mek.8.3.4.76,ערב שביעית שנכנסו לשביעית ושל שביעית שיצאו למוצאי שביעית ,ערב שביעית שנכנסו לשביעית אין לי אלא פירות ערב שביעית שנכנסו לשביעית מנין לפירות שביעית שיצאו למוצאי שביעית ,9,18,27,365,0.4722222222222222,0.4722222222222222,0.4722222222222222
28,ref-m.1.6.3.5.33-ref-m.1.6.3.6.4,ref-mek.8.1.5.57-ref-mek.8.1.5.69,72459,72571,11238,11253,ref-m.1.6.3.5.33,ref-m.1.6.3.6.4,360640,360709,58273,58284,ref-mek.8.1.5.57,ref-mek.8.1.5.69,קרא שם רבי אליעזר בן יעקב אומר האומר עשור מעשר זה עשוי תרומת מעשר עליו קרא שם המקדים תרומה לבכורים מעשר ראשון ,קרוי אלא שני שמות ויקדים מעשר ראשון שהוא קרוי שני שמות תרומה ומעשר ,22,13,28,348,0.6272727272727273,0.4196428571428571,0.6
29,ref-m.1.6.3.5.48-ref-m.1.6.3.6.6,ref-mek.8.1.5.27-ref-mek.8.1.5.40,72531,72579,11248,11254,ref-m.1.6.3.5.48,ref-m.1.6.3.6.6,360454,360539,58243,58256,ref-mek.8.1.5.27,ref-mek.8.1.5.40,קרא שם המקדים תרומה לבכורים מעשר ראשון לתרומה ,יקדים אם תרומה לביכורים אם ביכורים לתרומה אמרת יקדמו ביכורים שהם קרויין ארבעה שמות ,8,14,29,346,0.6867469879518072,0.4642857142857143,0.6385542168674698
30,ref-m.1.6.3.6.1-ref-m.1.6.3.6.24,ref-mek.8.1.5.80-ref-mek.8.1.5.102,72538,72668,11250,11266,ref-m.1.6.3.6.1,ref-m.1.6.3.6.24,360759,360893,58293,58311,ref-mek.8.1.5.80,ref-mek.8.1.5.102,המקדים תרומה לבכורים מעשר ראשון לתרומה ומעשר שני לראשון אף על פי שהוא עובר בלא תעשה מה שעשה עשוי שנאמר מלאתך ודמעך לא תאחר ,"המקדים תרומה לביכורים ומעשר ראשון לתרומה ומעשר שני לראשון אע""פ שהוא עובר בלא תעשה מה שעשה עשוי תלמוד לומר מלאתך ודמעך לא תאחר ",24,23,30,349,0.11904761904761904,0.0992366412213741,0.0873015873015873
31,ref-m.1.6.3.6.21-ref-m.1.6.3.7.2,ref-mek.8.1.5.1-ref-mek.8.1.5.13,72648,72683,11263,11268,ref-m.1.6.3.6.21,ref-m.1.6.3.7.2,360303,360377,58219,58231,ref-mek.8.1.5.1,ref-mek.8.1.5.13,מלאתך ודמעך לא תאחר ומנין שיקדמו ,מלאתך ודמעך לא תאחר מלאתך אלו ביכורים הניטלין מהמלאה לא תאחר שלא תקדים ,6,13,31,344,0.5915492957746479,0.5352112676056338,0.5915492957746479
33,ref-m.1.6.3.7.2-ref-m.1.6.3.7.17,ref-mek.8.1.5.27-ref-mek.8.1.5.45,72676,72773,11268,11283,ref-m.1.6.3.7.2,ref-m.1.6.3.7.17,360454,360574,58243,58261,ref-mek.8.1.5.27,ref-mek.8.1.5.45,שיקדמו הבכורים לתרומה זה קרוי תרומה וראשית וזה קרוי תרומה וראשית אלא יקדמו בכורים לכל שהן ,יקדים אם תרומה לביכורים אם ביכורים לתרומה אמרת יקדמו ביכורים שהם קרויין ארבעה שמות ראשית ביכורים תרומה ומלאה לתרומה ,16,19,33,347,0.6120689655172413,0.2833333333333333,0.5172413793103449
34,ref-m.1.6.7.2.9-ref-m.1.6.7.2.24,ref-mek.7.15.3.230-ref-mek.7.15.3.243,78994,79088,12203,12216,ref-m.1.6.7.2.9,ref-m.1.6.7.2.24,344234,344306,55658,55667,ref-mek.7.15.3.230,ref-mek.7.15.3.243,משלמת את הקרן ואינה משלמת את החומש ומיתתה בשרפה נשאת לאחד מכל הפסולין משלמת קרן וחומש ,כל המשלם את הקרן חייב לשלם את החומש ושאינו משלם את הקרן פטור מחומש ,16,14,34,321,0.5465116279069767,0.30000000000000004,0.46511627906976744
36,ref-m.1.8.5.13.16-ref-m.1.8.5.13.24,ref-mek.2.6.3.316-ref-mek.2.6.3.324,108141,108184,16640,16645,ref-m.1.8.5.13.16,ref-m.1.8.5.13.24,124423,124466,19947,19952,ref-mek.2.6.3.316,ref-mek.2.6.3.324,ממעון קדשך מן השמים וברך את עמך את ישראל ,ממעון קדשך מן השמים וברך את עמך את ישראל ,9,9,36,118,0.0,0.0,0.0
37,ref-m.1.9.1.1.5-ref-m.1.9.1.1.10,ref-mek.1.9.1.32-ref-mek.1.9.1.37,108645,108692,16719,16724,ref-m.1.9.1.1.5,ref-m.1.9.1.1.10,29140,29187,4620,4625,ref-mek.1.9.1.32,ref-mek.1.9.1.37,החטים והשעורים והכוסמין ושבולת שועל ושיפון ,החטים והשעורים והכוסמים ושבולת שועל ושיפון ,6,6,37,34,0.023255813953488372,0.045454545454545414,0.023255813953488372
38,ref-m.1.9.1.1.5-ref-m.1.9.1.1.10,ref-mek.1.9.1.671-ref-mek.1.9.1.676,108645,108692,16719,16724,ref-m.1.9.1.1.5,ref-m.1.9.1.1.10,32465,32508,5098,5103,ref-mek.1.9.1.671,ref-mek.1.9.1.676,החטים והשעורים והכוסמין ושבולת שועל ושיפון ,החטים והשעורים והכוסמים שבולת שועל שיפון ,6,6,38,38,0.06976744186046512,0.09090909090909094,0.06976744186046512
39,ref-m.1.9.1.1.5-ref-m.1.9.1.1.10,ref-mek.1.18.2.30-ref-mek.1.18.2.35,108645,108692,16719,16724,ref-m.1.9.1.1.5,ref-m.1.9.1.1.10,70442,70489,11038,11043,ref-mek.1.18.2.30,ref-mek.1.18.2.35,החטים והשעורים והכוסמין ושבולת שועל ושיפון ,החטים והשעורים והכסומים ושבולת שועל ושיפון ,6,6,39,82,0.06976744186046512,0.045454545454545414,0.046511627906976744
40,ref-m.1.9.1.4.15-ref-m.1.9.1.4.20,ref-mek.1.11.3.104-ref-mek.1.11.3.109,109400,109453,16820,16825,ref-m.1.9.1.4.15,ref-m.1.9.1.4.20,39490,39541,6105,6110,ref-mek.1.11.3.104,ref-mek.1.11.3.109,בתבואה הסופגנין והדובשנין והאסקריטין וחלת המשרת ,ומביא האספגנין והדובשנין והאסקריטין וחלות משרת ,6,6,40,51,0.16666666666666666,0.13725490196078427,0.125
41,ref-m.1.11.1.1.2-ref-m.1.11.1.1.11,ref-mek.8.4.7.38-ref-mek.8.4.7.43,121239,121301,18625,18634,ref-m.1.11.1.1.2,ref-m.1.11.1.1.11,376794,376833,60834,60839,ref-mek.8.4.7.38,ref-mek.8.4.7.43,מביאין בכורים וקורין מביאין ולא קורין ויש שאינן מביאין אלו ,מביאין וקורין ואלו מביאין ואין קורין ,10,6,41,370,0.5254237288135594,0.3728813559322034,0.4915254237288136
42,ref-m.1.11.1.1.2-ref-m.1.11.1.1.11,ref-mek.8.4.7.82-ref-mek.8.4.7.87,121239,121301,18625,18634,ref-m.1.11.1.1.2,ref-m.1.11.1.1.11,377065,377104,60876,60881,ref-mek.8.4.7.82,ref-mek.8.4.7.87,מביאין בכורים וקורין מביאין ולא קורין ויש שאינן מביאין אלו ,מביאין וקורין ואלו מביאין ואין קורין ,10,6,42,372,0.5254237288135594,0.3728813559322034,0.4915254237288136
44,ref-m.1.11.1.4.1-ref-m.1.11.1.4.12,ref-mek.8.4.7.35-ref-mek.8.4.7.44,121953,122017,18743,18753,ref-m.1.11.1.4.1,ref-m.1.11.1.4.12,376780,376837,60831,60840,ref-mek.8.4.7.35,ref-mek.8.4.7.44,אלו מביאין ולא קורין הגר מביא ואינו קורא שאינו יכול לומר אשר ,לאלו אלא אלו מביאין וקורין ואלו מביאין ואין קורין אשר ,12,10,44,369,0.5901639344262295,0.25757575757575757,0.39344262295081966
45,ref-m.1.11.1.4.8-ref-m.1.11.1.4.17,ref-mek.3.10.1.105-ref-mek.3.10.1.113,121992,122043,18750,18758,ref-m.1.11.1.4.8,ref-m.1.11.1.4.17,174320,174364,28409,28417,ref-mek.3.10.1.105,ref-mek.3.10.1.113,קורא שאינו יכול לומר אשר נשבע ה' לאבותינו לתת לנו ,נקראת נחלה שנאמר בארץ אשר ה' אלהיך נותן לך ,10,9,45,151,0.64,0.423728813559322,0.48
46,ref-m.1.11.1.4.31-ref-m.1.11.1.4.45,ref-mek.1.19.7.530-ref-mek.1.19.7.542,122117,122206,18772,18785,ref-m.1.11.1.4.31,ref-m.1.11.1.4.45,88990,89051,14020,14031,ref-mek.1.19.7.530,ref-mek.1.19.7.542,אבות ישראל וכשהוא בבית הכנסת אומר אלהי אבותיכם ואם היתה אמו מישראל אומר אלהי אבותינו ,ואם אומר אבינו העלה את אביו מיד הם אומרים להם אביכם מלך היה ,15,13,46,106,0.6941176470588235,0.4065934065934066,0.5882352941176471
47,ref-m.1.11.1.9.11-ref-m.1.11.1.9.16,ref-mek.8.4.7.20-ref-mek.8.4.7.28,123042,123071,18916,18921,ref-m.1.11.1.9.11,ref-m.1.11.1.9.16,376704,376751,60819,60825,ref-mek.8.4.7.20,ref-mek.8.4.7.28,בכורי אדמתך תביא בית ה' אלהיך ,ביכורים משקין מנין תלמוד לומר תביא בית ה' אלהיך ,6,9,47,368,0.4375,0.43999999999999995,0.4375
48,ref-m.1.11.4.5.4-ref-m.1.11.4.5.34,ref-mek.6.8.1.54-ref-mek.6.8.1.99,128462,128618,19738,19764,ref-m.1.11.4.5.4,ref-m.1.11.4.5.34,267080,267301,43823,43855,ref-mek.6.8.1.54,ref-mek.6.8.1.99,לא לאנשים ולא לנשים אין חייבים לא על מכתו ולא על קללתו לא כאנשים ולא כנשים ואינו נערך לא כאנשים ולא כנשים ואם אמר הריני נזיר שזה לא איש ולא אשה ,לא חלק בין אשה לאיש אף מורא לא חלקו בין איש לאשה דברי ר' ישמעאל ר' יהודה בן בתירא אומר הרי הוא אומר איש אמו ואביו תיראו ואת שבתותי תשמורו מה שבת לא חלק בין איש לאשה וטומטום ואנדרוגינוס אף מורא לא תחלוק בין איש לאשה ,31,46,48,195,0.6883720930232559,0.522633744855967,0.6232558139534884
49,ref-m.2.1.9.3.10-ref-m.2.1.9.3.26,ref-mek.6.3.2.1-ref-mek.6.3.2.14,140330,140434,21599,21612,ref-m.2.1.9.3.10,ref-m.2.1.9.3.26,245451,245527,40287,40300,ref-mek.6.3.2.1,ref-mek.6.3.2.14,היו נכונים לשלשת ימים מנין שמרחיצין את המילה ביום השלישי שחל להיות בשבת שנאמר ויהי ביום השלישי ,והיו נכונים ליום השלישי זה יום ששי שבו נתנה תורה שנאמר כי ביום השלישי ,17,14,49,189,0.45263157894736844,0.35,0.42105263157894735
50,ref-m.2.1.12.6.3-ref-m.2.1.13.1.8,ref-mek.9.1.4.195-ref-mek.9.1.4.205,145372,145497,22380,22395,ref-m.2.1.12.6.3,ref-m.2.1.13.1.8,384320,384372,61948,61958,ref-mek.9.1.4.195,ref-mek.9.1.4.205,אותיות בשתי העלמות אחת שחרית ואחת בין הערבים רבן גמליאל מחייב וחכמים פוטרין רבי אליעזר אומר האורג שלשה חוטין בתחלה ואחת ,אות אחת שחרית ואות אחת בין הערבים או שארג חוט אחד ,21,11,50,384,0.6583333333333333,0.5950413223140496,0.6333333333333333
51,ref-m.2.2.4.2.3-ref-m.2.2.4.2.18,ref-mek.1.16.2.134-ref-mek.1.16.2.147,164689,164764,25307,25320,ref-m.2.2.4.2.3,ref-m.2.2.4.2.18,58245,58311,9098,9111,ref-mek.1.16.2.134,ref-mek.1.16.2.147,לא נכנסו לנמל עד שחשיכה אמרו לו לרבן גמליאל מה אנו לירד אמר להן מותר אתם ,לומר לך הרי שלקחו רבו ערב שבת עם חשכה ולא הספיק למולו עד שיחשיך ,16,14,51,70,0.7671232876712328,0.4606741573033708,0.6164383561643836
52,ref-m.2.3.1.3.4-ref-m.2.3.1.3.12,ref-mek.1.18.2.372-ref-mek.1.18.2.382,179430,179484,27553,27561,ref-m.2.3.1.3.4,ref-m.2.3.1.3.12,72267,72334,11284,11293,ref-mek.1.18.2.372,ref-mek.1.18.2.382,בודקין אור ארבעה עשר ובארבעה עשר שחרית ובשעת הביעור ,בודקין את החמץ אור לארבעה עשר ובארבעה עשר בשחרית ובשעת הביעור ,9,11,52,87,0.16129032258064516,0.16129032258064513,0.16129032258064516
53,ref-m.2.3.1.3.16-ref-m.2.3.1.3.22,ref-mek.1.18.2.372-ref-mek.1.18.2.379,179503,179538,27563,27569,ref-m.2.3.1.3.16,ref-m.2.3.1.3.22,72267,72311,11284,11290,ref-mek.1.18.2.372,ref-mek.1.18.2.379,בדק אור ארבעה עשר יבדוק בארבעה עשר ,בודקין את החמץ אור לארבעה עשר ובארבעה עשר ,7,8,53,86,0.40476190476190477,0.28888888888888886,0.2857142857142857
54,ref-m.2.3.2.5.9-ref-m.2.3.2.5.15,ref-mek.1.9.1.32-ref-mek.1.9.1.38,181205,181262,27819,27825,ref-m.2.3.2.5.9,ref-m.2.3.2.5.15,29140,29192,4620,4626,ref-mek.1.9.1.32,ref-mek.1.9.1.38,בחיטים בשעורים בכוסמין ובשיפון ובשבולת שועל ויוצאין ,החטים והשעורים והכוסמים ושבולת שועל ושיפון יצאו ,7,7,54,36,0.4423076923076923,0.24561403508771928,0.3076923076923077
55,ref-m.2.3.2.5.9-ref-m.2.3.2.5.15,ref-mek.1.9.1.671-ref-mek.1.9.1.677,181205,181262,27819,27825,ref-m.2.3.2.5.9,ref-m.2.3.2.5.15,32465,32513,5098,5104,ref-mek.1.9.1.671,ref-mek.1.9.1.677,בחיטים בשעורים בכוסמין ובשיפון ובשבולת שועל ויוצאין ,החטים והשעורים והכוסמים שבולת שועל שיפון יצאו ,7,7,55,40,0.46153846153846156,0.25,0.34615384615384615
56,ref-m.2.3.2.5.9-ref-m.2.3.2.5.15,ref-mek.1.18.2.30-ref-mek.1.18.2.36,181205,181262,27819,27825,ref-m.2.3.2.5.9,ref-m.2.3.2.5.15,70442,70494,11038,11044,ref-mek.1.18.2.30,ref-mek.1.18.2.36,בחיטים בשעורים בכוסמין ובשיפון ובשבולת שועל ויוצאין ,החטים והשעורים והכסומים ושבולת שועל ושיפון יצאו ,7,7,56,84,0.46153846153846156,0.24561403508771928,0.3269230769230769
57,ref-m.2.3.3.4.41-ref-m.2.3.3.5.17,ref-mek.1.10.2.12-ref-mek.1.10.2.32,182968,183092,28089,28108,ref-m.2.3.3.4.41,ref-m.2.3.3.5.17,35899,36025,5583,5603,ref-mek.1.10.2.12,ref-mek.1.10.2.32,תפח תלטוש בצונן שיאור ישרף והאוכלו פטור סידוק ישרף והאוכלו חייב כרת איזהו שיאור כקרני חגבים סידוק שנתערבו סדקיו זה בזה ,תפח ותלטוש בצונן שאור ישרף והאוכלו פטור סידוק ישרף והאוכלו חייב מיתה אי זהו שאור כקרני חגבים סידוק שנתערבו סדקיו זה בזה ,21,22,57,46,0.058333333333333334,0.05691056910569103,0.041666666666666664
58,ref-m.2.3.3.5.30-ref-m.2.3.3.5.36,ref-mek.1.10.2.46-ref-mek.1.10.2.52,183154,183197,28114,28120,ref-m.2.3.3.5.30,ref-m.2.3.3.5.36,36088,36130,5612,5618,ref-mek.1.10.2.46,ref-mek.1.10.2.52,שיאור כל שהכסיפו פניו כאדם שעמדו שערותיו ,שאור כל שהכסיפו פניו כאדם שעמדו שערותיו ,7,7,58,47,0.024390243902439025,0.024390243902439046,0.024390243902439025
59,ref-m.2.3.5.5.1-ref-m.2.3.5.5.11,ref-mek.1.6.1.770-ref-mek.1.6.1.776,186975,187032,28702,28712,ref-m.2.3.5.5.1,ref-m.2.3.5.5.11,19124,19163,3072,3078,ref-mek.1.6.1.770,ref-mek.1.6.1.776,הפסח נשחט בשלש כתות שנאמר ושחטו אותו כל קהל עדת ישראל ,הפסח נשחט בשלש כתות קהל ועדה וישראל ,11,7,59,24,0.42592592592592593,0.36363636363636365,0.3888888888888889
61,ref-m.2.3.6.2.10-ref-m.2.3.6.2.19,ref-mek.1.10.2.148-ref-mek.1.10.2.154,188516,188564,28944,28951,ref-m.2.3.6.2.10,ref-m.2.3.6.2.19,36610,36646,5682,5688,ref-mek.1.10.2.148,ref-mek.1.10.2.154,שהיא משום מלאכה דוחה את השבת אלו שהן משום שבות ,שהם משום מלאכה דברים שהם משום שבות ,10,7,61,48,0.3617021276595745,0.3921568627450981,0.3617021276595745
