,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
18,ref-t.1.1.1.14.37-ref-t.1.1.1.14.58,ref-sifra.2.01-01.12.1-ref-sifra.2.01-01.12.23,4124,4231,680,700,ref-t.1.1.1.14.37,ref-t.1.1.1.14.58,7133,7244,1179,1199,ref-sifra.2.1-01.12.1,ref-sifra.2.1-01.12.23,משה משה אברהם אברהם יעקב יעקב שמואל שמואל כולן לשון חיבה לשון זירוז הן הן עד שלא נדבר עמהן והן הן משנדבר ,משה משה אברהם אברהם יעקב יעקב שמואל שמואל לשון חיבה לשון זירוז דבר אחר הוא משה עד שלא נדבר עמו הוא משה משנדבר ,22,23,4,18,0.22727272727272727,0.3125
19,ref-t.1.1.1.14.17-ref-t.1.1.1.14.25,ref-sifra.2.01-01.12.15-ref-sifra.2.01-01.12.23,4016,4061,662,669,ref-t.1.1.1.14.17,ref-t.1.1.1.14.25,7204,7244,1192,1199,ref-sifra.2.1-01.12.15,ref-sifra.2.1-01.12.23,הוא אברם עד שלא נדבר עמו והוא אברהם משנדבר ,הוא משה עד שלא נדבר עמו הוא משה משנדבר ,9,9,3,19,0.20930232558139536,0.2857142857142857
21,ref-t.2.12.1.4.19-ref-t.2.12.1.4.29,ref-sifra.2.02-00.1.22-ref-sifra.2.02-00.1.34,495940,496000,77317,77327,ref-t.2.12.1.4.19,ref-t.2.12.1.4.29,10908,10980,1726,1736,ref-sifra.2.2-00.1.22,ref-sifra.2.2-00.1.34,מרובה מדת חגיגה ממדת ראיה חגיגה נוהגת לפני דבור ולאחר דבור ,מרובה מדת תנופה ממדת סמיכה שהתנופה נוהגת בדבר שיש בו רוח חיים ובדבר ,11,13,508,21,0.4411764705882353,0.6875
23,ref-t.2.2.2.13.81-ref-t.2.2.2.13.93,ref-sifra.2.02-00.2.71-ref-sifra.2.02-00.2.78,300852,300926,46817,46828,ref-t.2.2.2.13.81,ref-t.2.2.2.13.93,11780,11818,1856,1863,ref-sifra.2.2-00.2.71,ref-sifra.2.2-00.2.78,ולא יסמוך עליהן לפי שאין עולין באילן ואין נתלין באילן ואין נסמכין על ,שאין סומכים על העולות כך לא יסמכו על ,13,8,177,23,0.6666666666666666,0.6666666666666667
24,ref-t.2.9.3.10.9-ref-t.2.9.3.10.22,ref-sifra.2.02-00.11.14-ref-sifra.2.02-00.11.24,472013,472088,73549,73561,ref-t.2.9.3.10.9,ref-t.2.9.3.10.22,15408,15458,2393,2402,ref-sifra.2.2-00.11.14,ref-sifra.2.2-00.11.24,אם נאמר בשבעה בחדש למה נאמ' בתשעה בחדש ואם נאמ' בתשעה בחודש למה נאמ' ,אם נאמר רובע למה נאמר נוגח ואם נאמר נוגח למה נאמר ,14,11,481,24,0.43478260869565216,0.75
25,ref-t.4.1.4.10.2-ref-t.4.1.4.10.19,ref-sifra.2.02-00.11.25-ref-sifra.2.02-00.11.36,743669,743769,117467,117480,ref-t.4.1.4.10.2,ref-t.4.1.4.10.19,15459,15524,2403,2412,ref-sifra.2.2-00.11.25,ref-sifra.2.2-00.11.36,בנוגח שאין ברובע וברובע שאין בנוגח נוגח משלם את הכופר לאחר מיתה מה שאין כן ברובע ויש ברובע ,רובע לפי שיש ברובע מה שאין בנוגח ובנוגח מה שאין ברובע רובע ,18,12,740,25,0.5274725274725275,0.7692307692307692
27,ref-t.4.1.4.10.1-ref-t.4.1.4.10.24,ref-sifra.2.02-00.11.37-ref-sifra.2.02-00.11.70,743666,743796,117466,117485,ref-t.4.1.4.10.1,ref-t.4.1.4.10.24,15525,15694,2413,2438,ref-sifra.2.2-00.11.37,ref-sifra.2.2-00.11.70,יש בנוגח שאין ברובע וברובע שאין בנוגח נוגח משלם את הכופר לאחר מיתה מה שאין כן ברובע ויש ברובע שהרובע עשה בו אונס כרצון ,עשה בו אונס כרצון נוגח לא עשה בו אונס כרצון נוגח משלם את הכופר לאחר מיתה רובע אינו משלם את הכופר לאחר מיתה יש ברובע מה שאין בנעבד ויש בנעבד מה שאין ברובע רובע ,24,34,738,27,0.5786163522012578,0.2666666666666667
28,ref-t.4.1.4.9.37-ref-t.4.1.4.9.60,ref-sifra.2.02-00.11.69-ref-sifra.2.02-00.11.75,743421,743547,117430,117448,ref-t.4.1.4.9.37,ref-t.4.1.4.9.60,15683,15715,2437,2443,ref-sifra.2.2-00.11.69,ref-sifra.2.2-00.11.75,בין משלו בין משל חבירו בין לפני הקדישו ובין לאחר הקדישו בין בשוגג בין במזיד בין באונס בין ברצון פסול לגבי מזבח רובע ונרבע ,ברובע רובע בין שלו בין של אחרים ,24,7,737,28,0.7950819672131147,0.8
30,ref-t.5.6.4.1.26-ref-t.5.6.4.2.10,ref-sifra.2.02-00.11.71-ref-sifra.2.02-00.11.82,1214267,1214344,191478,191491,ref-t.5.6.4.1.26,ref-t.5.6.4.2.10,15695,15748,2439,2450,ref-sifra.2.2-00.11.71,ref-sifra.2.2-00.11.82,אסור ושל חבירו מותר מאימתי נקרא מוקצה משיעשה מעשה נעבד בין משלו ובין משל ,בין שלו בין של אחרים אסור נעבד שלו אסור של אחרים מותר ,14,12,2054,30,0.7123287671232876,0.6666666666666667
31,ref-t.2.3.4.2.145-ref-t.2.3.4.2.159,ref-sifra.2.02-03.3.4-ref-sifra.2.02-03.3.17,346076,346160,53817,53831,ref-t.2.3.4.2.145,ref-t.2.3.4.2.159,16147,16225,2502,2515,ref-sifra.2.2-03.3.4,ref-sifra.2.2-03.3.17,דנין דבר שנוהג בכל הזבחים מדבר שנוהג בכל הזבחים ואל יוכיח זמן שאין נוהג בכל ,דנין דבר שכולו עולה לאשים מדבר שכולו עולה לאשים ואל תוכיח מנחה שאין כולה ,15,14,230,31,0.3815789473684211,0.7142857142857143
32,ref-t.3.4.6.1.363-ref-t.3.4.6.1.377,ref-sifra.2.02-03.8.4-ref-sifra.2.02-03.8.18,619830,619916,97332,97345,ref-t.3.4.6.1.363,ref-t.3.4.6.1.377,16998,17076,2608,2619,ref-sifra.2.2-03.8.4,ref-sifra.2.2-03.8.18,אם טהור אני עולה מחובתי וחטאת ספק וסופר שלשים יום ומביא קרבנותיו שלמים ומביא עולת ,אם היחיד שאינו מביא עולת חובה בכל יום מביא עולת בהמה נדבה ציבור שמביא עולת ,15,15,608,32,0.6341463414634146,0.9047619047619048
33,ref-t.5.1.7.22.14-ref-t.5.1.7.22.24,ref-sifra.2.03-00.11.27-ref-sifra.2.03-00.12.3,1044680,1044746,164937,164947,ref-t.5.1.7.22.14,ref-t.5.1.7.22.24,19760,19834,2942,2951,ref-sifra.2.3-00.11.27,ref-sifra.2.3-00.12.3,טומטום ואנדרגינס אין מטמין בבית הבליעה שכל מקום שנ' זכר מוציא ,אומר למטה זכר שאין תלמוד לומר אלא להוציא טומטום ואנדרוגניס תמים כשם שאם ,11,13,1267,33,0.7361111111111112,0.7647058823529411
35,ref-t.2.3.5.5.4-ref-t.2.3.5.5.32,ref-sifra.2.03-00.12.29-ref-sifra.2.03-00.12.40,352559,352721,54857,54881,ref-t.2.3.5.5.4,ref-t.2.3.5.5.32,19971,20039,2971,2981,ref-sifra.2.3-00.12.29,ref-sifra.2.3-00.12.40,בשבת שלא לשמו חייב אמ' ר' יוסה שמעתי שהשוחט תמיד בשבת שלא לשמו חייב אמ' ר' יוסה שמעתי שהשוחט תמיד בשבת שאינו מבוקר שחייב חטאת ויחזור ויביא תמיד אחר ש,שמעתי בשוחט תמיד בשבת שאינו מבוקר שהוא חייב חטאת ויביא תמיד אחר ,30,12,245,35,0.610738255033557,0.4736842105263158
36,ref-t.2.5.4.3.18-ref-t.2.5.4.3.36,ref-sifra.2.03-00.15.4-ref-sifra.2.03-00.15.15,408185,408287,63718,63735,ref-t.2.5.4.3.18,ref-t.2.5.4.3.36,20783,20850,3079,3089,ref-sifra.2.3-00.15.4,ref-sifra.2.3-00.15.15,הנמרין אכל עלי קנים ועלי גפנים עלי תאנים ועלי חרובין וכל דבר שאין ראוי באכילה פטור עלי חזרין עלי ,עולה בעולה שהוא שם אחד עולה בתמורה קרבה עולה עולה בחולין שיכול ,19,12,435,36,0.7216494845360825,0.8888888888888888
37,ref-t.5.1.10.15.28-ref-t.5.1.10.15.33,ref-sifra.2.03-04.1.76-ref-sifra.2.03-04.1.87,1057514,1057552,166923,166928,ref-t.5.1.10.15.28,ref-t.5.1.10.15.33,21368,21438,3179,3189,ref-sifra.2.3-04.1.76,ref-sifra.2.3-04.1.87,נוהגין בקדשי קדשים ובקדשים קלים ואם ,נוהגת בקדשי קדשים ובקדשים קלים והצפון אינו נוהג אלא בקדשי קדשים אם ,6,12,1389,37,0.5074626865671642,0.4444444444444444
38,ref-t.2.2.3.17.66-ref-t.2.2.3.17.71,ref-sifra.2.03-04.2.4-ref-sifra.2.03-04.2.11,305755,305784,47605,47610,ref-t.2.2.3.17.66,ref-t.2.2.3.17.71,21772,21805,3244,3251,ref-sifra.2.3-04.2.4,ref-sifra.2.3-04.2.11,ביד בנו ביד עבדו ביד שלוחו ,יד בנו ולא יד עבדו ולא יד שלוחו ,6,8,181,38,0.28125,0.19999999999999996
39,ref-t.5.3.8.13.17-ref-t.5.3.8.13.23,ref-sifra.2.03-04.2.41-ref-sifra.2.03-04.2.48,1130851,1130889,178111,178117,ref-t.5.3.8.13.17,ref-t.5.3.8.13.23,21933,21981,3266,3273,ref-sifra.2.3-04.2.41,ref-sifra.2.3-04.2.48,טעון סמיכה ותנופה חי ואין טעון תנופה ,שאינו טעון תנופה טעון סמיכה החזה שטעונה תנופה ,7,8,1665,39,0.5652173913043478,0.5714285714285714
40,ref-t.5.6.1.19.68-ref-t.5.6.1.19.74,ref-sifra.2.03-04.2.44-ref-sifra.2.03-04.2.48,1207059,1207106,190428,190434,ref-t.5.6.1.19.68,ref-t.5.6.1.19.74,21951,21981,3269,3273,ref-sifra.2.3-04.2.44,ref-sifra.2.3-04.2.48,וטעונה סמיכה ונסכים ותנופת חזה ושוק וטעונה ,טעון סמיכה החזה שטעונה תנופה ,7,5,2021,40,0.6046511627906976,0.625
41,ref-t.4.5.5.16.19-ref-t.4.5.5.17.3,ref-sifra.2.03-04.8.17-ref-sifra.2.03-04.8.27,947471,947537,149843,149851,ref-t.4.5.5.16.19,ref-t.4.5.5.17.3,22895,22949,3423,3429,ref-sifra.2.3-04.8.17,ref-sifra.2.3-04.8.27,מיתה בידי שמים וכרת בידי שמים אין מלקין אותן מיתה בידי בית דין ,מיתה ביד בית דין מיתה בידי שמים כרת בידי שמים מלקות ,13,11,904,41,0.5555555555555556,0.4285714285714286
42,ref-t.5.1.8.17.37-ref-t.5.1.8.17.45,ref-sifra.2.03-04.9.4-ref-sifra.2.03-04.9.13,1048190,1048227,165425,165433,ref-t.5.1.8.17.37,ref-t.5.1.8.17.45,23132,23182,3459,3468,ref-sifra.2.3-04.9.4,ref-sifra.2.3-04.9.13,שנ' כי הדם הוא בנפש יכפר אי זהו דם ,במכפר איזהו מכפר זה הדם שנאמר כי הדם הוא בנפש ,9,10,1279,42,0.717391304347826,0.4285714285714286
45,ref-t.5.3.10.16.2-ref-t.5.3.10.16.9,ref-sifra.2.04-00.1.6-ref-sifra.2.04-00.2.2,1142442,1142494,180038,180045,ref-t.5.3.10.16.2,ref-t.5.3.10.16.9,23858,23926,3574,3584,ref-sifra.2.4-00.1.6,ref-sifra.2.4-00.2.2,שסמיכה בטהורין כך שחיטה בטהורין תכף לסמיכה שחיטה ,ותיכף לסמיכה שחיטה מה סמיכה בטהורים אף שחיטה בטהורים ושחט שחיטה ,8,11,1727,45,0.546875,0.4285714285714286
47,ref-t.2.12.3.19.31-ref-t.2.12.3.19.46,ref-sifra.2.04-00.2.25-ref-sifra.2.04-00.2.36,506492,506572,78985,78997,ref-t.2.12.3.19.31,ref-t.2.12.3.19.46,24060,24123,3604,3613,ref-sifra.2.4-00.2.25,ref-sifra.2.4-00.2.36,שנ' ואתה ובניך אתך תשמרו את כהנתכם לכל דבר המזבח או לכל דבר המזבח יכול אף ,שנאמר ואתה ובניך אתך תשמרו את כהנתכם לכל דבר המזבח יכול אף ,16,12,516,47,0.2702702702702703,0.18181818181818177
48,ref-t.5.1.1.8.15-ref-t.5.1.1.8.25,ref-sifra.2.04-00.2.35-ref-sifra.2.04-00.2.45,1017972,1018027,161114,161123,ref-t.5.1.1.8.15,ref-t.5.1.1.8.25,24116,24177,3612,3621,ref-sifra.2.4-00.2.35,ref-sifra.2.4-00.2.45,והקריבו בני אהרן את הדם אליו יכול זו זריקה כשהוא או' ,יכול אף לשחיטה כשהוא אומר והקריבו בני אהרן הכהנים את הדם ,11,11,1123,48,0.7719298245614035,0.5333333333333333
50,ref-t.5.1.1.8.19-ref-t.5.1.1.8.46,ref-sifra.2.04-00.4.3-ref-sifra.2.04-00.4.32,1017993,1018135,161117,161144,ref-t.5.1.1.8.19,ref-t.5.1.1.8.46,24611,24766,3698,3723,ref-sifra.2.4-00.4.3,ref-sifra.2.4-00.4.32,הדם אליו יכול זו זריקה כשהוא או' וזרקו זו זריקה אמורה הא אינו או' והקריבו זו קבלה מקיש קבלה לזריקה מה זריקה בכהן תמים ובכלי שרת אף קבלה ,קבלת הדם יכול זריקה כשהוא אומר וזרקו הרי זריקה אמורה הא אינו אומר כאן והקריבו זו קבלת הדם שלא תהיה אלא בכהן כשר ובכלי שרת אמר רבי עקיבא מנין לקבלת ,28,30,1124,50,0.4421768707482993,0.5
51,ref-t.5.1.1.8.4-ref-t.5.1.1.8.13,ref-sifra.2.04-00.4.21-ref-sifra.2.04-00.4.33,1017916,1017967,161103,161112,ref-t.5.1.1.8.4,ref-t.5.1.1.8.13,24706,24771,3714,3724,ref-sifra.2.4-00.4.21,ref-sifra.2.4-00.4.33,מנין לקבלת הדם שלא תהא אלא בכהן תמים ובכלי שרת ,שלא תהיה אלא בכהן כשר ובכלי שרת אמר רבי עקיבא מנין לקבלת הדם ,10,13,1120,51,0.7049180327868853,0.3571428571428571
53,ref-t.5.1.1.8.44-ref-t.5.1.1.8.128,ref-sifra.2.04-00.4.37-ref-sifra.2.04-00.5.58,1018124,1018552,161142,161216,ref-t.5.1.1.8.44,ref-t.5.1.1.8.128,24786,25210,3728,3799,ref-sifra.2.4-00.4.37,ref-sifra.2.4-00.5.58,שרת אף קבלה בכהן תמים ובכלי שרת ולהלן הוא או' ומשחת אתם וכהנו לי מה כהן האמור להלן בכהן תמים ובכלי שרת אף כהן האמור כאן בכהן תמים ובכלי שרת אמ' לו ר' טרפון עקיבא עד מתי אתה מגבב ומביא עלינו אקפח את בני אם לא הפרש שמעתי בין קבלה לזריקה ואתה השויתה קבלה לזריקה אמ' לו תרשיני לומר לפניך מה שלימדתני אמ' לו אמור אמ' לו קבלה לא עשה בה מחשבה כמעשה זריקה עשה בה מחשבה כמעשה המקבל בחוץ כשר הזורק בחוץ פסול קיבלוהו ,בכהן כשר ובכלי שרת נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן בכהן כשר ובכלי שרת אמר לו ר' טרפון עקיבא עד מתי אתה מגבב עלינו את הכתובים אקפח את בני אם לא שמעתי שיש הפרש בין קבלה לזריקה ואין לי לפרש אמר לו תרשיני לומר לפניך מה שלמדתני אמר לו אמור אמר לו קבלה לא עשה בה את המחשבה כמעשה זריקה עשה בה את המחשבה כמעשה המקבל בחוץ פטור והזורק בחוץ חייב קבלוהו ,85,84,1126,53,0.29064039408866993,0.36363636363636365
54,ref-t.4.9.1.7.132-ref-t.4.9.1.7.145,ref-sifra.2.04-00.4.39-ref-sifra.2.04-00.4.61,1009924,1009988,159828,159841,ref-t.4.9.1.7.132,ref-t.4.9.1.7.145,24796,24921,3730,3752,ref-sifra.2.4-00.4.39,ref-sifra.2.4-00.4.61,מה דבר אמור להלן מקצתו לא כולו אף דבר האמור כאן מקצתו ולא כולו ,ובכלי שרת נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן בכהן כשר ובכלי ,14,23,1096,54,0.6694915254237288,0.6923076923076923
55,ref-t.4.4.13.9.55-ref-t.4.4.13.9.65,ref-sifra.2.04-00.4.41-ref-sifra.2.04-00.4.50,929151,929211,146962,146972,ref-t.4.4.13.9.55,ref-t.4.4.13.9.65,24807,24862,3732,3741,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,נאמ' כאן אבדה ונאמרה להלן אבדה מתבקשת מה אבידה האמורה להלן ,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,11,10,854,55,0.4067796610169492,0.5
56,ref-t.4.9.1.7.68-ref-t.4.9.1.7.83,ref-sifra.2.04-00.4.41-ref-sifra.2.04-00.4.57,1009623,1009700,159765,159780,ref-t.4.9.1.7.68,ref-t.4.9.1.7.83,24807,24900,3732,3748,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.57,נאמ' כאן דבר ונאמר להלן דבר מה דבר האמור להלן מקצתו ולא כולו אף דבר האמור ,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור ,16,17,1053,56,0.43820224719101125,0.6428571428571428
57,ref-t.3.5.7.22.82-ref-t.3.5.7.22.96,ref-sifra.2.04-00.4.41-ref-sifra.2.04-00.4.58,655867,655937,103463,103477,ref-t.3.5.7.22.82,ref-t.3.5.7.22.96,24807,24904,3732,3749,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,נאמ' כאן אחר ונאמ' להלן אחר מה אחר שנאמ' להלן נכרי אף אחר שנאמ' כאן ,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,15,18,661,57,0.5161290322580645,0.8
58,ref-t.5.5.2.9.33-ref-t.5.5.2.9.50,ref-sifra.2.04-00.4.41-ref-sifra.2.04-00.4.58,1186160,1186253,187075,187092,ref-t.5.5.2.9.33,ref-t.5.5.2.9.50,24807,24904,3732,3749,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,נאמ' כאן וחשב ונאמ' להלן וחשב מה וחשב האמור להלן חמשים סלע לבית כור אף וחשב האמור כאן ,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,18,18,1846,58,0.43010752688172044,0.7647058823529411
60,ref-t.5.1.1.8.142-ref-t.5.1.1.8.161,ref-sifra.2.04-00.5.74-ref-sifra.2.04-00.5.94,1018631,1018737,161226,161243,ref-t.5.1.1.8.142,ref-t.5.1.1.8.161,25287,25400,3812,3831,ref-sifra.2.4-00.5.74,ref-sifra.2.4-00.5.94,שלא הטיתה ימין ושמאל אני שמעתי ולא היה לו לפרש ואתה דורש ומסכים להלכה הא כל הפורש ממך כפורש מחייו ,שלא הטית ימין ושמאל אני הוא ששמעתי ולא היה לי לפרש ואתה דורש ומסכים לשמועה הא כל הפורש ממך כפורש מחייו ,20,21,1136,60,0.10679611650485436,0.25
61,ref-t.3.5.7.22.85-ref-t.3.5.7.22.96,ref-sifra.2.04-00.10.7-ref-sifra.2.04-00.10.20,655880,655937,103466,103477,ref-t.3.5.7.22.85,ref-t.3.5.7.22.96,26359,26430,3969,3982,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,ונאמ' להלן אחר מה אחר שנאמ' להלן נכרי אף אחר שנאמ' כאן ,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,12,14,673,61,0.5072463768115942,0.7692307692307692
