,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
14,ref-m.1.1.2.1.16-ref-m.1.1.2.1.37,ref-y.01.01.2.00.915-ref-y.01.01.2.00.936,1622,1749,251,267,ref-m.1.1.2.1.16,ref-m.1.1.2.1.37,34186,34306,5439,5458,ref-y.1.1.2..915,ref-y.1.1.2..936,שואל מפני הכבוד ומשיב ובאמצע שואל מפני היראה ומשיב דברי רבי מאיר רבי יהודה אומר באמצע שואל מפני היראה ומשיב מפני הכבוד ,"שואל מפני הכבוד ומשיב מפני הכבוד ובאמצע שואל מפני היראה ומשיב דברי ר""מ מפני מה הוא משיב מפני היראה או מפני הכבוד ",22,22,14,26,0.3277310924369748,0.17322834645669294,0.2184873949579832
15,ref-m.1.1.2.2.48-ref-m.1.1.2.2.59,ref-y.01.01.2.00.1055-ref-y.01.01.2.00.1064,2033,2092,317,326,ref-m.1.1.2.2.48,ref-m.1.1.2.2.59,34917,34969,5556,5564,ref-y.1.1.2..1055,ref-y.1.1.2..1064,שיקבל עליו עול מלכות שמים תחלה ואחר כך יקבל עליו עול מצות ,"יקבל עליו מלכות שמים תחילה ואח""כ יקבל עליו עול מצות ",12,10,15,28,0.15517241379310345,0.16666666666666663,0.13793103448275862
16,ref-m.1.1.2.2.49-ref-m.1.1.2.2.58,ref-y.03.07.1.00.5031-ref-y.03.07.1.00.5037,2040,2087,318,325,ref-m.1.1.2.2.49,ref-m.1.1.2.2.58,2780367,2780405,422000,422005,ref-y.3.7.1..5031,ref-y.3.7.1..5037,עליו עול מלכות שמים תחלה ואחר כך יקבל עליו עול ,מעליה עול מלכות שמים וקיבלה עליה עול ,10,7,16,5640,0.3617021276595745,0.31999999999999995,0.3191489361702128
17,ref-m.1.1.2.5.35-ref-m.1.1.2.5.42,ref-y.01.01.2.00.5436-ref-y.01.01.3.00.3,2610,2651,404,410,ref-m.1.1.2.5.35,ref-m.1.1.2.5.42,57563,57616,9319,9327,ref-y.1.1.2..5436,ref-y.1.1.3..3,איני שומע לכם לבטל ממני מלכות שמים אפילו ,איני שומע לכם לבטל ממני מלכות שמים תני ומן התפילין ,8,10,17,32,0.23529411764705882,0.23076923076923073,0.23529411764705882
18,ref-m.1.1.2.5.35-ref-m.1.1.2.5.43,ref-y.02.01.1.00.2697-ref-y.02.01.1.00.2704,2610,2659,404,411,ref-m.1.1.2.5.35,ref-m.1.1.2.5.43,885797,885840,134357,134363,ref-y.2.1.1..2697,ref-y.2.1.1..2704,איני שומע לכם לבטל ממני מלכות שמים אפילו שעה אחת ,איני שומע לכם לבטל ממני מלכות שמים שעה אחת ,10,9,18,1690,0.12244897959183673,0.12244897959183676,0.12244897959183673
19,ref-m.1.1.3.1.12-ref-m.1.1.3.1.16,ref-y.03.04.7.00.338-ref-y.03.04.7.00.342,3080,3117,478,482,ref-m.1.1.3.1.12,ref-m.1.1.3.1.16,2498898,2498939,379502,379506,ref-y.3.4.7..338,ref-y.3.4.7..342,נושאי המטה וחלופיהן וחלופי חלופיהן ,נושאי המיטה וחילופיהן וחילופי חילופיהן ,5,5,19,5011,0.10256410256410256,0.10256410256410253,0.10256410256410256
20,ref-m.1.1.3.1.12-ref-m.1.1.3.1.16,ref-y.03.04.9.00.1524-ref-y.03.04.9.00.1528,3080,3117,478,482,ref-m.1.1.3.1.12,ref-m.1.1.3.1.16,2529063,2529104,384146,384150,ref-y.3.4.9..1524,ref-y.3.4.9..1528,נושאי המטה וחלופיהן וחלופי חלופיהן ,נושאי המיטה וחילופיהן וחילופי חילופיהן ,5,5,20,5102,0.10256410256410256,0.10256410256410253,0.10256410256410256
21,ref-m.1.1.3.2.5-ref-m.1.1.3.2.13,ref-y.01.01.3.00.1535-ref-y.01.01.3.00.1542,3255,3307,506,513,ref-m.1.1.3.2.5,ref-m.1.1.3.2.13,65497,65535,10565,10571,ref-y.1.1.3..1535,ref-y.1.1.3..1542,אם יכולין להתחיל ולגמור עד שלא יגיעו לשורה יתחילו ,אם יודע הוא מתחיל וגומר עד שלא יתחיל ,9,8,21,38,0.5,0.3584905660377359,0.4
22,ref-m.1.1.3.2.18-ref-m.1.1.3.3.1,ref-y.01.01.3.00.1614-ref-y.01.01.3.00.1620,3327,3381,516,522,ref-m.1.1.3.2.18,ref-m.1.1.3.3.1,65911,65965,10631,10637,ref-y.1.1.3..1614,ref-y.1.1.3..1620,העומדים בשורה הפנימים פטורים והחיצונים חייבין נשים ,העומדין בשורה הפנימים פטורין והחיצונים חייבים משנה ,7,7,22,39,0.11764705882352941,0.11111111111111116,0.11764705882352941
23,ref-m.1.1.3.2.20-ref-m.1.1.3.3.1,ref-y.04.04.2.00.810-ref-y.04.04.2.00.814,3343,3381,518,522,ref-m.1.1.3.2.20,ref-m.1.1.3.3.1,3085448,3085488,469123,469127,ref-y.4.4.2..810,ref-y.4.4.2..814,הפנימים פטורים והחיצונים חייבין נשים ,הפנימין פטורין והחיצונין חייבין כמשנה ,5,5,23,6270,0.18421052631578946,0.2558139534883721,0.18421052631578946
24,ref-m.1.1.3.3.1-ref-m.1.1.3.3.8,ref-y.01.01.2.00.1476-ref-y.01.01.2.00.1481,3377,3430,522,528,ref-m.1.1.3.3.1,ref-m.1.1.3.3.8,37097,37135,5913,5918,ref-y.1.1.2..1476,ref-y.1.1.2..1481,נשים ועבדים וקטנים פטורין מקריאת שמע ומן התפילין ,"נשים ועבדים פטורים מק""ש ומן התפילין ",8,6,24,29,0.30612244897959184,0.30000000000000004,0.30612244897959184
25,ref-m.1.1.3.4.5-ref-m.1.1.3.4.14,ref-y.02.10.4.00.750-ref-y.02.10.4.00.757,3491,3549,537,546,ref-m.1.1.3.4.5,ref-m.1.1.3.4.14,1865849,1865893,285050,285057,ref-y.2.10.4..750,ref-y.2.10.4..757,ואינו מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריו ,במזון ברכה לאחריו ואין כתוב בה ברכה לפניו ,10,8,25,3378,0.660377358490566,0.4426229508196722,0.5471698113207547
26,ref-m.1.1.3.4.6-ref-m.1.1.3.4.14,ref-y.01.01.6.00.1223-ref-y.01.01.6.00.1231,3498,3549,538,546,ref-m.1.1.3.4.6,ref-m.1.1.3.4.14,125636,125694,19874,19881,ref-y.1.1.6..1223,ref-y.1.1.6..1231,מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריו ,מברך לפניו ולאחריו וחכמים אומרים מברך לפניו ולא לאחריו ,9,9,26,120,0.509090909090909,0.3548387096774194,0.4
27,ref-m.1.1.3.4.6-ref-m.1.1.3.4.17,ref-y.01.01.5.00.2701-ref-y.01.01.5.00.2711,3498,3567,538,549,ref-m.1.1.3.4.6,ref-m.1.1.3.4.17,116741,116821,18541,18551,ref-y.1.1.5..2701,ref-y.1.1.5..2711,מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריו ואינו מברך לפניו ,נתברכו לפניהן ולא נתברכו לאחריהן והאחרונים נתברכו לאחריהן ולא נתברכו לפניהן ,12,11,27,102,0.5,0.3908045977011494,0.42105263157894735
28,ref-m.1.1.3.4.6-ref-m.1.1.3.4.17,ref-y.01.01.9.00.5938-ref-y.01.01.9.00.5945,3498,3567,538,549,ref-m.1.1.3.4.6,ref-m.1.1.3.4.17,190215,190263,29931,29937,ref-y.1.1.9..5938,ref-y.1.1.9..5945,מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריו ואינו מברך לפניו ,ומברך לפניה ולאחריה ואוכל את פתו ומברך לפניה ,12,8,28,219,0.46875,0.3970588235294118,0.4375
29,ref-m.1.1.3.4.6-ref-m.1.1.3.4.17,ref-y.02.10.4.00.2044-ref-y.02.10.4.00.2054,3498,3567,538,549,ref-m.1.1.3.4.6,ref-m.1.1.3.4.17,1872484,1872563,286061,286071,ref-y.2.10.4..2044,ref-y.2.10.4..2054,מברך לא לפניה ולא לאחריה ועל המזון מברך לאחריו ואינו מברך לפניו ,נתברכו לפניהן ולא נתברכו לאחריהן האחרונים נתברכו לאחריהם ולא נתברכו לפניהן ,12,11,29,3395,0.52,0.38372093023255816,0.4266666666666667
33,ref-m.1.1.3.4.8-ref-m.1.1.3.4.14,ref-y.01.01.6.00.2265-ref-y.01.01.6.00.2270,3506,3549,540,546,ref-m.1.1.3.4.8,ref-m.1.1.3.4.14,130892,130929,20676,20681,ref-y.1.1.6..2265,ref-y.1.1.6..2270,לפניה ולא לאחריה ועל המזון מברך לאחריו ,לאחר המזון טעונה ברכה לפניה ולאחריה ,7,6,33,137,0.717948717948718,0.2954545454545454,0.48717948717948717
35,ref-m.1.1.3.4.12-ref-m.1.1.3.4.17,ref-y.01.01.7.00.503-ref-y.01.01.7.00.509,3530,3567,544,549,ref-m.1.1.3.4.12,ref-m.1.1.3.4.17,137250,137290,21668,21674,ref-y.1.1.7..503,ref-y.1.1.7..509,המזון מברך לאחריו ואינו מברך לפניו ,ברכה לפניה מזון שטעון ברכה לאחריו אינו ,6,7,35,154,0.7692307692307693,0.31818181818181823,0.46153846153846156
36,ref-m.1.1.3.4.12-ref-m.1.1.3.4.23,ref-y.01.01.7.00.472-ref-y.01.01.7.00.490,3530,3604,544,553,ref-m.1.1.3.4.12,ref-m.1.1.3.4.23,137083,137188,21641,21655,ref-y.1.1.7..472,ref-y.1.1.7..490,המזון מברך לאחריו ואינו מברך לפניו רבי יהודה אומר מברך לפניהם ולאחריהם ,מזון שאין טעון ברכה לפניו טעון ברכה לאחריו תורה שהיא טעונה ברכה לפניה אינו דין שתהא טעונה ברכה לאחריה ,12,19,36,149,0.6568627450980392,0.4414414414414415,0.5588235294117647
38,ref-m.1.1.3.4.15-ref-m.1.1.3.4.23,ref-y.01.01.3.00.2057-ref-y.01.01.3.00.2074,3550,3604,547,553,ref-m.1.1.3.4.15,ref-m.1.1.3.4.23,68238,68339,10991,11002,ref-y.1.1.3..2057,ref-y.1.1.3..2074,ואינו מברך לפניו רבי יהודה אומר מברך לפניהם ולאחריהם ,ואינו מברך לא לפניה ולא לאחריה דברי ר' מאיר וחכמים אומרים קורא את שמע ומשמיע לאזניו ומברך לפניה ,9,18,38,47,0.6041666666666666,0.4639175257731959,0.5833333333333334
39,ref-m.1.1.3.5.44-ref-m.1.1.3.5.49,ref-y.01.01.3.00.2934-ref-y.01.01.3.00.2939,3834,3871,592,597,ref-m.1.1.3.5.44,ref-m.1.1.3.5.49,72769,72806,11696,11701,ref-y.1.1.3..2934,ref-y.1.1.3..2939,וכמה ירחיק מהם ומן הצואה ארבע אמות ,וכמה ירחיק מהם ומן הצואה ארבע אמות ,7,7,39,59,0.0,0.0,0.0
40,ref-m.1.1.3.6.8-ref-m.1.1.3.6.15,ref-y.01.01.3.00.3720-ref-y.01.01.3.00.3726,3907,3956,604,611,ref-m.1.1.3.6.8,ref-m.1.1.3.6.15,76702,76742,12284,12290,ref-y.1.1.3..3720,ref-y.1.1.3..3726,והמשמשת שראתה נדה צריכין טבילה ורבי יהודה פוטר ,"המשמשת שראתה נדה צריכה טבילה ור""י פוטר ",8,7,40,60,0.2127659574468085,0.20833333333333337,0.2127659574468085
41,ref-m.1.1.3.6.8-ref-m.1.1.3.6.15,ref-y.01.01.3.00.3784-ref-y.01.01.3.00.3790,3907,3956,604,611,ref-m.1.1.3.6.8,ref-m.1.1.3.6.15,77025,77066,12340,12346,ref-y.1.1.3..3784,ref-y.1.1.3..3790,והמשמשת שראתה נדה צריכין טבילה ורבי יהודה פוטר ,"והמשמשת שראתה נדה צריכה טבילה ור""י פוטר ",8,7,41,61,0.19148936170212766,0.1875,0.19148936170212766
42,ref-m.1.1.3.6.8-ref-m.1.1.3.6.15,ref-y.02.05.3.00.524-ref-y.02.05.3.00.531,3907,3956,604,611,ref-m.1.1.3.6.8,ref-m.1.1.3.6.15,1468638,1468682,222901,222908,ref-y.2.5.3..524,ref-y.2.5.3..531,והמשמשת שראתה נדה צריכין טבילה ורבי יהודה פוטר ,המשמשת שראתה נדה צריכין טבילה ר' יודה פוטר ,8,8,42,2799,0.10638297872340426,0.125,0.10638297872340426
43,ref-m.1.1.4.1.21-ref-m.1.1.4.1.28,ref-y.01.01.4.00.462-ref-y.01.01.4.00.469,4054,4096,626,632,ref-m.1.1.4.1.21,ref-m.1.1.4.1.28,79526,79569,12747,12753,ref-y.1.1.4..462,ref-y.1.1.4..469,תפלת הערב אין לה קבע ושל מוספין כל היום ,תפילת הערב אין לה קבע ושל מוספין כל היום ,9,9,43,62,0.024390243902439025,0.024390243902439046,0.024390243902439025
44,ref-m.1.1.4.2.29-ref-m.1.1.4.2.34,ref-y.01.01.4.00.2710-ref-y.01.01.4.00.2715,4271,4303,659,664,ref-m.1.1.4.2.29,ref-m.1.1.4.2.34,91091,91124,14543,14548,ref-y.1.1.4..2710,ref-y.1.1.4..2715,וביציאתי אני נותן הודיה על חלקי ,וביציאתי אני נותן הודייה על חלקי ,6,6,44,74,0.030303030303030304,0.030303030303030276,0.030303030303030304
45,ref-m.1.1.4.5.19-ref-m.1.1.4.6.7,ref-y.01.01.4.00.4545-ref-y.01.01.4.00.4556,4741,4811,729,741,ref-m.1.1.4.5.19,ref-m.1.1.4.6.7,100602,100663,16058,16068,ref-y.1.1.4..4545,ref-y.1.1.4..4556,יכוין את לבו כנגד בית קדש הקדשים היה יושב בספינה או בקרון או באסדא ,היה יושב בספינה או באסדא יכוין את לבו כנגד בית קדשי הקדשים ,14,12,45,86,0.7910447761194029,0.1470588235294118,0.5074626865671642
47,ref-m.1.1.5.1.1-ref-m.1.1.5.1.7,ref-y.01.01.5.00.408-ref-y.01.01.5.00.414,5012,5047,770,775,ref-m.1.1.5.1.1,ref-m.1.1.5.1.7,104879,104914,16737,16742,ref-y.1.1.5..408,ref-y.1.1.5..414,אין עומדין להתפלל אלא מתוך כובד ראש ,אין עומדין להתפלל אלא מתוך כובד ראש ,7,7,47,90,0.0,0.0,0.0
48,ref-m.1.1.5.1.8-ref-m.1.1.5.1.14,ref-y.01.01.5.00.471-ref-y.01.01.5.00.477,5048,5092,776,781,ref-m.1.1.5.1.8,ref-m.1.1.5.1.14,105210,105254,16789,16794,ref-y.1.1.5..471,ref-y.1.1.5..477,חסידים הראשונים היו שוהים שעה אחת ומתפללים ,חסידים הראשונים היו שוהין שעה אחת ומתפללין ,7,7,48,91,0.046511627906976744,0.0888888888888889,0.046511627906976744
49,ref-m.1.1.5.1.20-ref-m.1.1.5.1.25,ref-y.01.01.5.00.910-ref-y.01.01.5.00.915,5119,5153,786,791,ref-m.1.1.5.1.20,ref-m.1.1.5.1.25,107524,107557,17151,17156,ref-y.1.1.5..910,ref-y.1.1.5..915,אפילו המלך שואל בשלומו לא ישיבנו ,אפי' המלך שואל בשלומו לא ישיבנו ,6,6,49,95,0.06060606060606061,0.08823529411764708,0.06060606060606061
50,ref-m.1.1.5.1.20-ref-m.1.1.5.1.25,ref-y.01.01.5.00.935-ref-y.01.01.5.00.940,5119,5153,786,791,ref-m.1.1.5.1.20,ref-m.1.1.5.1.25,107653,107685,17172,17177,ref-y.1.1.5..935,ref-y.1.1.5..940,אפילו המלך שואל בשלומו לא ישיבנו ,אפילו מלך שואל בשלומו לא ישיבנו ,6,6,50,96,0.030303030303030304,0.030303030303030276,0.030303030303030304
51,ref-m.1.1.5.1.26-ref-m.1.1.5.1.32,ref-y.01.01.5.00.1163-ref-y.01.01.5.00.1169,5154,5187,792,798,ref-m.1.1.5.1.26,ref-m.1.1.5.1.32,108866,108897,17371,17377,ref-y.1.1.5..1163,ref-y.1.1.5..1169,ואפילו נחש כרוך על עקבו לא יפסיק ,אפי' נחש כרוך על עקיבו לא יפסיק ,7,7,51,97,0.12121212121212122,0.1428571428571429,0.09090909090909091
52,ref-m.1.1.5.3.2-ref-m.1.1.5.3.7,ref-y.01.01.5.00.2372-ref-y.01.01.5.00.2377,5350,5377,819,824,ref-m.1.1.5.3.2,ref-m.1.1.5.3.7,115053,115081,18298,18303,ref-y.1.1.5..2372,ref-y.1.1.5..2377,על קן צפור יגיעו רחמיך ועל ,על קן ציפור הגיעו רחמיך ועל ,6,6,52,100,0.07142857142857142,0.0357142857142857,0.07142857142857142
53,ref-m.1.1.5.3.2-ref-m.1.1.5.3.7,ref-y.02.10.4.00.2593-ref-y.02.10.4.00.2598,5350,5377,819,824,ref-m.1.1.5.3.2,ref-m.1.1.5.3.7,1875270,1875298,286499,286504,ref-y.2.10.4..2593,ref-y.2.10.4..2598,על קן צפור יגיעו רחמיך ועל ,על קן ציפור הגיעו רחמיך ועל ,6,6,53,3398,0.07142857142857142,0.0357142857142857,0.07142857142857142
54,ref-m.1.1.5.3.28-ref-m.1.1.5.4.3,ref-y.01.01.5.00.2851-ref-y.01.01.5.00.2870,5485,5536,844,852,ref-m.1.1.5.3.28,ref-m.1.1.5.4.3,117574,117687,18678,18696,ref-y.1.1.5..2851,ref-y.1.1.5..2870,הוא מתחיל מתחלת הברכה שטעה בה העובר לפני התיבה ,מתחילת הברכה שטעה זה אמר לון מכיון דעניתון קדושתא כמי שהוא תחילת ברכה תני הפורס את שמע והעובר לפני התיבה ,9,20,54,104,0.6571428571428571,0.5523809523809524,0.638095238095238
56,ref-m.1.1.5.4.17-ref-m.1.1.5.4.28,ref-y.02.09.4.00.23-ref-y.02.09.4.00.31,5598,5658,863,872,ref-m.1.1.5.4.17,ref-m.1.1.5.4.28,1751227,1751273,267123,267131,ref-y.2.9.4..23,ref-y.2.9.4..31,לא ישא את כפיו ואם הבטחתו שהוא נושא את כפיו וחוזר לתפלתו ,בלא נשיאת כפים ולא מצאנו נשיאת כפים בלא תפילה ,12,9,56,3215,0.5263157894736842,0.43939393939393945,0.47368421052631576
57,ref-m.1.1.5.5.18-ref-m.1.1.5.5.26,ref-y.01.01.5.00.1227-ref-y.01.01.5.00.1236,5751,5794,890,896,ref-m.1.1.5.5.18,ref-m.1.1.5.5.26,109189,109239,17418,17425,ref-y.1.1.5..1227,ref-y.1.1.5..1236,אמרו עליו על רבי חנינא בן דוסא כשהיה מתפלל ,אמרין עליו על רבי חנינא בן דוסא שהיה עומד ומתפלל ,9,10,57,98,0.1836734693877551,0.16000000000000003,0.16326530612244897
58,ref-m.1.1.6.1.12-ref-m.1.1.6.1.33,ref-y.01.01.6.00.380-ref-y.01.01.6.00.395,5986,6098,928,945,ref-m.1.1.6.1.12,ref-m.1.1.6.1.33,121382,121466,19240,19251,ref-y.1.1.6..380,ref-y.1.1.6..395,חוץ מן היין שעל היין אומר בורא פרי הגפן ועל פירות הארץ אומר בורא פרי האדמה חוץ מן הפת שעל הפת הוא אומר ,"אומר עליהן שהכל נהיה בדברו א""ר יוסי ומתניתא אמרה כן חוץ מן הפת שעל הפת הוא אומר ",23,17,58,113,0.4854368932038835,0.3363636363636363,0.4563106796116505
60,ref-m.1.1.6.1.28-ref-m.1.1.6.1.33,ref-y.01.01.6.00.1591-ref-y.01.01.6.00.1611,6068,6098,940,945,ref-m.1.1.6.1.28,ref-m.1.1.6.1.33,127501,127602,20154,20167,ref-y.1.1.6..1591,ref-y.1.1.6..1611,חוץ מן הפת שעל הפת הוא אומר ,ומן הפת מתניתא אמרה כן חוץ מן היין שעל היין הוא אומר בורא פרי הגפן חוץ מן הפת שעל הפת הוא אומר ,7,22,60,124,0.7052631578947368,0.7052631578947368,0.7052631578947368
62,ref-m.1.1.6.4.1-ref-m.1.1.6.5.1,ref-y.01.01.6.00.2031-ref-y.01.01.6.00.2039,6475,6587,1001,1016,ref-m.1.1.6.4.1,ref-m.1.1.6.5.1,129663,129704,20483,20491,ref-y.1.1.6..2031,ref-y.1.1.6..2039,היו לפניו מינים הרבה רבי יהודה אומר אם יש ביניהם ממין שבעה מברך עליו וחכמים אומרים מברך על איזה מהם שירצה ברך ,היו לפניו מינין שבעה על איזה מהן הוא מברך ,22,9,62,128,0.6727272727272727,0.6306306306306306,0.6545454545454545
63,ref-m.1.1.6.4.20-ref-m.1.1.6.5.12,ref-y.01.01.8.00.205-ref-y.01.01.8.00.224,6573,6644,1014,1026,ref-m.1.1.6.4.20,ref-m.1.1.6.5.12,147381,147484,23216,23235,ref-y.1.1.8..205,ref-y.1.1.8..224,מהם שירצה ברך על היין שלפני המזון פטר את היין שלאחר המזון ברך על ,לאחר המזון ומשלשל כולם עליו מה נפשך יברך על היום המזון קודם יברך על המזון היין קודם יברך על היין ,14,20,63,166,0.6701030927835051,0.4271844660194175,0.5876288659793815
64,ref-m.1.1.6.4.20-ref-m.1.1.6.5.12,ref-y.01.01.8.00.302-ref-y.01.01.8.00.314,6573,6644,1014,1026,ref-m.1.1.6.4.20,ref-m.1.1.6.5.12,147860,147928,23296,23308,ref-y.1.1.8..302,ref-y.1.1.8..314,מהם שירצה ברך על היין שלפני המזון פטר את היין שלאחר המזון ברך על ,לאחר המזון ומשלשל כולן עליו מה נפשך יברך על היין המזון קודם יברך ,14,13,64,170,0.7076923076923077,0.2894736842105263,0.5230769230769231
67,ref-m.1.1.6.5.1-ref-m.1.1.6.5.12,ref-y.01.01.6.00.2058-ref-y.01.01.6.00.2071,6584,6644,1016,1026,ref-m.1.1.6.5.1,ref-m.1.1.6.5.12,129797,129866,20506,20517,ref-y.1.1.6..2058,ref-y.1.1.6..2071,ברך על היין שלפני המזון פטר את היין שלאחר המזון ברך על ,בירך על היין שלפני המזון פטר את היין שלאחר המזון אבל אם בירך על ,12,14,67,129,0.140625,0.140625,0.140625
