,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,dam-lev,jac
13,ref-bible.0301.137.7.1-ref-bible.0301.137.7.13,ref-t.1.1.1.15.87-ref-t.1.1.1.15.103,1249742,1249804,212761,212772,ref-bible.301.137.7.1,ref-bible.301.137.7.13,4737,4828,793,808,ref-t.1.1.1.15.87,ref-t.1.1.1.15.103,זכר יהוה לבני אדום את יום ירושלם האמרים ערו ערו עד היסוד בה ,זכור ייי לבני אדום את יום ירושלם אימתי כשיעקרו יסודותיה ממנה האמרים ערו ערו עד היסוד בה ,13,17,747,13,0.36363636363636365,0.2857142857142857
14,ref-bible.0303.38.9.1-ref-bible.0303.38.9.5,ref-t.1.1.2.14.36-ref-t.1.1.2.14.40,1329733,1329761,228121,228125,ref-bible.303.38.9.1,ref-bible.303.38.9.5,7579,7608,1233,1237,ref-t.1.1.2.14.36,ref-t.1.1.2.14.40,בשומי ענן לבשו וערפל חתלתו ,בשומי ענן לבושו וערפל חתלתו ,5,5,784,14,0.03571428571428571,0.0
15,ref-bible.0303.38.9.1-ref-bible.0303.38.9.5,ref-t.1.1.2.14.41-ref-t.1.1.2.14.47,1329733,1329761,228121,228125,ref-bible.303.38.9.1,ref-bible.303.38.9.5,7609,7648,1238,1244,ref-t.1.1.2.14.41,ref-t.1.1.2.14.47,בשומי ענן לבשו וערפל חתלתו ,בשומי ענן לבושו זה השפיר וערפל חתלתו ,5,7,785,15,0.2702702702702703,0.2857142857142857
17,ref-bible.0207.54.3.8-ref-bible.0207.54.4.6,ref-t.1.1.2.21.6-ref-t.1.1.2.21.15,851043,851088,144355,144362,ref-bible.207.54.3.8,ref-bible.207.54.4.6,9218,9263,1496,1505,ref-t.1.1.2.21.6,ref-t.1.1.2.21.15,וערים נשמות יושיבו אל תיראי כי לא תבושי ואל ,ערום אל תראה לבוש אל תראה עומד ואל תראה יושב ,9,10,599,17,0.5777777777777777,0.6666666666666667
18,ref-bible.0301.10.17.5-ref-bible.0301.10.17.8,ref-t.1.1.3.4.46-ref-t.1.1.3.4.49,1158984,1159003,196121,196124,ref-bible.301.10.17.5,ref-bible.301.10.17.8,10282,10301,1692,1695,ref-t.1.1.3.4.46,ref-t.1.1.3.4.49,תכין לבם תקשיב אזנך ,תכין לבם תקשיב אזנך ,4,4,712,18,0.0,0.0
19,ref-bible.0301.55.18.1-ref-bible.0301.55.18.5,ref-t.1.1.3.6.47-ref-t.1.1.3.6.51,1189972,1190002,201895,201899,ref-bible.301.55.18.1,ref-bible.301.55.18.5,10687,10717,1764,1768,ref-t.1.1.3.6.47,ref-t.1.1.3.6.51,ערב ובקר וצהרים אשיחה ואהמה ,ערב ובקר וצהרים אשיחה ואהמה ,5,5,729,19,0.0,0.0
20,ref-bible.0301.33.1.1-ref-bible.0301.33.1.6,ref-t.1.1.3.6.82-ref-t.1.1.3.6.87,1172964,1173000,198726,198731,ref-bible.301.33.1.1,ref-bible.301.33.1.6,10870,10905,1799,1804,ref-t.1.1.3.6.82,ref-t.1.1.3.6.87,רננו צדיקים ביהוה לישרים נאוה תהלה ,רננו צדיקים בייי לישרים נאוה תהלה ,6,6,720,20,0.08571428571428572,0.0
21,ref-bible.0101.37.25.1-ref-bible.0101.37.25.6,ref-t.1.1.4.16.45-ref-t.1.1.4.16.50,75208,75244,13471,13476,ref-bible.101.37.25.1,ref-bible.101.37.25.6,19167,19203,3106,3111,ref-t.1.1.4.16.45,ref-t.1.1.4.16.50,וישבו לאכל לחם וישאו עיניהם ויראו ,וישבו לאכל לחם וישאו עיניהם ויראו ,6,6,48,21,0.0,0.0
22,ref-bible.0205.13.28.12-ref-bible.0205.13.28.20,ref-t.1.1.4.17.28-ref-t.1.1.4.17.36,686602,686644,116158,116164,ref-bible.205.13.28.12,ref-bible.205.13.28.20,19548,19591,3159,3165,ref-t.1.1.4.17.28,ref-t.1.1.4.17.36,לא אכל האריה את הנבלה ולא שבר את החמור ,לא אכל האריה את הנבלה ולא שיבר את החמור ,9,9,534,22,0.025,0.0
24,ref-bible.0303.15.18.1-ref-bible.0303.15.19.4,ref-t.1.1.4.18.40-ref-t.1.1.4.18.49,1307656,1307710,223856,223865,ref-bible.303.15.18.1,ref-bible.303.15.19.4,19985,20038,3222,3231,ref-t.1.1.4.18.40,ref-t.1.1.4.18.49,אשר חכמים יגידו ולא כחדו מאבותם להם לבדם נתנה הארץ ,אשר חכמים יגידו ולא כחדו מאבתם להם לבדם נתנה הארץ ,10,10,778,24,0.0196078431372549,0.0
25,ref-bible.0101.44.33.1-ref-bible.0101.44.33.6,ref-t.1.1.4.18.96-ref-t.1.1.4.18.101,93158,93185,16662,16667,ref-bible.101.44.33.1,ref-bible.101.44.33.6,20271,20298,3270,3275,ref-t.1.1.4.18.96,ref-t.1.1.4.18.101,ועתה ישב נא עבדך תחת הנער ,ועתה ישב נא עבדך תחת הנער ,6,6,51,25,0.0,0.0
26,ref-bible.0203.9.5.12-ref-bible.0203.9.5.18,ref-t.1.1.4.18.112-ref-t.1.1.4.18.118,533096,533128,89260,89266,ref-bible.203.9.5.12,ref-bible.203.9.5.18,20349,20382,3285,3291,ref-t.1.1.4.18.112,ref-t.1.1.4.18.118,פן יחדל אבי מן האתנות ודאג לנו ,פן יחדל אבי מן האתונות ודאג לנו ,7,7,457,26,0.03125,0.0
27,ref-bible.0203.10.2.20-ref-bible.0203.10.2.31,ref-t.1.1.4.18.128-ref-t.1.1.4.18.138,535432,535491,89678,89688,ref-bible.203.10.2.20,ref-bible.203.10.2.31,20419,20472,3298,3307,ref-t.1.1.4.18.128,ref-t.1.1.4.18.138,והנה נטש אביך את דברי האתנות ודאג לכם לאמר מה אעשה לבני ,הנה נטש אביך את האתונות ודאג לכם לאמר מה אעשה לבני ,12,11,459,27,0.125,0.09090909090909094
28,ref-bible.0301.69.2.1-ref-bible.0301.69.3.5,ref-t.1.1.4.18.211-ref-t.1.1.4.18.222,1198704,1198764,203521,203532,ref-bible.301.69.2.1,ref-bible.301.69.3.5,20820,20879,3373,3384,ref-t.1.1.4.18.211,ref-t.1.1.4.18.222,הושיעני אלהים כי באו מים עד נפש טבעתי ביון מצולה ואין מעמד ,הושיעני אלים כי באו מים עד נפש טבעתי ביון מצולה ואין מעמד ,12,12,734,28,0.01694915254237288,0.0
29,ref-bible.0301.35.10.1-ref-bible.0301.35.10.6,ref-t.1.1.6.7.48-ref-t.1.1.6.7.53,1175029,1175058,199109,199114,ref-bible.301.35.10.1,ref-bible.301.35.10.6,29674,29702,4810,4815,ref-t.1.1.6.7.48,ref-t.1.1.6.7.53,כל עצמותי תאמרנה יהוה מי כמוך ,כל עצמותי תאמרנה ייי מי כמוך ,6,6,723,29,0.1,0.0
30,ref-bible.0101.26.24.16-ref-bible.0101.26.24.22,ref-t.1.1.6.8.14-ref-t.1.1.6.8.20,48545,48588,8567,8572,ref-bible.101.26.24.16,ref-bible.101.26.24.22,29978,30020,4867,4872,ref-t.1.1.6.8.14,ref-t.1.1.6.8.20,וברכתיך והרביתי את זרעך בעבור אברהם עבדי ,וברכתיך והרבתי את זרעך בעבור אברהם עבדי ,7,7,32,30,0.024390243902439025,0.0
31,ref-bible.0101.26.12.1-ref-bible.0101.26.12.9,ref-t.1.1.6.8.33-ref-t.1.1.6.8.43,47714,47766,8414,8422,ref-bible.101.26.12.1,ref-bible.101.26.12.9,30081,30144,4884,4894,ref-t.1.1.6.8.33,ref-t.1.1.6.8.43,ויזרע יצחק בארץ ההוא וימצא בשנה ההוא מאה שערים ,וזרע שנ' ויזרע יצחק בארץ ההיא וימצא בשנה ההיא מאה שערים ,9,11,29,31,0.19642857142857142,0.1428571428571429
32,ref-bible.0103.26.14.6-ref-bible.0103.26.15.16,ref-t.1.1.6.15.3-ref-t.1.1.6.15.35,247842,247948,42647,42663,ref-bible.103.26.14.6,ref-bible.103.26.15.16,31459,31613,5113,5139,ref-t.1.1.6.15.3,ref-t.1.1.6.15.35,תעשו את כל המצות האלה ואם בחקתי תמאסו ואם את משפטי תגעל נפשכם לבלתי עשות את כל מצותי להפרכם את בריתי ,עושין עשר מצות כל אחד ואחד מברך לעצמו היו עושין כולן מצוה אחת אחד מברך לכולן יחיד שהיה עושה עשר מצות מברך על כל אחת ואחת היה עושה מצוה אחת כל היום אין ,21,33,237,32,0.6887417218543046,0.88
33,ref-bible.0207.40.17.1-ref-bible.0207.40.17.8,ref-t.1.1.6.18.25-ref-t.1.1.6.18.32,831106,831147,140715,140722,ref-bible.207.40.17.1,ref-bible.207.40.17.8,32490,32531,5276,5283,ref-t.1.1.6.18.25,ref-t.1.1.6.18.32,כל הגוים כאין נגדו מאפס ותהו נחשבו לו ,כל הגוים כאין נגדו כאפס ותהי נחשבו לו ,8,8,593,33,0.05263157894736842,0.0
34,ref-bible.0308.4.2.6-ref-bible.0308.4.2.13,ref-t.1.1.6.19.35-ref-t.1.1.6.19.42,1363122,1363156,234246,234252,ref-bible.308.4.2.6,ref-bible.308.4.2.13,32963,32996,5353,5359,ref-t.1.1.6.19.35,ref-t.1.1.6.19.42,כי אין לבוא אל שער המלך בלבוש שק ,כי אין לבא אל שער המלך בלבוש שק ,8,8,805,34,0.030303030303030304,0.0
35,ref-bible.0310.9.5.19-ref-bible.0310.9.5.24,ref-t.1.1.6.22.19-ref-t.1.1.6.22.25,1411610,1411652,242629,242634,ref-bible.310.9.5.19,ref-bible.310.9.5.24,33514,33559,5442,5447,ref-t.1.1.6.22.19,ref-t.1.1.6.22.25,העולם ויברכו שם כבודך ומרומם על כל ברכה ,העולם ויברכו את שם כבודך ומניין על כל ברכה ,8,9,839,35,0.16279069767441862,0.30000000000000004
36,ref-bible.0305.2.4.1-ref-bible.0305.2.4.9,ref-t.1.1.6.23.12-ref-t.1.1.6.23.20,1344149,1344198,230775,230783,ref-bible.305.2.4.1,ref-bible.305.2.4.9,33708,33751,5472,5480,ref-t.1.1.6.23.12,ref-t.1.1.6.23.20,והנה בעז בא מבית לחם ויאמר לקוצרים יהוה עמכם ,והנה בעז בא מבית לחם וגו' ואו' ייי עמך ,9,9,802,36,0.3333333333333333,0.6
37,ref-bible.0301.34.8.1-ref-bible.0301.34.8.6,ref-t.1.1.6.25.41-ref-t.1.1.6.25.46,1174062,1174096,198928,198933,ref-bible.301.34.8.1,ref-bible.301.34.8.6,34474,34509,5602,5607,ref-t.1.1.6.25.41,ref-t.1.1.6.25.46,חנה מלאך יהוה סביב ליראיו ויחלצם ,חונה מלאך ייי סביב ליריאיו ויחלצם ,6,6,722,37,0.14705882352941177,0.0
38,ref-bible.0301.66.18.1-ref-bible.0301.66.19.2,ref-t.1.2.1.4.13-ref-t.1.2.1.4.24,1196603,1196642,203137,203145,ref-bible.301.66.18.1,ref-bible.301.66.19.2,35077,35128,5703,5711,ref-t.1.2.1.4.13,ref-t.1.2.1.4.24,און אם ראיתי בלבי לא ישמע אדני אכן שמע ,אם און ראיתי בלבי לא ישמע ייי הא מה אני מקיים שמעו ,9,12,733,38,0.39215686274509803,0.375
39,ref-bible.0208.6.19.1-ref-bible.0208.6.19.6,ref-t.1.2.1.4.24-ref-t.1.2.1.4.33,879207,879235,149397,149402,ref-bible.208.6.19.1,ref-bible.208.6.19.6,35124,35168,5711,5717,ref-t.1.2.1.4.24,ref-t.1.2.1.4.33,שמעי הארץ הנה אנכי מביא רעה ,שמעו הארץ הא מה אני מקיים הנה אנכי מביא רעה ,6,10,610,39,0.38636363636363635,0.1428571428571429
40,ref-bible.0103.5.15.1-ref-bible.0103.5.15.14,ref-t.1.2.3.8.115-ref-t.1.2.3.8.122,199247,199318,34504,34516,ref-bible.103.5.15.1,ref-bible.103.5.15.14,44228,44267,7177,7184,ref-t.1.2.3.8.115,ref-t.1.2.3.8.122,נפש כי תמעל מעל וחטאה בשגגה מקדשי יהוה והביא את אשמו ליהוה איל תמים ,נפש כי תחטא ועשתה וג' והביא איל תמים ,14,8,156,40,0.5588235294117647,0.7142857142857143
41,ref-bible.0205.13.7.7-ref-bible.0205.13.8.8,ref-t.1.2.4.12.9-ref-t.1.2.4.12.18,684812,684879,115838,115849,ref-bible.205.13.7.7,ref-bible.205.13.8.8,48488,48547,7857,7866,ref-t.1.2.4.12.9,ref-t.1.2.4.12.18,אתי הביתה וסעדה ואתנה לך מתת ויאמר איש האלהים אל המלך אם תתן לי ,אותו ונותנין לו לשום מלוה וחוזרין ונותנין לו לשום מתנה ,14,10,530,41,0.71875,0.8
42,ref-bible.0302.11.30.1-ref-bible.0302.11.30.6,ref-t.1.2.4.18.89-ref-t.1.2.4.18.94,1269176,1269204,216392,216397,ref-bible.302.11.30.1,ref-bible.302.11.30.6,50066,50094,8126,8131,ref-t.1.2.4.18.89,ref-t.1.2.4.18.94,פרי צדיק עץ חיים ולקח נפשות ,פרי צדיק עץ חיים ולוקח נפש' ,6,6,757,42,0.10714285714285714,0.2857142857142857
43,ref-bible.0105.15.8.13-ref-bible.0105.15.9.9,ref-t.1.2.4.20.18-ref-t.1.2.4.20.25,372098,372139,62148,62155,ref-bible.105.15.8.13,ref-bible.105.15.9.9,50517,50550,8195,8202,ref-t.1.2.4.20.18,ref-t.1.2.4.20.25,לו השמר לך פן יהיה דבר עם לבבך בליעל לאמר ,לך פן יהיה דבר עם לבבך בליעל לאמר ,10,8,359,43,0.19047619047619047,0.125
44,ref-bible.0221.1.10.1-ref-bible.0221.1.10.5,ref-t.1.3.2.8.29-ref-t.1.3.2.8.33,1149746,1149768,194455,194459,ref-bible.221.1.10.1,ref-bible.221.1.10.5,57289,57311,9271,9275,ref-t.1.3.2.8.29,ref-t.1.3.2.8.33,מי גם בכם ויסגר דלתים ,מי גם בכם ויסגר דלתים ,5,5,703,44,0.0,0.0
45,ref-bible.0215.3.10.5-ref-bible.0215.3.11.4,ref-t.1.3.5.20.64-ref-t.1.3.5.20.70,1117551,1117583,188958,188962,ref-bible.215.3.10.5,ref-bible.215.3.11.4,74593,74637,11988,11994,ref-t.1.3.5.20.64,ref-t.1.3.5.20.70,בעולה ראשיה בשחד ישפטו וכהניה ,ועליהן אמ' הכתו' ראשיה בשחד ישפטו וכהניה ,5,7,685,45,0.34146341463414637,0.5
46,ref-bible.0215.3.12.1-ref-bible.0215.3.12.5,ref-t.1.3.5.20.82-ref-t.1.3.5.20.86,1117675,1117700,188979,188983,ref-bible.215.3.12.1,ref-bible.215.3.12.5,74703,74728,12006,12010,ref-t.1.3.5.20.82,ref-t.1.3.5.20.86,לכן בגללכם ציון שדה תחרש ,לכן בגללכם ציון שדה תחרש ,5,5,686,46,0.0,0.0
47,ref-bible.0209.23.28.15-ref-bible.0209.23.29.9,ref-t.1.4.2.8.31-ref-t.1.4.2.8.43,1025259,1025316,173455,173464,ref-bible.209.23.28.15,ref-bible.209.23.29.9,93182,93253,14974,14982,ref-t.1.4.2.8.31,ref-t.1.4.2.8.43,מהם ועשו אותך בשנאה ולקחו כל יגיעך ועזבוך עירם ועריה ,ממנה עראי ועושה אותה תרומה ומעשרות על מקום אחר שיגיע לעיר הגיע לעיר ,10,13,641,47,0.6323529411764706,0.8947368421052632
48,ref-bible.0104.34.6.1-ref-bible.0104.34.6.7,ref-t.1.4.2.12.55-ref-t.1.4.2.12.61,332976,333014,55768,55774,ref-bible.104.34.6.1,ref-bible.104.34.6.7,94313,94351,15141,15147,ref-t.1.4.2.12.55,ref-t.1.4.2.12.61,וגבול ים והיה לכם הים הגדול וגבול ,וגבול ים והיה לכם הים הגדול וגבול ,7,7,318,48,0.0,0.0
49,ref-bible.0201.15.11.15-ref-bible.0201.15.12.4,ref-t.1.4.2.12.55-ref-t.1.4.2.12.61,443182,443226,74023,74030,ref-bible.201.15.11.15,ref-bible.201.15.12.4,94313,94351,15141,15147,ref-t.1.4.2.12.55,ref-t.1.4.2.12.61,והיו תצאות הגבול ימה וגבול ים הימה הגדול ,וגבול ים והיה לכם הים הגדול וגבול ,8,7,427,49,0.6341463414634146,0.6
51,ref-bible.0104.18.28.14-ref-bible.0104.18.29.3,ref-t.1.4.3.19.55-ref-t.1.4.4.1.1,297969,298026,50155,50163,ref-bible.104.18.28.14,ref-bible.104.18.29.3,100426,100470,16065,16071,ref-t.1.4.3.19.55,ref-t.1.4.4.1.1,ונתתם ממנו את תרומת יהוה לאהרן הכהן מכל מתנתיכם תרימו ,ונתתם ממנו את תרומת ייי לאהרן הכהן התורם ,10,8,284,51,0.3333333333333333,0.2222222222222222
53,ref-bible.0312.24.13.2-ref-bible.0312.24.14.6,ref-t.1.4.5.6.7-ref-t.1.4.5.6.16,1505284,1505339,258636,258646,ref-bible.312.24.13.2,ref-bible.312.24.14.6,105974,106038,16879,16886,ref-t.1.4.5.6.7,ref-t.1.4.5.6.16,שלשה עשר לישבאב ארבעה עשר לבלגה חמשה עשר לאמר ששה עשר ,מחמשים מארבעים משלשים מעשרים מעשרה אין תרומתו תרומה ואם אמ' ,11,10,889,53,0.75,0.6666666666666667
54,ref-bible.0104.31.30.1-ref-bible.0104.31.30.8,ref-t.1.4.5.8.10-ref-t.1.4.5.8.17,325475,325515,54586,54592,ref-bible.104.31.30.1,ref-bible.104.31.30.8,106846,106888,17004,17010,ref-t.1.4.5.8.10,ref-t.1.4.5.8.17,וממחצת בני ישראל תקח אחד אחז מן החמשים ,וממחצית בני ישראל תקח אחד אחוז מן החמשים ,8,8,311,54,0.04878048780487805,0.0
55,ref-bible.0209.45.13.1-ref-bible.0209.45.13.12,ref-t.1.4.5.8.46-ref-t.1.4.5.8.57,1073471,1073544,181318,181329,ref-bible.209.45.13.1,ref-bible.209.45.13.12,107032,107110,17037,17048,ref-t.1.4.5.8.46,ref-t.1.4.5.8.57,זאת התרומה אשר תרימו ששית האיפה מחמר החטים וששיתם האיפה מחמר השערים ,זאת התרומה אשר תרימו ששית האיפה מחומר החטים וששיתם האיפה מחומר השעורין ,12,12,667,55,0.056338028169014086,0.0
56,ref-bible.0202.14.4.1-ref-bible.0202.14.4.12,ref-t.1.4.9.1.92-ref-t.1.4.9.1.103,498446,498506,83281,83292,ref-bible.202.14.4.1,ref-bible.202.14.4.12,125588,125646,19825,19835,ref-t.1.4.9.1.92,ref-t.1.4.9.1.103,ואביו ואמו לא ידעו כי מיהוה היא כי תאנה הוא מבקש מפלשתים ,ואביו ואמו לא ידעו כי מייי הוא כי תאנה הוא מבקש מפלשתים ,12,12,445,56,0.07017543859649122,0.0
57,ref-bible.0310.7.18.1-ref-bible.0310.7.20.6,ref-t.1.5.1.3.50-ref-t.1.5.1.3.60,1406766,1406854,241786,241800,ref-bible.310.7.18.1,ref-bible.310.7.20.6,133763,133812,21098,21108,ref-t.1.5.1.3.50,ref-t.1.5.1.3.60,בני אדניקם שש מאות ששים ושבעה בני בגוי אלפים ששים ושבעה בני עדין שש מאות חמשים וחמשה ,בני חמש סלעים בני חמש תאנים בני שש וזתים בני שבע ,17,11,830,57,0.6705882352941176,0.6363636363636364
58,ref-bible.0208.32.14.21-ref-bible.0208.32.14.27,ref-t.1.5.4.2.21-ref-t.1.5.4.2.27,931809,931846,158058,158064,ref-bible.208.32.14.21,ref-bible.208.32.14.27,143764,143801,22593,22599,ref-t.1.5.4.2.21,ref-t.1.5.4.2.27,ונתתם בכלי חרש למען יעמדו ימים רבים ,ונתתם בכלי חרש למען יעמדו ימים רבים ,7,7,624,58,0.0,0.0
59,ref-bible.0103.25.7.4-ref-bible.0103.25.7.8,ref-t.1.5.5.1.20-ref-t.1.5.5.1.24,243774,243800,41926,41930,ref-bible.103.25.7.4,ref-bible.103.25.7.8,148597,148623,23306,23310,ref-t.1.5.5.1.20,ref-t.1.5.5.1.24,בארצך תהיה כל תבואתה לאכל ,בארצך תהיה כל תבואתה לאכל ,5,5,227,59,0.0,0.0
60,ref-bible.0103.25.7.4-ref-bible.0103.25.7.8,ref-t.1.5.5.20.27-ref-t.1.5.5.20.31,243774,243800,41926,41930,ref-bible.103.25.7.4,ref-bible.103.25.7.8,151283,151309,23728,23732,ref-t.1.5.5.20.27,ref-t.1.5.5.20.31,בארצך תהיה כל תבואתה לאכל ,בארצך תהיה כל תבואתה לאכל ,5,5,228,60,0.0,0.0
61,ref-bible.0201.15.18.15-ref-bible.0201.15.19.18,ref-t.1.5.6.25.23-ref-t.1.5.6.25.40,443675,443760,74112,74129,ref-bible.201.15.18.15,ref-bible.201.15.19.18,154722,154806,24289,24305,ref-t.1.5.6.25.23,ref-t.1.5.6.25.40,לך ותאמר תנה לי ברכה כי ארץ הנגב נתתני ונתתה לי גלת מים ויתן לה את גלת עליות ואת ,לו והלה אומ' לו הרי פירות האילן נתונין לך במתנה והוא אומ' לו הרי סלע זו נתונה לך ,19,18,432,61,0.7037037037037037,0.8947368421052632
62,ref-bible.0201.13.17.1-ref-bible.0201.13.17.11,ref-t.1.5.7.11.25-ref-t.1.5.7.11.34,439638,439696,73417,73427,ref-bible.201.13.17.1,ref-bible.201.13.17.11,157393,157449,24709,24718,ref-t.1.5.7.11.25,ref-t.1.5.7.11.34,חשבון וכל עריה אשר במישר דיבון ובמות בעל ובית בעל מעון ,חשבון וכל עריה שבמישור דיבון ובמות בעל ובית בעל מעון ,11,10,426,62,0.07272727272727272,0.2727272727272727
63,ref-bible.0205.10.27.7-ref-bible.0205.10.27.13,ref-t.1.5.7.11.64-ref-t.1.5.7.11.70,677284,677324,114547,114553,ref-bible.205.10.27.7,ref-bible.205.10.27.13,157610,157651,24739,24745,ref-t.1.5.7.11.64,ref-t.1.5.7.11.70,ואת הארזים נתן כשקמים אשר בשפלה לרב ,ואת הארזים נתן כשקמים אשר בשפלה לרוב ,7,7,528,63,0.02702702702702703,0.0
64,ref-bible.0313.1.15.9-ref-bible.0313.1.15.15,ref-t.1.5.7.11.64-ref-t.1.5.7.11.70,1518392,1518432,260713,260719,ref-bible.313.1.15.9,ref-bible.313.1.15.15,157610,157651,24739,24745,ref-t.1.5.7.11.64,ref-t.1.5.7.11.70,ואת הארזים נתן כשקמים אשר בשפלה לרב ,ואת הארזים נתן כשקמים אשר בשפלה לרוב ,7,7,918,64,0.02702702702702703,0.0
65,ref-bible.0313.9.27.7-ref-bible.0313.9.27.13,ref-t.1.5.7.11.64-ref-t.1.5.7.11.70,1534776,1534816,263398,263404,ref-bible.313.9.27.7,ref-bible.313.9.27.13,157610,157651,24739,24745,ref-t.1.5.7.11.64,ref-t.1.5.7.11.70,ואת הארזים נתן כשקמים אשר בשפלה לרב ,ואת הארזים נתן כשקמים אשר בשפלה לרוב ,7,7,929,65,0.02702702702702703,0.0
